_uf;_label;_level;estab_total;area_ha_total;estab_menos_1ha;area_ha_menos_1ha;estab_1_a_2ha;area_ha_1_a_2ha;confianca
BA;CATOLANDIA;municipio;4846.0;308779.0;16.0;;5120.0;;media
BA;COTEGIPE;municipio;31007.0;18553807.0;68.0;35.0;47667.0;;media
BA;CRISTOPOLIS;municipio;6952.0;3510318.0;;;4750.0;;media
BA;FORMOSA DO RIO PRETO;municipio;10511.0;11332313.0;69.0;35.0;43465.0;;media
BA;RIACHÃO DAS NEVES;municipio;1471.0;8524607.0;27.0;24.0;30226.0;;media
BA;SANTA RITA DE CASSIA;municipio;;;;;;;media
BA;SÃO DESIDERIO;municipio;12193.0;9025800.0;54.0;59.0;71526.0;;media
BA;TABOCAS DO BREJO VELHO;municipio;8047.0;3510183.0;13.0;10.0;14310.0;;media
BA;CHAPADÕES DO RIO CORRENTE;municipio;134742.0;623181613.0;194.0;79.0;101775.0;;media
BA;CANAPOL(S;municipio;6719.0;153933.0;;;;;media
BA;cocos;municipio;23366.0;12236150.0;37.0;16.0;19611.0;;media
BA;CORIBE;municipio;27416.0;15544859.0;50.0;17.0;21867.0;;media
BA;CORRENT I NA;municipio;20093.0;4513086.0;12.0;;6231.0;;media
BA;SANTA MARIA DA VITORIA;municipio;23140.0;10530833.0;30.0;13.0;17037.0;;media
BA;zz SANTANA;mesorregiao;16652.0;10530518.0;39.0;18.0;23251.0;;media
BA;SERRA DOURADA;municipio;17354.0;7622231.0;22.0;10.0;13778.0;;media
BA;BAIXO-MEDI O SÃO FRANCISCO;municipio;125385.0;570172869.0;286.0;137.0;174028.0;;media
BA;BARRA;municipio;19586.0;9628596.0;51.0;26.0;33978.0;;media
BA;CAMPO ALEGRE DE LOURDES;municipio;38551.0;10133953.0;74.0;32.0;39119.0;;media
BA;CASA NOVA;municipio;7130.0;339462.0;;;3322.0;;media
BA;IBOTIRAMA;municipio;14229.0;6017994.0;19.0;14.0;18535.0;;media
BA;MORPARA;municipio;8592.0;5916931.0;18.0;;8920.0;;media
BA;PILÃO ARCADO;municipio;2847.0;175019.0;;;1000.0;;media
BA;REMANSO;municipio;10898.0;531652.0;17.0;;10854.0;;media
BA;SENTO SE;municipio;5245.0;308849.0;16.0;;7713.0;;media
BA;XIQUE-XIQUE;municipio;18303.0;12135909.0;80.0;39.0;50585.0;;media
BA;MEDIO SÃO FRANCISCO;municipio;83575.0;442128942.0;135.0;68.0;89462.0;;media
BA;BOM JESUS DA LAPA;municipio;29414.0;16146249.0;45.0;18.0;22667.0;;media
BA;CARI NHANHA;municipio;25606.0;14944131.0;36.0;23.0;30625.0;;media
BA;MALHADA;municipio;15586.0;8625643.0;35.0;22.0;2919.0;;media
BA;PARATINGA;municipio;12968.0;4612919.0;19.0;5.0;51.0;;media
BA;CHAPADA DIAMANTINA SETENTRIONAL;municipio;130328.0;651194413.0;160.0;61.0;85343.0;;media
BA;O BARRA DO MENDES;mesorregiao;;;;;;;media
BA;CAFARNAUM;municipio;5758.0;20749.0;;;1306.0;;media
BA;CANARANA;municipio;12494.0;34228.0;;;2433.0;;media
BA;CENTRAL;municipio;455.0;2758.0;;;;;media
BA;OENTI O DO OURO;municipio;713.0;3710635.0;;;4500.0;;media
BA;IBIPEBA;municipio;5709.0;4413496.0;;;14041.0;;media
BA;IBITITA;municipio;3995.0;174565.0;;;;;media
BA;IRECE;municipio;42533.0;17753228.0;35.0;;12648.0;;media
BA;JUSSARA;municipio;5271.0;29289.0;;;;;media
BA;MORRO DO CHAPEU;municipio;32496.0;22570633.0;82.0;31.0;42652.0;;media
BA;ABAIRA;municipio;20443.0;61.0;;127.0;;138.0;media
BA;AGUA OUENTE;municipio;9060.0;;;211.0;;263.0;media
BA;ANDARA(;municipio;145684.0;423.0;;573.0;;853.0;media
BA;BARRA DA ESTIVA;municipio;71372.0;46.0;;76.0;;105.0;media
BA;BONINAL;municipio;27348.0;35.0;;210.0;;316.0;media
BA;BOOUIRA;municipio;37755.0;75.0;;268.0;;412.0;media
BA;BOTUPORÃ;municipio;79541.0;;;230.0;;300.0;media
BA;BROTAS DE MACAUBAS;municipio;59603.0;33.0;;208.0;;294.0;media
BA;CONTENDAS DO SI NCORA;municipio;72502.0;;;34.0;;49.0;media
BA;IBICOARA;municipio;56437.0;9.0;;6.0;;156.0;media
BA;IBIPITANGA;mesorregiao;34356.0;;;20.0;;26.0;media
BA;IBITIARA;municipio;58012.0;367.0;;6.0;;961.0;media
BA;IPUPIARA;municipio;49844.0;20.0;;62.0;;85.0;media
BA;IRAMAIA;municipio;153651.0;10.0;;54.0;;85.0;media
BA;IRAOUARA;municipio;59078.0;98.0;;480.0;;717.0;media
BA;ITAETE;municipio;107127.0;12.0;;108.0;;171.0;media
BA;ITUAÇU;municipio;67217.0;54.0;;86.0;;128.0;media
BA;.JUSSIAPE;municipio;25969.0;60.0;;184.0;;228.0;media
BA;LENÇO IS;municipio;43842.0;58.0;;80.0;;120.0;media
BA;MACAUBAS;municipio;87493.0;67.0;;422.0;;557.0;media
BA;MUCUGE;municipio;69029.0;20.0;;87.0;;118.0;media
BA;OLIVEIRA DOS BREJINHOS;municipio;141904.0;78.0;;205.0;;291.0;media
BA;PALMEIRAS;municipio;25453.0;18.0;;62.0;;90.0;media
BA;PARAMIRIM;municipio;62495.0;;;473.0;;532.0;media
BA;PIATÂ;municipio;45640.0;458.0;;572.0;;748.0;media
BA;RIO DE CONTAS;municipio;46352.0;;;110.0;;137.0;media
BA;RIO DO PIRES;municipio;21776.0;25.0;;271.0;;345.0;media
BA;SEABRA;municipio;63543.0;131.0;;409.0;;607.0;media
BA;TANHAÇU;municipio;95078.0;35.0;;46.0;;65.0;media
BA;UTINGA;municipio;585978.0;10.0;;29.0;;;media
BA;u WAGNER;mesorregiao;38414.0;;;;;;media
BA;SERRA GERAL DA BAHIA;microrregiao;2270595.0;120.0;;2633.0;;2954.0;media
BA;ARACATU;municipio;107733.0;;;;;;media
BA;BRUMADO;municipio;131906.0;;;136.0;;172.0;media
BA;CACULE;municipio;51936.0;19.0;;76.0;;79.0;media
BA;CAETITE;municipio;183993.0;;;155.0;;180.0;media
BA;CANDIBA;municipio;30023.0;;;219.0;;252.0;media
BA;CONDEUBA;municipio;139247.0;;;;;;media
BA;CORDEIROS;municipio;36114.0;;;26.0;;33.0;media
BA;DOM BASILIO;municipio;32043.0;;;91.0;;103.0;media
BA;GUANAMBI;mesorregiao;109519.0;42.0;;414.0;;473.0;media
BA;IBIASSUCE;municipio;47026.0;;;16.0;;17.0;media
BA;IGAPOAÃ;municipio;51945.0;;;28.0;;31.0;media
BA;.JACARACI;municipio;116009.0;;;16.0;;20.0;media
BA;LICINIO DE ALMEIDA;municipio;68478.0;;;66.0;;66.0;media
BA;LIVRAMENTO DO BRUMADO;municipio;99736.0;15.0;;186.0;;230.0;media
BA;MALHADA DE PEDRAS;municipio;40836.0;;;26.0;;29.0;media
BA;MORTUGABA;municipio;37564.0;;;53.0;;68.0;media
BA;PALMAS DE MONTE ALTO;municipio;19206.0;;;20.0;;24.0;media
BA;PINDAI;municipio;56493.0;2.0;;339.0;;362.0;media
BA;PIRIPA;municipio;30909.0;;;16.0;;16.0;media
BA;PRESIDENTE .JANIO QUADROS;municipio;78458.0;;;9.0;;;media
BA;RIACHO DE SANTANA;municipio;209690.0;2.0;;467.0;;478.0;media
BA;RIO DO ANTONIO;municipio;45709.0;;;56.0;;60.0;media
BA;ESTABE- ESTABE- ESTABE- ESTABE- ESTABE-;mesorregiao;;;;;;;media
BA;AREA AREA AREA AREA AREA;microrregiao;;;;;;;media
BA;MENTOS MENTOS MENTOS MENTOS MENTOS;mesorregiao;;;;;;;media
BA;e zss;municipio;614.0;5505.0;989.0;7244.0;586.0;472.0;media
BA;ABAIRA;municipio;;2263.0;;2336.0;;;media
BA;AGUA QUENTE;municipio;;1195.0;;781.0;;511.0;media
BA;ANDARAI;municipio;;8647.0;;11794.0;30.0;20997.0;media
BA;BARRA DA ESTIVA;municipio;;8675.0;;15639.0;15.0;9071.0;media
BA;BONINAL;municipio;16.0;1926.0;10.0;3027.0;;;media
BA;BOQUIRA;municipio;;3881.0;;2796.0;;2150.0;media
BA;BOTUPORÃ;municipio;70.0;19.0;5033.0;3224.0;1247.0;;media
BA;BROTAS DE MACAUBAS;municipio;67.0;35.0;9091.0;2416.0;2600.0;;media
BA;CONTENDAS DO SI NCORA;municipio;;8789.0;;16316.0;23.0;14855.0;media
BA;IBICOARA;municipio;;6626.0;;8654.0;;6119.0;media
BA;IBIPITANGA;municipio;;3307.0;;707.0;;;media
BA;IBITIARA;municipio;;6243.0;;7711.0;;620.0;media
BA;IPUPIARA;municipio;;6214.0;;9323.0;;2955.0;media
BA;IRAMAIA;municipio;;14123.0;;34256.0;29.0;19282.0;media
BA;IRAQUARA;municipio;;7674.0;;6228.0;10.0;6978.0;media
BA;ITAETE;municipio;;6929.0;;11610.0;22.0;15879.0;media
BA;ITUAÇU;municipio;;;;13.0;;;media
BA;.JUSSIAPE;municipio;;4977.0;;3580.0;;780.0;media
BA;LENÇO IS;municipio;;684.0;;1441.0;;5201.0;media
BA;MACAUBAS;municipio;;11885.0;;7861.0;;5077.0;media
BA;MUCUGE;municipio;;6171.0;;9144.0;18.0;12158.0;media
BA;OLIVEIRA DOS BREJINHOS;municipio;;16895.0;;26492.0;32.0;18894.0;media
BA;PALMEIRAS;municipio;;4094.0;;5034.0;;2110.0;media
BA;PARAMIRIM;municipio;;8248.0;;5342.0;;6247.0;media
BA;PIATÃ;municipio;;3387.0;;5603.0;;1120.0;media
BA;RIO DE CONTAS;municipio;;8159.0;;10433.0;;2860.0;media
BA;RIO DO PIRES;municipio;;1898.0;;2322.0;;1848.0;media
BA;SEABRA;municipio;61.0;33.0;9187.0;10.0;5922.0;1306.0;media
BA;TANHAÇU;municipio;;16758.0;;30977.0;15.0;10141.0;media
BA;UTINGA;municipio;;10819.0;;7823.0;15.0;10848.0;media
BA;WAGNER;municipio;;4041.0;;6541.0;12.0;8120.0;media
BA;SERRA GERAL DA BAHIA;microrregiao;;381886.0;;388147.0;264.0;;media
BA;ARACATU;municipio;;21381.0;;24994.0;12.0;7766.0;media
BA;BRUMADO;municipio;;21775.0;;31095.0;22.0;14092.0;media
BA;CACULE;municipio;;9583.0;;8331.0;7.0;4033.0;media
BA;CAETITE;municipio;;28953.0;;32184.0;22.0;14487.0;media
BA;CANDIBA;municipio;;4772.0;;2912.0;;;media
BA;CONDEUBA;municipio;;32332.0;;25346.0;13.0;8075.0;media
BA;CORDEIROS;municipio;;3548.0;;1555.0;;5.0;media
BA;DOM BASILIO;municipio;;6606.0;;4979.0;;633.0;media
BA;GUANAMBI;municipio;;21513.0;;15488.0;15.0;10040.0;media
BA;IBIASSUCE;municipio;;9456.0;;4288.0;;1312.0;media
BA;IGAPORÃ;municipio;;11271.0;;10096.0;;1700.0;media
BA;LICINIO DE ALMEIDA;municipio;;13040.0;;15373.0;;4245.0;media
BA;LIVRAMENTO DO BRUMADO;municipio;;20013.0;;20784.0;;111.0;media
BA;MALHADA DE PEDRAS;municipio;;8125.0;;6718.0;;665.0;media
BA;MORTUGABA;municipio;;6097.0;;4484.0;;1800.0;media
BA;PALMAS DE MONTE ALTO;municipio;;26613.0;;39164.0;38.0;24611.0;media
BA;"PINDAI ""o";municipio;;;;;;;media
BA;PIRIPA;municipio;;3050.0;;3991.0;;;media
BA;PRESIDENTE JANIO QUADROS;municipio;;11440.0;;525.0;2.0;1300.0;media
BA;RIACHO DE SANTANA;municipio;;33935.0;;44159.0;24.0;15313.0;media
BA;CORREDEIRAS;municipio;11921.0;421863.0;571.0;271.0;1058.0;;media
BA;LESTE BAIANO;microrregiao;348233.0;11773420.0;48141.0;31192.0;45179.0;;media
BA;PIEMONTE DA DIAMANTINA;municipio;36425.0;2109979.0;3214.0;2161.0;3023.0;;media
BA;uo PIRITIBA;mesorregiao;2106.0;104996.0;410.0;264.0;247.0;;media
BA;RUY BARBOSA;mesorregiao;1765.0;196973.0;;;31.0;;media
BA;SERTÃO DE CANUDOS;municipio;425117.0;1163697.0;4319.0;3041.0;5727.0;;media
BA;SERRINHA;municipio;39164.0;881370.0;243.0;3503.0;4814.0;;media
BA;SENHOR;microrregiao;;729.0;102267.0;476.0;141886.0;111.0;media
BA;ANTONIO GONÇALVES;municipio;;18.0;2321.0;10.0;411.0;;media
BA;CALDEIRÃO GRANDE;municipio;;61.0;8641.0;35.0;10962.0;;media
BA;CAMPO FORMOSO;municipio;;228.0;31887.0;157.0;48003.0;18.0;media
BA;JAGUARARI;municipio;;52.0;7148.0;35.0;9854.0;;media
BA;MIRANGABA;municipio;;116.0;16098.0;68.0;19125.0;11.0;media
BA;PINOOBAÇU;municipio;;84.0;11722.0;51.0;15193.0;15.0;media
BA;SAUOE;municipio;;44.0;6482.0;32.0;9497.0;;media
BA;SENHOR DO BONFIM;municipio;126.0;17964.0;84.0;25139.0;14.0;9979.0;media
BA;CORREDEIRAS;microrregiao;335.0;39905.0;219.0;61546.0;69.0;42579.0;media
BA;ABARE;municipio;;32.0;3807.0;17.0;4915.0;;media
BA;CHORROCHO;municipio;;45.0;5434.0;33.0;8986.0;;media
BA;CURAÇA;municipio;;93.0;11186.0;70.0;19295.0;22.0;media
BA;JUAZEIRO;municipio;;155.0;18247.0;88.0;25492.0;37.0;media
BA;MACURURE;municipio;;;780.0;;2057.0;;media
BA;RODELAS;municipio;;;450.0;;800.0;;media
BA;LESTE BAIANO;mesorregiao;;10005.0;1358056.0;6915.0;2080703.0;235.0;media
BA;PIEMONTE DA DIAMANTINA;microrregiao;1766.0;246714.0;287.0;399469.0;437.0;300898.0;media
BA;BAIXA GRANDE;municipio;;77.0;10896.0;56.0;17107.0;18.0;media
BA;BOA VISTA;municipio;101.0;14189.0;106.0;34053.0;60.0;40915.0;media
BA;CAEM;municipio;;83.0;11321.0;45.0;12955.0;;media
BA;IBIQUERA;municipio;;45.0;6380.0;44.0;12948.0;29.0;media
BA;ITABERABA;municipio;;141.0;19332.0;128.0;780.0;43.0;media
BA;JACOBINA;municipio;;445.0;63004.0;269.0;81210.0;62.0;media
BA;LAJEOINHO;municipio;;48.0;6959.0;39.0;13009.0;16.0;media
BA;MACAJUBA;municipio;;40.0;5319.0;30.0;10819.0;10.0;media
BA;MAIRI;municipio;;142.0;9826.0;84.0;25289.0;22.0;media
BA;MIGUEL CALMON;municipio;;157.0;21420.0;111.0;33320.0;26.0;media
BA;MUNDO NOVO;municipio;;103.0;14610.0;82.0;26028.0;39.0;media
BA;PIRITIBA;municipio;;89.0;12366.0;90.0;28798.0;28.0;media
BA;RUV BARBOSA;municipio;;153.0;22174.0;117.0;37770.0;61.0;media
BA;SERROLANOIA;municipio;;48.0;6294.0;19.0;5629.0;;media
BA;TAPIRAMUTA;municipio;;65.0;8708.0;48.0;15399.0;15.0;media
BA;VARZEA;municipio;0.0;29.0;3907.0;11.0;3317.0;2.0;media
BA;SERTÃO DE CANUDOS;microrregiao;;911.0;123072.0;647.0;195833.0;189.0;media
BA;CANSANÇÃO;municipio;;62.0;8259.0;45.0;13168.0;19.0;media
BA;EUCLIDES DA CUNHA;municipio;115.0;16161.0;108.0;34860.0;34.0;23243.0;media
BA;ITIUBA;municipio;;140.0;19227.0;97.0;30365.0;21.0;media
BA;MONTE SANTO;municipio;;141.0;19319.0;96.0;29606.0;27.0;media
BA;QUEIMADAS;municipio;;123.0;17287.0;117.0;35095.0;36.0;media
BA;QUIJINGUE;municipio;;88.0;12399.0;43.0;13305.0;10.0;media
BA;TUCANO;municipio;;84.0;11757.0;45.0;13312.0;15.0;media
BA;SERRINHA;microrregiao;;925.0;127074.0;461.0;136837.0;106.0;media
BA;ARACI;municipio;;84.0;11334.0;53.0;15324.0;19.0;media
BA;BIRITINGA;municipio;;22.0;3167.0;16.0;773.0;3.0;media
BA;CANOEAL;municipio;50.0;7084.0;30.0;571.0;2.0;397.0;media
BA;AGUA FRIA;microrregiao;49184.0;444.0;;468.0;;693.0;media
BA;ANGUERA;microrregiao;14061.0;113.0;;130.0;;195.0;media
BA;ANTONIO CARDOSO;microrregiao;26032.0;398.0;;427.0;;619.0;media
BA;CASTRO ALVES;microrregiao;155017.0;1161.0;;1168.0;;1736.0;media
BA;CORAÇÃO DE MARIA;microrregiao;35794.0;881.0;;597.0;;878.0;media
BA;ELISIO MEDRADO;microrregiao;19693.0;155.0;;254.0;;374.0;media
BA;FEIRA DE SANTANA;microrregiao;109861.0;2153.0;;1833.0;;2699.0;media
BA;IPECAETA;microrregiao;37617.0;781.0;;692.0;;1003.0;media
BA;(PIRA;microrregiao;324425.0;451.0;;703.0;;1060.0;media
BA;IRARA;microrregiao;21626.0;401.0;;506.0;;758.0;media
BA;OURIÇANGAS;microrregiao;11001.0;123.0;;106.0;;157.0;media
BA;PEDRÂO;microrregiao;15668.0;251.0;;203.0;;304.0;media
BA;SANTA BARBARA;microrregiao;33764.0;352.0;;392.0;;577.0;media
BA;SANTANOPOLIS;microrregiao;22351.0;469.0;;383.0;;570.0;media
BA;SANTA TERESINHA;microrregiao;102381.0;188.0;;211.0;;323.0;media
BA;SANTO ESTEVÃO;microrregiao;30074.0;1032.0;;1070.0;;1572.0;media
BA;TANQUINHO;microrregiao;23752.0;236.0;;65.0;;98.0;media
BA;JEQUIE;microrregiao;1416718.0;1512.0;;2130.0;;2947.0;media
BA;AIQUARA;microrregiao;17795.0;;;39.0;;52.0;media
BA;AMARGOSA;microrregiao;48261.0;398.0;;313.0;;466.0;media
BA;BREJÔES;microrregiao;46747.0;159.0;;139.0;;201.0;media
BA;CRAVOLANDIA;microrregiao;34163.0;59.0;;48.0;;67.0;media
BA;IRA JUBA;microrregiao;45862.0;;;21.0;;28.0;media
BA;ITAGI;microrregiao;31989.0;12.0;;69.0;;71.0;media
BA;ITAQUARA;microrregiao;28504.0;;;24.0;;25.0;media
BA;ITIRUÇU;mesorregiao;24426.0;;;;;;media
BA;JAGUAQUARA;microrregiao;95798.0;;;16.0;;17.0;media
BA;JIQUIRIÇA;microrregiao;27.0;12.0;;;;;media
BA;JITAUNA;microrregiao;25116.0;12.0;;73.0;;77.0;media
BA;LAFAIETE COUTINHO;microrregiao;45451.0;;;;;;media
BA;LAJE;microrregiao;42135.0;124.0;;236.0;;355.0;media
BA;MARACAS;microrregiao;217093.0;48.0;;158.0;;179.0;media
BA;MARCI ON ILI O SOUZA;microrregiao;101240.0;;;;;16.0;media
BA;MILAGRES;microrregiao;32955.0;87.0;;92.0;;137.0;media
BA;MUTUIPE;mesorregiao;25681.0;200.0;;273.0;;401.0;media
BA;SANTA INES;microrregiao;212.0;34510.0;33.0;20.0;30.0;;media
BA;SÃO MIGUEL DAS MATAS;microrregiao;22908.0;260.0;;269.0;;395.0;media
BA;UBAIRA;microrregiao;75893.0;27.0;;5.0;;141.0;media
BA;PLANALTO DE CONQUISTA;microrregiao;1278172.0;745.0;;918.0;;1160.0;media
BA;ANAGE;microrregiao;920.0;;;;;;media
BA;BARRA DO CHOÇA;microrregiao;57814.0;94.0;;136.0;;174.0;media
BA;CACHOEIRA;municipio;876.0;;482.0;445.0;;646.0;media
BA;CONCEIÇÃO DA FEIRA;municipio;387.0;;196.0;222.0;;328.0;media
BA;CONCEIÇÃO DO ALMEIDA;municipio;560.0;;394.0;341.0;;499.0;media
BA;CONCEIÇÃO DO JACUIPE;municipio;199.0;;108.0;142.0;;217.0;media
BA;CRUZ DAS ALMAS;municipio;453.0;;308.0;452.0;;652.0;media
BA;DOM MACEDO COSTA;municipio;50.0;;35.0;127.0;;193.0;media
BA;GOVERNADOR MANGABEIRA;municipio;923.0;;605.0;543.0;;804.0;media
BA;ITAPARICA;municipio;150.0;;54.0;28.0;;38.0;media
BA;JAGUARIPE;municipio;98.0;;63.0;60.0;;89.0;media
BA;MARAGOG IPE;municipio;496.0;;367.0;804.0;;1203.0;media
BA;MUNIZ FERREIRA;municipio;36.0;;21.0;27.0;;40.0;media
BA;MURITIBA;municipio;844.0;;561.0;672.0;;987.0;media
BA;NAZARE;municipio;75.0;;48.0;98.0;;145.0;media
BA;SALINAS DA MARGARIDA;municipio;109.0;;58.0;48.0;;67.0;media
BA;SANTO AMARO;municipio;849.0;;519.0;369.0;;535.0;media
BA;SANTO ANTONIO DE JESUS;municipio;297.0;;198.0;372.0;;551.0;media
BA;SÃO FELIX;municipio;129.0;;76.0;158.0;;236.0;media
BA;SÃO FELIPE;municipio;258.0;;193.0;633.0;;941.0;media
BA;SÃO GONÇALO DOS CAMPOS;municipio;365.0;;236.0;308.0;;447.0;media
BA;SÃO SEBASTIÃO DO PASSE;municipio;772.0;;358.0;196.0;;280.0;media
BA;SAPEAÇU;municipio;199.0;;127.0;258.0;;377.0;media
BA;TEODORO SAMPAIO;municipio;179.0;;106.0;91.0;;114.0;media
BA;TERRA NOVA;municipio;162.0;;76.0;28.0;;40.0;media
BA;VERA CRUZ;municipio;333.0;;94.0;41.0;;55.0;media
BA;CAMAÇARI;municipio;1474.0;;759.0;419.0;;583.0;media
BA;CANDEIAS;municipio;456.0;;277.0;206.0;;305.0;media
BA;CATU;municipio;83.0;;52.0;102.0;;151.0;media
BA;LAURO DE FREITAS;municipio;23.0;;12.0;14.0;;19.0;media
BA;MATA DE SÃO JOÃO;municipio;897.0;;538.0;419.0;;594.0;media
BA;POJUCA;municipio;69.0;;49.0;59.0;;88.0;media
BA;SÃO FRANCISCO DO CONDE;municipio;475.0;;263.0;191.0;;270.0;media
BA;SIMÕES FILHO;municipio;614.0;;364.0;449.0;;656.0;media
BA;LITORAL SUL BAIANO;mesorregiao;747.0;;1102.0;4732.0;;907.0;media
BA;TABULEIROS DE VALENÇA;microrregiao;972.0;;406.0;;;1877.0;alta
BA;CAIRU;municipio;378.0;;78.0;117.0;;128.0;alta
BA;CAMAMU;municipio;204.0;;121.0;429.0;;538.0;alta
BA;IBIRAPITANGA;municipio;;;;12.0;;12.0;alta
BA;ITUBERA;municipio;61.0;;31.0;138.0;;182.0;alta
BA;MARAU;municipio;35.0;;15.0;161.0;;189.0;alta
BA;NILO PEÇANHA;municipio;;;;;;;alta
BA;TAPEROA;municipio;85.0;;38.0;110.0;;129.0;alta
BA;VALENÇA;municipio;176.0;;104.0;467.0;;647.0;alta
BA;ENCOSTA DO PLANALTO DE CONQUISTA;microrregiao;389.0;;214.0;1054.0;;1301.0;media
BA;FIRMINO ALVES;municipio;25.0;;10.0;20.0;;28.0;media
BA;FLORESTA AZUL;municipio;33.0;;20.0;180.0;;237.0;media
BA;(BICU(;municipio;68.0;;23.0;67.0;;81.0;media
BA;IGUAI;municipio;1686.0;71855.0;25.0;33.0;;;media
BA;ITAGIBA;municipio;131.0;;76.0;377.0;;440.0;media
BA;ITAGIMIRIM;municipio;;;;;;;media
BA;ITAJU DO COLONIA;municipio;2.0;;;;;;media
BA;ESTABE ESTABE ESTABE ESTABE- ESTABE-;mesorregiao;;;;;;;media
BA;LITORAL SUL BAIANO;municipio;;615132.0;3161.0;1024.0;;;media
BA;ALMAOINA;microrregiao;19203.0;;;;;;media
BA;AURELINO LEAL;microrregiao;47563.0;;;;23.0;;media
BA;BARRA DO ROCHA;microrregiao;25984.0;;;;3.0;;media
BA;BARRO PRETO;microrregiao;14974.0;;;;26.0;;media
BA;BELMONTE;microrregiao;141338.0;17.0;;;52.0;;media
BA;BUERAREMA;microrregiao;30627.0;;;;25.0;;media
BA;CAMACAN;microrregiao;60881.0;99.0;;;118.0;;media
BA;CANAVIEIRAS;microrregiao;134601.0;51.0;;;163.0;;media
BA;COARACI;microrregiao;36370.0;;;;73.0;;media
BA;GANDU;microrregiao;47519.0;34.0;;;106.0;;media
BA;GONGOGI;microrregiao;24208.0;;;;;;media
BA;(BICARA(;microrregiao;25473.0;38.0;;;198.0;;media
BA;IBIRATAIA;microrregiao;31084.0;;;;30.0;;media
BA;ILHEUS;microrregiao;176759.0;;;;94.0;;media
BA;IPIAU;microrregiao;32819.0;54.0;;;104.0;;media
BA;ITABUNA;microrregiao;55329.0;26.0;;;;;media
BA;ITACARE;microrregiao;54450.0;119.0;;;135.0;;media
BA;ITAJUIPE;microrregiao;31386.0;29.0;;;84.0;;media
BA;ITAMAR(;microrregiao;11737.0;;;;31.0;;media
BA;(TAPE;microrregiao;34931.0;;;;;;media
BA;ITAPITANGA;microrregiao;41259.0;;;;17.0;;media
BA;MASCOTE;microrregiao;75711.0;45.0;;;72.0;;media
BA;TEOLANDIA;microrregiao;21018.0;26.0;;;68.0;;media
BA;UBAITABA;microrregiao;21019.0;;;;51.0;;media
BA;UBATÃ;microrregiao;20112.0;;;;26.0;;media
BA;URUÇUCA;microrregiao;46377.0;;;;53.0;;media
BA;WENCESLAU GUIMARÃES;microrregiao;56836.0;;;;31.0;;media
BA;INTERIORANA EXTREMO SUL DA BAHIA;microrregiao;950061.0;455.0;;;188.0;;media
BA;GUARATINGA;microrregiao;191488.0;;;;;;media
BA;IBIRAPUÃ;microrregiao;73286.0;22.0;;;;;media
BA;ITAMARA JU;microrregiao;363886.0;108.0;;;84.0;;media
BA;ITANHEM;microrregiao;136666.0;172.0;;;14.0;;media
BA;LAJEDÃO;microrregiao;65335.0;93.0;;;17.0;;media
BA;MEDE;microrregiao;119398.0;57.0;;;61.0;;media
BA;LITORANEA DO EXTREMO SUL DA BAHIA;microrregiao;1170816.0;269.0;;;274.0;;media
BA;ALCOBAÇA;microrregiao;190799.0;75.0;;;58.0;;media
BA;CARAVELAS;microrregiao;197448.0;108.0;;;33.0;;media
BA;MUCURI;microrregiao;;;;;;;media
BA;NOVA VIÇOSA;microrregiao;70308.0;22.0;;;94.0;;media
BA;PORTO SEGURO;microrregiao;238779.0;33.0;;;38.0;;media
BA;PRADO;microrregiao;237822.0;;;;16.0;;media
BA;SANTA CRUZ CABRALIA;microrregiao;115017.0;18.0;;;30.0;;media
BA;ALMADINA;microrregiao;3353.0;19.0;5507.0;2336.0;;;media
BA;AURELINO LEAL;microrregiao;7544.0;42.0;12713.0;9367.0;;;media
BA;BARRA DO ROCHA;microrregiao;4187.0;21.0;5798.0;6945.0;;;media
BA;BARRO PRETO;microrregiao;3514.0;;4073.0;1445.0;;;media
BA;BELMONTE;microrregiao;15433.0;104.0;30297.0;18364.0;;;media
BA;BUERAREMA;microrregiao;5659.0;;252.0;700.0;;;media
BA;CAMACAN;microrregiao;12394.0;43.0;12098.0;4625.0;;;media
BA;CANAVIEIRAS;microrregiao;24458.0;94.0;26241.0;16001.0;;;media
BA;COARACl;microrregiao;6460.0;22.0;7057.0;3100.0;;;media
BA;OANDU;microrregiao;8172.0;25.0;6873.0;2559.0;;;media
BA;GONOOGI;microrregiao;1633.0;19.0;5571.0;8148.0;;2.0;media
BA;(BICARA(;microrregiao;4138.0;19.0;4813.0;630.0;;;media
BA;IBIRATAIA;microrregiao;5456.0;21.0;5633.0;1750.0;;;media
BA;ILHEUS;microrregiao;30262.0;103.0;31014.0;13817.0;;;media
BA;IPIAU;microrregiao;6323.0;19.0;6306.0;2940.0;;;media
BA;ITABUNA;microrregiao;10700.0;;;;;;media
BA;ITACARE;microrregiao;8709.0;31.0;9289.0;3569.0;;;media
BA;ITAJUIPE;microrregiao;6366.0;11.0;2984.0;630.0;;;media
BA;ITAMAR(;microrregiao;1117.0;;;1665.0;;;media
BA;(TAPE;microrregiao;4944.0;26.0;8645.0;6141.0;;;media
BA;ITAPITANGA;microrregiao;3058.0;26.0;7616.0;10860.0;;;media
BA;MASCOTE;microrregiao;;54.0;14781.0;9256.0;;;media
BA;TEOLANDIA;microrregiao;3392.0;;900.0;1004.0;;;media
BA;UBAITABA;microrregiao;4794.0;15.0;4409.0;2151.0;;;media
