_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;confianca
AL;SÃO JOSE DA TA PERA;municipio;4618.0;20.0;16.0;;17.0;;;media
AL;SENADOR RUI PALMEIRA;municipio;1177.0;;;;;;;media
AL;/PALMEIRA DOS INDIOS;mesorregiao;19114.0;331.0;125.0;248.0;240.0;;42.0;media
AL;CACIMBINHAS;municipio;1466.0;26.0;;24.0;14.0;;;media
AL;IGACI;municipio;5540.0;55.0;41.0;30.0;30.0;;19.0;media
AL;MARIBONDO;municipio;359.0;21.0;;17.0;16.0;;;media
AL;MAR VERMELHO;municipio;551.0;;;;;;;media
AL;MINADOR DO NEGRÃO;municipio;758.0;61.0;;61.0;57.0;;;media
AL;PALMEIRA DOS INDIOS;municipio;6855.0;71.0;45.0;35.0;56.0;11.0;;media
AL;PAULO JACINTO;municipio;1156.0;15.0;;10.0;;;;media
AL;QUEBRANGULO;municipio;706.0;46.0;;45.0;38.0;;;media
AL;TANQUE D' ARCA;municipio;1028.0;19.0;;14.0;12.0;;;media
AL;ARAPIRACA;microrregiao;40856.0;372.0;238.0;209.0;204.0;96.0;78.0;media
AL;ANADIA;municipio;815.0;21.0;15.0;11.0;10.0;10.0;;media
AL;ARAPIRACA;municipio;4432.0;38.0;29.0;16.0;21.0;;12.0;media
AL;COITE DO NOIA;municipio;1656.0;83.0;59.0;34.0;62.0;;18.0;media
AL;CRAIBAS;municipio;2114.0;40.0;22.0;25.0;18.0;19.0;;media
AL;FEIRA GRANDE;municipio;3705.0;11.0;;2.0;;;;media
AL;GIRAU DO PONCIANO;municipio;5279.0;25.0;13.0;18.0;;;;media
AL;JUNQUEIRO;municipio;2954.0;;;;;;;media
AL;LAGOA DA CANOA;municipio;1393.0;;;;;;;media
AL;LIMOEIRO OE ANADIA;municipio;4759.0;;;;;;;media
AL;OLHO O' AGUA GRANDE;municipio;1112.0;;;;;;;media
AL;MATA ALAGOANA;mesorregiao;19212.0;1176.0;;957.0;497.0;380.0;669.0;media
AL;MATA ALAGOANA;microrregiao;11640.0;618.0;;446.0;358.0;193.0;360.0;media
AL;ATALAIA;municipio;617.0;76.0;;68.0;11.0;18.0;45.0;media
AL;BRANQUINHA;municipio;165.0;19.0;;18.0;14.0;;18.0;media
AL;CAJUEIRO;municipio;80.0;14.0;;13.0;;;;media
AL;CAPELA;municipio;503.0;19.0;;18.0;;;17.0;media
AL;CHÃ PRETA;municipio;1124.0;18.0;;12.0;15.0;;;media
AL;COLONIA LEOPOLDINA;municipio;320.0;17.0;;13.0;10.0;;;media
AL;FLEXEIRAS;municipio;127.0;36.0;;33.0;30.0;;22.0;media
AL;I BATE GUARA;municipio;1015.0;24.0;;13.0;16.0;14.0;;media
AL;.JACUIPE;municipio;213.0;18.0;;14.0;16.0;;14.0;media
AL;.JOAQUIM GOMES;municipio;796.0;31.0;;28.0;15.0;;19.0;media
AL;.JUNOIA;municipio;94.0;;;;;;;media
AL;MESSIAS;municipio;25.0;12.0;;12.0;;;;media
AL;MURICI;municipio;137.0;41.0;;40.0;28.0;;40.0;media
AL;NOVO LINO;municipio;287.0;35.0;;31.0;11.0;13.0;20.0;media
AL;PINOOBA;municipio;480.0;60.0;;;59.0;27.0;31.0;media
AL;SANTANA DO MUNDAU;municipio;1063.0;24.0;;;21.0;18.0;;media
AL;SÃO JOSE DA LA JE;municipio;304.0;38.0;;35.0;20.0;14.0;25.0;media
AL;UNIÃO DOS PALMARES;municipio;2489.0;101.0;;81.0;48.0;53.0;44.0;media
AL;VIÇOSA;municipio;1801.0;30.0;;;29.0;;18.0;media
AL;LITORAL NORTE ALAGOANO;microrregiao;3723.0;261.0;;238.0;87.0;82.0;119.0;media
AL;BARRA DE SANTO ANTONIO;municipio;134.0;14.0;;14.0;;;;media
AL;JAPARATINGA;municipio;381.0;17.0;;16.0;;;;media
AL;MARAGOGI;municipio;792.0;25.0;;24.0;;;20.0;media
AL;MATRIZ DE CAMARAGIBE;municipio;67.0;44.0;;39.0;22.0;;34.0;media
AL;PASSO DE CAMARAGIBE;municipio;222.0;61.0;;57.0;16.0;40.0;;media
AL;PORTO CALVO;municipio;664.0;61.0;;51.0;37.0;20.0;30.0;media
AL;PORTO OF PEDRAS;municipio;689.0;14.0;;12.0;;;;media
AL;SÃO MIGUEL DOS MILAGRES;municipio;370.0;;;;;;;media
AL;TABULEIROS OE S MIGUEL DOS CAMPOS;microrregiao;3849.0;297.0;;273.0;52.0;105.0;190.0;media
AL;BARRA DE SÂO MIGUEL;municipio;44.0;16.0;;16.0;;;;media
AL;BOCA DA MATA;municipio;414.0;47.0;;41.0;17.0;27.0;18.0;media
AL;CAMPO ALEGRE;municipio;459.0;55.0;;50.0;10.0;24.0;33.0;media
AL;CORURIPE;municipio;2552.0;83.0;;79.0;;16.0;67.0;media
AL;ROTEIRO;municipio;33.0;11.0;;11.0;2.0;;10.0;media
AL;SÃO MIGUEL DOS CAMPOS;municipio;347.0;85.0;;76.0;15.0;31.0;53.0;media
AM;TOTAIS;total;116302.0;1391.0;1083.0;561.0;900.0;256.0;214.0;media
AM;HILEIA AMAZONENSE;mesorregiao;75663.0;552.0;447.0;245.0;329.0;122.0;102.0;media
AM;ALTO SOLIMÕES;microrregiao;12818.0;50.0;37.0;29.0;36.0;;;media
AM;AMATURA;municipio;839.0;;;;;;;media
AM;ATALAIA DO NORTE;municipio;813.0;;;;;;;media
AM;BENJAMIN CONSTANT;municipio;902.0;29.0;19.0;16.0;25.0;;;media
AM;FONTE BOA;municipio;1881.0;12.0;;10.0;;;;media
AM;JUTAI;municipio;2133.0;;;;;;;media
AM;SANTO ANTONIO DO IÇA;municipio;1722.0;;;;;;;media
AM;SÃO PAULO DE OLIVENÇA;municipio;2407.0;;;;;;2.0;media
AM;TABATINGA;municipio;997.0;;;;;;;media
AM;TONANTINS;municipio;1124.0;;;;;;;media
AM;JURUA;microrregiao;12862.0;104.0;58.0;88.0;;83.0;18.0;media
AM;CARAUARI;municipio;1695.0;;2.0;;;;;media
AM;EIRUNEPE;municipio;1623.0;;;;;;;media
AM;ENVIRA;municipio;2792.0;;;;;;;media
AM;IPIXUNA;municipio;4591.0;97.0;53.0;86.0;;81.0;16.0;media
AM;ITAMARATI;municipio;1309.0;;;;;;;media
AM;JURUA;municipio;852.0;;;;;;;media
AM;PURUS;microrregiao;14705.0;56.0;37.0;25.0;36.0;;17.0;media
AM;BOCA DO ACRE;municipio;3005.0;34.0;16.0;21.0;27.0;;6.0;media
AM;CANUTAMA;municipio;2175.0;;;;;;;media
AM;LABREA;municipio;4982.0;;;;;;;media
AM;PAUINI;municipio;1277.0;;;2.0;;;2.0;media
AM;TAPAUA;municipio;3266.0;13.0;13.0;2.0;;;;media
AM;MADEIRA;microrregiao;12849.0;140.0;126.0;36.0;81.0;10.0;49.0;media
AM;BORBA;municipio;2971.0;11.0;10.0;;8.0;;3.0;media
AM;HUMAITA;municipio;2588.0;8.0;13.0;;;;40.0;media
AM;MANICORE;municipio;4554.0;57.0;54.0;;19.0;;3.0;media
AM;NOVO ARIPUANÃ;municipio;2736.0;20.0;19.0;18.0;19.0;;3.0;media
AM;RIO NEGRO;microrregiao;6519.0;13.0;;;;11.0;2.0;media
AM;BARCELOS;municipio;1852.0;;;;;;;media
AM;NOVO A(RÃO;municipio;455.0;;;;;;2.0;media
AM;SANTA ISABEL DO RIO NEGRO;municipio;714.0;;;;;;;media
AM;SÃO GABRIEL DA CACHOEIRA;municipio;308.0;10.0;4.0;;;10.0;;media
AM;SOLIMÕES-JAPURA;microrregiao;15910.0;189.0;182.0;59.0;173.0;;11.0;media
AM;ALVARÃES;municipio;780.0;81.0;79.0;45.0;80.0;;;media
AM;ANAMÃ;municipio;810.0;4.0;;;;;;media
AM;ANORI;municipio;1124.0;61.0;58.0;;58.0;;3.0;media
AM;COARI;municipio;273.0;;;;;;;media
AM;CODAJAS;municipio;1250.0;;;;;;3.0;media
AM;.JAPURA;municipio;484.0;2.0;2.0;;;;;media
AM;MARAÃ;municipio;2328.0;2.0;2.0;;;;;media
AM;TEFE;municipio;1622.0;23.0;22.0;1.0;20.0;;2.0;media
AM;UAR(N(;municipio;940.0;12.0;12.0;2.0;12.0;;;media
AM;MEDIO AMAZONAS;microrregiao;40639.0;839.0;636.0;316.0;611.0;134.0;112.0;media
AM;AUTAZES;municipio;1963.0;43.0;19.0;31.0;26.0;10.0;;media
AM;BARREIRINHA;municipio;;;2042.0;;20.0;;16.0;media
AM;BERURI;municipio;;;876.0;;;;;media
AM;BOA VISTA DO RAMOS;municipio;877.0;;;;;;;media
AM;CAAP I RANGA;municipio;501.0;;;;;;;media
AM;CAREIRO;municipio;;;953.0;;87.0;;54.0;media
AM;IRANDUBA;municipio;;;1872.0;;84.0;;67.0;media
AM;ITACOATIARA;municipio;;;2758.0;;32.0;;28.0;media
AM;lT AP;municipio;269.0;;;;;;;media
AM;MANACAPURU;municipio;;;393.0;;23.0;;19.0;media
AM;MANAOUIRI;municipio;;;1302.0;;20.0;;19.0;media
AM;MAUES;municipio;;;198.0;;34.0;;17.0;media
AM;NHAMUNDA;municipio;;;31.0;;;;;media
AM;NOVA OLINDA DO NORTE;municipio;308.0;49.0;2.0;;;;;media
AM;PARJNTINS;municipio;;;344.0;;153.0;;119.0;media
AM;PRESIDENTE FIGUEIREDO;municipio;322.0;20.0;15.0;13.0;;;;media
AM;RIO PRl(TO DA EVA;municipio;397.0;92.0;82.0;30.0;83.0;18.0;;media
AM;SÃO SEBASTIÃO DO UATUNÃ;municipio;752.0;5.0;;;;;;media
AM;SILVES;municipio;;;812.0;;;;;media
AM;URUCARA;municipio;;;976.0;;61.0;;53.0;media
AM;URUCURITUBA;municipio;;;1383.0;;;;;media
AP;TOTAIS;total;4816.0;740.0;509.0;288.0;650.0;53.0;40.0;alta
AP;AMAPA;mesorregiao;4816.0;740.0;509.0;288.0;650.0;53.0;40.0;alta
AP;MACAPA;microrregiao;3667.0;513.0;414.0;156.0;455.0;27.0;34.0;alta
AP;MACAPA;municipio;2497.0;485.0;389.0;148.0;430.0;24.0;34.0;alta
AP;MAZAGÃO;municipio;1170.0;28.0;25.0;;25.0;;;alta
AP;AMAPA E OIAPOQUE;microrregiao;1149.0;227.0;95.0;132.0;195.0;26.0;;alta
AP;AMAPA;municipio;633.0;130.0;19.0;111.0;99.0;26.0;;alta
AP;CALÇOENE;municipio;217.0;66.0;45.0;21.0;66.0;;;alta
AP;OIAPOQUE;municipio;299.0;31.0;31.0;;30.0;;;alta
BA;TOTAIS;total;739006.0;26737.0;20650.0;17992.0;5405.0;3894.0;;baixa
BA;OESTE BAIANO;mesorregiao;300262.0;9283.0;7518.0;6874.0;1177.0;1355.0;;baixa
BA;CHAPADÕES DO ALTO RIO GRANDE;microrregiao;23844.0;719.0;659.0;243.0;6.0;338.0;;baixa
BA;ANGICAL;municipio;1942.0;13.0;;;;;;baixa
BA;BAIANOl='OLIS;municipio;1321.0;;;;;;;baixa
BA;BARREIRAS;municipio;2039.0;385.0;370.0;188.0;36.0;166.0;;baixa
BA;BREJOLANDIA;municipio;1692.0;12.0;;;;;;baixa
BA;CATOLANOIA;municipio;661.0;;;;;;;baixa
BA;COTEGIPE;municipio;1916.0;20.0;10.0;;15.0;;;baixa
BA;CRI STOPOL IS;municipio;1570.0;;;;;;;baixa
BA;FORMOSA DO RIO PRETO;municipio;1622.0;87.0;86.0;;14.0;70.0;;baixa
BA;RIACHÃO DAS NEVES;municipio;2242.0;17.0;12.0;;11.0;;;baixa
BA;SANTA RITA DE CASSIA;municipio;3534.0;52.0;41.0;30.0;12.0;12.0;;baixa
BA;SÃO DESIDERIO;municipio;3123.0;119.0;112.0;16.0;39.0;65.0;;baixa
BA;TABOCAS DO BREJO VELHO;municipio;2182.0;;;;;;;baixa
BA;CHAPADÕES;microrregiao;18907.0;362.0;255.0;217.0;86.0;61.0;;baixa
BA;CANAPOLIS;municipio;1530.0;;;;;;;baixa
BA;cocos;municipio;970.0;26.0;;;;;;baixa
BA;CORIBE;municipio;2224.0;198.0;128.0;162.0;31.0;;;baixa
BA;CORRENT I NA;municipio;3947.0;36.0;26.0;;16.0;12.0;;baixa
BA;SANTA MARIA DA VITORIA;municipio;3368.0;53.0;33.0;16.0;19.0;18.0;;baixa
BA;SANTANA;municipio;2985.0;39.0;11.0;27.0;;;;baixa
BA;SERRA DOURADA;municipio;2883.0;10.0;;;;;;baixa
BA;BAIXO-MEDI O SÃO FRANCISCO;microrregiao;39076.0;458.0;205.0;124.0;206.0;134.0;;baixa
BA;BARRA;municipio;7527.0;191.0;110.0;74.0;21.0;97.0;;baixa
BA;CAMPO ALEGRE DE LOURDES;municipio;3659.0;12.0;;;;;;baixa
BA;CASA NOVA;municipio;6896.0;166.0;30.0;11.0;8.0;;;baixa
BA;IBOTIRAMA;municipio;1523.0;;;;;;;baixa
BA;MORPARA;municipio;982.0;;;;;;;baixa
BA;PILÃO ARCADO;municipio;5474.0;;;;;;;baixa
BA;REMANSO;municipio;3960.0;20.0;11.0;11.0;;;;baixa
BA;SENTO SE;municipio;5025.0;25.0;19.0;;;;;baixa
BA;XIQUE-XIQUE;municipio;4030.0;24.0;15.0;13.0;;;;baixa
BA;MEDIO SÃO FRANCISCO;microrregiao;17214.0;1629.0;1584.0;1443.0;134.0;;;baixa
BA;BOM JESUS DA LAPA;municipio;8635.0;357.0;1330.0;1293.0;47.0;;;baixa
BA;CARINHANHA;municipio;2505.0;96.0;93.0;73.0;;;;baixa
BA;MALHADA;municipio;2728.0;163.0;152.0;72.0;;;;baixa
BA;PARATINGA;municipio;3346.0;13.0;;;;;;baixa
BA;CHAPADA DIAMANTINA SETENTRIONAL;microrregiao;32426.0;296.0;276.0;152.0;96.0;;;baixa
BA;BARRA DO MENDES;municipio;1903.0;;;;;;;baixa
BA;CAFARNAUM;municipio;2364.0;46.0;;;;;;baixa
BA;CANARANA;municipio;3791.0;25.0;25.0;10.0;;14.0;;baixa
BA;CENTRAL;municipio;1564.0;24.0;23.0;18.0;;;;baixa
BA;GENTIO DO OURO;municipio;2480.0;;;;;;;baixa
BA;IBIPEBA;municipio;2275.0;;;;2.0;;;baixa
BA;IBITITA;municipio;2344.0;;;;;;;baixa
BA;IRECE;municipio;6749.0;95.0;93.0;31.0;47.0;18.0;;baixa
BA;JUSSARA;municipio;130.0;18.0;18.0;;;;;baixa
BA;MORRO DO CHAPEU;municipio;2698.0;30.0;18.0;21.0;16.0;;;baixa
BA;PRES (DENTE OUTRA;municipio;1473.0;27.0;24.0;11.0;;;;baixa
BA;ABAIRA;municipio;;;1550.0;;;;;baixa
BA;AGUA QUENTE;municipio;;;1002.0;;;;;baixa
BA;ANDARA(;municipio;;;2908.0;;255.0;;;baixa
BA;BARRA DA ESTIVA;municipio;;;1724.0;;155.0;;;baixa
BA;BONINAL;municipio;;;1621.0;;;;;baixa
BA;BOQUIRA;municipio;;;3068.0;;;;;baixa
BA;BOTUPORÃ;municipio;;;4756.0;;;;;baixa
BA;BROTAS DE MACAUBAS;municipio;;;2639.0;;;;;baixa
BA;CONTENDAS;municipio;;;662.0;;248.0;;;baixa
BA;(BICOARA;municipio;;;1057.0;;48.0;;;baixa
BA;IBIPITANGA;municipio;;;2193.0;;;;;baixa
BA;IBITIARA;municipio;;;4840.0;;18.0;;;baixa
BA;IPUPIARA;municipio;;;1141.0;;;;;baixa
BA;IRAMAIA;municipio;;;1130.0;;53.0;;;baixa
BA;IRAOUARA;municipio;;;2651.0;;;;;baixa
BA;ITAETE;municipio;;;1223.0;;46.0;;;baixa
BA;ITUAÇU;municipio;;;2092.0;;;;;baixa
BA;JUSSIAPE;municipio;;;1361.0;;;;;baixa
BA;LENÇOIS;municipio;;;307.0;;;;;baixa
BA;MACAUBAS;municipio;;;5538.0;;91.0;;;baixa
BA;MUCUGE;municipio;;;1074.0;;45.0;;;baixa
BA;OLIVEIRA DOS BREJINHOS;municipio;;;3115.0;;40.0;;;baixa
BA;PALMEIRAS;municipio;;;556.0;;;;;baixa
BA;PARAMIRIM;municipio;;;3901.0;;;;;baixa
BA;PIATÃ;municipio;;;3645.0;;29.0;;;baixa
BA;RIO OE CONTAS;municipio;;;1750.0;;43.0;;;baixa
BA;RIO DO PIRES;municipio;;;1813.0;;;;;baixa
BA;SEABRA;municipio;;;3304.0;;44.0;;;baixa
BA;TANHAÇU;municipio;;;1639.0;;;;;baixa
BA;UTINGA;municipio;;;1130.0;;50.0;;;baixa
BA;WAGNER;municipio;;;222.0;;13.0;;;baixa
BA;SERRA GERAL DA BAHIA;microrregiao;;;61771.0;;3098.0;;;baixa
BA;ARACATU;municipio;;;2308.0;;63.0;;;baixa
BA;BRUMADO;municipio;;;3343.0;;524.0;;;baixa
BA;CACULE;municipio;;;1715.0;;;;;baixa
BA;CAETITE;municipio;;;6145.0;;343.0;;;baixa
BA;CANDIBA;municipio;;;2134.0;;60.0;;;baixa
BA;CONDEUBA;municipio;;;3101.0;;179.0;;;baixa
BA;CORDEIROS;municipio;;;979.0;;;;;baixa
BA;DOM BASILIO;municipio;;;1533.0;;;;;baixa
BA;GUANAMBI;municipio;;;4354.0;;467.0;;;baixa
BA;IBIASSUCE;municipio;;;1433.0;;48.0;;;baixa
BA;IGAPORÃ;municipio;;;1239.0;;279.0;;;baixa
BA;JACARACI;municipio;;;2511.0;;;;;baixa
BA;LICINIO DE ALMEIDA;municipio;;;1459.0;;;;;baixa
BA;l I VRAMENTO;municipio;0.0;3201.0;35.0;25.0;17.0;30.0;;baixa
BA;MALHADA DE PEDRAS;municipio;;;1477.0;;;;;baixa
BA;MORTUGABA;municipio;;;1393.0;;;;;baixa
BA;PALMAS DE MONTE ALTO;municipio;;;2118.0;;329.0;;;baixa
BA;PINDAI;municipio;;;3139.0;;15.0;;;baixa
BA;PIRIPA;municipio;;;1078.0;;;;;baixa
BA;PRESIDENTE JANIO QUADROS;municipio;531.0;;;;;;;baixa
BA;RIACHO DE SANTANA;municipio;;;5708.0;;547.0;;;baixa
BA;RIO DO ANTONIO;municipio;;;1834.0;;;;;baixa
BA;SEBASTIÃO LARANJEIRAS;municipio;;;828.0;;32.0;;;baixa
BA;TREMEDAL;municipio;;;4256.0;;29.0;;;baixa
BA;SENHOR DO BONFIM;microrregiao;;420.0;;147.0;289.0;66.0;;baixa
BA;ANTONIO GONÇALVES;municipio;;18.0;;10.0;;;;baixa
BA;CALDEI RÂO GRANDE;municipio;;54.0;;;46.0;;;baixa
BA;CAMPO FORMOSO;municipio;;147.0;;29.0;121.0;15.0;;baixa
BA;JAGUARARI;municipio;;;;;;;;baixa
BA;MIRANGABA;municipio;;;;;;;;baixa
BA;PINDOBAÇU;municipio;;105.0;;21.0;78.0;10.0;;baixa
BA;SAUDE;municipio;;12.0;;10.0;;;;baixa
BA;SENHOR DO BONFIM;municipio;;73.0;;66.0;29.0;21.0;;baixa
BA;CORREDEIRAS DO SÃO FRANCISCO;microrregiao;;1046.0;;334.0;885.0;92.0;;baixa
BA;ABARE;municipio;;;;;;;;baixa
BA;CHORROCHO;municipio;;;;;;;;baixa
BA;CURAÇA;municipio;;101.0;;51.0;73.0;13.0;;baixa
BA;JUAZEIRO;municipio;;883.0;;248.0;769.0;70.0;;baixa
BA;MACURURE;municipio;;;;;;;;baixa
BA;RODELAS;municipio;;43.0;;26.0;35.0;;;baixa
BA;LESTE BAIANO;mesorregiao;;;;4082.0;4493.0;2150.0;;baixa
BA;PIEMONTE DA DIAMANTINA;microrregiao;;694.0;;361.0;465.0;116.0;;baixa
BA;BAIXA GRANDE;municipio;;11.0;;;;;;baixa
BA;BOA VISTA DO TUPIM;municipio;;64.0;;35.0;44.0;11.0;;baixa
BA;CAEM;municipio;;12.0;;;;;;baixa
BA;(BIQUERA;municipio;;;;;;;;baixa
BA;ITABERABA;municipio;;44.0;;37.0;27.0;13.0;;baixa
BA;JACOBINA;municipio;;257.0;;68.0;219.0;23.0;;baixa
BA;LAJEDINHO;municipio;;;;;;;;baixa
BA;MACAJUBA;municipio;;16.0;;14.0;13.0;;;baixa
BA;MAIRI;municipio;;26.0;;14.0;;;;baixa
BA;MIGUEL CALMON;municipio;;22.0;;12.0;;;;baixa
BA;MUNDO NOVO;municipio;;56.0;;34.0;19.0;12.0;;baixa
BA;PIRITIBA;municipio;;36.0;;20.0;19.0;13.0;;baixa
BA;RUY BARBOSA;municipio;;63.0;;57.0;47.0;7.0;;baixa
BA;SERROLANDIA;municipio;;;;;;;;baixa
BA;TAPIRAMUTA;municipio;;66.0;;37.0;41.0;;;baixa
BA;VARZEA DO POÇO;municipio;;;;;;;;baixa
BA;SERTÃO DE CANUDOS;microrregiao;;755.0;;281.0;450.0;145.0;;baixa
BA;CANSANÇÃO;municipio;;21.0;;;;;;baixa
BA;EUCLIDES DA CUNHA;municipio;;225.0;;80.0;119.0;68.0;;baixa
BA;ITIUBA;municipio;;53.0;;27.0;13.0;;;baixa
BA;MONTE SANTO;municipio;;80.0;;36.0;53.0;18.0;;baixa
BA;QUEIMADAS;municipio;;37.0;;25.0;13.0;12.0;;baixa
BA;QUIJINGUE;municipio;;77.0;;21.0;52.0;14.0;;baixa
BA;TUCANO;municipio;;195.0;;38.0;137.0;10.0;;baixa
BA;SERRINHA;microrregiao;;363.0;;274.0;133.0;90.0;;baixa
BA;ARACI;municipio;;13.0;;;;;;baixa
BA;BIRITINGA;municipio;;;;;;;;baixa
BA;CANDEAL;municipio;;119.0;;100.0;25.0;;;baixa
BA;CONCEIÇÃO DO COITE;municipio;;18.0;;18.0;;;;baixa
BA;ICHU;municipio;;5.0;;;;;;baixa
BA;LAMARÃO;municipio;;19.0;;;11.0;;;baixa
BA;RETIROLANDIA;municipio;;;;;;;;baixa
BA;AGUA FRIA;municipio;;;;;;;;baixa
BA;ANGUERA;municipio;;;;;;;;baixa
BA;ANTONIO CARDOSO;municipio;;;;;;;;baixa
BA;CASTRO ALVES;municipio;120.0;;94.0;99.0;15.0;;;baixa
BA;CORAÇÃO DE MARIA;municipio;82.0;;61.0;66.0;15.0;;;baixa
BA;ELISIO MEDRADO;municipio;;;;;;;;baixa
BA;FEIRA OE SANTANA;municipio;87.0;;32.0;31.0;42.0;;;baixa
BA;IAÇU;municipio;445.0;;119.0;424.0;21.0;;;baixa
BA;IPECAETA;municipio;139.0;;128.0;128.0;;;;baixa
BA;IPIRA e;municipio;87.0;;36.0;37.0;26.0;24.0;;baixa
BA;IRARA;municipio;29.0;;16.0;15.0;;;;baixa
BA;OURIÇANGAS;municipio;13.0;;11.0;;;;;baixa
BA;PEDRÃO;municipio;13.0;;;;;;;baixa
BA;SANTA BARBARA;municipio;11.0;;;10.0;;;;baixa
BA;SANTANOPOLIS;municipio;;;;;;;;baixa
BA;SANTA TERES I NHA;municipio;48.0;;36.0;34.0;13.0;;;baixa
BA;SANTO ESTEVÂO;municipio;29.0;;16.0;13.0;10.0;;;baixa
BA;SERRA PRETA;municipio;20.0;;;;10.0;;;baixa
BA;TANQUINHO;municipio;;;;;;;;baixa
BA;JEQUIE;microrregiao;1185.0;;911.0;679.0;374.0;200.0;;baixa
BA;AIOUARA;municipio;123.0;;120.0;94.0;15.0;18.0;;baixa
BA;AMARGOSA;municipio;69.0;;43.0;35.0;28.0;10.0;;baixa
BA;BREJÕES;municipio;58.0;;47.0;35.0;18.0;;;baixa
BA;CRAVOLANDIA;municipio;13.0;;10.0;11.0;;;;baixa
BA;IRAJUBA;municipio;17.0;;;;;;;baixa
BA;ITAGI;municipio;88.0;;85.0;47.0;;34.0;;baixa
BA;(TAQUARA;municipio;19.0;;18.0;10.0;;;;baixa
BA;ITIRUÇU;municipio;23.0;;23.0;13.0;;;;baixa
BA;JAGUAQUARA;municipio;120.0;;110.0;64.0;16.0;41.0;;baixa
BA;JIQUIRIÇA;municipio;27.0;;27.0;16.0;;;;baixa
BA;JITAUNA;municipio;14.0;;13.0;;;;;baixa
BA;LAFAIETE COUTINHO;municipio;48.0;;10.0;;31.0;;;baixa
BA;LAJE;municipio;27.0;;17.0;12.0;;11.0;;baixa
BA;MARACAS;municipio;60.0;;48.0;29.0;21.0;11.0;;baixa
BA;MARCIONILIO SOUZA;municipio;37.0;;28.0;30.0;;;;baixa
