_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;confianca
AC;TOTAIS;total;35049.0;5234764.0;34013.0;3936850.0;1036.0;1297913.0;alta
AC;ACRE;mesorregiao;35049.0;5234764.0;34013.0;3936850.0;1036.0;1297913.0;alta
AC;ALTO JURUA;microrregiao;13909.0;2441804.0;13759.0;1718023.0;150.0;723781.0;alta
AC;CRUZEIRO;municipio;6443.0;446502.0;6404.0;434226.0;39.0;12276.0;alta
AC;FEIJO;municipio;2045.0;1339690.0;2004.0;708544.0;41.0;631146.0;alta
AC;MANCIO LIMA;municipio;1093.0;77338.0;1089.0;77018.0;;320.0;alta
AC;TARAUACA;municipio;4328.0;578272.0;4262.0;498234.0;66.0;80038.0;alta
AC;ALTO PURUS;microrregiao;21140.0;2792959.0;20254.0;2218827.0;886.0;574132.0;alta
AC;ASSIS BRASIL;municipio;167.0;14960.0;166.0;14910.0;;50.0;alta
AC;BRASILEIA;municipio;2482.0;248395.0;2462.0;197598.0;20.0;50797.0;alta
AC;MANOEL URBANO;municipio;735.0;69951.0;728.0;68167.0;;1784.0;alta
AC;PLACIOO OE CASTRO;municipio;3545.0;294448.0;3464.0;287979.0;81.0;6469.0;alta
AC;SENADOR GUIOMARO;municipio;2264.0;227405.0;2172.0;176395.0;92.0;51010.0;alta
AC;SENA MADUREIRA;municipio;4401.0;678234.0;4142.0;569841.0;259.0;108393.0;alta
AC;XAPURI;municipio;1868.0;443678.0;1825.0;380151.0;43.0;63526.0;alta
AL;TOTAIS;total;142774.0;2363772.0;138680.0;1515414.0;4094.0;848357.0;media
AL;SERTÃO E AGRESTE ALAGOANO;mesorregiao;121965.0;1373390.0;120453.0;1142888.0;1512.0;230502.0;media
AL;SERT ÂO ALAGO ANO;microrregiao;26625.0;303556.0;26403.0;265936.0;222.0;37620.0;media
AL;AGUA BRANCA;municipio;8362.0;50246.0;8323.0;41668.0;39.0;;media
AL;CANAPI;municipio;4277.0;59145.0;4270.0;58262.0;;883.0;media
AL;DELMIRO GOUVEIA;municipio;1041.0;42843.0;982.0;31020.0;59.0;11823.0;media
AL;INHAPI;municipio;30781.0;5253.0;29635.0;32.0;1145.0;;media
AL;MATA GRANDE;municipio;5613.0;56193.0;5562.0;53526.0;51.0;2667.0;media
AL;OLHO D' AGUA DO CASADO;municipio;90.0;27881.0;887.0;16425.0;23.0;11456.0;media
AL;PIRANHAS;municipio;1137.0;36465.0;1126.0;35398.0;11.0;1066.0;media
AL;BATALHA;microrregiao;26616.0;421262.0;26352.0;381539.0;264.0;39722.0;media
AL;BATALHA;municipio;408.0;28766.0;387.0;25028.0;21.0;3738.0;media
AL;BELO MONTE;municipio;778.0;27974.0;743.0;18182.0;35.0;9792.0;media
AL;CARNEIROS;municipio;962.0;9857.0;953.0;8940.0;;917.0;media
AL;DOIS RIACHOS;municipio;1308.0;11724.0;1301.0;13423.0;;301.0;media
AL;JACARE DOS HOMENS;municipio;201.0;15306.0;196.0;14558.0;;747.0;media
AL;JARAMATAIA;municipio;151.0;9749.0;141.0;7830.0;10.0;1918.0;media
AL;MA JOR ISIDORO;municipio;2115.0;42585.0;2061.0;36470.0;54.0;6114.0;media
AL;MARAVILHA;municipio;2044.0;29838.0;2022.0;27946.0;22.0;1892.0;media
AL;MONTEIROPOLIS;municipio;562.0;559.0;8815.0;42.0;;;media
AL;OLHO D' AGUA DAS FLORES;municipio;1231.0;12710.0;1226.0;12192.0;;518.0;media
AL;OLIVENÇA;municipio;867.0;16185.0;1861.0;16051.0;;134.0;media
AL;OURO BRANCO;municipio;1536.0;17302.0;1527.0;15389.0;;1913.0;media
AL;PALESTINA;municipio;307.0;2025.0;307.0;2025.0;;;media
AL;PÃO OE AÇUCAR;municipio;2109.0;52561.0;2089.0;47269.0;20.0;5292.0;media
AL;POÇO DAS TRINCHEIRAS;municipio;2025.0;22165.0;2015.0;20089.0;10.0;2076.0;media
AL;SANTANA;municipio;3217.0;36519.0;3198.0;35077.0;19.0;1442.0;media
AL;SÃO JOSE DA TAPERA;municipio;4618.0;52322.0;4611.0;51187.0;;1135.0;media
AL;SENADOR RUI PALMEIRA;municipio;1177.0;22807.0;1155.0;21061.0;22.0;1745.0;media
AL;PALMEIRA DOS INOIOS;microrregiao;19114.0;230310.0;18761.0;183925.0;353.0;46384.0;media
AL;CACIMBINHAS;municipio;1466.0;30596.0;1393.0;16507.0;73.0;14088.0;media
AL;IGACI;municipio;5540.0;32673.0;5514.0;31.0;26.0;530.0;media
AL;MARIBONOO;municipio;359.0;15469.0;350.0;13523.0;;1945.0;media
AL;MAR VERMELHO;municipio;551.0;9860.0;530.0;8264.0;21.0;595.0;media
AL;MI NA DOR DO NEGRÃO;municipio;758.0;22712.0;720.0;16300.0;38.0;6412.0;media
AL;PALMEIRA DOS INDIOS;municipio;6855.0;50319.0;6751.0;41892.0;104.0;8427.0;media
AL;PAULO .JACINTO;municipio;1156.0;11213.0;1134.0;8444.0;22.0;2769.0;media
AL;OUEBRANGU LO;municipio;706.0;39676.0;658.0;33727.0;48.0;5948.0;media
AL;TANQUE D' ARCA;municipio;1028.0;10781.0;1020.0;7376.0;;3404.0;media
AL;ARAPIRACA;microrregiao;40856.0;333294.0;40301.0;243673.0;555.0;89621.0;media
AL;ANADIA;municipio;815.0;20485.0;801.0;14810.0;14.0;5675.0;media
AL;ARAPIRACA;municipio;4432.0;24598.0;4337.0;21081.0;95.0;3516.0;media
AL;COITE DO NOIA;municipio;1656.0;7133.0;1647.0;6687.0;;445.0;media
AL;CRAIBAS;municipio;2114.0;19810.0;2087.0;13656.0;27.0;6154.0;media
AL;FEIRA GRANDE;municipio;3705.0;15907.0;3677.0;13279.0;28.0;2627.0;media
AL;GIRAU DO PONCIANO;municipio;5279.0;54972.0;5237.0;36058.0;42.0;18914.0;media
AL;.JUNQUEIRO;municipio;2954.0;22027.0;2907.0;16413.0;47.0;5614.0;media
AL;LAGOA DA CANOA;municipio;1393.0;4666.0;1382.0;4298.0;11.0;368.0;media
AL;LIMOEIRO DE ANADIA;municipio;4759.0;28436.0;4721.0;18638.0;38.0;9798.0;media
AL;OLHO D' AGUA GRANDE;municipio;1112.0;15966.0;1099.0;9646.0;13.0;6320.0;media
AL;MATA ALAGOANA;mesorregiao;19212.0;861802.0;17065.0;336870.0;524931.0;;media
AL;MATA ALAGOANA;microrregiao;11640.0;471352.0;10771.0;218679.0;252673.0;;media
AL;ATALAIA;municipio;617.0;50315.0;458.0;17199.0;33115.0;;media
AL;BRANQUINHA;municipio;165.0;18946.0;145.0;5591.0;13355.0;;media
AL;CAJUEIRO;municipio;80.0;8068.0;68.0;4852.0;3215.0;;media
AL;CAPELA;municipio;503.0;25045.0;475.0;20490.0;4555.0;;media
AL;CHÃ PRETA;municipio;124.0;17682.0;1102.0;15874.0;1808.0;;media
AL;COLONIA LEOP(i)LDINA;municipio;320.0;17708.0;283.0;8437.0;9270.0;;media
AL;FLEXEIRAS. i';municipio;127.0;26599.0;87.0;8189.0;18409.0;;media
AL;IBATEGUARA;municipio;1015.0;21652.0;997.0;13685.0;7966.0;;media
AL;.JACU IPE;municipio;213.0;17408.0;179.0;2806.0;14602.0;;media
AL;JOAQUIM GOMES;municipio;796.0;35272.0;698.0;17518.0;17753.0;;media
AL;.JUNDIA;municipio;94.0;9890.0;56.0;3057.0;6833.0;;media
AL;MESSIAS;municipio;25.0;13820.0;13.0;2187.0;11633.0;;media
AL;MURICI;municipio;137.0;42635.0;70.0;6847.0;35788.0;;media
AL;NOVO LINO;municipio;287.0;20955.0;244.0;8482.0;12472.0;;media
AL;PINDOBA;municipio;480.0;11943.0;458.0;7687.0;4256.0;;media
AL;SANTANA DO MUNDAU;municipio;1063.0;21896.0;28.0;16718.0;5177.0;;media
AL;SÃO JOSE DA LAJE;municipio;304.0;23593.0;259.0;8369.0;15224.0;;media
AL;UNIÃO DOS PALMARES;municipio;2489.0;55269.0;2405.0;25402.0;29867.0;;media
AL;VIÇOSA;municipio;801.0;32646.0;1746.0;25280.0;7365.0;;media
AL;LITORAL NORTE ALAGOANO;microrregiao;3723.0;185126.0;2872.0;60022.0;125103.0;;media
