_uf;_label;_level;efetivo_total;nascidos;vitimados;comprados;vendidos;confianca
AM;ALVARÃES;municipio;;71.0;;55.0;;media
AM;ANAMÃ;municipio;;6.0;;;;media
AM;ANORI;municipio;;;;85.0;;media
AM;COAR(;municipio;;;;4159.0;;media
AM;CODAjAS;municipio;2000.0;;;2556.0;;media
AM;JAPURA;municipio;3.0;39.0;;921.0;;media
AM;MARAÃ;municipio;10.0;606.0;72.0;7527.0;;media
AM;TEFE llO;municipio;279.0;;;;;media
AM;UARINI;municipio;;258.0;;186.0;;media
AM;MEDIO AMAZONAS;microrregiao;107.0;13.0;;;;media
AM;AUTAZES;municipio;30.0;909.0;;511119.0;;media
AM;BARRE(RINHA;microrregiao;450.0;;1319.0;;;media
AM;BERURI zoo;microrregiao;;;;;;media
AM;BOA VISTA DO RAMOS;microrregiao;813.0;;558.0;;;media
AM;CAAP I RANGA;microrregiao;;;;;;media
AM;CAREIRO;microrregiao;2186.0;;9218.0;;;media
AM;IRANDUBA;microrregiao;605.0;;;;;media
AM;IT ACOA TI ARA;microrregiao;1093.0;;5919.0;;;media
AM;ITAPIRANGA;microrregiao;;;212.0;;;media
AM;NANACAPURU;microrregiao;1.0;;700.0;;;media
AM;NANAOUIRI;microrregiao;793.0;;815.0;;;media
AM;MAUES;microrregiao;519.0;;3299.0;;;media
AM;NHAMUNDA;microrregiao;183.0;;890.0;;;media
AM;NOVA OLINDA DO NORTE;microrregiao;85.0;;314.0;;;media
AM;PARINTINS;microrregiao;596.0;;2831.0;;;media
AM;PRESIDENTE FIGUEIREDO;microrregiao;110.0;;799.0;;;media
AM;RIO PRETO DA EVA;microrregiao;13.0;;52559.0;;;media
AM;SÃO SEBASTIÃO DO UATUMÃ;microrregiao;11.0;;267.0;;;media
AM;SILVES;microrregiao;267.0;;824.0;;;media
AM;URUCARA;microrregiao;67.0;;545.0;;;media
AM;URUCUR (TUBA;microrregiao;87.0;;6.0;;;media
AP;TOTAIS;total;898522.0;540.0;1500.0;837477.0;;alta
AP;AMAPA;mesorregiao;898522.0;540.0;1500.0;837477.0;;alta
AP;MACAPA;microrregiao;898522.0;515.0;1500.0;837229.0;;alta
AP;MACAPA;municipio;893503.0;334.0;1500.0;834901.0;;alta
AP;MAZAGÃO;municipio;5019.0;181.0;;2328.0;;alta
AP;AMAPA E OIAP'OQUE;microrregiao;;25.0;;248.0;;alta
AP;AMAPA;municipio;;17.0;;248.0;;alta
AP;CALÇOENE;municipio;;;;;;alta
AP;OIAPOQUE;municipio;;;;;;alta
BA;TOTAIS;total;32.0;3487542.0;461931.0;236774.0;450306.0;media
BA;OESTE BAIANO;mesorregiao;12.0;83039.0;126070.0;2923.0;658466.0;media
BA;CHAPADÕES;microrregiao;1964.0;10821.0;150.0;57268.0;;media
BA;ANGICAL;municipio;;;1384.0;;10403.0;media
BA;BAIANOPOLIS;municipio;;;1166.0;27.0;2518.0;media
BA;BARREIRAS;municipio;1850.0;1707.0;10.0;6218.0;;media
BA;BRE JOLANOIA;municipio;911.0;20.0;973.0;;;media
BA;CATOLANOIA;municipio;136.0;1400.0;;;;media
BA;COTEGI-E;municipio;;;;;;media
BA;CRISTOPOLIS;municipio;;;387.0;38.0;6675.0;media
BA;FORMOSA DO RIO PRETO;municipio;1054.0;1768.0;;;;media
BA;RIACHÃO DAS NEVES;municipio;;;78.0;;7272.0;media
BA;SANTA RITA DE CASSIA;municipio;14.0;979.0;22.0;10873.0;;media
BA;SÃO DESIDERIO;municipio;100.0;1476.0;2286.0;;;media
BA;TABOCAS DO BREJO VELHO;municipio;582.0;3351.0;;;;media
BA;CANAPOLIS;municipio;;;211.0;;1468.0;media
BA;cocos;municipio;4023.0;7084.0;;;;media
BA;CORIBE;municipio;315.0;984.0;30.0;488.0;;media
BA;CORRENTINA;municipio;12.0;3576.0;140.0;16368.0;;media
BA;SANTA MARIA DA VITORIA;municipio;3894.0;5747.0;;;;media
BA;SANTANA;municipio;;310.0;1902.0;15.0;15070.0;media
BA;SERRA DOURADA;municipio;1325.0;8031.0;;;;media
BA;BAIXO-MEDI O SÃO FRANCISCO;microrregiao;15310.0;13315.0;454.0;55505.0;;media
BA;BARRA;municipio;25.0;2956.0;15.0;10100.0;;media
BA;CAMPO ALEGRE DE LOURDES;municipio;510.0;1876.0;106.0;9256.0;;media
BA;CASA NOVA;municipio;210.0;2223.0;213.0;16959.0;;media
BA;IBOTIRAMA;municipio;;;328.0;;1049.0;media
BA;MORPARA;municipio;255.0;1751.0;;;;media
BA;PILÃO ARCADO;municipio;1122.0;58.0;5029.0;;;media
BA;REMANSO;municipio;;;1329.0;;7947.0;media
BA;SENTO SE;municipio;100.0;457.0;35.0;919.0;;media
BA;XIOUE-XIQUE;municipio;;210.0;273.0;16.0;3085.0;media
BA;MEDI O SÃO FRANCISCO;microrregiao;410.0;8124.0;51.0;31546.0;;media
BA;BOM JESUS DA LAPA;municipio;20.0;2442.0;9675.0;;;media
BA;CARINHANHA;municipio;;153.0;2982.0;41.0;9781.0;media
BA;MALHADA;municipio;237.0;944.0;;;;media
BA;PARATINGA;municipio;1356.0;5045.0;;;;media
BA;CHAPADA DIAMANTINA SETENTRIONAL;microrregiao;;45393.0;12596.0;323.0;68595.0;media
BA;BARRA DO MENDES;municipio;;;67.0;10.0;8262.0;media
BA;CAFARNAUM;municipio;407.0;;;;;media
BA;CANARANA;municipio;;65.0;2049.0;19.0;5497.0;media
BA;CENTRAL;municipio;;;422.0;;740.0;media
BA;GENTIO;municipio;;;229.0;20.0;84.0;media
BA;IBIPEBA;municipio;436.0;725.0;;;;media
BA;IBITITA;municipio;;;193.0;;120.0;media
BA;IRECE;municipio;10.0;1859.0;129.0;4054.0;;media
BA;JUSSARA;municipio;;;137.0;;11.0;media
BA;MORRO DO CHAPEU;municipio;45000.0;1776.0;;;;media
BA;PRESIDENTE OUTRA;municipio;120.0;266.0;;;;media
BA;SOUTO SOARES;municipio;190.0;399.0;49.0;1241.0;;media
BA;UIBAI;municipio;;;356.0;70.0;2954.0;media
BA;CHAPADA DIAMANTINA MERIDIONAL;mesorregiao;;26637.0;;138085.0;;media
BA;ABAIRA;microrregiao;;1250.0;;807.0;;media
BA;AGUA QUENTE;microrregiao;;;;;;media
BA;ANDARA(;microrregiao;;1180.0;;149.0;;media
BA;BARRA DA ESTIVA;microrregiao;;748.0;;857.0;;media
BA;BONINAL;microrregiao;;122.0;;1114.0;;media
BA;BOOUIRA;microrregiao;;980.0;;7647.0;;media
BA;BOTUPORÃ;microrregiao;;1756.0;;14385.0;;media
BA;BROTAS DE MACAUBAS;microrregiao;;2412.0;;3617.0;;media
BA;CONTENDAS DO S;microrregiao;;287.0;;809.0;;media
BA;(BICOARA;microrregiao;340.0;728.0;;;;media
BA;IBIPITANGA;microrregiao;;782.0;;8945.0;;media
BA;IBITIARA;microrregiao;;2587.0;;4701.0;;media
BA;IPUPIARA;microrregiao;;327.0;;587.0;;media
BA;IRAMAIA;microrregiao;;660.0;;602.0;;media
BA;IRAOUARA;microrregiao;;805.0;;3001.0;;media
BA;ITAETE;microrregiao;;408.0;;736.0;;media
BA;ITUAÇU;microrregiao;;724.0;;2311.0;;media
BA;JUSSIAPE;microrregiao;;269.0;;2377.0;;media
BA;LENÇO IS;microrregiao;;110.0;;346.0;;media
BA;MACAUBAS;microrregiao;;1506.0;;24042.0;;media
BA;MUCUGE so;microrregiao;;632.0;;566.0;;media
BA;OLIVEIRA DOS BREJINHOS;microrregiao;;915.0;;10752.0;;media
BA;PALMEIRAS;microrregiao;;301.0;;524.0;;media
BA;PARAMIRIM;microrregiao;;1653.0;;13036.0;;media
BA;PIATÃ;microrregiao;;580.0;;3772.0;;media
BA;RIO DE CONTAS;microrregiao;;1096.0;;6059.0;;media
BA;RIO DO PIRES;microrregiao;;622.0;;5155.0;;media
BA;SEABRA;microrregiao;;708.0;;6331.0;;media
BA;TANHAÇU;microrregiao;;1421.0;;2393.0;;media
BA;UTINGA;microrregiao;;159.0;;1899.0;;media
BA;WJIGNER;microrregiao;;154.0;;357.0;;media
BA;SERRA GERAL DA BAHIA;mesorregiao;;25702.0;;190649.0;;media
BA;ARACATU;microrregiao;;260.0;;6699.0;;media
BA;BRUMADO;microrregiao;;648.0;;6915.0;;media
BA;CACULE;microrregiao;;488.0;;16617.0;;media
BA;CAETITE;microrregiao;;4032.0;;27571.0;;media
BA;CANDIBA;microrregiao;;340.0;;5757.0;;media
BA;CONDEUBA;microrregiao;;2641.0;;17085.0;;media
BA;CORDEIROS;microrregiao;;984.0;;4570.0;;media
BA;DOM BASILIO;microrregiao;;101.0;;267.0;;media
BA;GUANAMBI;microrregiao;;1569.0;;12238.0;;media
BA;IBIASSUCE;microrregiao;;687.0;;4498.0;;media
BA;IGAPORÃ;microrregiao;;162.0;;2433.0;;media
BA;JACARACI;microrregiao;;376.0;;9780.0;;media
BA;LICINIO DE ALMEIDA;microrregiao;;412.0;;1764.0;;media
BA;LIVRAMENTO DO BRUMADO;microrregiao;;451.0;;13900.0;;media
BA;MALHADA DE PEDRAS;microrregiao;;625.0;;2540.0;;media
BA;MORTUGABA;microrregiao;;296.0;;9349.0;;media
BA;PALMAS DE MONTE ALTO;microrregiao;;979.0;;54.0;;media
BA;PINDAl;microrregiao;;1676.0;;4826.0;;media
BA;PIRIPA;microrregiao;;493.0;;1607.0;;media
BA;PRESIDENTE JANIO QUADROS;microrregiao;;187.0;;3438.0;;media
BA;RIACHO DE SANTANA;microrregiao;;266.0;;9744.0;;media
BA;RIO DO ANTONIO;microrregiao;;314.0;;2777.0;;media
BA;SEBASTIÃO LARANJEIRAS;microrregiao;;455.0;;459.0;;media
BA;TREMEDAL;microrregiao;;;;;;media
BA;URANO(;microrregiao;;1736.0;;1979.0;;media
BA;SENHOR DO BONFIM;microrregiao;;;211.0;;;alta
BA;ANTONIO GONÇALVES;municipio;;;155.0;;;alta
BA;CALDE- RÃO GRANDE;municipio;;;;;;alta
BA;CAMPO FORMOSO;municipio;;;36.0;;;alta
BA;.JAGUARARI;municipio;;;;;;alta
BA;MIRANGABA;municipio;;;;;;alta
BA;PINDOBAÇU;municipio;;;15.0;;;alta
BA;SAUDE;municipio;;;;;;alta
BA;SENHOR DO BONFIM;municipio;;;;;;alta
BA;CORREDEIRAS DO SÃO FRANCISCO;microrregiao;;;356.0;;;alta
BA;ABARE;municipio;;;;;;alta
BA;CURAÇA;municipio;;;89.0;;;alta
BA;JUAZEIRO;municipio;;;267.0;;;alta
BA;MACURURE;municipio;;;;;;alta
BA;RODELAS;municipio;;;;;;alta
BA;LESTE BAIANO;mesorregiao;;;2863299.0;;11237.0;media
BA;PIEMONTE DA DIAMANTINA;microrregiao;;;78547.0;;;alta
BA;BAIXA GRANDE;municipio;;;310.0;;;alta
BA;BOA VISTA DO TUPIM;municipio;;;18.0;;;alta
BA;CAEM;municipio;;;;;;alta
BA;IBIQUERA;municipio;;;;;;alta
BA;ITABERABA;municipio;;;16.0;;;alta
BA;.JACOBINA;municipio;;;342.0;;;alta
BA;LA JEDINHO;municipio;;;15.0;;;alta
BA;MACA JUBA;municipio;;;;;;alta
BA;MAIRI;municipio;;;80.0;;;alta
BA;MIGUEL CALMON;municipio;;;2.0;;;alta
BA;MUNDO NOVO;municipio;;;355.0;;;alta
BA;PIRITIBA;municipio;;;31.0;;;alta
BA;RUY BARBOSA;municipio;;;42225.0;;;alta
BA;SERROLANDIA;municipio;;;40.0;;;alta
BA;TAPIRAMUTA;municipio;;;16.0;;;alta
BA;VARZEA DO POÇO;municipio;;;32300.0;;;alta
BA;SERTÃO DE CANUDOS;microrregiao;;;189.0;;;media
BA;CANSANÇÃO;municipio;;;;;;media
BA;EUCLIDES DA CUNHA;municipio;;;88.0;;;media
BA;ITIUBA;municipio;;;20.0;;;media
BA;MONTE SANTO;municipio;;;;;;media
BA;QUEIMADAS;municipio;;;36.0;;;media
BA;OUI JINGUE;municipio;;;;;;media
BA;TUCANO;municipio;;;;;;media
BA;SERRINHA;microrregiao;;;9452.0;;;media
BA;ARACI;municipio;;;2190.0;;;media
BA;BIRITINGA;municipio;;;32.0;;;media
BA;CANDEAL;municipio;;;;;;media
BA;ICHU;municipio;;;;;;media
BA;LAMARÃO;municipio;;;12.0;;;media
BA;RETIROLANDIA;municipio;;;127.0;;;media
BA;RIACHÃO DO JACU IPE;municipio;;;65.0;;;media
BA;SANTALUZ;municipio;;;165.0;;;media
BA;SERRINHA;mesorregiao;;;;5803.0;;media
BA;TEOFILANOIA;mesorregiao;;;;1079.0;;media
BA;VALENTE;mesorregiao;;;;1231.0;;media
BA;FEIRA DE SANTANA;mesorregiao;;;;39178.0;;media
BA;AGUA FRIA;mesorregiao;;;;90.0;;media
BA;ANGUERA;mesorregiao;;;;82.0;;media
BA;ANTONIO CARDOSO;mesorregiao;;;;972.0;;media
BA;CASTRO ALVES;mesorregiao;;;;3949.0;;media
BA;CORAÇÃO DE MARIA;mesorregiao;;;;1327.0;;media
BA;ELISIO MEDRADO;mesorregiao;;;;554.0;;media
BA;FEIRA DE SANTANA;mesorregiao;;;;14023.0;;media
BA;IAÇU;mesorregiao;;;;151.0;;media
BA;IPECAETA;mesorregiao;;;;3199.0;;media
BA;(PIRA;mesorregiao;;;;;;media
BA;IRARA;mesorregiao;146432.0;728.0;204007.0;;;media
BA;OURIÇANGAS;mesorregiao;10.0;1134.0;91.0;;;media
BA;PEDRÃO;mesorregiao;41.0;754.0;42.0;871.0;;media
BA;SANTA BARBARA;mesorregiao;3700.0;2657.0;105.0;18707.0;;media
BA;SANTANOPOLIS;mesorregiao;;;;383.0;;media
BA;SANTA TERESINHA;mesorregiao;577.0;65.0;5599.0;;;media
BA;SANTO ESTEVÂO;mesorregiao;260.0;3202.0;193.0;21529.0;;media
BA;SERRA PRETA;mesorregiao;556.0;7038.0;;;;media
BA;TANQUINHO;mesorregiao;;;;90.0;;media
BA;JEQUIE;mesorregiao;;;;8157.0;;media
BA;AIQUARA;mesorregiao;;;;3.0;;media
BA;AMARGOSA;mesorregiao;142.0;305.0;1149.0;;;media
BA;BREJÕES;mesorregiao;240.0;142.0;;;;media
BA;CRAVOLANDIA;mesorregiao;10.0;369.0;50.0;93.0;;media
BA;IRAJUBA;mesorregiao;;;;206.0;;media
BA;ITAGI;mesorregiao;35.0;662.0;1691.0;;;media
BA;(TAQUARA;mesorregiao;;;;70.0;;media
BA;ITIRUÇU;mesorregiao;;;;;;media
BA;JAGUAQUARA;mesorregiao;;;;41.0;;media
BA;JEQUIE;mesorregiao;633.0;26.0;;;;media
BA;JIOUIRIÇA;mesorregiao;59.0;17.0;165.0;;;media
BA;JlTAUNA;mesorregiao;;;;;;media
BA;LAFAIETE COUTINHO;mesorregiao;357.0;207.0;;;;media
BA;LAJE;mesorregiao;55.0;455.0;;;;media
BA;MARACAS;mesorregiao;369.0;2239.0;1945.0;;;media
BA;MARCIONILIO SOUZA;mesorregiao;;;;114.0;;media
BA;MILAGRES;mesorregiao;;9.0;;93.0;;media
BA;MUTUIPE;mesorregiao;;;;151.0;;media
BA;NOVA ITARANA;mesorregiao;;;;292.0;;media
BA;PLANALTINO;mesorregiao;;;;;;media
BA;SANTA INES;mesorregiao;;;;35.0;;media
BA;SÃO MIGUEL DAS MATAS;mesorregiao;;;;;;media
BA;UBAIRA;mesorregiao;645.0;10.0;714.0;;;media
BA;PLANALTO DE CONQUISTA;mesorregiao;185.0;61803.0;;;;media
BA;ANAGE;mesorregiao;;;;497.0;;media
BA;BARRA;mesorregiao;;;;496.0;;media
BA;BELO CAMPO;mesorregiao;30.0;347.0;623.0;;;media
BA;BOA NOVA;mesorregiao;;;;80.0;;media
BA;CAATIBA;mesorregiao;;;;214.0;;media
BA;CANDIOO SALES;mesorregiao;139.0;2005.0;;;;media
BA;CARIO MEIRA;mesorregiao;861.0;55.0;670.0;;;media
BA;MANOEL VITORINO;mesorregiao;120.0;1443.0;;;;media
BA;NOVA CANAÃ;mesorregiao;178.0;1561.0;;;;media
BA;PLANALTO;mesorregiao;;;;;;media
BA;POÇÕES;mesorregiao;;;;934.0;;media
BA;VITORIA OA CONQUISTA;municipio;;1227.0;;30713.0;;media
BA;ASTORIL DE ITAETINGA;microrregiao;;2510.0;;16728.0;;media
BA;ENCRUZILHADA;municipio;;1141.0;;7436.0;;media
BA;ITAMBE;municipio;;301.0;;1509.0;;media
BA;ITAETINGA;municipio;;46.0;;473.0;;media
BA;ITARANTIM;municipio;;276.0;;4826.0;;media
BA;MACARANI;municipio;;737.0;;366.0;;media
BA;MAIOUINIOUE;municipio;;;;118.0;;media
BA;SERTÃO DE PAULO AFONSO;microrregiao;;36367.0;;71147.0;;alta
BA;CORONEL JOÃO SA;municipio;;962.0;;5966.0;;alta
BA;GLORIA;municipio;;30162.0;;1965.0;;alta
BA;JEREMOABO;municipio;;1296.0;;6657.0;;alta
BA;PAULO AFONSO;municipio;;127.0;;47030.0;;alta
BA;PEDRO ALEXANDRE;municipio;;1227.0;;5272.0;;alta
BA;SANTA BRIGIOA;municipio;;2593.0;;4257.0;;alta
BA;AGRESTE DE ALAGOINHAS;microrregiao;;34138.0;;256191.0;;media
BA;ACAJUTIBA;municipio;;634.0;;2383.0;;media
BA;ALAGO I NHAS;municipio;;921.0;;95326.0;;media
BA;ANTAS;municipio;;;;30.0;;media
BA;APORA;municipio;;641.0;;7667.0;;media
BA;ARAMARI;municipio;;221.0;;438.0;;media
BA;CICERO DANTAS;municipio;;1613.0;;5167.0;;media
BA;CIPO;municipio;;384.0;;3732.0;;media
BA;CRISOPOLIS;municipio;;632.0;;8206.0;;media
BA;INHAMBUPE;municipio;;990.0;;5359.0;;media
BA;ITAICURU;municipio;;225.0;;8848.0;;media
BA;NOVA SOURE;municipio;;819.0;;7980.0;;media
BA;OLINDINA;municipio;;327.0;;8370.0;;media
BA;PARIPIRANGA;municipio;;3233.0;;18211.0;;media
BA;RIBEIRA DO AMPARO;municipio;;2231.0;;28776.0;;media
BA;RIBEIRA DO POMBAL;municipio;;2848.0;;13513.0;;media
BA;RIO REAL;municipio;;;;25.0;;media
BA;SATIRO DIAS;municipio;;1044.0;;12160.0;;media
BA;LITORAL NORTE BAIANO;microrregiao;;3300.0;;2902.0;;media
