_uf;_label;_level;inform_1safra;qtde_1safra;area_ha_1safra;inform_2safra;qtde_2safra;area_ha_2safra;confianca
RS;CORONEL BICACO;municipio;53.0;86.0;;;;;media
RS;PALMEIRA DAS MISSÕES;municipio;639.0;163.0;;239.0;56.0;;media
RS;PASSO FUNDO;municipio;1094.0;542.0;;67.0;23.0;;media
RS;SANTO AUGUSTO;municipio;198.0;377.0;;41.0;12.0;;media
RS;COLONIAL DO ALTO .JACUl;microrregiao;981.0;1287.0;;6.0;23.0;;media
RS;COLORADO;municipio;45.0;41.0;;11.0;;;media
RS;NÂD-ME-TOOUE;municipio;172.0;269.0;;18.0;;;media
RS;SELBACH;municipio;311.0;397.0;;56.0;11.0;;media
RS;TAPERA;municipio;402.0;512.0;;26.0;;;media
RS;VlCTOR GRAEFF;municipio;48.0;67.0;40.0;;;;media
RS;SOLEDADE;microrregiao;356.0;484.0;;350.0;66.0;;media
RS;BARROS CASSAL;municipio;30.0;30.0;;67.0;19.0;;media
RS;ESPUMOSO;municipio;288.0;375.0;;20.0;;;media
RS;SAL TO DO JACU;municipio;25.0;33.0;;;;;media
RS;SOLEDADE;municipio;12.0;45.0;;258.0;40.0;;media
RS;CAMPOS DE VACARIA;microrregiao;2984.0;11.0;;219.0;103.0;;media
RS;BOM JESUS;municipio;31.0;38.0;;;;;media
RS;CAMBARA SUL;municipio;;;;;;;media
RS;ESMERALDA;municipio;122.0;122.0;;21.0;9.0;;media
RS;(BIRAIARAS;municipio;28.0;41.0;;;;;media
RS;LAGOA VERMELHA;municipio;847.0;1439.0;;;;;media
RS;SÃO FRANCISCO DE PAULA;municipio;50.0;45.0;59.0;;;;media
RS;VACARIA;municipio;1861.0;2371.0;;181.0;85.0;;media
RS;OESTE GAUCHO;mesorregiao;6862.0;15263.0;;5182.0;1521.0;;media
RS;SANTA MARIA;microrregiao;75.0;104.0;;923.0;381.0;;media
RS;FORMIGUEIRO;municipio;;;;;;;media
RS;JAGUARI;municipio;22.0;41.0;;46.0;14.0;;media
RS;MATA;municipio;;13.0;;43.0;12.0;;media
RS;RESTINGA SECA;municipio;15.0;12.0;;19.0;;;media
RS;SANTA MARIA;municipio;23.0;25.0;;240.0;207.0;;media
RS;SÃO PEDRO;municipio;;12.0;;245.0;69.0;;media
RS;SÃO VICENTE;municipio;;;;327.0;70.0;;media
RS;CAMPANHA;microrregiao;1185.0;1879.0;;2289.0;899.0;;alta
RS;ALEGRETE;municipio;303.0;450.0;;362.0;105.0;;alta
RS;BAGE;municipio;493.0;781.0;;30.0;15.0;;alta
RS;CACEQUI;municipio;;25.0;;153.0;46.0;;alta
RS;DOM PEORITO;municipio;68.0;115.0;;157.0;76.0;;alta
RS;ITAOUI;municipio;13.0;25.0;;101.0;19.0;;alta
RS;QUARAl;municipio;;;;166.0;53.0;;alta
RS;ROSARIO;municipio;;;;290.0;121.0;;alta
RS;SANTANA DO LIVRAMENTO;municipio;42.0;41.0;;422.0;274.0;;alta
RS;SANTO ANTONIO DAS MISSÕES;municipio;;10.0;;;;;alta
RS;SÃO BORJA;municipio;27.0;50.0;;68.0;16.0;;alta
RS;SÃO GABRIEL;municipio;221.0;342.0;;361.0;124.0;;alta
RS;URUGUAI ANA;municipio;;;;166.0;41.0;;alta
RS;TOTAIS;total;82961.0;26434.0;;23200.0;6925.0;;media
RS;PORTO ALEGRE;mesorregiao;966.0;224.0;;238.0;60.0;;alta
RS;PORTO ALEGRE;microrregiao;966.0;224.0;;238.0;60.0;;alta
RS;BARRA DO RIBEIRO;municipio;;;;;;;media
RS;CANOAS;municipio;;;;;;;media
RS;GRAVATA(;municipio;;;;;;;media
RS;GUAIBA;municipio;37.0;21.0;;;;;media
RS;NOVO HAMBURGO;municipio;;;;;;;media
RS;PORTÃO;municipio;;;;;;;media
RS;PORTO ALEGRE;municipio;41.0;;;;;;media
RS;SAP I RANGA;municipio;856.0;176.0;;238.0;60.0;;media
RS;VIAMÂO;municipio;;;;;;;media
RS;ENCOSTA;mesorregiao;16890.0;5821.0;;3874.0;2.0;;media
RS;COLONIAL ENCOSTA DA SERRA GERAL;microrregiao;11975.0;2719.0;;3673.0;872.0;;alta
RS;BOM PRINCIPIO;municipio;154.0;60.0;;19.0;;;alta
RS;CANELA;municipio;172.0;225.0;41.0;;;;alta
RS;DOIS IRMÃOS;municipio;6053.0;1032.0;;2916.0;646.0;;alta
RS;FELIZ;municipio;405.0;127.0;;26.0;;;alta
RS;GRAMADO;municipio;2243.0;431.0;;324.0;107.0;;alta
RS;IGREJINHA;municipio;248.0;60.0;;60.0;20.0;;alta
RS;IVOTI;municipio;73.0;35.0;18.0;;;;alta
RS;MONTENEGRO;municipio;155.0;69.0;46.0;;;;alta
RS;NOVA PETROPOL IS;municipio;409.0;193.0;;35.0;13.0;;alta
RS;PAROBE;municipio;11.0;;;;;;alta
RS;ROLANTE;municipio;350.0;170.0;;88.0;25.0;;alta
RS;SÃO SEBASTIÃO DO CAI;municipio;48.0;12.0;12.0;;;;alta
RS;TAQUARA;municipio;236.0;55.0;48.0;;;;alta
RS;TRES COROAS;municipio;598.0;103.0;;73.0;11.0;;alta
RS;COLONIAL DO BAIXO TAOUARI;microrregiao;995.0;322.0;;36.0;;;media
RS;ARROIO;municipio;130.0;40.0;;;;;media
RS;BOM RETIRO;municipio;;;;;;;media
RS;CRUZEIRO;municipio;100.0;39.0;;;2.0;;media
RS;ENCANTADO;municipio;186.0;20.0;;;;;media
RS;ESTRELA;municipio;140.0;44.0;;;;;media
RS;LAJEADO;municipio;415.0;137.0;;;;;media
RS;MµÇUM;municipio;203.0;31.0;;;;;media
RS;NOVA BRESCIA;municipio;26.0;;;;;;media
RS;ROCA SALES;municipio;133.0;29.0;;;;;media
RS;TEUTONIA;municipio;90.0;25.0;;;;;media
RS;FUMI CULTORA DE SANTA CRUZ DO SUL;microrregiao;3919.0;2779.0;;164.0;120.0;;media
RS;AGUDO;municipio;447.0;222.0;;45.0;23.0;;media
RS;ARROIO;municipio;362.0;303.0;;;;;media
RS;CANCELARIA;municipio;264.0;239.0;;;;;media
RS;DONA FRANCISCA;municipio;15.0;11.0;;;;;media
RS;FAXINAL DO SOTURNO;municipio;84.0;26.0;;;;;media
RS;NOVA PALMA;municipio;298.0;60.0;42.0;;;;media
RS;SANTA CRUZ;municipio;1483.0;1080.0;;89.0;76.0;;media
RS;SOBRADINHO;municipio;1788.0;570.0;384.0;;;;media
RS;VENANCIO AIRES;municipio;509.0;387.0;;11.0;;;media
RS;VERA CRUZ;municipio;119.0;81.0;;;;;media
RS;LESTE RIO-GRANDENSE;mesorregiao;17684.0;9242.0;;8720.0;3718.0;;alta
RS;LITORAL SETENT, RIO GRANDE DO SUL;microrregiao;488.0;229.0;;;;;alta
RS;CAPÃO DA CANOA;municipio;10.0;;;;;;media
RS;OSORJO;municipio;227.0;52.0;42.0;;;;media
RS;PALMARES;municipio;;;;;;;media
RS;SANTO ANTONIO DA PATRULHA;municipio;372.0;153.0;;;;;media
RS;TORRES;municipio;52.0;31.0;;;;;media
RS;VALE;microrregiao;480.0;384.0;;;;;alta
RS;ARROIO DOS RATOS;municipio;;;;;;;media
RS;BUTIA;municipio;;;;;;;media
RS;CACHOEIRA DO SUL;municipio;214.0;158.0;;;;;media
RS;CHARQUEADAS;municipio;;;;;;;media
RS;GENERAL CAMARA;municipio;103.0;21.0;16.0;;;;media
RS;RIO PARDO;municipio;393.0;160.0;113.0;;;;media
RS;SÃO JERONIMO;municipio;218.0;72.0;88.0;;;;media
RS;TAQUARI;municipio;;;;;;;media
RS;TRIUNFO;municipio;;;;;;;media
RS;LAGOA DOS PATOS;microrregiao;15191.0;7467.0;;8531.0;3636.0;;alta
RS;CAMAQUÂ;municipio;753.0;549.0;;28.0;21.0;;media
RS;CANGUÇU;municipio;3971.0;2307.0;;1790.0;927.0;;media
RS;CAPÃO DO LEÃO;municipio;157.0;66.0;;21.0;;;media
RS;DOM FELICIANO;municipio;288.0;267.0;;;;;media
RS;PEDRO OSORIO;municipio;475.0;270.0;;72.0;33.0;;media
RS;PELOTAS;municipio;3715.0;3865.0;998.0;2537.0;1292.0;;media
RS;SÃO LOURENÇO DO SUL;municipio;5370.0;1844.0;;4163.0;1353.0;;media
RS;TAPES;municipio;308.0;162.0;;;;;media
RS;LITORAL ORIENTAL LAGOA DOS PATOS;microrregiao;99.0;101.0;;22.0;12.0;;alta
RS;MOSTARDAS;municipio;;;;;;;alta
RS;RIO GRANDE;municipio;76.0;87.0;;17.0;11.0;;alta
RS;SÃO JOSE DO NORTE;municipio;20.0;12.0;;;;;alta
RS;TAVARES;municipio;;;;;;;alta
RS;LAGOA MlRIM;microrregiao;;;;13.0;;;alta
RS;ARROIO GRANDE;municipio;69.0;87.0;;;;;alta
RS;HERVAL;municipio;46.0;26.0;36.0;;;;alta
RS;JAGUARÂO;municipio;58.0;43.0;;;;;alta
RS;SANTA VITORIA DO PALMAR;municipio;3.0;111.0;;12.0;;;alta
RS;ALTO CAMAOUÂ;microrregiao;1106.0;817.0;;139.0;;;alta
RS;CAÇAPAVA;municipio;142.0;40.0;43.0;;;;media
RS;ENCRUZI LHAOA;municipio;257.0;79.0;105.0;;;;media
RS;LAVRAS;municipio;;;;;;;media
RS;PINHEIRO MACHADO;municipio;57.0;62.0;;;;;media
RS;PIRATINI;municipio;683.0;856.0;565.0;46.0;118.0;;media
RS;SANTANA DA BOA VISTA;municipio;97.0;21.0;25.0;;;;media
RS;SÃO SEPE;municipio;47.0;;;12.0;;;media
RS;CAXIAS;mesorregiao;18348.0;2572.0;;5290.0;1158.0;;alta
RS;VINICULTORA DE CAXIAS;microrregiao;18348.0;2572.0;;5290.0;;;alta
RS;ANTONIO PRADO;municipio;102.0;35.0;;;;;media
RS;BENTO GONÇALVES;municipio;145.0;58.0;;;;;media
RS;PLANALTO MERID. RIO GRANDE DO SUL;mesorregiao;;468.0;1152.0;244.0;;;media
RS;COLONIAL DO ALTO TAQUARI s;microrregiao;;54.0;83.0;23.0;;;media
RS;ANTA GORDA;municipio;293.0;33.0;14.0;8.0;;;media
RS;ARYOREZINHA;municipio;931.0;1211.0;53.0;;;;media
RS;CASCA;municipio;;;;;;;media
RS;DAVID CANABARRO;municipio;;14.0;26.0;;;;media
RS;FONTOURA XAVIER;municipio;82.0;31.0;17.0;;;;media
RS;GUAPORE;municipio;902.0;157.0;66.0;;;;media
RS;ILOPOLIS;municipio;;;;;;;media
RS;NOVA ARAÇA;municipio;155.0;71.0;18.0;;;;media
RS;NOVA BASSANO;municipio;348.0;95.0;25.0;;;;media
RS;NOVA PRATA;municipio;;13.0;46.0;10.0;;;media
RS;PARAI;municipio;307.0;87.0;27.0;3.0;;;media
RS;PUTINGA;municipio;280.0;27.0;12.0;;;;media
RS;SERAFINA CORREA;municipio;;;;;;;media
RS;COLONIAL DAS MI SSÔES;microrregiao;768.0;131.0;82.0;;;;media
RS;BOSSOROCA;municipio;;;;;;;media
RS;CAIBA TE;municipio;;;;;;;media
RS;CATUIPE;municipio;;;;;;;media
RS;SANTO ANGELO;municipio;312.0;45.0;33.0;;;;media
RS;COLONIAL DE SANTA ROSA;microrregiao;;45.0;;;;;media
RS;ALECRIM;municipio;594.0;109.0;60.0;;;;media
RS;BOA VISTA DO BURICA;municipio;;;;;;;media
RS;CAMPINA DAS MISSÕES;municipio;401.0;73.0;40.0;;;;media
RS;CANDIOO GODO(;municipio;387.0;77.0;49.0;;;;media
RS;CERRO LARGO;municipio;342.0;87.0;37.0;;;;media
RS;GUARANI DAS MISSÕES;municipio;;;;;;;media
RS;HORIZONTINA;municipio;383.0;67.0;40.0;;;;media
RS;HUMAITA;municipio;391.0;97.0;27.0;;;;media
RS;INDEPENOENCIA;municipio;;;;;;;media
RS;PORTO LUCENA;municipio;337.0;48.0;27.0;;;;media
RS;PORTO XAVIER;municipio;;;;;;;media
RS;ROOUE GONZALES;municipio;;;;;;;media
RS;SANTA ROSA;municipio;40.0;23.0;;;;;media
RS;SANTO CRISTO;municipio;;;;;;;media
RS;SÃO PAULO DAS MISSÕES;municipio;;;;;;;media
RS;TENENTE PORTELA;municipio;;;;;;;media
RS;TRES DE MAIO;municipio;842.0;167.0;89.0;;;;media
RS;TRES PASSOS;municipio;;26.0;;;;;media
RS;TUCUNOUVA;municipio;;;;;;;media
RS;TUPARENOI;municipio;278.0;33.0;24.0;;;;media
RS;COLONIAL;microrregiao;;57.0;;2.0;;;media
RS;ALPESTRE;municipio;706.0;137.0;93.0;16.0;;;media
RS;BRAGA;municipio;30.0;;;;;;media
RS;CAIÇARA;municipio;;;;;;;media
RS;CAMPO NOVO;municipio;;;;;;;media
RS;CONSTANTINA;municipio;788.0;143.0;115.0;;;;media
RS;ERYAL SECO;municipio;;20.0;;;;;media
RS;FREDERICO WESTPHALEN;municipio;;;;;;;media
RS;IRAI;municipio;309.0;72.0;69.0;;;;media
RS;L l BERA TO SALZANO;municipio;;;;;;;media
RS;MIRAGUAI;municipio;;;;;;;media
RS;NONOAI;municipio;;;;;;;media
RS;PALMITINHO;municipio;;;;;;;media
RS;PLANALTO;municipio;;;;;;;media
RS;REDENTORA;municipio;;;;;;;media
RS;RODEIO BONITO;municipio;487.0;56.0;11.0;;;;media
RS;RONDA ALTA;municipio;;;;;;;media
RS;RONOINHA;municipio;;;;;;;media
RS;SÃO MARTINHO;municipio;208.0;34.0;15.0;;;;media
RS;SARANDI;municipio;;;;;;;media
RS;SEBERI;municipio;;;;;;;media
RS;VICENTE OUTRA;municipio;;;;;;;media
RS;COLONIAL DE ERECHIM;microrregiao;;129.0;90.0;18.0;;;media
RS;ARATIBA;municipio;;30.0;;;;;media
RS;BARÃO DE COTEGI PE;municipio;691.0;101.0;30.0;;;;media
RS;BARRACÃO;municipio;;;;;;;media
RS;CACIQUE DOBLE;municipio;245.0;59.0;26.0;;;;media
RS;CAMPINAS DO SUL;municipio;328.0;46.0;14.0;;;;media
RS;CIRIACO;municipio;;23.0;74.0;12.0;;;media
RS;ERECHIM;municipio;;22.0;;;;;media
RS;ERVAL GRANDE;municipio;267.0;32.0;;;;;media
RS;GAURAMA;municipio;1042.0;168.0;64.0;;;;media
RS;GETULIO VARGAS;municipio;;;;;;;media
RS;IBIAÇA;municipio;158.0;97.0;17.0;;;;media
RS;ITATIBA DO SUL;municipio;117.0;13.0;;;;;media
RS;JACUTINGA;municipio;287.0;37.0;10.0;;;;media
RS;MACHADINHO;municipio;398.0;76.0;19.0;;;;media
RS;MARAU;municipio;;;;;;;media
RS;MARCELINO RAMOS;municipio;;;;;;;media
RS;MARIANO MORO;municipio;104.0;19.0;12.0;;;;media
RS;MAXIMILIANO DE ALMEIDA;municipio;409.0;91.0;29.0;;;;media
RS;PAIM FILHO;municipio;803.0;107.0;30.0;;;;media
RS;SANANDUVA;municipio;;;;;;;media
RS;SÃO JOSE DO OURO;municipio;433.0;93.0;46.0;;;;media
RS;SÃO VALENTIM;municipio;716.0;73.0;23.0;;;;media
RS;SERTÃO;municipio;;;;;;;media
RS;SEVERIANO DE ALMEIDA;municipio;;;;;;;media
RS;T APEJARA;municipio;;;;;;;media
RS;VIADUTOS;municipio;671.0;100.0;33.0;;;;media
RS;COLONIAL DE I JUI;microrregiao;;23.0;;;;;media
RS;AJURICABA;municipio;;;;;;;media
RS;AUGUSTO PESTANA;municipio;480.0;97.0;59.0;;;;media
RS;CONDOR;municipio;;11.0;;;;;media
RS;l.JUI;municipio;510.0;86.0;55.0;;;;media
RS;PANAMBI;municipio;270.0;81.0;68.0;;;;media
RS;PEJUÇARA;municipio;;;;;;;media
RS;PASSO FUNDO;microrregiao;;;;;;;media
RS;CARAZINHO;municipio;369.0;75.0;50.0;;;;media
RS;CHAPADA;municipio;674.0;157.0;107.0;;;;media
RS;CORONEL BICACO;municipio;64.0;11.0;;;;;media
RS;COLORADO;municipio;;;;;;;media
RS;NÃO-ME-TOQUE;municipio;153.0;30.0;;;;;media
RS;SELBACH;municipio;165.0;35.0;;;;;media
RS;TAPERA;municipio;106.0;20.0;;;;;media
RS;VICTOR GRAEFF;municipio;16.0;;;;;;media
RS;SOLEOAOE;microrregiao;975.0;255.0;168.0;;;;media
RS;BARROS CASSAL;municipio;;;;;;;media
RS;ESPUMOSO;municipio;42.0;32.0;;;;;media
RS;SAL TO DO JACUI;municipio;25.0;10.0;;;;;media
RS;SOLEDADE;municipio;79.0;57.0;;;;;media
RS;CAMPOS DE VACARIA;microrregiao;12304.0;2517.0;;954.0;176.0;;media
RS;BOM JESUS;municipio;621.0;724.0;584.0;;;;media
RS;CAMBARA;municipio;12.0;25.0;;;;;media
RS;ESMERALDA;municipio;137.0;62.0;;;;;media
RS;IBIRAIARAS;municipio;576.0;924.0;109.0;709.0;139.0;;media
RS;LAGOA VERMELHA;municipio;2161.0;330.0;;243.0;35.0;;media
RS;SÃO FRANCISCO DE PAULA;municipio;800.0;308.0;367.0;;;;media
RS;VACARIA;municipio;586.0;168.0;218.0;;;;media
RS;OESTE GAUCHO;mesorregiao;2206.0;1572.0;381.0;3923.0;741.0;;media
RS;SANTA MARIA;microrregiao;4530.0;826.0;;2611.0;564.0;;alta
RS;JAGUARI;municipio;;;;;;;alta
RS;MATA;municipio;12.0;;;;;;alta
RS;RESTINGA SECA;municipio;72.0;109.0;37.0;;;;alta
RS;SANTA MARIA;municipio;4359.0;741.0;;2610.0;564.0;;alta
RS;SÃO PEDRO DO SUL;municipio;301.0;41.0;35.0;;;;alta
RS;SÂO VICENTE DO SUL;municipio;;;;;;;alta
RS;CAMPANHA;microrregiao;312.0;269.0;216.0;;;;media
RS;AL EGRETE;municipio;17.0;15.0;;;;;media
RS;BAGE;municipio;45.0;83.0;;;;;media
RS;CACEQUI;municipio;54.0;18.0;;;;;media
RS;DOM PEORITO;municipio;23.0;24.0;;;;;media
RS;ITAQUI;municipio;12.0;;;;;;media
RS;QUARAI;municipio;;;;;;;media
RS;ROSARJO;municipio;20.0;12.0;;;;;media
RS;SANTANA;municipio;65.0;38.0;;;;;media
RS;SANTO ANTONIO DAS MISSÕES;municipio;;;;;;;media
RS;SÂC BORJA;municipio;;;;;;;media
RS;SÂO GABRIEL;municipio;48.0;10.0;;;;;media
RS;URUGUAI ANA;municipio;13.0;;;;;;media
RS;CRUZ ALTA;municipio;;;;;;;media
RS;IBIRUBA;municipio;328.0;80.0;53.0;;;;media
RS;JOIA;municipio;10.0;;;;;;media
RS;JULI O DE CASTI LHOS;municipio;1629.0;419.0;;301.0;170.0;;media
RS;SANTA BARBARA DO SUL;municipio;84.0;;;;;;media
RS;TOTAIS;total;45827.0;112550.0;;;;;media
RS;PORTO ALEGRE;mesorregiao;2099.0;110.0;54.0;;;;alta
RS;PORTO ALEGRE;microrregiao;2099.0;110.0;54.0;;;;alta
RS;BARRA;municipio;17.0;392.0;39.0;10.0;;;media
RS;CAMPO BOM;municipio;49.0;;;;;;media
RS;CANOAS;municipio;10.0;;;;;;media
RS;ESTANCIA VELHA;municipio;97.0;1534.0;76.0;;;;media
RS;ESTEIO;municipio;10.0;;;;;;media
RS;GRAVATAI;municipio;403.0;;;;;;media
RS;GUAIBA;municipio;56.0;;;;;;media
RS;NOVO HAMBURGO;municipio;381.0;793.0;450.0;12.0;;;media
RS;PORTÃO;municipio;209.0;;;;;;media
RS;PORTO ALEGRE;municipio;215.0;12.0;;;;;media
RS;SÂO LEOPOLDO;municipio;54.0;996.0;54.0;;;;media
RS;SAPIRANGA;municipio;392.0;29.0;13.0;;;;media
RS;SAPUCAIA DO SUL;municipio;33.0;;;;;;media
RS;VIAMÂO;municipio;143.0;39.0;;;;;media
RS;ENCOSTA DO PLANALTO MERIDIONAL;mesorregiao;14271.0;1643.0;638.0;;;;alta
RS;COLONIAL ENCOSTA DA SERRA GERAL;microrregiao;9610.0;1074.0;375.0;;;;alta
RS;BOM PRINCIPIO;municipio;875.0;43.0;17.0;;;;media
RS;CANELA;municipio;55.0;60.0;;;;;media
RS;DOIS IRMÃOS;municipio;451.0;502.0;165.0;;;;media
RS;FELIZ;municipio;723.0;4.0;26.0;;;;media
RS;GRAMADO;municipio;19.0;20.0;12.0;;;;media
RS;IGREJINHA;municipio;346.0;12.0;;;;;media
RS;IVOTI;municipio;625.0;57.0;15.0;;;;media
RS;MONTENEGRO;municipio;2041.0;38217.0;1981.0;30.0;;;media
RS;NOVA PETROPOLIS;municipio;295.0;108.0;32.0;;;;media
RS;PAROBE;municipio;242.0;2976.0;237.0;;;;media
RS;ROLANTE;municipio;775.0;154.0;43.0;;;;media
RS;SÂO SEBASTIÃO DO CAI;municipio;703.0;10.0;;;;;media
RS;TAQUARA;municipio;1161.0;;;;;;media
RS;TRES COROAS;municipio;223.0;;;;;;media
RS;COLONIAL;microrregiao;2234.0;341.0;78.0;;;;alta
RS;ARROIO DO MEIO;municipio;241.0;38.0;;;;;media
RS;BOM RETIRO DO SUL;municipio;712.0;19445.0;768.0;20.0;;;media
RS;CRUZEIRO DO SUL;municipio;108.0;11.0;;;;;media
RS;ENCANTADO;municipio;79.0;40.0;12.0;;;;media
RS;ESTRELA;municipio;311.0;49.0;10.0;;;;media
RS;LAJEADO;municipio;365.0;109.0;23.0;;;;media
RS;MUÇUM;municipio;76.0;29.0;;;;;media
RS;NOVA BRESCIA;municipio;31.0;28.0;;;;;media
RS;ROCA SALES;municipio;144.0;11.0;;;;;media
RS;TEUTONIA;municipio;106.0;21.0;;;;;media
RS;FUMICUL TORA DE SANTA CRUZ DO SUL;microrregiao;2426.0;228.0;184.0;;;;alta
RS;AGUDO;municipio;372.0;27.0;;;;;media
RS;ARROIO DO TIGRE;municipio;95.0;;;;;;media
RS;CANCELARIA;municipio;281.0;15.0;16.0;;;;media
RS;DONA FRANCISCA;municipio;73.0;652.0;43.0;;;;media
RS;LESTE RIO-GRANOENSE;mesorregiao;6061.0;102989.0;;;;;alta
RS;LITORAL SETENT. RIO GRANDE DO SUL;microrregiao;3723.0;253.0;;;;;alta
RS;OSORIO;municipio;838.0;67.0;;;;;media
RS;PALMARES DO SUL;municipio;23.0;18.0;;;;;media
RS;SANTO ANTONIO DA PATRULHA;municipio;2031.0;3.0;;;;;media
RS;TORRES;municipio;842.0;16.0;;;;;media
RS;TRAMANDAI;municipio;;;;;;;media
RS;VALE DO JACUI;microrregiao;2071.0;86.0;;;;;alta
RS;ARROIO DOS RATOS;municipio;10.0;776.0;61.0;;;;media
RS;BUTIA;municipio;1661.0;67.0;;;;;media
RS;CACHOEIRA;municipio;208.0;36.0;;;;;media
RS;GENERAL CAMARA;municipio;99.0;;;;;;media
RS;RIO PARDO;municipio;145.0;41.0;;;;;media
RS;SÃO JERONIMO;municipio;27.0;401.0;;;;;media
RS;TAOUARI;municipio;1099.0;;;;;;media
RS;TRIUNFO;municipio;438.0;6951.0;361.0;;;;media
RS;LAGOA DOS PATOS;microrregiao;215.0;10644.0;;;;;alta
RS;CAMAOUÃ;municipio;66.0;23.0;;;;;media
RS;CANGUÇU;municipio;24.0;438.0;;;;;media
RS;CAPÃO;municipio;;22.0;;;;;media
RS;DOM FELICIANO;municipio;100.0;18.0;13.0;;;;media
RS;PEDRO OSORIO;municipio;;354.0;;;;;media
RS;PELOTAS;municipio;;5683.0;;;;;media
RS;SÃO LOURENÇO DO SUL;municipio;44.0;2081.0;;;;;media
RS;TAPES;municipio;73.0;21.0;;;;;media
RS;LITORAL ORIENTAL LAGOA DOS PATOS;microrregiao;;91355.0;;;;;alta
RS;MOSTARDAS;municipio;;10998.0;;;;;media
RS;RIO GRANDE;municipio;;15141.0;;;;;media
RS;SÃO JOSE;municipio;674.0;504.0;3888.0;;;;media
RS;TAVARES;municipio;;2371.0;;;;;media
RS;LAGOA MI RIM;microrregiao;133.0;70.0;33.0;;;;alta
RS;ARROIO GRANDE;municipio;;;;;;;media
RS;HERVAL;municipio;;;;;;;media
RS;JAGUARÂO;municipio;39.0;44.0;;;;;media
RS;SANTA VITORIA DO PALMAR;municipio;;22.0;;;;;media
RS;ALTO CAMAQUÂ;microrregiao;42.0;579.0;;;;;alta
RS;CAÇAPAVA DO SUL;municipio;15.0;;;;;;media
RS;ENCRUZILHADA DO SUL;municipio;;;;;;;media
RS;LAVRAS DO SUL;municipio;;;;;;;media
RS;PlNHE IRO MACHADO;municipio;;;;;;;media
RS;PIRATINI;municipio;40.0;540.0;84.0;;;;media
RS;SANTANA DA BOA VISTA;municipio;12.0;15.0;;;;;media
RS;SÃO SEPE;municipio;19.0;15.0;;;;;media
RS;CAXIAS DO SUL;mesorregiao;;;;;;;media
RS;VINICULTORA DE CAXIAS;microrregiao;2972.0;;4085.0;;4671.0;;media
RS;ANTONIO PRADO;municipio;141.0;;1714.0;;3122.0;;media
RS;BENTO GONÇALVES;municipio;925.0;;1047.0;;242.0;;media
RS;CARLOS BARBOSA;municipio;371.0;;229.0;;82.0;;media
RS;CAXIAS;municipio;37.0;;28.0;;343.0;;media
RS;COTIPORÃ;municipio;338.0;;156.0;;147.0;;media
RS;FARROUPILHA;municipio;118.0;;183.0;;148.0;;media
RS;FLORES DA CUNHA;municipio;57.0;;163.0;;167.0;;media
RS;QARIBAl;municipio;376.0;;802.0;;223.0;;media
RS;SÃO MARCOS;municipio;;;32.0;;53.0;;media
RS;VERANOPOLIS;municipio;608.0;;473.0;;38.0;;media
RS;PLANALTO MERIO. RIO GRANDE;mesorregiao;75498.0;486363.0;19961.0;23796.0;;;media
RS;COLONI,AL DO ALTO TAQUARI;microrregiao;4417.0;;6214.0;;768.0;;alta
RS;ANTA GORDA;municipio;583.0;;712.0;;48.0;;alta
RS;ARVOREZI NHA;municipio;547.0;;1061.0;;70.0;;alta
RS;CASCA;municipio;84.0;;105.0;;;;alta
RS;DAVID CANABARRO;municipio;16.0;;74.0;;;;alta
RS;FONTOURA XAVIER;municipio;;;;;;;alta
RS;GUAPORE;municipio;1092.0;;1486.0;;212.0;;alta
RS;ILOPOLIS;municipio;165.0;;304.0;;29.0;;alta
RS;NOVA ARAÇA;municipio;199.0;;129.0;;26.0;;alta
RS;NOVA BASSANO;municipio;341.0;;358.0;;101.0;;alta
RS;NOVA PRATA;municipio;247.0;;651.0;;126.0;;alta
RS;PARAI;municipio;242.0;;250.0;;45.0;;alta
RS;PUTJNGA;municipio;556.0;;588.0;;33.0;;alta
RS;SERA FINA CORREA;municipio;342.0;;490.0;;56.0;;alta
RS;COLONIAL DAS MISSÕES;microrregiao;5520.0;;493.0;;39.0;;media
RS;BOSSOROCA;municipio;115.0;;;;;;media
RS;CAIBA TE;municipio;231.0;;24.0;;;;media
RS;CATUIPE;municipio;310.0;;32.0;;;;media
RS;GIRUA;municipio;1429.0;;274.0;;17.0;;media
RS;SANTO ANGELO;municipio;2502.0;;119.0;;12.0;;media
RS;SÃO NICOLAU;municipio;392.0;;20.0;;;;media
RS;COLONIAL DE SANTA ROSA;microrregiao;28063.0;;3815.0;;156.0;;media
RS;ALECRIM;municipio;807.0;;185.0;;;;media
RS;BOA VISTA;municipio;1261.0;;819.0;;25.0;;media
RS;CAMPINA DAS MISSÕES;municipio;1062.0;;145.0;;;;media
RS;CANOIOO GODOI;municipio;982.0;;211.0;;10.0;;media
RS;CERRO LARGO;municipio;1334.0;;264.0;;15.0;;media
RS;CRISSIUMAL;municipio;2144.0;;362.0;;12.0;;media
RS;GUARANI DAS MISSÕES;municipio;763.0;;10.0;;;;media
RS;HORIZONTINA;municipio;700.0;;55.0;;;;media
RS;HUMAITA;municipio;940.0;;193.0;;;;media
RS;INOEPENDENCIA;municipio;404.0;;;;;;media
RS;PORTO LUCENA;municipio;1364.0;;;;;;media
RS;ROQUE GONZALES;municipio;438.0;;;;;;media
RS;SANTA ROSA;municipio;966.0;;184.0;;;;media
