_uf;_label;_level;inform_1safra;qtde_1safra;area_ha_1safra;inform_2safra;qtde_2safra;area_ha_2safra;confianca
ES;TOTAIS;total;;;522.0;112.0;242.0;;alta
ES;ESPIRITO-SANTENSE;mesorregiao;;;522.0;111.0;237.0;;alta
ES;ALTO SÃO MATEUS;microrregiao;280.0;14.0;;;;;alta
ES;ECOPORANGA;municipio;;;14.0;;;;alta
ES;COLATINA;microrregiao;;;;;;;alta
ES;BAIXADA ESP IRI TO-SANTENSE;microrregiao;;;;;;;alta
ES;FUNDÃO;municipio;;;;;;;alta
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;;;;10.0;11.0;;alta
ES;ALFREDO CHAVES;municipio;;;;;;;alta
ES;IT AGUAÇU;municipio;;;;;;;alta
ES;I TARA NA;municipio;;;;;;;alta
ES;VERTENTE ORIENTAL DO CAPARAO;microrregiao;;;39.0;;;;alta
ES;CASTELO;municipio;;;16.0;;;;alta
ES;MUNIZ FREIRE;municipio;;;22.0;;;;alta
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;;;413.0;97.0;213.0;;alta
ES;ALEGRE;municipio;;;96.0;20.0;48.0;;alta
ES;APIACA;municipio;;;76.0;15.0;25.0;;alta
ES;ATILIO VIVACQUA;municipio;33.0;1009.0;57.0;;;;alta
ES;BOM JESUS DO NORTE;municipio;;;;;19.0;;alta
ES;CACHOEIRO DE ITAPEMIRIM;municipio;;;55.0;10.0;31.0;;alta
ES;GUAÇU I;municipio;;;55.0;;20.0;;alta
ES;JERONlMO MONTEIRO;municipio;;;10.0;;10.0;;alta
ES;MIMOSO DO SUL;municipio;;;56.0;36.0;57.0;;alta
ES;LITORAL SUL ESPIRITO-SANTENSE;microrregiao;;;48.0;;;;alta
ES;ANCHIETA;municipio;;;16.0;;;;alta
ES;GUARAPARI;municipio;;;10.0;;;;alta
ES;ITAPEMIRIM;municipio;;;22.0;;;;alta
ES;VITORIA;mesorregiao;;;;;;;alta
ES;VITORIA;microrregiao;;;;;;;alta
ES;MIL FRUTOS;municipio;;;;;;;alta
GO;TOTAIS;total;31.0;17.0;31.0;;;;media
GO;NORDESTE GOIANO;mesorregiao;10.0;;;;;;media
GO;SÃO MIGUEL DO -.iBIAIA;microrregiao;;;;;;;media
GO;llOZMILANDIA;municipio;;;;;;;media
GO;RIO YE-LHO;microrregiao;;;;;;;media
GO;ARACIUAPAZ;municipio;;;;;;;media
GO;IT AP IRAPUÃ;municipio;3.0;;;;;;media
GO;JUSSARA;municipio;2.0;;;;;;media
GO;ARAGARÇAS;microrregiao;3.0;;;;;;alta
GO;MONTES CLAROS DE GOIAS;municipio;1.0;;;;;;alta
GO;PIRANHAS;municipio;2.0;;;;;;alta
GO;NORTE GOIANO;mesorregiao;;;;;;;media
GO;POIUINGATU;microrregiao;3.0;;;;;;alta
GO;-INORTE;municipio;1.0;;;;;;alta
GO;FO-SO;municipio;2.0;;;;;;alta
GO;SANTA TERUIMllA DE GOlAS;municipio;;;;;;;alta
GO;CENTRO GOi NO;mesorregiao;7.0;1.0;;;;;media
GO;CERES;microrregiao;1.0;3.0;2.0;;;;alta
GO;GOi SIA;municipio;;;;;;;alta
GO;ITAPURANGA;municipio;;;;;;;alta
GO;NOVA GLORIA;municipio;1.0;2.0;;;;;alta
GO;Pil.AR;municipio;;;;;;;alta
GO;ANAPOUS;microrregiao;;;;;;;media
GO;ANAPOLIS;municipio;;;;;;;media
GO;JÀRAQUA;municipio;;;;;;;media
GO;fvo FAZE-;municipio;3.0;;;;;;media
GO;AURI L AlllllA;municipio;3.0;;;;;;media
GO;TURVANIA;municipio;;;;;;;media
MG;TOTAIS;total;2302.0;82470.0;10030.0;12267.0;8784.0;7984.0;media
MG;NORDESTE MINEIRO;mesorregiao;;;;862.0;576.0;556.0;alta
MG;SANFRANCISCANA DE JANUARIA;microrregiao;;;;441.0;245.0;344.0;alta
MG;ITACARAMBI;municipio;;;;236.0;71.0;191.0;alta
MG;JANUARIA;municipio;;;;66.0;106.0;89.0;alta
MG;MANGA;municipio;;;;20.0;11.0;;alta
MG;MONTALVANIA;municipio;;;;;;;alta
MG;SÂO FRANCISCO;municipio;;;;114.0;54.0;51.0;alta
MG;SERRA GERAL DE MINAS;microrregiao;;;;163.0;43.0;60.0;alta
MG;ESPINOSA;municipio;;;;;;;alta
MG;MONTE AZUL;municipio;;;;140.0;21.0;41.0;alta
MG;PORTEIRINHA;municipio;;;;11.0;18.0;15.0;alta
MG;RIACHO DOS MACHADOS;municipio;;;;12.0;;;alta
MG;CHAPADÕES DO PARACATU;microrregiao;;;;135.0;213.0;84.0;alta
MG;ARINOS;municipio;;;;29.0;;10.0;media
MG;BONFINOPOLIS DE MINAS;municipio;19.0;;;;;;media
MG;BURITIS;municipio;;;;;16.0;;media
MG;FORMOSO;municipio;;;;;;;media
MG;GUARDA-MOR;municipio;;;;;;;media
MG;.JOÃO PINHEIRO;municipio;;;;;;;media
MG;LAGAMAR;municipio;;;;;;;media
MG;PARACATU;municipio;;;;26.0;142.0;44.0;media
MG;PRESIDENTE OLEGARIO;municipio;14.0;;;;;;media
MG;UNAI;municipio;;;;56.0;35.0;18.0;media
MG;VAZANTE;municipio;;;;;;;media
MG;ALTO-MEDI O SÃO FRANCISCO;microrregiao;;;;123.0;74.0;66.0;alta
MG;BURITIZEIRO;municipio;;;;53.0;47.0;40.0;alta
MG;PIRAPORA;municipio;;;;21.0;13.0;14.0;alta
MG;SANTA FE DE MINAS;municipio;;;;;;;alta
MG;SÃO ROMÃO;municipio;;;;49.0;13.0;12.0;alta
MG;NORDESTE MINEIRO;mesorregiao;;;;5598.0;1260.0;1912.0;media
MG;ALTO RIO PARDO;microrregiao;;;;249.0;88.0;198.0;media
MG;AGUAS VERMELHAS;municipio;;;;;;;media
MG;RIO PARDO DE MINAS;municipio;;;;60.0;;29.0;media
MG;RUBELITA;municipio;;;;81.0;25.0;32.0;media
MG;SALINAS;municipio;;;;96.0;51.0;129.0;media
MG;SÃO JOÃO DO;municipio;;;;;;;media
MG;TAIOBEIRAS;municipio;;;;;;;media
MG;MONTES CLAROS;microrregiao;;;;382.0;159.0;325.0;media
MG;BOCAIUVA;municipio;;;;44.0;13.0;19.0;media
MG;BRASILIA DE MINAS;municipio;;;;;;;media
MG;CAPITÃO ENEAS;municipio;;;;;;15.0;media
MG;CLARO DOS POÇÕES;municipio;;;;;22.0;;media
MG;CORAÇÃO CE JESUS;municipio;;;;;10.0;;media
MG;FRANCISCO DUMONT;municipio;;;;;;;media
MG;FRANCISCO SA;municipio;;;;10.0;;21.0;media
MG;(BIAI;municipio;;;;;;;media
MG;JANAUBA;municipio;;;;173.0;51.0;174.0;media
MG;JURAMENTO;municipio;;;11.0;;;;media
MG;LAGOA DOS PATOS;municipio;;;;;;;media
MG;MIRABELA;municipio;;;;;;;media
MG;MONTES CLAROS;municipio;53.0;;28.0;;;;media
MG;SÂO JOÃO DA PONTE;municipio;;;;;;;media
MG;UBAI;municipio;;;;;;;media
MG;VARZELANDIA;municipio;;;;;;;media
MG;MINERADORA DO ALTO JEQUITINHONHA;microrregiao;;;;;;;media
MG;BOTUMIRIM;municipio;;;;;;;media
MG;CRISTALIA;municipio;;;;;;;media
MG;GRÃO MOGOL;municipio;;;;;;;media
MG;PASTOR( L DE PEDRA AZUL;microrregiao;33.0;;107.0;;;;media
MG;ARAÇUAJ;municipio;11.0;;29.0;;;;media
MG;CARA(;municipio;10.0;;;;;;media
MG;COMERCINHO;municipio;;;;;;;media
MG;CORONEL MURT A;municipio;;;10.0;;;;media
MG;ITAOBIM;municipio;;;25.0;;;;media
MG;(TINGA;municipio;;;10.0;;;;media
MG;MEDINA;municipio;;;;;;;media
MG;NOVO CRUZEIRO;municipio;;;;;;;media
MG;PADRE PARAISO;municipio;;;;;;;media
MG;VIRGEM DA LAPA;municipio;;;19.0;;;;media
MG;PASTORIL DE ALMENARA;microrregiao;;;;;;;media
MG;ALMENARA;municipio;;;;;;;media
MG;JACINTO;municipio;;;;;;;media
MG;JOAIMA;municipio;;;;;;;media
MG;RUBIM;municipio;;;;;;;media
MG;SAL TO DA DIVISA;municipio;;;;;;;media
MG;MINERADORA DE DIAMANTINA;microrregiao;374.0;;808.0;;;;alta
MG;BERILO;municipio;87.0;;366.0;;;;alta
MG;CAPELINHA;municipio;10.0;;11.0;;;;alta
MG;CARBONITA;municipio;;;;;;;alta
MG;CHAPADA DO NORTE;municipio;33.0;;29.0;;;;alta
MG;COUTO DE MAGALHÃES DE MINAS;municipio;;;;;;;alta
MG;DATAS;municipio;10.0;;;;;;alta
MG;DIAMANTINA;municipio;11.0;;;;;;alta
MG;FELICIO DOS SANTOS;municipio;;;;;;;alta
MG;FRANCISCO BAOARO;municipio;10.0;;240.0;;;;alta
MG;GOUVEA;municipio;12.0;;;;;;alta
MG;ITAMARANDIBA;municipio;40.0;;;;;;alta
MG;MINAS NOVAS;municipio;97.0;;130.0;;;;alta
MG;SERRO;municipio;;;;;;;alta
MG;TURMALINA;municipio;97.0;;;;;;alta
MG;TEOFILO OTONI;microrregiao;45.0;;32.0;;;;media
MG;ITAIPE;municipio;;;;;;;media
MG;LADAINHA;municipio;;;;;;;media
MG;MALACACHET A;municipio;15.0;;10.0;;;;media
MG;POTE;municipio;;;;;;;media
MG;TEOF I LO OTON I;municipio;23.0;;22.0;;;;media
MG;PASTOR( L DE NANUQUE;microrregiao;16.0;;59.0;;;;media
MG;AGUAS FORMOSAS;municipio;;;;;;;media
MG;ATALEIA;municipio;;;;;;;media
MG;CARLOS CHAGAS;municipio;;;;;;;media
MG;CENTRO-OESTE MINEIRO;mesorregiao;95.0;;;217.0;;;media
MG;MEDI O RIO DAS VELHAS;mesorregiao;29.0;;;127.0;;;media
MG;AUGUSTO DE LIMA;mesorregiao;;;;;;;media
MG;BUENOPOLIS;mesorregiao;;;;;;;media
MG;CORINTO;mesorregiao;;;;;;;media
MG;CURVE LO;mesorregiao;13.0;;;97.0;;;media
MG;INIMUTABA;mesorregiao;;;;;;;media
MG;JOAQUIM FELICIO;mesorregiao;;;;;;;media
MG;LASSANCE;mesorregiao;;;;;;;media
MG;MONJOLOS;mesorregiao;;;;2.0;;;media
MG;MORRO DA;mesorregiao;;;;;;;media
MG;PRESIDENTE JUSCELINO;mesorregiao;;;;;;;media
MG;SANTO HIPOLITO;mesorregiao;;;;;;;media
MG;VARZEA DA PALMA;mesorregiao;;;;;;;media
MG;ALTO PARANAIBA;mesorregiao;19.0;;;31.0;;;media
MG;ABADIA DOS DOURADOS;mesorregiao;;;;;;;media
MG;COROMANDEL;mesorregiao;;;;;;;media
MG;DOURADOQUARA;mesorregiao;;;;;;;media
MG;ESTRELA DO SUL;mesorregiao;;;;;;;media
MG;GRUPIARA;mesorregiao;;;;;;;media
MG;INDIANOPOLIS;mesorregiao;;;;3.0;;;media
MG;MONTE CARMELO;mesorregiao;;;;;;;media
MG;PATROCINIO;mesorregiao;;;;;;;media
MG;MATA DA CORDA;mesorregiao;23.0;;;40.0;;;media
MG;CARMO DO PARANAIBA;mesorregiao;;;;;;;media
MG;GUIMARANIA;mesorregiao;;;;;;;media
MG;LAGOA FORMOSA;mesorregiao;;;;;;;media
MG;MATUTINA;mesorregiao;;;;;;;media
MG;PATOS DE MINAS;mesorregiao;;;;;;;media
MG;RIO PARANAIBA;mesorregiao;;;;15.0;;;media
MG;SÃO GONÇALO DO ABAETE;mesorregiao;;;;11.0;;;media
MG;SÃO GOT ARDO;mesorregiao;;;;;;;media
MG;TIROS;mesorregiao;;;;;;;media
MG;TRES MARIAS;mesorregiao;24.0;;;18.0;;;media
MG;ABAETE;mesorregiao;;;;;;;media
MG;BIQUINHAS;mesorregiao;;;;;;;media
MG;FELIXLANDIA;mesorregiao;;;;;;;media
MG;MARTINHO CAMPOS;mesorregiao;;;;;;;media
MG;MORADA NOVA DE MINAS;mesorregiao;;;;;;;media
MG;PAINEIRAS;mesorregiao;;;;;;;media
MG;POMPEU;mesorregiao;;;;;;;media
MG;QUARTEL GERAL;mesorregiao;;;;;;;media
MG;TRES MARIAS;mesorregiao;;;;;;;media
MG;TRIANGULO MINEIRO;mesorregiao;1031.0;;;342.0;;;media
MG;UBERLANDIA;mesorregiao;486.0;;;16.0;;;media
MG;ARAGUARI;mesorregiao;;;;;;;media
MG;CANAPOLIS;mesorregiao;68.0;;;;;;media
MG;CAPINOPOLIS;mesorregiao;;;;;;;media
MG;CENTRALINA;mesorregiao;90.0;;;;;;media
MG;GURINHATÃ;mesorregiao;;;;;;;media
MG;CAMPO FLORIDO;municipio;;;;;;;media
MG;CONCEIÇÃO DAS ALAGOAS;municipio;;;;;;;media
MG;UBERABA;municipio;;;;306.0;;;media
MG;VERISSIMO;municipio;;;;;;;media
MG;MATA E RIO DOCE MINEIRO;mesorregiao;79.0;;;591.0;;;media
MG;BACIA DO SUAÇUI;microrregiao;48.0;;;20.0;;;media
MG;AÇUCENA;municipio;;;;;;;media
MG;AGUA BOA;municipio;;;;;;;media
MG;BELO ORIENTE;municipio;;;;;;;media
MG;COLUNA;municipio;;;;;;;media
MG;GUANHÃES;municipio;;;;;;;media
MG;.JOANESIA;municipio;;;;;;;media
MG;MATERLANOIA;municipio;;;;;;;media
MG;MESQUITA;municipio;31.0;;;;;;media
MG;PEÇANHA;municipio;;;;;;;media
MG;RIO VERMELHO;municipio;;;;;;;media
MG;SABINOPOLlS;municipio;;;;12.0;;;media
MG;SANTA MARIA DO SUAÇUI;municipio;;;;;;;media
MG;SANTO ANTONIO DO I T AMBE;municipio;;;;;;;media
MG;SÃO .JOSE DO .JACURI;municipio;;;;;;;media
MG;SÃO SEBASTIÃO DO MARANHÃO;municipio;;;;;;;media
MG;SENHORA DO PORTO;municipio;;;;;;;media
MG;SERRA AZUL DE MINAS;municipio;;;;;;;media
MG;VIRGINOPOLIS;municipio;;;;;;;media
MG;GOVERNADOR VALADARES;microrregiao;11.0;;;12.0;;;media
MG;ALPERCATA;municipio;;;;;;;media
MG;GOVERNADOR VALADARES;municipio;;;;;;;media
MG;ITAMBACURI;municipio;;;;;;;media
MG;NACIP RAYDAN;municipio;;;;;;;media
MG;MANTENA;microrregiao;10.0;10.0;;;;;alta
MG;CENTRAL DE MI NAS;municipio;;;;;;;alta
MG;ITABIRINHA DE MANTENA;municipio;;;;;;;alta
MG;MANTENA;municipio;10.0;;;;;;alta
MG;MENDES PIMENTEL;municipio;;;;;;;alta
MG;MATA DE CARATINGA;microrregiao;;;;40.0;;;media
MG;BOM JESUS DO GALHO;municipio;;;;17.0;;;media
MG;AI MORES;microrregiao;;;;;17.0;;media
MG;CONCEIÇÃO DE IPANEMA;microrregiao;;;;;;;media
MG;CONSELHEIRO PENA;microrregiao;;;;;;;media
MG;DIVINO DAS LARANJEIRAS;microrregiao;;;;;;;media
MG;GALILEIA;microrregiao;;;;;;;media
MG;IPANEMA;microrregiao;10.0;;;;;;media
MG;MUTUM;microrregiao;;;;;;;media
MG;RESPLENDOR;microrregiao;;;;;;;media
MG;TUMIRITINGA;microrregiao;;;;;;;media
MG;MATA DE PONTE NOVA;mesorregiao;;;;;25.0;;media
MG;ABRE CAMPO;microrregiao;31.0;;;;;;media
MG;ACAIACA;microrregiao;;;;;;;media
MG;AMPARO;microrregiao;;;;;;;media
MG;BARRA LONGA;microrregiao;;;;;;;media
MG;DOM SILVERIO;microrregiao;;;;;;;media
MG;PONTE NOVA;microrregiao;18.0;11.0;;;;;media
MG;RAUL SOARES;microrregiao;52.0;10.0;;;;;media
MG;RIO CASCA;microrregiao;;;;;;;media
MG;SANTA CRUZ;microrregiao;;;;;;;media
MG;SANTO ANTONIO;microrregiao;;;;;;;media
MG;SÃO PEDRO DOS FERROS;microrregiao;;;;;;;media
MG;SERIC(TA;microrregiao;;;;;;;media
MG;URUCANIA;microrregiao;;;;;;;media
MG;VERTENTE OCIDENTAL DO CAPARAO;mesorregiao;30.0;156.0;38.0;20.0;;;media
MG;CAIANA;microrregiao;;;;;;;media
MG;CHALE;microrregiao;;;;;;;media
MG;DIVINO;microrregiao;;;;;;;media
MG;ESPERA FELIZ;microrregiao;2.0;;;;;;media
MG;LAJINHA;microrregiao;;;;;;;media
MG;MANHUAÇU;microrregiao;;;;;;;media
MG;MANHUMIRIM;microrregiao;;;;;;;media
MG;MATIPO;microrregiao;15.0;;;;;;media
MG;PRESIDENTE SOARES;microrregiao;;;;;;;media
MG;SANTA MARGARIDA;microrregiao;46.0;14.0;;;;;media
MG;SIMONESIA;microrregiao;;;;;;;media
MG;MATA DE VIÇOSA;mesorregiao;;;;;32.0;;media
MG;ALTO RIO DOCE;microrregiao;;;;;;;media
MG;ARAPONGA;microrregiao;;;;;;;media
MG;CAJURI;microrregiao;;;;;;;media
MG;CANAÃ;microrregiao;;;;;;;media
MG;COIMBRA;microrregiao;;;;;;;media
MG;DORES DO TURVO;microrregiao;;;;;;;media
MG;ERVALIA;microrregiao;;;;;;;media
MG;QUARACIABA;microrregiao;;;;;;;media
MG;PAULA CANDIDO;microrregiao;;;;;;;media
MG;PEDRA DO ANTA;microrregiao;;;;;;;media
MG;PIRANOA;microrregiao;;;;;;;media
MG;PORTO FIRME;microrregiao;14.0;;;;;;media
MG;RIO ESPERA;microrregiao;;;;;;;media
MG;SÃO MIGUEL DO ANTA;microrregiao;2.0;20.0;;;;;media
MG;SENADOR FIRMINO;microrregiao;;;;;;;media
MG;ASTOLFO OUTRA;municipio;;;;;;;media
MG;DIVINESIA;municipio;;;;;;;media
MG;GUARANI;municipio;;;;;;;media
MG;GUIDOVAL;municipio;;;;;;;media
MG;GUIRICEMA;municipio;;;;;;;media
MG;PIAU;municipio;;;;;;;media
MG;PIRAUBA;municipio;;;;30.0;;;media
MG;RIO NOVO;municipio;;;;;;;media
MG;RIO POMBA;municipio;;;;;;;media
MG;RODEI RO;municipio;;;;;;;media
MG;SÃO GERALDO;municipio;;;;;;;media
MG;SILVEIRANIA;municipio;;;;;;;media
MG;TABULEIRO;municipio;;;;2.0;;;media
MG;TOCANTINS;municipio;;;;24.0;;;media
MG;MATA DE CAT AGUASES;microrregiao;;;;108.0;;;media
MG;ALEM PARAIBA;municipio;;;;;;;media
MG;ARGIRITA;municipio;;;;35.0;;;media
MG;CATAGUASES;municipio;;;;;;;media
MG;DONA EUZEBIA;municipio;;;;;;;media
MG;ITAMARATI DE MINAS;municipio;;;;;;;media
MG;LEOPOLDINA;municipio;;;;62.0;;;media
MG;PALMA;municipio;;;;;;;media
MG;PI RAPET I NGA;municipio;;;;;;;media
MG;RECREIO;municipio;;;;;;;media
MG;SANTO ANTONIO DO AVENTUREIRO;municipio;;;;;;;media
MG;VOLTA GRANDE;municipio;;;;;;;media
MG;SUDOESTE MINEIRO;mesorregiao;143.0;;;1780.0;;;media
MG;PLANALTO DE ARAXA;microrregiao;;;;;;;media
MG;CAMPOS ALTOS;municipio;;;;;;;media
MG;IBIA;municipio;;;;;;;media
MG;IRAI DE MINAS;municipio;;;;;;;media
MG;NOVA PONTE;municipio;;;;;;;media
MG;SANTA JULIANA;municipio;;;;;;;media
MG;TAPIRA;municipio;;;;;;;media
MG;ALTO SÃO FRANCISCO;microrregiao;37.0;;;223.0;;;media
MG;ARAUJOS;municipio;;;;;;;media
MG;ARCOS;municipio;;;;;;;media
MG;BAMBUI;municipio;;;;;;;media
MG;ALFENAS;microrregiao;32.0;21.0;;;;;media
MG;ALPINOPOLIS;microrregiao;;;;16.0;;;media
MG;ALTEROSA;microrregiao;;;;;;;media
MG;AREADO;microrregiao;;;;;;;media
MG;BOA ESPERANÇA;microrregiao;;;;;;;media
MG;CAMPO DO MEIO;microrregiao;18.0;16.0;12.0;;;;media
MG;CAMPOS GERAIS;microrregiao;15.0;14.0;;;;;media
MG;CARMO DO RIO CLARO;microrregiao;39.0;4.0;;;;;media
MG;CASSIA;microrregiao;;;;;;;media
MG;COQUEIRAL;microrregiao;35.0;;;;;;media
MG;DELFINOPOLIS;microrregiao;;;;;;;media
MG;DIVISA NOVA;microrregiao;;;;;;;media
MG;ELOI MENDES;microrregiao;;;;;;;media
MG;GUAPE;microrregiao;;;;;;;media
MG;ILICINEA;microrregiao;;;54.0;12.0;;;media
MG;MACHADO;microrregiao;;;58.0;15.0;;;media
MG;NEPOMUCENO;microrregiao;;;;;;;media
MG;PARAGUAÇU;microrregiao;9.0;31.0;44.0;;;;media
MG;PASSOS;microrregiao;;;;;;;media
MG;SANTANA DA VARGEM;microrregiao;;;16.0;;;;media
MG;SÃO .JOÃO BATISTA DO GLORIA;microrregiao;;;;;;;media
MG;SERRANIA;microrregiao;14.0;2.0;;;;;media
MG;TRES PONTAS;microrregiao;;;40.0;;;;media
MG;VARGINHA;microrregiao;;;13.0;;;;media
MG;FORMIGA;mesorregiao;;;617.0;264.0;;;media
MG;AGUANIL;microrregiao;12.0;;;;;;media
MG;BOM SUCESSO;microrregiao;;;15.0;;;;media
MG;CAMPO BELO;microrregiao;15.0;;;;;;media
MG;CANA VERDE;microrregiao;;;;;;;media
MG;CANDEIAS;microrregiao;;;31.0;10.0;;;media
MG;CARMOPOLIS DE MINAS;microrregiao;13.0;29.0;7.0;;;;media
MG;CLAUDIO;microrregiao;41.0;54.0;;;;;media
MG;CRISTAIS;microrregiao;;;;;;;media
MG;FORMIGA;microrregiao;;;10.0;;;;media
MG;IBITURUNA;microrregiao;;;18.0;;;;media
MG;ITAGUARA;microrregiao;;;350.0;151.0;;;media
MG;ITAPECERICA;microrregiao;;;;;;;media
MG;OLIVEIRA;microrregiao;;;14.0;;;;media
MG;PASSA TEMPO;microrregiao;;;;;;;media
MG;PEDRA DO INDAIA;microrregiao;;;;;;;media
MG;PERDÕES;microrregiao;;;;;;;media
MG;PIRACEMA;microrregiao;16.0;16.0;;;;;media
MG;RIBEIRÃO VERMELHO;microrregiao;;;;;;;media
MG;SÃO FRANCISCO DE PAULA;municipio;;;;;;;media
MG;SÃO SEBASTIÃO;municipio;;;;;;;media
MG;MOGIANA MINEIRA;microrregiao;;;;;;;media
MG;GUARANESlA;municipio;;;;;;;media
MG;ITAMOGI;municipio;;;;;;;media
MG;JURUAIA;municipio;;;;;;;media
MG;MONTE BELO;municipio;;;;;;;media
MG;MUZAMBINHO;municipio;;;;;;;media
MG;NOVA RESENDE;municipio;;;;;;;media
MG;SÃO PEDRO DA UNIÃO;municipio;;;;;;;media
MG;SÃO SEBASTIÃO DO PARA ISO;municipio;;;;;;;media
MG;PLANALTO DE POÇOS DE CALDAS;microrregiao;;;;;;;media
MG;ANDRAOAS;municipio;;;;;;;media
MG;BOTE LHOS;municipio;;;;;;;media
MG;CALDAS;municipio;;;;;;;media
MG;CAMPESTRE;municipio;;;;;;;media
MG;POÇOS DE CALDAS;municipio;;;;;;;media
MG;SANTA RITA DE CALDAS;municipio;;;;;;;media
MG;PLANALTO MINEIRO;microrregiao;;;;;;;media
MG;BOROA DA MATA;municipio;;;;;;;media
MG;CAMBUQU IRA;municipio;;;;;;;media
MG;CAMPANHA;municipio;;;;;;;media
MG;CAREAÇU;municipio;;;;;;;media
MG;CARMO DE MINAS;municipio;;;;;;;media
MG;CARVALHOPOLIS;municipio;;;;;;;media
MG;CAXAMBU;municipio;;;;;;;media
MG;CONCEIÇÃO DO RIO VERDE;municipio;;;;;;;media
MG;COROISLANOIA;municipio;;;;;;;media
MG;HELIODORA;municipio;;;;;;;media
MG;INCONFIOENTES;municipio;;;;;;;media
MG;JACUTINGA;municipio;;;;;;;media
MG;JESUANIA;municipio;;;;;;;media
MG;LAMBARI;municipio;;;;;;;media
MG;MONSENHOR PAULO;municipio;;;;;;;media
MG;NATERCIA;municipio;;;;;;;media
MG;PEDRALVA;municipio;;;;;;;media
MG;PIRANGUINHO;municipio;;;;;;;media
MG;POÇO FUNDO;municipio;;;;;;;media
MG;POUSO ALEGRE;municipio;;;;;;;media
MG;SÃO GONÇALO;municipio;;;;;;;media
MG;SÃO JOÃO DA MATA;municipio;;;;;;;media
MG;SÃO LOURENÇO;municipio;;;;;;;media
MG;SOLEOAOE DE MINAS;municipio;;;;;;;media
MG;TRES CORAÇÕES;municipio;;;;;;;media
MG;TURVOLANOIA;municipio;;;;;;;media
MG;ALTO RIO GRANDE;microrregiao;;;;;;;media
MG;AIURUOCA;municipio;;;;;;;media
MG;ALAGOA;municipio;;;;;;;media
MG;ANORE LANO IA;municipio;;;;;;;media
MG;BAEPENDI;municipio;;;;;;;media
MG;BOCAINA DE MINAS;municipio;;;;;;;media
MG;CARVALHOS;municipio;;;;;;;media
MG;CRUZILIA;municipio;;;;;;;media
MG;IJACl;municipio;;;;;;;media
MG;INGAI;municipio;;;;;;;media
MG;ITUMIRIM;municipio;;;;;;;media
MG;ITUTI NGA;municipio;;;;;;;media
MG;LAVRAS;municipio;;;;;;;media
MG;MADRE DE DEUS DE MINAS;municipio;;;;;;;media
MG;SANTANA DO GARAMBEU;municipio;;;;;;;media
MG;SÃO TOME DAS LETRAS;municipio;;;;;;;media
MG;SÀO VICENTE DE MINAS;municipio;;;;;;;media
MG;ALTA MANTIQUEIRA;microrregiao;;;;;;;media
MG;CAMANOUCAIA;municipio;;;;;;;media
MG;CAMBUI;municipio;;;;;;;media
MG;CORREGO DO BOM JESUS;municipio;;;;;;;media
MG;CRISTINA;municipio;;;;;;;media
MG;DELFI- MOREIRA;municipio;;;;;;;media
MG;DOM VIÇOSO;municipio;;;;;;;media
MG;IT A JUBA;municipio;;;;;;;media
MG;I T AMONTE;municipio;;;;;;;media
MG;I T ANHANDU;municipio;;;;;;;media
MG;MARIA DA FE;municipio;;;;;;;media
MG;MARMELOPOLIS;municipio;;;;;;;media
MG;PARAISOPOLIS;municipio;;;;;;;media
MG;PASSA QUATRO;municipio;;;;;;;media
MG;PI RANGUÇU;municipio;;;;;;;media
MG;POUSO ALTO;municipio;;;;;;;media
MG;SAPUCAI-MIRIM;municipio;;;;;;;media
MG;TOLEDO;municipio;;;;;;;media
MG;VIRGINIA;municipio;;;;;;;media
MG;WENCESLAU BRAZ;municipio;;;;;;;media
MG;CENTRO-LESTE MINEIRO;mesorregiao;;;;;;;media
MG;CALCARIOS DE SETE LAGOAS;microrregiao;;;;;;;media
MG;ARAÇAI;municipio;;;;;;;media
MG;BALDIM;municipio;;;;;;;media
MG;CAETANOPOLIS;municipio;;;;;;;media
MG;CORDI SBURGO;municipio;;;;;;;media
MG;FORTUNA DE MI NAS;municipio;;;;;;;media
MG;FUNILANDIA;municipio;;;;;;;media
MG;INHAUMA;municipio;;;;;;;media
MG;JABOTICATUBAS;municipio;;;;;;;media
MG;JEQUITIBA;municipio;;;;;;;media
MG;MARAVILHAS;municipio;;;;;;;media
MG;PARAOPEBA;municipio;;;;;;;media
MG;PEOUI;municipio;;;;;;;media
MG;SANTANA DE PIRAPAMA;municipio;;;;;;;media
MG;SETE LAGOAS;municipio;;;;;;;media
MG;SIDERURGICA;microrregiao;;;;;;;media
MG;ANTONIO DIAS;municipio;;;;;;;media
MG;BARÃO DE COCAIS;municipio;;;;;;;media
MG;BELA VISTA DE MINAS;municipio;;;;;;;media
MG;BOM JESUS DO AMPARO;municipio;;;;;;;media
MG;CONCEICÂO DO MATO DENTRO;municipio;;;;;;;media
MG;CORONEL FABRICIANO;municipio;;;;;;;media
MG;IPATINGA;municipio;;;;;;;media
MG;ITABIRA;municipio;;;;;;;media
MG;MARLIERIA;municipio;;;;;;;media
MG;MORRO DO PILAR;municipio;;;;;;;media
MG;NOVA ERA;municipio;;;;;;;media
MG;PASSABEM;municipio;;;;;;;media
MG;RIO PIRACICABA;municipio;;;;;;;media
MG;DIVINOPOLIS;microrregiao;;;;164.0;;;media
MG;CARMO;municipio;;;;16.0;;;media
