_uf;_label;_level;val_1;val_2;val_3;confianca
BA;CHAPADA DIAMANTINA SETENTRIONAL;microrregiao;20.0;20.0;;baixa
BA;BARRA DO MENDES;municipio;;;;baixa
BA;CAFARNAUM;municipio;;;;baixa
BA;CANARANA;municipio;;;;baixa
BA;CENTRAL;municipio;;;;baixa
BA;GENTIO DO OURO;municipio;;;;baixa
BA;IBIP EBA;municipio;;;;baixa
BA;IBITITA;municipio;;;;baixa
BA;IRECE;municipio;;;4.0;baixa
BA;JUSSARA;municipio;;;;baixa
BA;MORRO DO CHAPEU;municipio;;;;baixa
BA;PRESIDENTE OUTRA;municipio;;;;baixa
BA;SOUTO SOARES;municipio;;;;baixa
BA;UIBAI;municipio;;;;baixa
BA;CHAPADA DIAMANTINA MERIDIONAL;microrregiao;;;32.0;baixa
BA;ABAIRA;municipio;;;;baixa
BA;AGUA QUENTE;municipio;;;;baixa
BA;ANDARA(;municipio;;;;baixa
BA;BARRA DA ESTIVA;municipio;;;;baixa
BA;BONINAL;municipio;;;;baixa
BA;BOQUIRA;municipio;;;;baixa
BA;BOTUPORÃ;municipio;;;;baixa
BA;BROTAS DE MACAUBAS;municipio;;;;baixa
BA;CONTENDAS;municipio;;;;baixa
BA;IBICOARA;municipio;;;;baixa
BA;(BIPITANGA;municipio;;;;baixa
BA;lBITIARA;municipio;;;;baixa
BA;IPUPIARA;municipio;;;;baixa
BA;IRAMAIA;municipio;;;;baixa
BA;IRAQUARA;municipio;;;;baixa
BA;ITAETE;municipio;;;;baixa
BA;ITUAÇU;municipio;;;;baixa
BA;.JUSSIAPE;municipio;;;;baixa
BA;LENÇOIS;municipio;;;;baixa
BA;MACAUBAS;municipio;;;;baixa
BA;MUCUGE;municipio;;;;baixa
BA;OLIVEIRA DOS BREJINHOS;municipio;;;;baixa
BA;PALMEIRAS;municipio;;;;baixa
BA;PARAMIRIM;municipio;;;;baixa
BA;PIATÂ;municipio;;;;baixa
BA;RIO DE CONTAS;municipio;;;;baixa
BA;SEABRA;municipio;;;;baixa
BA;TANHAÇU;municipio;;;;baixa
BA;UTINGA;municipio;;;;baixa
BA;WAGNER;municipio;;;;baixa
BA;SERRA GERAL DA BAHIA;microrregiao;;;158.0;alta
BA;ARACATU;municipio;;;;alta
BA;BRUMADO;municipio;;;;alta
BA;CACULE;municipio;;;;alta
BA;CAETITE;municipio;;;;alta
BA;CANOIBA;municipio;;;;alta
BA;CONOEJJ(IA;municipio;;;;alta
BA;CORDEIROS;municipio;;;;alta
BA;DOM BASILIO;municipio;;;;alta
BA;GUANAMBI;municipio;;;;alta
BA;IBIASSUCE;municipio;;;;alta
BA;IQAPORÃ;municipio;;;;alta
BA;.JACARACI;municipio;;;;alta
BA;LIC(NIO DE ALMEIDA;municipio;;;;alta
BA;LIVRAMENTO DO BRUMADO;municipio;;;;alta
BA;MALHADA DE PEDRAS;municipio;;;;alta
BA;MORTUGABA;municipio;;;;alta
BA;PALMAS DE MONTE ALTO;municipio;;;;alta
BA;PINDAI;municipio;;;;alta
BA;PIRIPA;municipio;;;;alta
BA;PRESIDENTE JAN l O QUADROS;municipio;;;;alta
BA;RIACHO DE SANTANA;municipio;;;;alta
BA;RIO DO ANTONIO;municipio;;;;alta
BA;SEBASTIÃO LARANJEIRAS;municipio;;;149.0;alta
BA;TREMEDAL;municipio;;;;alta
BA;URANO(;municipio;;;;alta
BA;SENHOR DO BONFIM;microrregiao;;2.0;;baixa
BA;ANTONIO GONÇALVES;municipio;;;;baixa
BA;CALDEIRÃO GRANDE;municipio;;;;baixa
BA;CAMPO FORMOSO;municipio;;;;baixa
BA;JAGUARARI;municipio;;;;baixa
BA;MIRANGABA;municipio;;;;baixa
BA;PINOOBAÇU;municipio;;;;baixa
BA;SAUOE;municipio;;;;baixa
BA;SENHOR DO BONFIM;municipio;;;;baixa
BA;CORREDEIRAS DO SÃO FRANCISCO;microrregiao;;;;baixa
BA;ABARE;municipio;;;;baixa
BA;CHORROCHO;municipio;;;;baixa
BA;CURAÇA;municipio;;;;baixa
BA;JUAZEIRO;municipio;;;;baixa
BA;MACURURE;municipio;;;;baixa
BA;RODELAS;municipio;;;;baixa
BA;LESTE BAIANO;mesorregiao;;;;baixa
BA;PIEMONTE DA DIAMANTINA;microrregiao;;;;baixa
BA;BAIXA GRANDE;municipio;;;;baixa
BA;BOA VISTA DO TUPIM;municipio;;;;baixa
BA;CAEM;municipio;;;;baixa
BA;(BIQUERA;municipio;;;;baixa
BA;ITABERABA;municipio;;;;baixa
BA;JACOBINA;municipio;;;;baixa
BA;LAJEDINHO;municipio;;;;baixa
BA;MACA JUBA;municipio;;;;baixa
BA;MAIRI;municipio;;;;baixa
BA;MIGUEL CALMON;municipio;;;;baixa
BA;MUNDO NOVO;municipio;;;;baixa
BA;PIRITIBA;municipio;;;;baixa
BA;RUV BARBOSA;municipio;;;;baixa
BA;SERROLANDIA;municipio;;2.0;;baixa
BA;TAPIRAMUTA;municipio;;;;baixa
BA;VARZEA DO POÇO;municipio;;;;baixa
BA;SERTÃO DE CANUDOS;microrregiao;;;;baixa
BA;CANSANÇÃO;municipio;;;;baixa
BA;EUCLIDES DA CUNHA;municipio;;;;baixa
BA;ITIUBA;municipio;;;;baixa
BA;MONTE SANTO;municipio;;;;baixa
BA;QUEIMADAS;municipio;;;;baixa
BA;QUIJINGUE;municipio;;;;baixa
BA;TUCANO;municipio;;;;baixa
BA;SERRINHA;microrregiao;;;;baixa
BA;ARACI;municipio;;;;baixa
BA;BIRITINGA;municipio;;;;baixa
BA;CANOEAL;municipio;;;;baixa
BA;CONCEIÇÃO DO COITE;municipio;;;;baixa
BA;ICHU;municipio;;;;baixa
BA;LAMARÃO;municipio;;;;baixa
BA;RETIROLANOIA;municipio;;;;baixa
BA;RIACHÃO DO JACUIPE;municipio;;;;baixa
BA;SANTALUZ;municipio;;;;baixa
BA;SERRINHA;municipio;;;;baixa
BA;TEOFILANDIA;microrregiao;;;;baixa
BA;VALENTE;microrregiao;;;;baixa
BA;FEIRA DE SANTANA;microrregiao;45.0;43.0;16.0;baixa
BA;AGUA FRIA;microrregiao;;;;baixa
BA;ANGUERA;microrregiao;;;;baixa
BA;ANTONIO CARDOSO;microrregiao;;;;baixa
BA;CASTRO ALVES;microrregiao;;;;baixa
BA;CORAÇÃO DE MARIA;microrregiao;;;;baixa
BA;ELISIO MEDRADO;microrregiao;;;;baixa
BA;FEIRA DE SANTANA;microrregiao;12.0;12.0;;baixa
BA;IAÇU;microrregiao;;;;baixa
BA;IPECAETA;microrregiao;;;;baixa
BA;IPIRA;microrregiao;;;;baixa
BA;IRARA;microrregiao;;;;baixa
BA;OURIÇANGAS;microrregiao;;;;baixa
BA;PEDRÃO;microrregiao;;;;baixa
BA;SANTA BARBARA;microrregiao;;;;baixa
BA;SANTANOPOLIS;microrregiao;;;;baixa
BA;SANTA TERESINHA;microrregiao;;;;baixa
BA;SANTO ESTEVÂO;microrregiao;;;;baixa
BA;SERRA PRETA;microrregiao;;;;baixa
BA;TANQUINHO;microrregiao;;;;baixa
BA;JEQUIE;microrregiao;40.0;40.0;;baixa
BA;AIQUARA;microrregiao;;;;baixa
BA;AMARGOSA;microrregiao;;;;baixa
BA;BREJÕES;microrregiao;;;;baixa
BA;CRAVOLANDIA;microrregiao;;;;baixa
BA;IRAJUBA;microrregiao;;;;baixa
BA;ITAGI;microrregiao;;;;baixa
BA;(TAQUARA;microrregiao;;;;baixa
BA;ITIRUÇU;microrregiao;;;;baixa
BA;JAGUAQUARA;microrregiao;;;;baixa
BA;JEQUIE;microrregiao;20.0;20.0;;baixa
BA;JIQUIRIÇA;microrregiao;;;;baixa
BA;JITAUNA;microrregiao;;;;baixa
BA;LAFAIETE COUTINHO;microrregiao;;;;baixa
BA;LAJE;microrregiao;;;;baixa
BA;MARACAS;microrregiao;;;;baixa
BA;MARCIONILIO SOUZA;microrregiao;;;;baixa
BA;MILAGRES;microrregiao;;;;baixa
BA;MUTUIPE;microrregiao;;;;baixa
BA;NOVA ITARANA;microrregiao;;;;baixa
BA;PLANAL TINO;microrregiao;2.0;2.0;;baixa
BA;SANTA INES;microrregiao;;;;baixa
BA;SÃO MIGUEL DAS MATAS;microrregiao;;;;baixa
BA;UBAIRA;microrregiao;;;;baixa
BA;PLANALTO DE CONQUISTA;microrregiao;30.0;30.0;14.0;baixa
BA;ANAGE;microrregiao;;;;baixa
BA;BARRA DO CHOÇA;microrregiao;;4.0;;baixa
BA;BELO CAMPO;microrregiao;;;;baixa
BA;BOA NOVA;microrregiao;;;;baixa
BA;CAATIBA;microrregiao;;;2.0;baixa
BA;CANDIDO SALES;microrregiao;;;;baixa
BA;DARIO MEIRA;microrregiao;;;;baixa
BA;MANOEL VITORINO;microrregiao;;;;baixa
BA;NOVA CANAÃ;microrregiao;;;;baixa
BA;PLANALTO;microrregiao;;;;baixa
BA;POÇÕES;microrregiao;;;;baixa
BA;VITORIA DA CONQUISTA;microrregiao;13.0;13.0;;baixa
BA;PASTORIL DE ITAPETINGA;microrregiao;46.0;48.0;;baixa
BA;ENCRUZI LHAOA;municipio;;7.0;;baixa
BA;ITAMBE;municipio;;;;baixa
BA;ITAPETINGA;municipio;24.0;24.0;;baixa
BA;ITARANTIM;municipio;;;;baixa
BA;MACARANI;municipio;;;;baixa
BA;MAIQUINIQUE;municipio;;;;baixa
BA;SERTÃO DE PAULO AFONSO;microrregiao;16.0;16.0;;alta
BA;CORONEL JOÃO SA;municipio;;;;alta
BA;GLORIA;municipio;;;;alta
BA;JEREMOABO;municipio;;;;alta
BA;PAULO AFONSO;municipio;;;;alta
BA;PEDRO ALEXANDRE;municipio;;;;alta
BA;SANTA BRIGIOA;municipio;15.0;15.0;;alta
BA;AGRESTE DE ALAGOINHAS;microrregiao;;14.0;;baixa
BA;ACAJUTIBA;municipio;;;;baixa
BA;ALAGO I NHAS;municipio;;;;baixa
BA;ANTAS;municipio;;;;baixa
BA;APORA;municipio;;;;baixa
BA;ARAMARI;municipio;;;;baixa
BA;CICERO DANTAS;municipio;;;;baixa
BA;CIPO;municipio;;;;baixa
BA;CRISOPOLIS;municipio;;;;baixa
BA;INHAMBUPE;municipio;;;;baixa
BA;ITAPICURU;municipio;;;;baixa
BA;NOVA SOURE;municipio;;;;baixa
BA;OLINDINA;municipio;;;;baixa
BA;PARIPIRANGA;municipio;;;;baixa
BA;RIBEIRA DO AMPARO;municipio;;;;baixa
BA;RIBEIRA DO POMBAL;municipio;;;;baixa
BA;RIO REAL;municipio;;;;baixa
BA;SATIRO DIAS;municipio;;;;baixa
BA;LITORAL NORTE BAIANO;microrregiao;;;;baixa
BA;CARDEAL DA SILVA;municipio;;;;baixa
BA;CONDE;municipio;;;;baixa
BA;ENTRE RIOS;municipio;;;;baixa
BA;ESPLANADA;municipio;;;;baixa
BA;ITANAGRA;municipio;;;;baixa
BA;JANDAIRA;municipio;;;;baixa
BA;RECONCAVO BAIANO;microrregiao;30.0;30.0;;baixa
BA;AME LIA RODRIGUES;municipio;;;;baixa
BA;ARATUIPE;municipio;;;;baixa
BA;CACHOEIRA;municipio;;;;baixa
BA;CONCEIÇÃO OA FEIRA;municipio;;;;baixa
BA;CONCEIÇÃO DO ALMEIDA;municipio;;2.0;;baixa
BA;CONCEIÇÃO DO JACU IPE;municipio;;;;baixa
BA;CRUZ DAS ALMAS;municipio;;;;baixa
BA;DOM MACEDO COSTA;municipio;;;;baixa
BA;GOVERNADOR MANGABEIRA;municipio;;;;baixa
BA;ITAPARICA;municipio;;;;baixa
BA;JAGUAR IPE;municipio;;;;baixa
BA;MARAGOGIPE;municipio;;;;baixa
BA;MUNIZ FERREIRA;municipio;;;;baixa
BA;MURITIBA;municipio;;;;baixa
BA;NAZARE;municipio;;;;baixa
BA;SALINAS DA MARGARIDA;microrregiao;;;;baixa
BA;SANTO AMARO;microrregiao;;;;baixa
BA;SANTO ANTONIO DE JESUS;microrregiao;;;;baixa
BA;SÃO FELfX;microrregiao;;;;baixa
BA;SÃO FELIPE;microrregiao;;;;baixa
BA;SÃO GONÇALO DOS CAMPOS;microrregiao;;;;baixa
BA;SÃO SEBASTIÃO DO PASSE;microrregiao;;;;baixa
BA;SAPEAÇU;microrregiao;;;;baixa
BA;TEODORO SAMPAIO;microrregiao;;;;baixa
BA;TERRA NOVA;microrregiao;;;;baixa
BA;VERA CRUZ;microrregiao;;;;baixa
BA;CAMAÇARI;microrregiao;;;;baixa
BA;CANDEIAS;microrregiao;;;;baixa
BA;CATU;microrregiao;;;;baixa
BA;LAURO DE FREITAS;microrregiao;;;;baixa
BA;MATA DE SÃO JOÃO;microrregiao;;;;baixa
BA;POJUCA;microrregiao;;;;baixa
BA;SÃO FRANCISCO DO CONDE;microrregiao;;;;baixa
BA;SIMÕES FILHO;microrregiao;;;;baixa
BA;LITORAL SUL BAIANO;mesorregiao;;;137.0;baixa
BA;TABULEIROS DE VALENÇA;microrregiao;;;;baixa
BA;CAIRU;microrregiao;;;;baixa
BA;CAMAMU;microrregiao;;;;baixa
BA;IBIRAPITANGA;microrregiao;;;;baixa
BA;ITUBERA;microrregiao;;;;baixa
BA;MARAU;microrregiao;;;;baixa
BA;TAPEROA;microrregiao;;;;baixa
BA;VALENÇA;microrregiao;;;;baixa
BA;ENCOSTA;microrregiao;;;53.0;baixa
BA;FIRMINO ALVES;microrregiao;;;;baixa
BA;FLORESTA AZUL;microrregiao;;;;baixa
BA;IBICUI;microrregiao;;;;baixa
BA;IGUAI;microrregiao;;;;baixa
BA;ITAGIBA;microrregiao;;;12.0;baixa
BA;ITAGIMIRIM;microrregiao;;;;baixa
BA;ITAJU DO COLONIA;microrregiao;;;12.0;baixa
BA;ITAPEBI;microrregiao;;;;baixa
BA;ITORORO;microrregiao;;;;baixa
BA;PAU BRASIL;microrregiao;;;;baixa
BA;POTIRAGUA;microrregiao;;;;baixa
BA;SANTA CRUZ DA VITORIA;microrregiao;;;;baixa
BA;CACAUEIRA;microrregiao;;;31.0;baixa
BA;ALMADINA;microrregiao;;;;baixa
BA;AURELINO LEAL;microrregiao;;;;baixa
BA;BARRA DO ROCHA;microrregiao;;;;baixa
BA;BARRO PRETO;microrregiao;;;;baixa
BA;BELMONTE;microrregiao;;;2.0;baixa
BA;BUERAREMA;microrregiao;;;;baixa
BA;CAMACAN;microrregiao;;;;baixa
BA;CANAVIEIRAS;microrregiao;;;;baixa
BA;COARACI;municipio;;;;baixa
BA;DANOU;municipio;;;;baixa
BA;GONGOGI;municipio;;;;baixa
BA;(BICARA(;municipio;;;;baixa
BA;IBIRATAIA;municipio;;;;baixa
BA;ILHEUS;municipio;;;;baixa
BA;IPIAU;municipio;;;;baixa
BA;ITABUNA;municipio;;;;baixa
BA;ITACARE;municipio;;;;baixa
BA;ITAJUIPE;municipio;;;;baixa
BA;ITAMAR(;municipio;;;;baixa
BA;(TAPE;municipio;;;;baixa
BA;ITAPITANGA;municipio;;;;baixa
BA;MASCOTE;municipio;;;;baixa
BA;TEOLANDIA;municipio;;;;baixa
BA;UBAITABA;municipio;;;;baixa
BA;UBATÃ;municipio;;;;baixa
BA;URUÇUCA;municipio;;;;baixa
BA;WENCESLAU GUIMARÃES;municipio;;;;baixa
BA;INTERIORANA EXTREMO SUL DA BAHIA;microrregiao;;;25.0;baixa
BA;GUARAT(NGA;municipio;;;;baixa
BA;IBIRAPUÃ;municipio;;;;baixa
BA;ITAMARAJU;municipio;;;;baixa
BA;ITANHEM;municipio;;;;baixa
BA;LAJEDÃO;municipio;;;;baixa
BA;MEDEIROS NETO;municipio;;;;baixa
BA;LITORANEA DO EXTREMO SUL DA BAHIA;microrregiao;;;26.0;baixa
BA;ALCOBAÇA;municipio;;;;baixa
BA;CARAVELAS;municipio;;;;baixa
BA;MUCURI;municipio;;;;baixa
BA;NOVA VIÇOSA;municipio;;;;baixa
BA;PORTO SEGURO;municipio;;;;baixa
BA;PRADO;municipio;;;;baixa
BA;SANTA CRUZ CABRALIA;municipio;;;;baixa
BA;INCLUSIVE INFORMANTES DE OUTRAS ESPECIES;municipio;;;;baixa
DF;TOTAIS;total;42.0;40.0;14.0;alta
DF;DISTRITO FEDERAL;mesorregiao;42.0;40.0;;alta
DF;BRASILIA;microrregiao;42.0;40.0;14.0;alta
DF;BRASILIA;municipio;42.0;40.0;;alta
DF;INCLUSIVE INFORMANTES DE OUTRAS ESPECIES;municipio;;;;alta
ES;TOTAIS;total;228.0;228.0;48.0;alta
ES;ESPI RI TO-SANTENSE;mesorregiao;223.0;223.0;46.0;alta
ES;ALTO SÃO MATEUS;microrregiao;26.0;26.0;;baixa
ES;ECOORANGA;municipio;;;;baixa
ES;MONTANHA;municipio;10.0;10.0;;baixa
ES;MUCURICI;municipio;;;;baixa
ES;COLATINA;microrregiao;35.0;35.0;2.0;baixa
ES;BAIXO GUANDU;municipio;;;;baixa
ES;BARRA DE SÃO FRANCISCO;municipio;;;;baixa
ES;BOA ESERANÇA;municipio;;;;baixa
ES;COLATINA;municipio;13.0;13.0;;baixa
ES;MANTENOPOLIS;municipio;;;;baixa
ES;MARILANOIA;municipio;;;;baixa
ES;NOVA VENECIA;municipio;;;;baixa
ES;ANCAS;municipio;;;2.0;baixa
ES;SÃO GABRIEL DA PALHA;municipio;;;;baixa
ES;BAIXADA ESIRITO-SANTENSE;microrregiao;45.0;45.0;10.0;baixa
ES;ARACRUZ;municipio;;;;baixa
ES;CONCEIÇÃO DA BARRA;municipio;;;;baixa
ES;FUNDÃO;municipio;;;;baixa
ES;JAGUARE;municipio;;;;baixa
ES;LINHARES;municipio;19.0;19.0;;baixa
ES;EDRO CANARIO;municipio;;;;baixa
ES;INHEIROS;municipio;;;;baixa
ES;RIO BANANAL;municipio;;;;baixa
ES;SÃO MATEUS;municipio;11.0;11.0;;baixa
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;24.0;24.0;;baixa
ES;AFONSO CLAUDIO;municipio;;;;baixa
ES;ALFREDO CHAVES;municipio;;;;baixa
ES;DOMINGOS MARTINS;municipio;;;;baixa
ES;IBIRAÇU;municipio;;;;baixa
ES;ITAGUAÇU;municipio;;;;baixa
ES;ITARANA;municipio;;;;baixa
ES;SANTA LEOPOLDINA;municipio;;;;baixa
ES;SANTA TERESA;municipio;;;;baixa
ES;VERTENTE ORIENTAL;microrregiao;14.0;14.0;;baixa
ES;CASTELO;municipio;;;;baixa
ES;IBATIBA;municipio;;;;baixa
ES;IUNA;municipio;;;;baixa
ES;MUNIZ FREIRE;municipio;;;;baixa
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;52.0;52.0;;baixa
ES;ALEGRE;municipio;;;;baixa
ES;AIACA;municipio;;;;baixa
ES;ATILIO VIVACQUA;municipio;;;;baixa
ES;BOM JESUS DO NORTE;municipio;;;;baixa
ES;CACHOEIRO DE ITAEMIR(M;municipio;;;;baixa
ES;DIVINO DE SÃO LOURENÇO;municipio;;;;baixa
ES;DORES DO RIO RETO;municipio;;;;baixa
ES;GUAÇUI;municipio;12.0;12.0;;baixa
MG;TOTAIS;total;2190.0;2.0;83.0;baixa
MG;NORDESTE MINEIRO;mesorregiao;;;71.0;baixa
MG;SANFRANCISCANA DE JANUARIA;microrregiao;;;11.0;baixa
MG;ITACARAMBI;municipio;;;;baixa
MG;JANUARIA;municipio;;;;baixa
MG;MANGA;municipio;;;;baixa
MG;MONTALVANIA;municipio;;;;baixa
MG;SÃO FRANCJ SCO;municipio;;;;baixa
MG;SERRA GERAL DE MI NAS;microrregiao;;;;baixa
MG;ESPINOSA;municipio;;;;baixa
MG;MATO VERDE;municipio;;;;baixa
MG;MONTE AZUL;municipio;;;;baixa
MG;PORTEIRINHA;municipio;;;;baixa
MG;RIACHO DOS MACHADOS;municipio;;;;baixa
MG;CHAPADÕES DO PARACATU;microrregiao;;;43.0;baixa
MG;ARINOS;municipio;;;;baixa
MG;BONFINOPO-IS DE MINAS;municipio;;;;baixa
MG;BURITIS;municipio;;;;baixa
MG;FORMOSO;municipio;;;;baixa
MG;GUARDA-MOR;municipio;;;;baixa
MG;JOÃO PINHEIRO;municipio;;;;baixa
MG;LAGAMAR;municipio;;;;baixa
MG;PARACATU;municipio;;;10.0;baixa
MG;PRESIDENTE OLEGARIO;municipio;;;;baixa
MG;UNAI;municipio;;;16.0;baixa
MG;VAZANTE;municipio;;;;baixa
MG;AL TO-ME'DIO SÃO FRANCISCO;microrregiao;;;;baixa
MG;BURITIZEIRO;municipio;;;10.0;baixa
MG;PIRAPORA;municipio;;;;baixa
MG;SANTA FEDE MINAS;municipio;;;;baixa
MG;SÃO ROMÃO;municipio;;;;baixa
MG;NORDESTE MINEIRO;mesorregiao;;;319.0;baixa
MG;ALTO RIO PARDO;microrregiao;;;;baixa
MG;AGUAS VERMELHAS;municipio;;;;baixa
MG;RIO PARDO DE MINAS;municipio;;;;baixa
MG;RUBELITA;municipio;;;;baixa
MG;SALINAS;municipio;;;;baixa
MG;SÃO .JOÃO DO PARA ISO;municipio;;;;baixa
MG;TAIOBEIRAS;municipio;;;;baixa
MG;MONTES CLAROS;microrregiao;;;63.0;baixa
MG;BOCAIUVA;municipio;;;;baixa
MG;BRASIL IA DE MINAS;total;;;;baixa
MG;CAP I T ÂO ENEAS;municipio;;;;baixa
MG;CLARO DOS POÇÕES;municipio;;;;baixa
MG;CORAÇÃO DE JESUS;municipio;;;;baixa
MG;ENGENHEIRO NAVARRO;municipio;;;;baixa
MG;FRANCISCO DUMONT;municipio;;;;baixa
MG;FRANCISCO SA;municipio;;;;baixa
MG;(BIAI;municipio;;;;baixa
MG;JANAUBA;municipio;;;;baixa
MG;JEQUITAI;municipio;;;;baixa
MG;JURAMENTO;municipio;;;;baixa
MG;LAGOA DOS PATOS;municipio;;;;baixa
MG;MIRABELA;municipio;;;;baixa
MG;MONTES CLAROS;municipio;;;;baixa
MG;SÃO JOÃO DA PONTE;municipio;;;;baixa
MG;UBAI;municipio;;;;baixa
MG;VARZELANDIA;municipio;;;;baixa
MG;MINERADORA DO ALTO JEQUITINHONHA;microrregiao;;;;baixa
MG;BOTUMIRIM;municipio;;;;baixa
MG;CRISTALIA;municipio;;;;baixa
MG;GRÃO MOGOL;municipio;;;;baixa
MG;IT ACAMB IRA;municipio;;;;baixa
MG;PASTORIL DE PEDRA AZUL;microrregiao;;;;baixa
MG;ANDRE FERNANDES;municipio;;;;baixa
MG;ARAÇUAI;municipio;;;;baixa
MG;CARAI;municipio;;;;baixa
MG;COMERCINHO;municipio;;;;baixa
MG;CORONEL MURTA;municipio;;;;baixa
MG;ITAOBIM;municipio;;;;baixa
MG;ITINGA;municipio;;;;baixa
MG;MEDINA;municipio;;;;baixa
MG;NOVO CRUZEIRO;municipio;;;;baixa
MG;PADRE PARA ISO;municipio;;;;baixa
MG;PEDRA AZUL;municipio;;;;baixa
MG;VIRGEM DA LAPA;municipio;;;;baixa
MG;PASTOR( L DE ALMENARA;microrregiao;;;;baixa
MG;ALMENARA;municipio;;;;baixa
MG;BANDEIRA;municipio;;;;baixa
MG;FELISBURGO;municipio;;;;baixa
MG;JACINTO;municipio;;;;baixa
MG;JEQUITINHONHA;municipio;;;;baixa
MG;JOAIMA;municipio;;;;baixa
MG;JORDANIA;municipio;;;;baixa
MG;RIO DO PRADO;municipio;;;;baixa
MG;RUBIM;municipio;;;;baixa
MG;SAL TO DA DIVISA;municipio;;;;baixa
MG;SANTA MARIA;municipio;;;;baixa
MG;SANTO ANTONIO DO JACINTO;municipio;;;;baixa
MG;MINERADORA DE DIAMANTINA;microrregiao;;;;baixa
MG;BERILO;municipio;;;;baixa
MG;CAPELINHA;municipio;;;;baixa
MG;CARBONITA;municipio;;;;baixa
MG;CHAPADA DO NORTE;municipio;;;;baixa
MG;COUTO DE MAGALHÃES DE MINAS;municipio;;;;baixa
MG;DATAS;municipio;;;;baixa
MG;DIAMANTINA;municipio;;;;baixa
MG;FELICIO DOS SANTOS;municipio;;;;baixa
MG;FELISBERTO CALDEIRA;municipio;;;;baixa
MG;FRANCISCO BADARO;municipio;;;;baixa
MG;GOUVEA;municipio;;;;baixa
MG;ITAMARANDIBA;municipio;;;;baixa
MG;MINAS NOVAS;municipio;;;;baixa
MG;PRESIDENTE KUBITSCHEK;municipio;;;;baixa
MG;SENADOR MOOESTINO GONÇALVES;municipio;;;;baixa
MG;SERRO;municipio;;;;baixa
MG;CENTRO-OESTE MINEIRO;microrregiao;;;;baixa
MG;MEDI O RIO DAS VELHAS;microrregiao;;;;baixa
MG;AUGUSTO DE LIMA;municipio;;;;baixa
MG;BUENOPOLIS;municipio;;;;baixa
MG;CORINTO;municipio;;;;baixa
MG;CURVELO;municipio;;;;baixa
MG;INlMUTABA;municipio;;;;baixa
MG;JOAQUIM FELICIO;municipio;;;;baixa
MG;LASSANCE;municipio;;;;baixa
MG;MONJOLOS;municipio;;;;baixa
MG;MORRO DA GARÇA;municipio;;;;baixa
MG;PRESIDENTE JUSCELINO;municipio;;;;baixa
MG;SANTO HIPOLITO;municipio;;;;baixa
MG;VARZEA DA PALMA;municipio;;;;baixa
MG;ALTO PARANAIBA;municipio;;;;baixa
MG;ABADIA DOS DOURADOS;municipio;;;;baixa
MG;CASCALHO RICO;municipio;;;;baixa
MG;COROMANDEL;municipio;;;;baixa
MG;DOURADOQUARA;municipio;;;;baixa
MG;ESTRELA;municipio;;;;baixa
MG;QRUPIARA;municipio;;;;baixa
MG;INDIANOPOLIS;municipio;;;;baixa
MG;MONTE CARMELO;municipio;;;;baixa
MG;PATROCINIO;municipio;;;;baixa
MG;ROMARIA;municipio;;;;baixa
MG;SERRA DO SALITRE;municipio;;;;baixa
MG;MATA DA CORDA;municipio;;;;baixa
MG;ARAPUA;municipio;;;;baixa
