_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;confianca
AL;MAJOR ISIDORO z;municipio;;;;113.0;157.0;;;;baixa
AL;MARAVILHA;municipio;;;;11.0;17.0;;;;baixa
AL;MONTEIROPOLIS;municipio;;;;;53.0;;;;baixa
AL;OLHO D'AGUA DAS FLORES;municipio;32.0;39.0;;;;;;;baixa
AL;OLIVENÇA;municipio;;;;36.0;45.0;;;;baixa
AL;OURO BRANCO;municipio;;;;;39.0;;;;baixa
AL;PALESTINA;municipio;;;;;;;;;baixa
AL;PÃO DE AÇUCAR;municipio;;;;21.0;54.0;;;;baixa
AL;POÇO DAS TRit:CHEIRAS;municipio;;;;;;;;;baixa
AL;SANTANA DO IPANEMA;municipio;;;;93.0;99.0;;;;baixa
AL;SÃO JOSE DA TAPERA;municipio;;;;21.0;34.0;;;;baixa
AL;SENADOR RUI PALMEIRA;municipio;;;;11.0;13.0;;;;baixa
AL;PALMEIRA DOS INDIOS;microrregiao;31.0;107.0;87.0;15.0;1015.0;1321.0;;;baixa
AL;CACIMBINHAS;municipio;;;;30.0;66.0;;;;baixa
AL;IGACI;municipio;;;;;;;;;baixa
AL;MARIBONDO;municipio;;;;34.0;61.0;;;;baixa
AL;MINADOR DO NEGRÃO;municipio;;;;91.0;94.0;;;;baixa
AL;PALMEIRA DOS;municipio;;;;;;;;;baixa
AL;PAULO .JACINTO;municipio;;;;17.0;72.0;;;;baixa
AL;OUEBRANGULO;municipio;;;;52.0;66.0;;;;baixa
AL;TANQUE O' ARCA;municipio;;;;15.0;29.0;;;;baixa
AL;ARAPIRACA;microrregiao;;26.0;201.0;2161.0;4972.0;;;;baixa
AL;ANADIA;municipio;;;;55.0;24.0;;;;baixa
AL;ARAPIRACA;municipio;;;12.0;816.0;2481.0;;;;baixa
AL;COITE DO NOIA;municipio;;;22.0;48.0;44.0;;;;baixa
AL;CRAIBAS;municipio;;;;182.0;143.0;;;;baixa
AL;FEIRA CIRANDE;municipio;;;51.0;491.0;308.0;;;;baixa
AL;GIRAU DO PONCIANO;municipio;;;;31.0;114.0;;;;baixa
AL;JUNQUEIRO;municipio;;;;56.0;80.0;;;;baixa
AL;LAGOA DA CANOA;municipio;;;;178.0;808.0;;;;baixa
AL;LIMOEIRO DE ANADIA;municipio;11.0;100.0;100.0;262.0;;;;;baixa
AL;OLHO D'AGUA CIRANDE;municipio;;;;22.0;19.0;;;;baixa
AL;MATA ALAGOANA;mesorregiao;;;567.0;;1483.0;32518.0;;;baixa
AL;MATP. ALAGOANA;microrregiao;;;307.0;;808.0;10111.0;;;baixa
AL;ATALAIA;municipio;;;24.0;;119.0;2125.0;;;baixa
AL;BRANOU INHA;municipio;;;;;;62.0;;;baixa
AL;CAJUEIRO;municipio;;;10.0;;30.0;444.0;;;baixa
AL;CAPELA;municipio;;;;;112.0;1871.0;;;baixa
AL;CHÃ PRETA;municipio;11.0;15.0;16.0;58.0;;;;;baixa
AL;COLONIA LEOPOLDINA;municipio;;;27.0;;37.0;735.0;;;baixa
AL;FLEXEIRAS;municipio;;;19.0;;29.0;397.0;;;baixa
AL;IBATEGUARA;municipio;17.0;20.0;104.0;;;;;;baixa
AL;JACUIPE;municipio;;;;;19.0;190.0;;;baixa
AL;JOAQUIM GOMES;municipio;14.0;56.0;809.0;;;;;;baixa
AL;.JUNOIA;municipio;;;20.0;;41.0;503.0;;;baixa
AL;MESSIAS;municipio;;;;;12.0;414.0;;;baixa
AL;MURICI;municipio;;;;;27.0;264.0;;;baixa
AL;NOVO LINO;municipio;;;;;50.0;514.0;;;baixa
AL;PINDOBA;municipio;;;;;22.0;190.0;;;baixa
AL;SANTANA DO MUNOAU;municipio;;;;;16.0;90.0;;;baixa
AL;SÃO .JOSE DA LA.jE;municipio;;;49.0;;49.0;30.0;;;baixa
AL;UNIÃO DOS PALMARES;municipio;24.0;41.0;114.0;68.0;540.0;;;;baixa
AL;VIÇOSA;municipio;34.0;62.0;72.0;354.0;;;;;baixa
AL;LITORAL NORTE ALAGOANO;microrregiao;;;139.0;;269.0;4305.0;;;baixa
AL;BARRA DE SANTO ANTONIO;municipio;;;;;;24.0;;;baixa
AL;JAPARATINGA;municipio;;;;;24.0;170.0;;;baixa
AL;MARAGOGI;municipio;;;;;31.0;182.0;;;baixa
AL;MATRIZ DE CAMARAGIBE;municipio;;;74.0;;30.0;614.0;;;baixa
AL;PASSO DE CAMARAG;municipio;12.0;21.0;;;;;;;baixa
AL;PORTO CALVO;municipio;28.0;55.0;1.0;;;;;;baixa
AL;PORTO DE PEDRAS;municipio;16.0;49.0;;;;;;;baixa
AL;SÃO MIGUEL DOS MILAGRES;municipio;;;;;;27.0;;;baixa
AL;TABULEIROS DE s MIGUEL oos CAMPOS;microrregiao;;;;;;;;;baixa
AL;BARRA DE SÃO MIGUEL;municipio;;;;;11.0;152.0;;;baixa
AL;BOCA DA MATA;municipio;;;57.0;;74.0;1047.0;;;baixa
AL;CAMPO ALEGRE;municipio;;;;;75.0;4693.0;;;baixa
AL;CORURIPE;municipio;;;45.0;;161.0;8233.0;;;baixa
AL;ROTEIRO;municipio;;;;;15.0;386.0;;;baixa
AL;SÃO MIGUEL DOS CAMPOS;municipio;;;;;70.0;3587.0;;;baixa
AL;MATA ALAGOANA;mesorregiao;237.0;5385.0;114.0;451.0;736.0;1130.0;42744.0;;baixa
AL;MATA ALAGOANA;microrregiao;96.0;444.0;241.0;329.0;582.0;15301.0;;;baixa
AL;ATALAIA;municipio;;;;105.0;461.0;;;;baixa
AL;BRANQUINHA;municipio;;;14.0;;36.0;;;;baixa
AL;CAJUEIRO;municipio;;;;14.0;204.0;;;;baixa
AL;CAPELA;municipio;;;;59.0;253.0;;;;baixa
AL;CHÃ PRETA;municipio;;;10.0;16.0;38.0;;;;baixa
AL;COLONIA LEOPOLDINA;municipio;65.0;13.0;90.0;;;;;;baixa
AL;FLEXEIRAS;municipio;;;;15.0;90.0;;;;baixa
AL;IBATEGUARA;municipio;;;;12.0;55.0;;;;baixa
AL;JACUIPE;municipio;;;;;13.0;;;;baixa
AL;JOAQUIM GOMES;municipio;;;38.0;50.0;287.0;;;;baixa
AL;.JUNDIA;municipio;;;;12.0;34.0;;;;baixa
AL;MESSIAS;municipio;;;;;11223.0;;;;baixa
AL;MURICI;municipio;;;39.0;20.0;112.0;;;;baixa
AL;NOVO LINO;municipio;;;;30.0;476.0;;;;baixa
AL;PINDOBA;municipio;22.0;19.0;17.0;;;;;;baixa
AL;SANTANA DO MUNOAU;municipio;;;;;13.0;;;;baixa
AL;SÃO JOSE DA LAJE;municipio;12.0;34.0;497.0;;;;;;baixa
AL;UNIÃO DOS PALMARES;municipio;71.0;64.0;110.0;109.0;908.0;;;;baixa
AL;VIÇOSA;municipio;33.0;79.0;63.0;576.0;;;;;baixa
AL;LITORAL NORTE ALAGOANO;microrregiao;40.0;267.0;109.0;177.0;182.0;133.0;5716.0;;baixa
AL;BARRA DE SANTO ANTONIO;municipio;3.0;13.0;8.0;;;;;;baixa
AL;.JAPARATINGA;municipio;;;;12.0;2837.0;;;;baixa
AL;MARAGOGI;municipio;;;;;111.0;;;;baixa
AL;MATRIZ DE CAMARAGIBE;municipio;;;;10.0;116.0;;;;baixa
AL;PASSO DE CAMARAG I BE;municipio;92.0;12.0;30.0;79.0;;;;;baixa
AL;PORTO CALVO;municipio;;;47.0;45.0;1556.0;;;;baixa
AL;PORTO DE PEDRAS;municipio;;107.0;22.0;23.0;816.0;;;;baixa
AL;SÃO MIGUEL DOS MILAGRES;municipio;;;;;;;;;baixa
AL;TABULEIROS DE s MIGUEL DOS CAMPOS;microrregiao;;;224.0;415.0;21726.0;;;;baixa
AL;BARRA DE SÃO MIGUEL;municipio;;;;16.0;581.0;;;;baixa
AL;BOCA DA MATA;municipio;;;10.0;108.0;1374.0;;;;baixa
AL;CAMPO ALEGRE;municipio;;;105.0;54.0;7045.0;;;;baixa
AL;CORURIPE;municipio;;;;130.0;1133.0;;;;baixa
AL;ROTEIRO;municipio;;;;;;;;;baixa
AL;SÃO MIGUEL DOS CAMPOS;municipio;;;67.0;91.0;10220.0;;;;baixa
AM;TOTAIS;total;38.0;13.0;824.0;105.0;24371.0;3003.0;53438.0;1710.0;media
AM;ALTO SOLIMÕES;microrregiao;;;178.0;;5660.0;412.0;11077.0;330.0;media
AM;AMATURA;municipio;253.0;783.0;35.0;;;;;;media
AM;ATALAIA DO NORTE;municipio;;;;;666.0;50.0;549.0;;media
AM;BEN JAMIN CONSTANT;municipio;;;;;709.0;127.0;832.0;16.0;media
AM;FONTE BOA;municipio;;;;;1200.0;67.0;1684.0;93.0;media
AM;.JUTAI;municipio;;;172.0;;1268.0;72.0;1542.0;54.0;media
AM;SANTO ANTONIO DO IÇA;municipio;;;;;135.0;18.0;1614.0;22.0;media
AM;SÃO PAULO DE OLIVENÇA;municipio;;;;;525.0;26.0;2079.0;74.0;media
AM;TABATINGA;municipio;;;;;382.0;29.0;984.0;10.0;media
AM;TONANTINS;municipio;522.0;12.0;1010.0;14.0;;;;;media
AM;JURUA;microrregiao;29.0;3087.0;167.0;1602.0;764.0;85.0;;;media
AM;CARAUARI;municipio;535.0;32.0;29.0;21.0;;;;;media
AM;EIRUNEPE;municipio;;;;;250.0;;230.0;;media
AM;ENVIRA;municipio;738.0;16.0;847.0;16.0;;;;;media
AM;IPIXUNA;municipio;966.0;63.0;350.0;572.0;44.0;;;;media
AM;ITAMARATI;municipio;249.0;16.0;128.0;37.0;15.0;;;;media
AM;JURUA;municipio;21.0;349.0;32.0;18.0;1.0;16.0;;;media
AM;PURUS;microrregiao;1.0;949.0;666.0;75.0;697.0;509.0;;;media
AM;BOCA DO ACRE;municipio;27.0;843.0;168.0;821.0;10.0;144.0;335.0;;media
AM;CANUTAMA;municipio;;;;;599.0;7.0;502.0;;media
AM;LABREA;municipio;168.0;311.0;1034.0;184.0;53.0;;;;media
AM;PAUINI;municipio;;;;;186.0;9.0;323.0;;media
AM;TAPAUA;municipio;1152.0;18.0;910.0;335.0;63.0;;;;media
AM;MADEIRA;microrregiao;107.0;7503.0;366.0;151.0;168.0;;;;media
AM;BORBA;municipio;;;;;116.0;;2165.0;36.0;media
AM;HUMAITA;municipio;;;;;70.0;16.0;1309.0;43.0;media
AM;MANICORE;municipio;;;;;96.0;;2257.0;109.0;media
AM;NOVO ARIPUANÃ;municipio;3.0;207.0;71.0;1762.0;175.0;67.0;69.0;;media
AM;RIO NEQRO AOI;microrregiao;82.0;62.0;134.0;1213.0;164.0;;;;media
AM;BARCELOS;municipio;;;;;32.0;;305.0;;media
AM;NOVO AIRÃO;municipio;;;;;261.0;30.0;;;media
AM;SANTA ISABEL DO RIO NEQRO;municipio;;;;;54.0;;856.0;22.0;media
AM;SÃO QABRIEL DA CACHOEIRA;municipio;;;;;62.0;18.0;3101.0;104.0;media
AM;SOLIMÕES-JAPURA;microrregiao;;;;;1864.0;328.0;6.0;201.0;media
AM;ALVARÃES;municipio;218.0;20.0;768.0;36.0;8.0;;;;media
AM;ANAMÃ;municipio;;;;;52.0;7.0;157.0;;media
AM;ANORI;municipio;;;;;38.0;;556.0;3.0;media
AM;COAR(;municipio;;;;;380.0;111.0;329.0;;media
AM;CODAJAS;municipio;;;;;62.0;8.0;195.0;;media
AM;JAPURA;municipio;;;;;81.0;27.0;313.0;;media
AM;MARAÃ;municipio;;;;;;25.0;889.0;58.0;media
AM;TEFE;municipio;500.0;19.0;70.0;36.0;170.0;;;;media
AM;UARINI;municipio;;;;;189.0;27.0;173.0;27.0;media
AM;TOTAIS;total;122.0;246.0;21464.0;11228.0;331.0;779.0;10834.0;;media
AM;ALTO SOLIMÕES;microrregiao;;78.0;3613.0;491.0;20.0;47.0;102.0;;media
AM;AMATURA;municipio;;;;;;;;;media
AM;ATALAIA DO NORTE;municipio;;;477.0;392.0;;;12.0;;media
AM;BENJAMIN CONSTANT;municipio;;;279.0;482.0;;19.0;55.0;;media
AM;FONTE BOA;municipio;18.0;3.0;264.0;12.0;138.0;2.0;;;media
AM;JUTAI;municipio;;;1439.0;134.0;;;13.0;;media
AM;SANTO ANTONIO DO IÇA;municipio;1.0;21.0;16.0;;;;;;media
AM;SÃO PAULO DE OLIVENÇA;municipio;12.0;13.0;16.0;;;;;;media
AM;TABATINOA;municipio;;;;316.0;2.0;;;;media
AM;TONANTINS;municipio;;56.0;655.0;;;;3.0;;media
AM;JURUA;microrregiao;;;9987.0;457.0;2.0;12.0;;;media
AM;CARAUARI;municipio;1536.0;115.0;72.0;25.0;;;;;media
AM;EIRUNEPE;municipio;691.0;22.0;50.0;4.0;;;;;media
AM;ENVIRA;municipio;2225.0;70.0;11.0;14.0;;;;;media
AM;IPIXUNA;municipio;;48.0;3425.0;292.0;;;;;media
AM;ITAMARATI;municipio;1267.0;62.0;;;;;;;media
AM;JURUA;municipio;2.0;843.0;57.0;29.0;;;;;media
AM;PURUS;microrregiao;6.0;78.0;2852.0;58.0;3513.0;49.0;30.0;2552.0;media
AM;BOCA DO ACRE;municipio;;;;;;;;;media
AM;CANUTAMA;municipio;;;782.0;437.0;3.0;;;;media
AM;LABREA;municipio;3.0;1827.0;35.0;2057.0;12.0;;;;media
AM;PAUINI;municipio;;;;;;;;;media
AM;TAPAUA;municipio;42.0;896.0;18.0;;;;;;media
AM;MADEIRA;microrregiao;2974.0;97.0;195.0;;;;;;media
AM;BORBA;municipio;;;;115.0;;;;;media
AM;HUMAITA;municipio;1223.0;40.0;2.0;;;;;;media
AM;MANICORE;municipio;2.0;1668.0;51.0;1.0;;;;;media
AM;NOVO AR J PUANÂ;municipio;;;;;;;;;media
AM;RIO NEGRO;microrregiao;;;4.0;170.0;;3.0;;;media
AM;BARCELOS;municipio;;;;;;;;;media
AM;NOVO AIRÃO;municipio;;;;105.0;;;;;media
AM;SANTA ISABEL RIO NEGRO;municipio;;;;;;;;;media
AM;SÃO GABRIEL DA CACHOEIRA;municipio;;;;;;;;;media
AM;SOLIMIÍES-JAPURA;microrregiao;;;385.0;1012.0;35.0;16.0;716.0;;media
AM;ALVARÃES';municipio;;3.0;57.0;105.0;;;;;media
AM;ANAMÀ;municipio;;;;;;;;;media
AM;ANORI;municipio;;;;30.0;;;8.0;;media
AM;COAR(;municipio;;;;491.0;18.0;;;;media
AM;CODAJAS;municipio;;;2.0;81.0;;;;;media
AM;JAPURA;municipio;;;;;;;;;media
AM;MARAÃ;municipio;31.0;52.0;;;;;;;media
AM;TEFE;municipio;;2.0;;;;;;;media
AM;UARINI;municipio;;;;101.0;;;;;media
AM;MEDI O AMAZONAS;microrregiao;89.0;7839.0;17916.0;2901.0;546.0;;;;media
AM;AUTAZES;municipio;16.0;1090.0;1187.0;293.0;314.0;;;;media
AM;BARREIRINHA;municipio;;50.0;1326.0;108.0;154.0;;;;media
AM;BERURI;municipio;;187.0;382.0;98.0;59.0;;;;media
AM;BOA VISTA DO RAMOS;municipio;;11.0;547.0;37.0;43.0;;;;media
AM;CAAPIRANGA;municipio;;29.0;179.0;14.0;20.0;;;;media
AM;CAREIRO;municipio;7.0;2020.0;138.0;2080.0;35.0;356.0;391.0;;media
AM;IRANDUBA;municipio;577.0;196.0;911.0;16.0;137.0;262.0;;;media
AM;ITACOATIARA;municipio;11.0;420.0;1883.0;216.0;258.0;;;;media
AM;ITAPIRANGA;municipio;;246.0;250.0;34.0;21.0;;;;media
AM;MANACAPURU;municipio;;1171.0;1502.0;197.0;166.0;;;;media
AM;MANAOUIRI;municipio;;698.0;811.0;67.0;26.0;;;;media
AM;MAUES;municipio;;;;;;;;;media
AM;NHAMUNDA;municipio;27.0;20.0;452.0;137.0;170.0;;;;media
AM;NOVA OLINDA DO NORTE;municipio;;94.0;1114.0;107.0;70.0;;;;media
AM;PARINTINS;municipio;3.0;89.0;10.0;432.0;15.0;100.0;131.0;;media
AM;PRESIDENTE FIGUEIREDO;municipio;;108.0;38.0;212.0;159.0;;;;media
AM;SÃO SEBASTIÃO DO UATUMÃ;municipio;;;90.0;24.0;17.0;;;;media
AM;SILVES;municipio;;108.0;372.0;60.0;51.0;;;;media
AM;URUCARA;municipio;60.0;24.0;94.0;18.0;47.0;65.0;;;media
AM;URUCURITUBA;municipio;;68.0;817.0;41.0;36.0;;;;media
AM;MEDI O AMAZONAS;microrregiao;37.0;72.0;92.0;214.0;;671.0;7417.0;;media
AM;AUTAZES;municipio;;;20.0;;;16.0;172.0;;media
AM;BARREI RI NHA;municipio;;;37.0;;;45.0;13.0;;media
AM;BERURI;municipio;;;;;;;;;media
AM;BOA VISTA DO RAMOS;municipio;;;;;;;;;media
AM;CAAPIRANGA;municipio;34.0;;;;;;;;media
AM;CAREIRO;municipio;19.0;1881.0;31.0;58.0;1766.0;;;;media
AM;IRANDUBA;municipio;230.0;100.0;627.0;;;;;;media
AM;ITACOATIARA;municipio;390.0;13.0;13.0;684.0;;;;;media
AM;ITAPIRANGA;municipio;206.0;;;;;;;;media
AM;MANACAPURU;municipio;62.0;39.0;264.0;;;;;;media
AM;MANAOUIRI;municipio;;;;;;;;;media
AM;MAUES;municipio;267.0;10.0;164.0;95.0;;;;;media
AM;NHAMUNOA;municipio;71.0;;;;;;;;media
AM;NOVA OLINDA DO NORTE;municipio;100.0;;;;;;;;media
AM;PARINTINS;municipio;28.0;46.0;;;;;;;media
AM;PRESIDENTE FIGUEIREDO;municipio;;;;;;11.0;272.0;;media
AM;RIO PRETO DA EVA;municipio;;;;;;24.0;274.0;;media
AM;SÃO SEBASTIÃO DO UATUMÂ;municipio;;;;;;;;;media
AM;SILVES;municipio;;;;;;18.0;44.0;;media
AM;URUCARA;municipio;16.0;35.0;;;;41.0;;;media
AM;URUCURI TUBA;municipio;10.0;88.0;;;;;;;media
AP;TOTAIS;total;289.0;20.0;129.0;6302.0;;;;;alta
AP;AMAPA;mesorregiao;289.0;20.0;129.0;6302.0;;;;;alta
AP;MACAPA;microrregiao;246.0;16.0;108.0;6229.0;;;;;alta
AP;MACAPA;municipio;93.0;;91.0;6121.0;;;;;alta
AP;MAZAGÃO;municipio;153.0;;17.0;108.0;;;;;alta
AP;AMAPA E OIAPOQUE;microrregiao;43.0;;21.0;72.0;;;;;alta
AP;AMAPA;municipio;38.0;;16.0;67.0;;;;;alta
AP;CALÇOENE;municipio;3.0;2.0;;;;;;;alta
AP;OIAPOOUE;municipio;2.0;;;;;;;;alta
BA;TOTAIS;total;2354.0;1373.0;42537.0;16204.0;118228.0;3428.0;27102.0;77917.0;baixa
BA;OESTE BAIANO;mesorregiao;1064.0;787.0;9550.0;3649.0;43408.0;62.0;10431.0;34248.0;baixa
BA;CHAPADÕES;mesorregiao;115.0;40.0;891.0;416.0;5618.0;113.0;1357.0;11519.0;baixa
BA;ANGI CAL;microrregiao;;;18.0;33.0;140.0;;30.0;146.0;baixa
BA;BAIANOPOLIS;microrregiao;;;;;248.0;17.0;33.0;476.0;baixa
BA;BARREIRAS;microrregiao;75.0;21.0;158.0;154.0;734.0;14.0;260.0;3205.0;baixa
BA;BREJOLANDIA;microrregiao;;;25.0;;103.0;;58.0;322.0;baixa
BA;CATOLANDIA;microrregiao;10.0;13.0;123.0;15.0;52.0;;;;baixa
BA;COTEGIPE;microrregiao;30.0;12.0;57.0;73.0;176.0;;298.0;696.0;baixa
BA;CRISTOPOLIS;microrregiao;;;37.0;;227.0;;16.0;22.0;baixa
BA;FORMOSA DO RIO PRETO;microrregiao;;;97.0;69.0;391.0;;120.0;3254.0;baixa
BA;RIACHÃO DAS NEVES;microrregiao;;;18.0;31.0;221.0;;76.0;321.0;baixa
BA;SANTA RITA DE CASSIA;microrregiao;407.0;14.0;1717.0;38.0;299.0;526.0;;;baixa
BA;SÃO DESIDERIO;microrregiao;;;31.0;15.0;220.0;;150.0;2490.0;baixa
BA;TABOCAS DO BREJO VELHO;microrregiao;25.0;318.0;;;;;;;baixa
BA;CHAPADÕES DO RIO CORRENTE;microrregiao;19.0;12.0;271.0;246.0;3673.0;95.0;377.0;1793.0;baixa
BA;CANAPOLIS;microrregiao;;;;;271.0;24.0;;;baixa
BA;CORIBE;microrregiao;10.0;;67.0;75.0;387.0;12.0;78.0;156.0;baixa
