_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;confianca
AC;TOTAIS;total;15.0;49.0;130.0;;;;alta
AC;ACRE;mesorregiao;15.0;49.0;130.0;;;;alta
AC;ALTO JURUA;microrregiao;160.0;;;;;;media
AC;CRUZEIRO DO SUL;municipio;;;;;;;media
AC;FEIJO;municipio;;;;;;;media
AC;TARAUACA;municipio;;;;;;;media
AC;ALTO PURUS;microrregiao;12.0;33.0;;;;;media
AC;BRASILEIA;municipio;;;;;;;media
AC;SENA MADUREIRA;municipio;170.0;;;;;;media
AC;TOTAIS;total;;;13.0;;;;alta
AC;ACRE;mesorregiao;;;13.0;;;;alta
AC;ALTO JURUA;microrregiao;;;;;;;alta
AC;ALTO PURUS;microrregiao;;;13.0;;;;alta
AC;SENA MADURE l RA;municipio;;;;;;;media
AC;TOTAIS;total;;;53.0;;;;alta
AC;ACRE;mesorregiao;;;53.0;;;;alta
AC;Al TO JURUA;microrregiao;;;;;;;alta
AC;CRUZEIRO DO SUL;municipio;16.0;;;;;;media
AC;Al TO PURUS;microrregiao;;;51.0;;;;alta
AC;SENA MADURE l RA;municipio;;;25.0;;;;media
AC;I TONELADAS;microrregiao;;;;;;;alta
AC;Acre Goiás;mesorregiao;;;;;;;alta
AC;Alagoas Maranhão;mesorregiao;;;;;;;alta
AC;Rua Tibúrcio Valeriano;mesorregiao;;;;;;;alta
AC;Amapá;mesorregiao;;;;;;;alta
AC;Mato Grosso;municipio;;;;;;;media
AC;Rua Jovino Dinoá;mesorregiao;;;;;;;alta
AC;Amazonas;mesorregiao;;;;;;;alta
AC;Mato Grosso do Sul;municipio;;;;;;;media
AC;Av. Ayrão;mesorregiao;;;;;;;alta
AC;Bahia;mesorregiao;;;;;;;alta
AC;Minas Gerais;municipio;;;;;;;media
AC;Ceará Pará;mesorregiao;;;;;;;alta
AC;Distrito Federal Paraíba;mesorregiao;;;;;;;alta
AC;SOS - BI. H - Edifício Venâncio li;mesorregiao;;;;;;;alta
AC;Espírito Santo Paraná;mesorregiao;;;;;;;alta
AC;Censo Agropecuário -;mesorregiao;;;;;;;alta
AC;SECRETARIA DE PLANEJAMENTO DA PRESIDl(NClA DA REPÚBLICA;mesorregiao;;;;;;;alta
AC;FUNDAÇÃO INSTITUTO BRASILEIRO DE Q(OQRAFIA E ESTATISTICA - IBGi;municipio;;;;;;;media
AC;CENSOS ECONÔMICOS DE;mesorregiao;1985.0;;;;;;alta
AC;CENSO AGROPECUÁRIO;mesorregiao;;;;;;;alta
AC;Nome ou razão social;microrregiao;;;;;;;media
AC;Proprietário;microrregiao;;;;;;;media
AC;Arrendatário;microrregiao;;;;;;;media
AC;Parceiro (meeiro, terceiro, quartista, etc.) Não usa;microrregiao;;;;;;;media
AC;Ocupante ç:: Os;microrregiao;;;;;;;media
AC;Em outro local;microrregiao;;;;;;;media
AC;Produtor;microrregiao;;;;;;;media
AC;Admi n i st radar;microrregiao;;;;;;;media
AC;Condição do proprietário;microrregiao;;;;;;;media
AC;Proprietário individual;microrregiao;;;;;;;media
AC;Condomínio ou sociedade de pessoas;microrregiao;9.0;;;;;;media
AC;Sociedade anônima ou por cotas de responsabi;microrregiao;;;;;;;media
AC;Cooperativa;microrregiao;;;;;;;media
AC;Instituição Pia ou Religiosa;microrregiao;;;;;;;media
AC;Outra cond l ção;microrregiao;;;;;;;media
AC;Utiliza assistência técnica: Uso de adubos e corretivos;microrregiao;;;;;;;media
AC;Não utiliza;microrregiao;;;;;;;media
AC;Finalidade Os;microrregiao;;;;;;;media
AC;Origem;microrregiao;;;;;;;media
AC;li Emprego de serviço de empreitada;mesorregiao;;;;;;;alta
AC;Não usou , Ordenha com Não usa;microrregiao;;;;;;;media
AC;Com fornecimento de máquinas;microrregiao;;;;;;;media
AC;Com fornecimento só de mão-de-obra;microrregiao;;;;;;;media
AC;Tratos culturais;microrregiao;;;;;;;media
AC;Limpeza de pasto;microrregiao;;;;;;;media
AC;Outros serviços;microrregiao;;;;;;;media
AC;Nenhuma;microrregiao;3.0;;;;;;media
AC;Comercialização;microrregiao;4.0;;;;;;media
AC;Crêdito;microrregiao;;;;;;;media
AC;Eletrificação;microrregiao;;;;;;;media
AC;Outra;microrregiao;6.0;;;;;;media
AC;TOTAL;total;11.0;;;;;;media
AC;Do total acima, registre quantas pes;total;;;;;;;media
AC;Total da ãrea irrigada;total;11.0;12.0;12.0;;;;media
AC;SILOS PARA FORRAGEM E DEPOSITO S PARA GUARDA DA PRODUÇÃO (em;mesorregiao;;;;;;;media
AC;Aéreos;municipio;46.0;53.0;;;;;media
AC;De encosta ou l adÜ Capacidade;municipio;47.0;3.0;;;;;media
AC;trincheira;municipio;8.0;54.0;;;;;media
AC;Número;municipio;3.0;9.0;4.0;;;;media
AC;Capacidade (t);municipio;5.0;9.0;55.0;;;;media
AC;Final idade principal do rebanho;municipio;;;;;;;media
AC;De menos de;municipio;;;;;;;media
AC;Machos;municipio;;;;;;;media
AC;Fêmeas;municipio;;;;;;;media
AC;TOTAL;total;;;;;;;media
AC;Fêmeas;municipio;60.0;5.0;7.0;;;;media
AC;Vacas(ír.clusivenovilhas prenhes;municipio;61.0;6.0;1985.0;;;;media
AC;Touros (reprodutores);municipio;;;;;;;media
AC;Bois e garrotes para corte;municipio;;;;;;;media
AC;Bois e garrotes para trabalho. l=l=O=(====:::::l de lei te;municipio;65.0;1.0;13.0;;;;media
AC;Nascidos em;municipio;;;;;;;media
AC;Vitimados;municipio;68.0;83.0;1985.0;;;;media
AC;em 'e l ano e mais;municipio;;;;;;;media
AC;Vend;municipio;70.0;;;;;;media
AC;P redução em;municipio;;;;;;;media
AC;Total de cabeças;total;;;;;;;media
AC;NOME DO PRODUTO Obtida Equiva- Unitário NOME DA ESP-CIE CAIS em;microrregiao;;;;;;;media
AC;Lenha;mesorregiao;;;;;;;media
AC;Carvão vegetal;mesorregiao;;;;;;;media
AC;Madeira em toras;mesorregiao;;;;;;;media
AC;Madeira para papel;mesorregiao;;;;;;;media
AC;Mudas Yend ida(;mesorregiao;;;;;;;media
AC;Café em coco;mesorregiao;14.0;;;;;;media
AC;Coco-da-bafa;mesorregiao;26.0;;;;;;media
AC;Laranja;mesorregiao;42.0;;;;;;media
AC;Mamão;mesorregiao;48.0;;;;;;media
AC;Tangerina;mesorregiao;66.0;;;;;;media
AC;Uva para vinho;mesorregiao;70.0;1.0;;;;;media
AC;Mudas vendi das;mesorregiao;52.0;;;;;;media
AC;Lavouras temporárias;microrregiao;;;;;;;media
AC;NOME DO PRODUTO Médio Are a TIVO men- ga- ba- fen- Plan- Co-;municipio;;;;;;;media
AC;Arroz em casca;mesorregiao;;;;;;;media
AC;Batata-inglesa;mesorregiao;;;;;;;media
