_uf;_label;_level;efetivo_total;nascidos;vitimados;comprados;vendidos;confianca
PR;BOM SUCESSO;municipio;;2.0;10.0;;;baixa
PR;BORRAZOPOLIS;municipio;;;28.0;;;baixa
PR;CALIFORNIA;municipio;;;10.0;;;baixa
PR;CAMBIRA;municipio;;10.0;;;;baixa
PR;FAXINAL;municipio;;;46.0;;;baixa
PR;GRANDES RIOS;municipio;;10.0;103.0;;;baixa
PR;IVAIPORÃ;municipio;;16.0;81.0;;;baixa
PR;.JANDAIA DO SUL;municipio;;;15.0;;;baixa
PR;JARDIM ALEGRE;municipio;;11.0;59.0;;;baixa
PR;KALORE;municipio;;;14.0;;;baixa
PR;LUNAROELL I;municipio;;;10.0;;;baixa
PR;MAR( LANDIA DO SUL;municipio;;;17.0;;;baixa
PR;MARUMBI;municipio;;;;;;baixa
PR;RIO BOM;municipio;;;12.0;;;baixa
PR;SÃO JOÃO;municipio;;;80.0;;;baixa
PR;SÃO PEDRO;municipio;;;;;;baixa
PR;NORTE NOVISSIMO DE UMUARAMA;microrregiao;;;778.0;;;baixa
PR;ALTONIA;municipio;;;64.0;;;baixa
PR;ALTO PIOUIRI;municipio;;;35.0;;;baixa
PR;CIANORTE;municipio;;;46.0;;;baixa
PR;CIDADE GAUCHA;municipio;;;;;;baixa
PR;CRUZEIRO DO OESTE;municipio;;;17.0;;;baixa
PR;DOURADINA;municipio;;;41.0;;;baixa
PR;FRANCISCO ALVES;municipio;;;37.0;;;baixa
PR;GUAPOREMA;municipio;;;;;;baixa
PR;ICARAIMA;municipio;;;34.0;;;baixa
PR;INDIANOPOLIS;municipio;;;23.0;;;baixa
PR;IPORÃ;municipio;;;77.0;;;baixa
PR;JAPURA;municipio;119.0;;;;;baixa
PR;JUSSARA;municipio;;;;;;baixa
PR;MARIA HELENA;municipio;;;28.0;;;baixa
PR;NOVA OLIMPIA;municipio;;;12.0;;;baixa
PR;PEROLA;municipio;;;49.0;;;baixa
PR;RONDON;municipio;;;19.0;;;baixa
PR;SÃO JORGE DO PATROCINIO;municipio;;;48.0;;;baixa
PR;SÃO TOME;municipio;;;;;;baixa
PR;TAPEJARA;municipio;;;10.0;;;baixa
PR;TAPIRA;municipio;;;19.0;;;baixa
PR;TERRA BOA;municipio;;;;;;baixa
PR;TUNEIRAS DO OESTE;municipio;;10.0;26.0;;;baixa
PR;UMUARAMA;municipio;;23.0;150.0;;;baixa
PR;XAMBRE;municipio;;;13.0;;;baixa
RJ;TOTAIS;total;1231.0;3.0;;;;media
RJ;NORTE FLUMINENSE;mesorregiao;258.0;105.0;;;;media
RJ;ITAPERUNA;microrregiao;67.0;22.0;;;;media
RJ;BOM JESUS DO IT ABAPOANA;municipio;31.0;11.0;;;;media
RJ;JTAPERUNA;municipio;15.0;7.0;;;;media
RJ;NATIVIDADE;municipio;10.0;3.0;;;;media
RJ;PORCIUNCULA;municipio;;;;;;media
RJ;MIRACEMA;microrregiao;33.0;16.0;;;;media
RJ;CAMBUCI;municipio;20.0;10.0;;;;media
RJ;MIRACEMA;municipio;;;;;;media
RJ;SANTO ANTONIO DE PADUA;municipio;;6.0;;;;media
RJ;CAMPOS;municipio;57.0;19.0;;;;media
RJ;CONCE;municipio;21.0;;;;;media
RJ;MACAE;municipio;53.0;27.0;;;;media
RJ;SÃO FIDELIS;municipio;14.0;13.0;;;;media
RJ;SÃO JOÃO DA BARRA;municipio;13.0;;;;;media
RJ;CENTRO-LESTE FLUMINENSE;mesorregiao;431.0;124.0;;;;media
RJ;CANTAQALO;microrregiao;32.0;11.0;;;;media
RJ;CANTAOALO;municipio;;3.0;;;;media
RJ;CARMO;municipio;10.0;;;;;media
RJ;DUAS BARRAS;municipio;;3.0;;;;media
RJ;ITAOCARA;municipio;4.0;;;;;media
RJ;SUMIDOURO;municipio;4.0;;;;;media
RJ;CORDEIRO;microrregiao;88.0;7.0;;;;media
RJ;BOM JARDIM;municipio;15.0;;;;;media
RJ;CORDEIRO;municipio;;;;;;media
RJ;SANTA MARIA MADALENA;municipio;55.0;19.0;;;;media
RJ;SÃO SEBASTIÃO DO ALTO;municipio;;;;;;media
RJ;TRAJANO DE MORAIS;municipio;15.0;11.0;;;;media
RJ;SERRANA F LUMl NENSE;microrregiao;18.0;10.0;;;;media
RJ;NOVA FRIBURGO;municipio;;7.0;;;;media
RJ;PETROPOLIS;municipio;;;;;;media
RJ;TERESOPOLIS;municipio;11.0;3.0;;;;media
RJ;BACIAS DO SÃO JOÃO E MACACU;microrregiao;225.0;;;;;media
RJ;CACHOEIRAS DE MACACU;municipio;112.0;3.0;;;;media
RJ;CASIMIRO DE ABREU;municipio;20.0;;;;;media
RJ;RIO BONITO;municipio;38.0;9.0;;;;media
RJ;SILVA JARDIM;municipio;55.0;28.0;;;;media
RJ;CABO FRIO;microrregiao;68.0;22.0;;;;media
RJ;ARARU-;municipio;15.0;;;;;media
RJ;CABO FRIO;municipio;8.0;;;;;media
RJ;SÃO PEDRO DA ALDEIA;municipio;28.0;20.0;;;;media
RJ;SAllUAAEMA;municipio;17.0;2.0;;;;media
RJ;PERIFERIA DO GRANDE RIO;mesorregiao;40.0;;;;;media
RJ;TRES RIOS;microrregiao;11.0;;;;;media
RJ;PARAIBA DO SUL;municipio;2.0;;;;;media
RJ;SAPUCAIA;municipio;7.0;;;;;media
RJ;TRES RIOS;municipio;2.0;;;;;media
RJ;VASSOURAS E DO PIRAI;microrregiao;15.0;;;;;media
RJ;ENGENHEIRO PAULO DE FRONTIN;municipio;;;;;;media
RJ;MENDES;municipio;;;;;;media
RJ;MIGUEL PEREIRA;municipio;;;;;;media
RJ;PIRAI;municipio;2.0;;;;;media
RJ;RIO CLARO;municipio;6.0;;;;;media
RJ;VASSOURAS;municipio;;;;;;media
RJ;BAIA DA ILHA GRANDE;microrregiao;14.0;;;;;media
RJ;ANGRA DOS REIS;municipio;;;;;;media
RJ;PARATI;municipio;14.0;;;;;media
RJ;VALE DO PARAIBA FLUMINENSE;mesorregiao;;;;;;media
RJ;VALE DO PARAIBA FLUMINENSE;microrregiao;;;;;;media
RJ;BARRA DO PIRAI;municipio;;;;;;media
RJ;BARRA MANSA;municipio;;;;;;media
RJ;RESENDE;municipio;24.0;;;;;media
RJ;RIO DAS FLORES;municipio;;;;;;media
RJ;VALENÇA;municipio;;;;;;media
RJ;VOLTA REDONDA;municipio;3.0;;;;;media
RJ;GRANDE RIO OE JANE l RO;mesorregiao;27.0;;;;;media
RJ;FLUMINENSE DO GRANDE RIO;microrregiao;26.0;;;;;media
RJ;DUQUE DE CAXIAS;municipio;;;;;;media
RJ;ITABORAI;municipio;;;;;;media
RJ;ITAGUAI;municipio;;;;;;media
RJ;MAGE;municipio;11.0;;;;;media
RJ;MANGARA TI BA;municipio;;;;;;media
RJ;MARICA;municipio;;;;;;media
RJ;NJLOPOLIS;municipio;;;;;;media
RJ;NITEROI;municipio;;;;;;media
RJ;NOVA IGUAÇU;municipio;;;;;;media
RJ;PARACAMBI;municipio;;;;;;media
RJ;SÃO GONÇALO;municipio;;;;;;media
RJ;GUANABARA;microrregiao;;;;;;media
RJ;RIO DE JANEIRO;municipio;;;;;;media
RO;TOTAIS;total;6570.0;155.0;91.0;1018.0;188.0;alta
RO;PORTO VELHO;mesorregiao;764.0;38.0;20.0;240.0;40.0;alta
RO;PORTO VELHO;microrregiao;764.0;38.0;20.0;240.0;40.0;alta
RO;COSTA MARQUES;municipio;359.0;;;142.0;;alta
RO;GUAJARA-MIRIM;municipio;127.0;;;14.0;;alta
RO;PORTO VELHO;municipio;278.0;24.0;;84.0;30.0;alta
RO;LESTE OE RONDONIA;mesorregiao;5806.0;117.0;71.0;778.0;148.0;alta
RO;JI-PARANA;microrregiao;4157.0;72.0;46.0;671.0;120.0;alta
RO;ARIQUE ES;municipio;518.0;21.0;;130.0;35.0;alta
RO;CACOAL;municipio;678.0;;;65.0;7.0;alta
RO;JARU;municipio;407.0;;;84.0;15.0;alta
RO;Jl-PARANA;municipio;738.0;16.0;14.0;131.0;25.0;alta
RO;OURO PRETO;municipio;730.0;22.0;7.0;107.0;17.0;alta
RO;PRESIDENTE MEOICI;municipio;616.0;;10.0;62.0;16.0;alta
RO;"ROLI""' OE MOURA";municipio;470.0;;;92.0;;alta
RO;VILHENA;microrregiao;1159.0;45.0;23.0;63.0;25.0;alta
RO;ESPIGÃO D'OESTE;municipio;336.0;11.0;;;14.0;alta
RO;PIMENTA BUENO;municipio;477.0;12.0;;29.0;10.0;alta
RO;VILHENA;municipio;346.0;22.0;13.0;25.0;;alta
RO;COLORADO;microrregiao;490.0;;;44.0;3.0;alta
RO;CEREJEIRAS;municipio;131.0;;;32.0;3.0;alta
RO;COLORADO;municipio;359.0;;;12.0;;alta
SC;TOTAIS s;total;5243.0;98.0;124.0;443.0;;baixa
SC;LESTE CATARINENSE;microrregiao;1509.0;;49.0;220.0;;baixa
SC;COLONIAL DE JOINVILE;microrregiao;132.0;;;12.0;;baixa
SC;ARAQUAR(;municipio;;;;;;baixa
SC;BARRA VELHA;municipio;;;;;;baixa
SC;CORUPA;municipio;46.0;;;;;baixa
SC;GARUVA;municipio;;;;;;baixa
SC;GUARAMIRIM;municipio;;;;;;baixa
SC;JARAGUA DO SUL;municipio;60.0;;;;;baixa
SC;JOINVILLE;municipio;10.0;;;;;baixa
SC;SCHROEDER;municipio;12.0;;;;;baixa
SC;LITORAL DE ITAJAI;municipio;;;;;;baixa
SC;CAMBORIU;municipio;;;;;;baixa
SC;ILHOTA;municipio;;;;;;baixa
SC;ITAJAI;municipio;;;;;;baixa
SC;ITAPEMA;municipio;;;;;;baixa
SC;NAVEGANTES;municipio;;;;;;baixa
SC;PENHA;municipio;;;;;;baixa
SC;PIÇARRAS;municipio;;;;;;baixa
SC;COLONIAL DE BLUMENAU;municipio;1062.0;;38.0;147.0;;baixa
SC;ASCURRA;municipio;;;;2.0;;baixa
SC;BENEDITO NOVO;municipio;28.0;;;;;baixa
SC;BLUMENAU;municipio;100.0;;;;;baixa
SC;BOTUVERA;municipio;254.0;;14.0;63.0;;baixa
SC;BRUSQUE;municipio;;;;;;baixa
SC;GASPAR;municipio;;;;;;baixa
SC;GUABIRUBA;municipio;;;;;;baixa
SC;INDAIAL;municipio;249.0;;11.0;32.0;;baixa
SC;LUIZ ALVES;municipio;19.0;;;;;baixa
SC;MASSARANDUBA;municipio;27.0;;;;;baixa
SC;POMEROOE;municipio;;;;;;baixa
SC;PRESIDENTE NEREU;municipio;98.0;;;10.0;;baixa
SC;RIO DOS CEDROS;municipio;11.0;;;;;baixa
SC;RODEIO;municipio;;;;;;baixa
SC;TIMBO;municipio;12.0;;;;;baixa
SC;VIDAL RAMOS;municipio;241.0;;;31.0;;baixa
SC;COLONIAL;municipio;51.0;;;;;baixa
SC;DONA EMMA;municipio;;;;;;baixa
SC;(BIRAMA;municipio;30.0;;;;;baixa
SC;PRESIDENTE GETULIO;municipio;;;;;;baixa
SC;WITMARSUM;municipio;10.0;;;;;baixa
SC;COLONIAL DO ALTO ITAJAI;municipio;255.0;;;52.0;;baixa
SC;AGROLANDIA;municipio;;;;;;baixa
SC;AGRONOMI CA;municipio;12.0;;;;;baixa
SC;ATALANTA;municipio;10.0;;;;;baixa
SC;AURORA;municipio;;;;;;baixa
SC;IMBUIA;municipio;15.0;;;;;baixa
SC;I TUPORANGA;municipio;45.0;;;11.0;;baixa
SC;LAURENTINO;municipio;10.0;;;;;baixa
SC;LONTRAS;municipio;19.0;;;;;baixa
SC;PETROLANDIA;municipio;20.0;;;;;baixa
SC;POUSO REDONDO;municipio;;;;;;baixa
SC;RIO DO CAMPO;municipio;24.0;;;;;baixa
SC;FLORIANOPOLIS;mesorregiao;;;;;;baixa
SC;FLORIANOPOLIS;microrregiao;;;;;;baixa
SC;BIGUAÇU;municipio;;;;;;baixa
SC;FLORIANOPOLIS;municipio;;;;;;baixa
SC;GAROPABA;municipio;;;;;;baixa
SC;GOVERNADOR CELSO RAMOS;municipio;;;;;;baixa
SC;PALHOÇA;municipio;;;;;;baixa
SC;PAULO LOPES;municipio;;;;;;baixa
SC;PORTO BELO;municipio;;;;;;baixa
SC;SANTO AMARO DA IMPERATRIZ;municipio;;;;;;baixa
SC;SÃO JOSE;municipio;;;;;;baixa
SC;TIJUCAS;municipio;;;;;;baixa
SC;SUL CATARINENSE;mesorregiao;;37.0;;12.0;;baixa
SC;COLONIAL SERRANA CATARINENSE;microrregiao;;30.0;;;;baixa
SC;AGUAS MORNAS;municipio;;;;;;baixa
SC;ALFREDO WAGNER;municipio;;;;;;baixa
SC;ANGELINA;municipio;;;;;;baixa
SC;ANITAPOLIS;municipio;;;;;;baixa
SC;ANTONIO CARLOS;municipio;;;;;;baixa
SC;CANELINHA;municipio;;;;;;baixa
SC;LEOBERTO LEAL;municipio;;12.0;;;;baixa
SC;MAJOR GERC I NO;municipio;;;;;;baixa
SC;NOVA TRENTO;municipio;;;;;;baixa
SC;RANCHO QUE I MAOO;municipio;;;;;;baixa
SC;SÃO BONIFACIO;municipio;;;;;;baixa
SC;SÃO .JOÃO BATISTA;municipio;;;;;;baixa
SC;LITORAL DE LAGUNA;microrregiao;;;;;;baixa
SC;IMARUI;municipio;;;;;;baixa
SC;IMBITUBA;municipio;;;;;;baixa
SC;LAGUNA;municipio;;;;;;baixa
SC;CARBONIFERA;microrregiao;;;;;;baixa
SC;ARMAZEM;municipio;;;;;;baixa
SC;BRAÇO DO NORTE;municipio;;;;;;baixa
SC;CRICIUMA;municipio;;;;;;baixa
SC;GRÃO PARA;municipio;;;;;;baixa
SC;GRAVATAL;municipio;;;;;;baixa
SC;LAURO MULLER;municipio;;;;;;baixa
SC;MORRO DA FUMAÇA;municipio;;;;;;baixa
SC;ORLEANS;municipio;;;;;;baixa
SC;PEDRAS GRANDES;municipio;;;;;;baixa
SC;RIO FORTUNA;municipio;;;;;;baixa
SC;SANTA ROSA OE LIMA;municipio;;;;;;baixa
SC;SÃO MARTINHO;municipio;;;;;;baixa
SC;S IDEROPOLIS;municipio;;;;;;baixa
SC;TREZE OE MAIO;municipio;;;;;;baixa
SC;TUBARÃO;municipio;;;;;;baixa
SC;URUSSANGA;municipio;;;;;;baixa
SC;LITORAL SUL CATARINENSE;microrregiao;;;;;;baixa
SC;ARARANGUA;municipio;;;;;;baixa
SC;IÇARA;municipio;;;;;;baixa
SC;JAGUARUNA;municipio;;;;;;baixa
SC;SOMBRIO;municipio;;;;;;baixa
SC;COLONIAL DO SUL CATARINENSE;microrregiao;;;;;;baixa
SC;JACINTO MACHADO;municipio;;;;;;baixa
SC;NOVA VENEZA;municipio;;;;;;baixa
SC;PRAIA GRANDE;municipio;;;;;;baixa
SC;TIMBE DO SUL;municipio;;;;;;baixa
SC;TURVO;municipio;;;;;;baixa
SC;OESTE CATARINENSE;microrregiao;;53.0;185.0;145.0;;baixa
SC;CAMPOS OE LAGES;microrregiao;;12.0;45.0;55.0;;baixa
SC;BOM JARDIM DA SERRA;municipio;;;;;;baixa
SC;BOM RETIRO;municipio;;;;;;baixa
SC;CORREIA PINTO;municipio;;;;;;baixa
SC;LAGES;municipio;;;28.0;30.0;;baixa
SC;OTACILIO COSTA;municipio;;;;;;baixa
SC;SÃO JOAQUIM;municipio;;;;;;baixa
SC;URUBICI;municipio;;;;;;baixa
SC;CAMPOS OE CURITIBANOS;municipio;;15.0;21.0;12.0;;baixa
SC;ANITA GARIBALDI;municipio;;;;;;baixa
SC;CAMPO BELO DO SUL;municipio;;;;;;baixa
SC;CAMPOS NOVOS;municipio;;;;;;baixa
SC;CURITIBANOS;municipio;;;;;;baixa
SC;LEBON REGI S;municipio;;;;;;baixa
SC;PONTE ALTA;municipio;;;;;;baixa
SC;SANTA CECILIA;municipio;;;;;;baixa
SC;SÃO JOSE DO CERRITO;municipio;;;;;;baixa
SC;COLONIAL;municipio;;;16.0;20.0;;baixa
SC;AGUA DOCE;municipio;;;;;;baixa
SC;ARROIO TRINTA;municipio;;;;;;baixa
SC;CAÇADOR;municipio;;;;;;baixa
SC;CAP I NZAL;municipio;;;;;;baixa
SC;CATANDUVAS;municipio;;;;;;baixa
SC;CONCOROIA;municipio;;;;;;baixa
SC;ERVAL VELHO;municipio;;;;;;baixa
SC;FRAIBURGO;municipio;;;;;;baixa
SC;HERVAL O' OESTE;municipio;;;;;;baixa
SC;IBICARE;municipio;;;;;;baixa
SC;IP IRA;municipio;;;;;;baixa
SC;IPUMIRIM;municipio;;;;;;baixa
SC;IRANI;municipio;;;;;;baixa
SC;JABORA;municipio;;;;;;baixa
SC;JOAÇABA;municipio;;;;;;baixa
SC;LACEROOPOLIS;municipio;;;;;;baixa
SC;OURO;municipio;;;;;;baixa
SC;PERITIBA;municipio;;;;;;baixa
SC;PINHEIRO PRETO;municipio;;;;;;baixa
SC;PIRATUBA;municipio;;;;;;baixa
SC;PONTE SERRADA;municipio;;;;;;baixa
SC;PRESIDENTE CASTELO BRANCO;municipio;;;;;;baixa
SC;RIO DAS ANTAS;municipio;;;;;;baixa
SC;SALTO VELOSO;municipio;;;;;;baixa
SC;SEAR.-;municipio;;;;;;baixa
SC;TANGARA;municipio;;;;;;baixa
SC;TREZE TI LIAS;municipio;;;;;;baixa
SC;VIDEIRA;municipio;;;;;;baixa
SC;XAVANTINA;municipio;;;;;;baixa
SC;COLONIAL DO OESTE CATARINENSE;microrregiao;12.0;70.0;37.0;;;baixa
SC;ABELARDG LUZ;municipio;;;;;;baixa
SC;AGUAS DE CHAPECO;municipio;;;;;;baixa
SC;ANCHIETA;municipio;;;;;;baixa
SC;CAIBI;municipio;;;;;;baixa
SC;CAMPO ERE;municipio;;;;;;baixa
SC;CAXAMBU;municipio;;;;;;baixa
SC;CHAPE CD;municipio;;;11.0;;;baixa
SC;CORONEL FREITAS;municipio;;;;;;baixa
SC;CUNHA PORÃ;municipio;;;;;;baixa
SC;DESCANSO;municipio;;;;;;baixa
SC;DIONISIO CERQUEIRA;municipio;;;;;;baixa
SC;FACHINAL DOS GUEDES;municipio;;;;;;baixa
SC;GALVÃO;municipio;;;;;;baixa
SC;GUARAC I ABA;municipio;;;;;;baixa
SC;GUARUJA DO SUL;municipio;;;;;;baixa
SC;ITAPIRANGA;municipio;;;;;;baixa
SC;MARAVILHA;municipio;;;;;;baixa
SC;MODELO;municipio;;;;;;baixa
SC;MONDAI;municipio;;;;;;baixa
SC;NOVA ERECHIM;municipio;;;;;;baixa
SC;PALMA SOLA;municipio;;;;;;baixa
SC;PALMITOS;municipio;;;;;;baixa
SC;PINHALZINHO;municipio;;;;;;baixa
SC;QUILOMBO;municipio;;;;;;baixa
SC;ROMELANDIA;municipio;;;;;;baixa
SC;SÂO CARLOS;municipio;;;;;;baixa
SC;SÃO DOMINGOS;municipio;;;;;;baixa
SC;SÃO JOSE DO CEDRO;municipio;;;;;;baixa
SC;SÃO LOURENÇO DO OESTE;municipio;;;;;;baixa
SC;SÂO MIGUEL D'OESTE;municipio;;;;;;baixa
SC;SAUDADES;municipio;;;;;;baixa
SC;VARGEÂO;municipio;;;;;;baixa
SC;XANXERE;municipio;;;;;;baixa
SC;XAXIM;municipio;;;;;;baixa
SC;PLANALTO DE CANOI NHAS;microrregiao;10.0;33.0;21.0;;;baixa
SC;CAMPO ALEGRE;municipio;;;;;;baixa
SC;CANOINHAS;municipio;;13.0;;;;baixa
SC;IRINEOPOLIS;municipio;;;;;;baixa
SC;ITAIOPOLIS;municipio;;;;;;baixa
SC;MAFRA;municipio;;;;;;baixa
SC;MAJOR VIEIRA;municipio;;;;;;baixa
SC;MATOS COSTA;municipio;;;;;;baixa
SC;MONTE CASTELO;municipio;;;;;;baixa
SC;PAPANDUVA;municipio;;;;;;baixa
SC;PORTO UNIÃO;municipio;;;;;;baixa
SC;RIO NEGRINHO;municipio;;;;;;baixa
SC;SÃO BENTO DO SUL;municipio;;;;;;baixa
SC;TRES BARRAS;municipio;;;;;;baixa
SE;TOTAIS;total;13171.0;332.0;147.0;1968.0;1161.0;media
SE;SERGIPANA;mesorregiao;11227.0;307.0;128.0;1849.0;1101.0;media
SE;SERTÃO SERGIPANO DO SÃO FRANCISCO;microrregiao;906.0;24.0;12.0;87.0;28.0;media
SE;CANINDE DE SÃO FRANCISCO;municipio;111.0;;;26.0;;media
SE;GARARU;municipio;229.0;;;17.0;;media
SE;MONTE ALEGRE DE SERGIPE;municipio;53.0;;;;;media
SE;NOSSA SENHORA DA GLORIA;municipio;203.0;;;21.0;14.0;media
SE;POÇO REDONDO;municipio;128.0;;;;;media
SE;PORTO DA FOLHA;municipio;182.0;;;15.0;;media
SE;PROPRIA;microrregiao;1029.0;20.0;;592.0;517.0;media
SE;AMPARO DE SÃO FRANCISCO;municipio;16.0;;;;;media
SE;BRE JO GRANDE;municipio;94.0;;;;;media
SE;CANHOBA;municipio;174.0;;;;;media
SE;ILHA DAS FLORES;municipio;61.0;;;;;media
SE;NEOPOLIS;municipio;77.0;;;;;media
SE;NOSSA SENHORA OE LOUROES;municipio;66.0;;;;;media
SE;PACATUBA;municipio;414.0;;;58.0;;media
SE;PROPRIA;municipio;100.0;10.0;;509.0;504.0;media
SE;TELHA;municipio;27.0;;;;;media
SE;NOSSA SENHORA DAS DORES;microrregiao;2015.0;75.0;24.0;173.0;72.0;media
SE;AQUIDABÃ;municipio;318.0;;;23.0;;media
SE;CARIRA;municipio;92.0;;;12.0;;media
SE;CEDRO OE SÃO .JOÃO;municipio;68.0;;;;;media
SE;CUMBE;municipio;39.0;;;;;media
SE;FEIRA NOVA;municipio;92.0;20.0;;;;media
SE;FREI PAULO;municipio;116.0;;;16.0;;media
SE;GRACHO CARDOSO;municipio;134.0;;;10.0;10.0;media
SE;ITABI;municipio;154.0;;;;;media
SE;.JAPOATÃ;municipio;223.0;;;16.0;;media
SE;MALHADA DOS BOIS;municipio;47.0;;;;;media
SE;MURIBECA;municipio;78.0;;;16.0;;media
SE;NOSSA SENHORA APARECIDA;municipio;38.0;;;;;media
SE;NOSSA SENHORA DAS DORES;municipio;293.0;12.0;;19.0;15.0;media
SE;PEDRA MOLE;municipio;32.0;;;;;media
SE;PINHÃO;municipio;77.0;;;;;media
SE;RIBEIROPOLIS;municipio;170.0;;;34.0;;media
SE;SÃO FRANCISCO;municipio;25.0;;;;;media
SE;SÃO MIGUEL DO ALEIXO;municipio;19.0;;;;;media
SE;COTINGU(BA;microrregiao;1673.0;37.0;25.0;79.0;24.0;media
SE;CAPELA;municipio;503.0;;;29.0;13.0;media
SE;CARMOPOLI S;municipio;30.0;;;;;media
SE;DIVINA PASTORA;municipio;41.0;;;;;media
SE;GENERAL MAYNARD;municipio;23.0;;;;;media
SE;JAPARATUBA;municipio;192.0;;;;;media
SE;LARANJEIRAS;municipio;183.0;;;;;media
SE;MARUIM;municipio;56.0;;;;;media
SE;PIRAMBU;municipio;87.0;;;;;media
SE;RIACHUELO;municipio;23.0;;;;;media
SE;ROSARIO DO CATETE;municipio;71.0;;;;;media
SE;SANTA ROSA DE LIMA;municipio;114.0;;;;;media
SE;SANTO AMARO DAS BROTAS;municipio;237.0;;;;;media
SE;SIRIRI;municipio;113.0;;;17.0;;media
SE;AGRESTE DE ITABAIANA;microrregiao;;;11.0;23.0;292.0;media
SE;AREIA BRANCA;municipio;;;;;23.0;media
SE;CAMPO DO BRITO;municipio;;;;;70.0;media
SE;ITABAIANA;municipio;;;;;62.0;media
SE;MACAMBIRA;municipio;;;;;;media
SE;MALHADOR;municipio;;;;;27.0;media
SE;MOITA BONITA;municipio;;;;;75.0;media
SE;SÃO DOMINGOS;municipio;;;;;27.0;media
SE;AGRESTE DE LAGARTO. z;microrregiao;;;104.0;31.0;516.0;media
SE;ARAUA;municipio;;;11.0;;26.0;media
SE;BOQUIM;municipio;;;14.0;;15.0;media
SE;ITABAIANINHA;municipio;;;14.0;;160.0;media
SE;LAGARTO;municipio;;;21.0;12.0;210.0;media
SE;PEDRINHAS;municipio;;;;;;media
SE;RIACHÂO DO DANTAS;municipio;;;27.0;;31.0;media
SE;SALGADO;municipio;;;10.0;;18.0;media
SE;SIMÃO DIAS;municipio;;;;;54.0;media
SE;SERTÃO;microrregiao;;;36.0;;110.0;media
SE;CRISTINAPOLIS;municipio;;;3.0;;12.0;media
SE;POÇO VERDE;municipio;;;;;40.0;media
SE;TOBIAS BARRETO;municipio;;;22.0;;25.0;media
SE;TOMAR DO GERU;municipio;;;10.0;;33.0;media
SE;ARACAJU;mesorregiao;;;25.0;19.0;9.0;media
SE;LITORAL SUL SERGIPANO;microrregiao;;;25.0;19.0;119.0;media
SE;ARACAJU;municipio;;;;;;media
SE;BARRA DOS COQUEIROS;municipio;;;;;;media
SE;ESTANCIA;municipio;;;;;46.0;media
SE;INOIAROBA;municipio;;;;;24.0;media
SE;I T APORANGA D' AJUDA;municipio;;;;;21.0;media
SE;NOSSA SENHORA;municipio;;;;;;media
SE;SANTA LUZIA DO ITANHY;municipio;;;;;12.0;media
SE;SÃO CRISTOVÃO;municipio;;;;;;media
SE;UMBAUBA;municipio;;;;;11.0;media
SP;TOTAIS;total;126600.0;2690.0;1742.0;4544.0;2146.0;baixa
SP;ALTA E MEDIA ARARAQUARENSE;microrregiao;16254.0;304.0;214.0;517.0;230.0;baixa
SP;ALTA ARARAQUARENSE FERNANDOPOLIS;microrregiao;5249.0;37.0;87.0;251.0;109.0;baixa
SP;APARECIDA D' OESTE;municipio;168.0;;;;;baixa
SP;DOLCINOPOLIS;municipio;75.0;;;13.0;;baixa
SP;ESTRELA D'OESTE;municipio;252.0;;;10.0;;baixa
SP;FERNANDOPOL IS;municipio;390.0;;;28.0;;baixa
SP;GUARANI D' OESTE;municipio;233.0;;;14.0;;baixa
SP;INDIAPORÁ;municipio;55.0;;;;;baixa
SP;.JALES;municipio;569.0;;12.0;34.0;27.0;baixa
SP;MACEDONIA;municipio;148.0;;;;;baixa
SP;MARINOPOLIS;municipio;81.0;;;;;baixa
SP;MERIDIANO;municipio;187.0;;;10.0;;baixa
SP;MIRA ESTRELA;municipio;90.0;;;;;baixa
SP;PALMEIRA O' OESTE;municipio;397.0;;;16.0;;baixa
SP;PARANAPUÂ;municipio;180.0;;;;;baixa
SP;PEORANOPOL IS;municipio;139.0;;;11.0;12.0;baixa
SP;POPUL I NA;municipio;118.0;;;;;baixa
SP;RUBINEIA;municipio;103.0;;;;;baixa
SP;SANTA ALBERTINA;municipio;221.0;;;;;baixa
SP;SANTA CLARA O'OESTE;municipio;152.0;;;10.0;;baixa
SP;SANTA FE;municipio;205.0;;;;;baixa
SP;SANTANA DA PONTE PENSA;municipio;138.0;;;12.0;;baixa
SP;SANTA RITA D'OESTE;municipio;203.0;;;12.0;;baixa
SP;SÃO FRANCISCO;municipio;173.0;;;;;baixa
SP;SÃO .JOÂO DAS DUAS PONTES;municipio;105.0;;;;;baixa
SP;TRES FRONTEIRAS;municipio;274.0;;;;;baixa
SP;TURMALINA;municipio;122.0;;;;;baixa
SP;URANIA;municipio;471.0;;;22.0;;baixa
SP;ALTA ARARAQUARENSE DE VOTUPORANGA;municipio;1440.0;30.0;56.0;36.0;;baixa
SP;ALVARES FLORENCE;municipio;238.0;;;15.0;11.0;baixa
SP;AMERICO DE CAMPOS;municipio;127.0;;;;;baixa
SP;CARDOSO;municipio;200.0;19.0;;;;baixa
SP;COSMORAMA;municipio;285.0;;;13.0;10.0;baixa
SP;PONTES GESTAL;municipio;114.0;;;;;baixa
SP;VALENTIM GENTIL;municipio;96.0;;;;;baixa
SP;VOTUPORANGA. ::iao;municipio;16.0;;;;;baixa
SP;OI VI SOA TURVO-GRANDE;municipio;716.0;21.0;10.0;15.0;;baixa
SP;ALTAIR;municipio;80.0;;;;;baixa
SP;GUARACI;municipio;70.0;;;;;baixa
