_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;confianca
AL;MATA ALAGOANA;mesorregiao;118.0;286.0;110.0;218.0;380.0;411.0;30.0;31.0;baixa
AL;MATA ALAGOANA;microrregiao;115.0;277.0;107.0;211.0;301.0;321.0;21.0;21.0;baixa
AL;CAPELA;municipio;;;;;60.0;63.0;;;baixa
AL;CHÃ PRETA;municipio;23.0;72.0;22.0;38.0;54.0;58.0;;;baixa
AL;COLONIA LEOPOLDINA;municipio;;;;;;;;2.0;baixa
AL;I BATEGUARA;municipio;;22.0;;10.0;12.0;15.0;;;baixa
AL;JACUIPE;municipio;;;;;13.0;14.0;;;baixa
AL;JOAQUIM GOMES;municipio;;;;;43.0;46.0;;;baixa
AL;JUNOIA;municipio;;;;;;;;;baixa
AL;NOVO LINO;municipio;;;;;;;;;baixa
AL;PINDOBA;municipio;;13.0;;12.0;11.0;11.0;;;baixa
AL;SANTANA DO MUNOAU;municipio;10.0;21.0;12.0;21.0;12.0;12.0;;;baixa
AL;SÂO JOSE DA LAJE;municipio;10.0;28.0;12.0;20.0;;;;;baixa
AL;UNIÃO DOS PALMARES;municipio;;19.0;;17.0;10.0;11.0;;;baixa
AL;VIÇOSA;municipio;25.0;67.0;25.0;66.0;58.0;62.0;;;baixa
AL;LITORAL NORTE ALAGOANO;microrregiao;;;;;77.0;87.0;;;baixa
AL;MARAGOGI;municipio;;;;;;;;;baixa
AL;PORTO CALVO;municipio;;;;;;;;;baixa
AL;SÃO MIGUEL DOS MILAGRES;municipio;;;;;45.0;48.0;;;baixa
AL;TABULEIROS DE s MIGUEL DOS CAMPOS;microrregiao;;;;;;;;;baixa
AL;BOCA DA MATA;municipio;;;;;;;;;baixa
AL;CAMPO ALEGRE;municipio;;;;;;;;;baixa
AL;ROTEIRO;municipio;;;;;;;;;baixa
AL;SÃO MIGUEL DOS CAMPOS;municipio;;;;;;;;;baixa
AL;MARECHAL DEODORO;municipio;;20.0;;20.0;;;;;baixa
AL;RIO LARGO;municipio;;;;;;;;;baixa
AL;SANTA LUZIA DO NORTE;municipio;;;;;;;;;baixa
AP;TOTAIS;total;21.0;431.0;19.0;180.0;16.0;;;;alta
AP;AMAPA;mesorregiao;21.0;431.0;19.0;180.0;16.0;;;;alta
AP;MACAPA;microrregiao;13.0;156.0;12.0;82.0;;;;;alta
AP;MACAPA;municipio;13.0;156.0;12.0;82.0;;;;;alta
AP;MAZAGÃO;municipio;;;;;;;;;alta
AP;AMAPA E OIAPOQUE;microrregiao;;275.0;;98.0;12.0;;;;alta
AP;AMAPA;municipio;;275.0;;98.0;12.0;;;;alta
DF;TOTAIS;total;7.0;79.0;35.0;7.0;;;;;alta
DF;DISTRITO FEDERAL;mesorregiao;7.0;79.0;35.0;7.0;;;;;alta
DF;BRASILIA;microrregiao;7.0;79.0;35.0;7.0;;;;;alta
DF;BRASILIA;municipio;7.0;71.0;35.0;7.0;;;;;alta
ES;TOTAIS;total;379.0;1825.0;340.0;1050.0;436.0;624.0;23.0;32.0;baixa
ES;ESPIRITO-SANTENSE;microrregiao;379.0;1825.0;340.0;1050.0;435.0;622.0;23.0;32.0;baixa
ES;ALTO SÃO MATEUS;microrregiao;38.0;277.0;33.0;176.0;33.0;65.0;;10.0;baixa
ES;ECOPORANGA;municipio;10.0;71.0;8.0;45.0;16.0;27.0;;;baixa
ES;MONTANHA;municipio;19.0;80.0;16.0;53.0;;12.0;;;baixa
ES;MUCURICI;municipio;;126.0;;78.0;;26.0;;;baixa
ES;COLA TI NA;microrregiao;95.0;441.0;83.0;233.0;80.0;125.0;;;baixa
ES;BAIXO GUANDU;municipio;32.0;194.0;31.0;125.0;38.0;58.0;;;baixa
ES;BARRA DE SÃO FRANCISCO;municipio;;;;;;;;;baixa
ES;BOA ESPERANÇA;municipio;;29.0;;21.0;;;;;baixa
ES;COLATINA;municipio;16.0;51.0;13.0;24.0;15.0;25.0;;;baixa
ES;MANTENOPOLIS;municipio;;;;;;;;;baixa
ES;MARILANOIA;municipio;;;;;;;;;baixa
ES;NOVA VENECIA;municipio;;24.0;;12.0;;;;;baixa
ES;PANCAS;municipio;;30.0;;11.0;;;;2.0;baixa
ES;SÃO GABRIEL DA PALHA;municipio;20.0;107.0;16.0;35.0;13.0;21.0;;;baixa
ES;BAIXADA ESPIRITO-SANTENSE;municipio;35.0;168.0;31.0;116.0;16.0;22.0;;;baixa
ES;ARACRUZ;municipio;;;;;;;;;baixa
ES;CONCEIÇÃO DA BARRA;municipio;;;;;;;;;baixa
ES;FUNDÃO;municipio;;14.0;;;;;;;baixa
ES;JAGUARE;municipio;;;;;;;;;baixa
ES;LINHARES;municipio;;;;;;;;;baixa
ES;PEDRO CANARIO;municipio;13.0;57.0;13.0;40.0;;;;;baixa
ES;PINHEIROS;municipio;15.0;96.0;15.0;71.0;;;;;baixa
ES;SÃO MATEUS;municipio;;;;;;;;;baixa
ES;COL. SERRANA ESPIRITO-SANTENSE;municipio;80.0;418.0;76.0;227.0;28.0;38.0;;;baixa
ES;AFONSO CLAUOI;municipio;52.0;214.0;50.0;104.0;14.0;20.0;;;baixa
ES;ALFREDO CHAVES;municipio;;37.0;;35.0;;;;;baixa
ES;DOMINGOS MARTINS;municipio;;;;;;;;;baixa
ES;ITAGUAÇU;municipio;;38.0;;24.0;;;;;baixa
ES;ITARANA;municipio;;;;;;;;;baixa
ES;SANTA LEOPOLDINA;municipio;;34.0;;17.0;;;;;baixa
ES;SANTA TERESA;municipio;14.0;95.0;13.0;47.0;;10.0;;;baixa
ES;VERTENTE ORIENTAL DO CAPARAO;municipio;96.0;370.0;90.0;223.0;166.0;209.0;;11.0;baixa
ES;CASTELO;municipio;;33.0;;12.0;19.0;20.0;;;baixa
ES;CONCEIÇÃO DO CASTELO;municipio;11.0;64.0;11.0;37.0;;;;;baixa
ES;IBATIBA;municipio;12.0;44.0;12.0;26.0;62.0;71.0;;;baixa
ES;IUNA;municipio;27.0;92.0;24.0;58.0;14.0;20.0;;;baixa
ES;MUNIZ FREIRE;municipio;40.0;137.0;37.0;90.0;66.0;92.0;;;baixa
ES;CACHOEIRO DE ITAPEMIRIM;municipio;139.0;25.0;69.0;109.0;158.0;;;;baixa
ES;ALEGRE;municipio;;46.0;7.0;21.0;17.0;25.0;;;baixa
ES;APIACA;municipio;;43.0;;16.0;;;;;baixa
ES;ATILIO VIVACQUA;municipio;;;;;;;;;baixa
ES;BOM JESUS;municipio;;;;;;;;;baixa
ES;CACHOEIRO DE ITAPEMIRIM;municipio;;13.0;;;;;;;baixa
ES;DIVINO DE SÃO LOURENÇO;municipio;;15.0;;15.0;;;;;baixa
ES;GUAÇUI;municipio;;;2.0;;;;;;baixa
ES;JERONIMO MONTEIRO;municipio;4.0;;22.0;40.0;;;;;baixa
ES;MIMOSO DO SUL;municipio;;;17.0;29.0;;;;;baixa
ES;MUQUI;municipio;;;;;;;;;baixa
ES;SÃO JOSE DO CALÇADO;municipio;;;25.0;30.0;;;;;baixa
ES;LITORAL SUL ESPIFUTO-SANTENSE;microrregiao;12.0;;;;;;;;baixa
ES;ANCHIETA;municipio;;;;;;;;;baixa
ES;GUARAPARI;municipio;;;;;;;;;baixa
ES;ICONHA;municipio;;;;;;;;;baixa
ES;ITAPEMIRIM;municipio;;;;;;;;;baixa
ES;PIUMA;municipio;;;;;;;;;baixa
ES;PRESIDENTE KENNEDY;municipio;;;;2.0;;;;;baixa
ES;RIO NOVO DO SUL;municipio;;;;;;;;;baixa
ES;VITORIA;mesorregiao;;;;;;;;;baixa
ES;VITORIA;microrregiao;;;;;;;;;baixa
ES;CARIACICA;municipio;;;;;;;;;baixa
MS;TOTAIS;total;697.0;13037.0;626.0;7308.0;300.0;602.0;18.0;;media
MS;ANASTACIO;municipio;;52.0;;32.0;;;;;media
MS;BANDEIRANTES;municipio;;;;;;;;;media
MS;ROCHEDO;municipio;;;;;;;;;media
MS;TERENOS;municipio;;21.0;;15.0;;;;;media
MS;PLANALTO MATOGROSSENSE;mesorregiao;249.0;3903.0;235.0;2458.0;118.0;199.0;18.0;;media
MS;DOURADOS;microrregiao;79.0;1498.0;77.0;1063.0;47.0;81.0;;;media
MS;ARAL MOREIRA;municipio;12.0;77.0;12.0;69.0;12.0;21.0;;;media
MS;CAARAPO;municipio;14.0;332.0;14.0;208.0;11.0;22.0;;;media
MS;DOURADOS;municipio;;57.0;;40.0;;;;;media
MS;FATIMA DO SUL;municipio;;14.0;;;;;;;media
MS;ITAPORÃ;municipio;;27.0;;15.0;;;;;media
MS;MARACAJU;municipio;;110.0;;70.0;;;;;media
MS;PONTA PORÂ;municipio;19.0;375.0;19.0;357.0;;14.0;;;media
MS;RIO BRILHANTE;municipio;15.0;276.0;13.0;117.0;;;;;media
MS;SIOROLANDIA;municipio;;230.0;;180.0;;;;;media
MS;IGUATEMI;microrregiao;170.0;2405.0;158.0;1395.0;71.0;118.0;16.0;;media
MS;AMAMBAI;municipio;12.0;180.0;12.0;135.0;;;;;media
MS;ANGELICA;municipio;17.0;147.0;16.0;106.0;11.0;17.0;;;media
MS;DEODAPOLI S;municipio;;29.0;;29.0;;;;;media
MS;ELDORADO;municipio;;55.0;;55.0;;;;;media
MS;GLORIA DE DOURADOS;municipio;13.0;76.0;13.0;52.0;14.0;22.0;;;media
MS;IGUATEMI;municipio;40.0;430.0;41.0;425.0;11.0;15.0;15.0;;media
MS;ITAQUIRAI;municipio;12.0;308.0;;69.0;;10.0;;;media
MS;IVINHEMA;municipio;22.0;334.0;21.0;133.0;11.0;20.0;;;media
MS;JATEI;municipio;;320.0;;77.0;;;;;media
MS;MUNDO NOVO;municipio;13.0;27.0;13.0;27.0;;10.0;;;media
MS;NAVIRAI;municipio;25.0;474.0;19.0;268.0;;10.0;;;media
MS;SETE QUEDAS;municipio;;;;;;;;;media
MS;TACURU;municipio;;25.0;;19.0;;;;;media
MS;PANTANAL;mesorregiao;65.0;872.0;63.0;9.0;42.0;1.0;;;media
MS;PANTANAIS;microrregiao;29.0;251.0;29.0;583.0;27.0;67.0;;;media
MS;AOUlDAUANA;municipio;;280.0;;20.0;;;;;media
MS;CORUMBA;municipio;14.0;630.0;14.0;268.0;11.0;44.0;;;media
MS;LAOARIO;municipio;;;;;;;;;media
MS;MIRANDA;municipio;12.0;306.0;12.0;264.0;15.0;22.0;;;media
MS;PORTO MURTINHO;municipio;;27.0;;27.0;;;;;media
MS;BODOQUENA;microrregiao;36.0;621.0;34.0;426.0;15.0;44.0;;;media
MS;ANTONIO JOÃO;municipio;;32.0;;27.0;;;;;media
MS;BONITO;municipio;11.0;137.0;11.0;74.0;;10.0;;;media
MS;CARACOL;municipio;;259.0;;186.0;;17.0;;;media
MS;GUIA LOPES DA LAGUNA;municipio;;40.0;;25.0;;;;;media
MS;JARDIM;municipio;;50.0;;29.0;;;;;media
MS;DE TOTAL DE TOTAL DE;total;;;;;;;;;media
MS;PLANALTO LESTE MATOGROSSENSE;microrregiao;373.0;7137.0;318.0;3766.0;134.0;;;;media
MS;ALTO TAOUARI;municipio;54.0;1199.0;51.0;749.0;25.0;;;;media
MS;se CAMAPUÃ;mesorregiao;359.0;;210.0;11.0;14.0;;;;media
MS;COXIM;mesorregiao;313.0;;221.0;;20.0;;;;media
MS;PEDRO GOMES;mesorregiao;41.0;;;;;;;;media
MS;RIO VERDE DE MATO GROSSO;mesorregiao;419.0;;277.0;;17.0;;;;media
MS;ss PARANAIBA;mesorregiao;3022.0;152.0;1512.0;51.0;;;;;media
MS;APARECIDA DO TABOADO;mesorregiao;304.0;;141.0;;;;;;media
MS;CASSILANDIA;mesorregiao;41.0;35.0;230.0;12.0;14.0;;;;media
MS;sa COSTA RICA;mesorregiao;13.0;13.0;261.0;;;;;;media
MS;INOCENCIA;mesorregiao;635.0;;295.0;10.0;20.0;;;;media
MS;TRES LAGOAS;municipio;61.0;1435.0;57.0;31.0;62.0;;;;media
MS;RIBAS DO RIO PARDO;mesorregiao;232.0;;192.0;15.0;20.0;;;;media
MS;NOVA ANDRADINA;municipio;78.0;1481.0;58.0;645.0;27.0;;;;media
PA;TOTAIS;total;462.0;4265.0;428.0;2462.0;229.0;548.0;30.0;62.0;media
PA;HILEIA PARAENSE;mesorregiao;131.0;1502.0;129.0;779.0;46.0;107.0;;;media
PA;MEDI O AMAZONAS PARAENSE;microrregiao;72.0;1057.0;72.0;508.0;20.0;56.0;;;media
PA;ALENQUER;municipio;10.0;54.0;10.0;54.0;;;;;media
PA;FARO;municipio;18.0;285.0;18.0;124.0;;;;;media
PA;JURUTI;municipio;;22.0;;;;;;;media
PA;OBlDOS;municipio;24.0;473.0;24.0;182.0;13.0;39.0;;;media
PA;ORIXIMINA;municipio;10.0;151.0;10.0;104.0;;13.0;;;media
PA;SANTAREM;municipio;;72.0;;35.0;;;;;media
PA;TAPA JOS;microrregiao;;21.0;;;;;;;media
PA;AVEIRO;municipio;;;;;;;;;media
PA;ITAITUBA;municipio;;18.0;;;;;;;media
PA;BAIXO AMAZONAS;microrregiao;;205.0;;112.0;;;;;media
PA;ALMEIRIM;municipio;;85.0;;48.0;;;;;media
PA;PRAINHA;municipio;;120.0;3.0;64.0;;;;;media
PA;XINGU;microrregiao;24.0;79.0;24.0;50.0;;22.0;;2.0;media
PA;ALTAMIRA;municipio;24.0;79.0;24.0;50.0;;22.0;;;media
PA;SÃO FELIX DO XINGU;municipio;;;;;;;;;media
PA;ARAGUAIA PARAENSE;microrregiao;28.0;140.0;26.0;102.0;15.0;20.0;;;media
PA;CONCEIÇÃO DO ARAGUAIA;municipio;18.0;67.0;15.0;43.0;;10.0;;;media
PA;REDENÇÃO;municipio;;18.0;;5.0;;;;;media
PA;RIO MARIA;municipio;;51.0;;51.0;;;;;media
PA;XINGUARA;municipio;;;3.0;;;;;;media
PA;LESTE PARAENSE;mesorregiao;329.0;2745.0;297.0;1675.0;182.0;440.0;28.0;59.0;media
PA;FUROS;microrregiao;13.0;35.0;13.0;25.0;;;;12.0;media
PA;AFUA;municipio;;;;;;;;;media
PA;CURRALINHO;municipio;;;;;;;;;media
PA;GURUPA;municipio;;16.0;7.0;13.0;;;;12.0;media
PA;PORTEL;municipio;;15.0;;;2.0;;;;media
PA;CAMPOS DE MARAJO;microrregiao;177.0;1884.0;151.0;1127.0;66.0;274.0;;;media
PA;CACHOEIRA DO ARAR(;municipio;19.0;105.0;20.0;105.0;13.0;44.0;;;media
PA;CHAVES;municipio;44.0;274.0;31.0;274.0;;28.0;;;media
PA;MUANA;municipio;37.0;298.0;23.0;165.0;13.0;58.0;;;media
PA;PONTA OE PEDRAS;municipio;;16.0;4.0;16.0;;;;;media
PA;SALVATERRA;municipio;;183.0;10.0;74.0;;61.0;;;media
PA;SANTA CRUZ DO ARAR(;municipio;58.0;859.0;57.0;419.0;23.0;76.0;;;media
PA;SOURE;municipio;6.0;149.0;;74.0;;;;;media
PA;BAIXO TOCANTINS;microrregiao;;29.0;;;;;;;media
PA;ABAETETUBA;municipio;;;;;;;;;media
PA;BAIÃO;municipio;;29.0;;;;;;;media
PA;BARCARENA;municipio;;;;;;;;;media
PA;CAMETA;municipio;;;;;;;;;media
PA;MARABA;microrregiao;;32.0;;32.0;274.0;13.0;22.0;17.0;media
PA;ITUPIRANGA;municipio;46.0;13.0;13.0;;;;;;media
PA;JACUNDA;municipio;47.0;100.0;73.0;;;;;;media
PA;MARABA;municipio;48.0;17.0;374.0;17.0;174.0;;;;media
PA;SÃO JOÃO DO ARAGUAIA;municipio;49.0;14.0;14.0;14.0;21.0;;;;media
PA;TUCURUI;municipio;50.0;;;;;;;;media
PA;TOME-AÇU;microrregiao;;25.0;;25.0;94.0;20.0;36.0;;media
PA;ACARA;municipio;52.0;;;;;;;;media
PA;TOME-AÇU;municipio;53.0;25.0;94.0;25.0;94.0;20.0;36.0;10.0;media
PA;GUAJARINA;microrregiao;;55.0;;53.0;98.0;59.0;77.0;;media
PA;CAPITÃO POÇO;municipio;55.0;14.0;;;;;;;media
PA;IRITUIA;municipio;56.0;;;;;;;;media
PA;OUREM;municipio;57.0;33.0;25.0;;;;;;media
PA;PARAGOMI NAS;municipio;58.0;24.0;45.0;23.0;37.0;30.0;42.0;;media
PA;RONOON DO PARA;municipio;59.0;12.0;23.0;12.0;23.0;;;;media
PA;SÃO DOMINGOS DO CAPIM;municipio;60.0;;;;;;;;media
PA;SALGADO;microrregiao;;;;;;;;;media
PA;MARACANÃ;municipio;62.0;;;;;;;;media
PA;MARAPANIM;municipio;63.0;;;;;;;;media
PA;PRIMAVERA;municipio;64.0;;;;;;;;media
PA;SÃO CAETANO DE ODIVELAS;municipio;65.0;;;;;;;;media
PA;BRAGANTINA;microrregiao;;19.0;;17.0;44.0;21.0;27.0;;media
PA;AUGUSTO CORREA;municipio;67.0;;;;;;;;media
PA;BONITO;municipio;68.0;;;;;;;;media
PA;BRAGANÇA;municipio;69.0;18.0;11.0;;;;;;media
PA;CAPANEMA;municipio;70.0;;;;;;;;media
PA;CASTANHAL;municipio;71.0;;;;;;;;media
PA;IGARAPE-AÇU;municipio;72.0;;;;;;;;media
PA;INHANGAPI;municipio;73.0;12.0;;;;;;;media
PA;NOVA TIMBOTEUA;municipio;74.0;;;;;;;;media
PA;PEIXE-BOI;municipio;75.0;19.0;;;;;;;media
PA;SANTA ISABEL DO PARA;municipio;76.0;;;;;;;;media
PA;SANTA MARIA DO PARA;municipio;77.0;;;;;;;;media
PA;SÃO FRANCISCO DO PARA;municipio;78.0;;;;;;;;media
PA;SÃO MIGUEL DO GUAMA;municipio;79.0;10.0;;;;;;;media
PA;ANANINOEUA;municipio;82.0;;;;;;;;media
PA;BENEVIDES;municipio;84.0;18.0;;;;;;;media
PB;TOTAIS;total;3247.0;10933.0;2582.0;4958.0;735.0;890.0;1593.0;1834.0;baixa
PB;SERTÃO PARAIBANO;mesorregiao;2112.0;7923.0;1771.0;3445.0;319.0;403.0;1310.0;1524.0;baixa
PB;CATOLE;microrregiao;211.0;919.0;195.0;403.0;28.0;37.0;;86.0;baixa
PB;BOM SUCESSO;municipio;22.0;63.0;20.0;28.0;;;;;baixa
PB;BREJO DO CRUZ;municipio;79.0;510.0;73.0;192.0;11.0;18.0;;36.0;baixa
PB;BREJO DOS SANTOS;municipio;12.0;27.0;;13.0;;;;;baixa
PB;CATOLE DO ROCHA;municipio;;41.0;;17.0;;;;;baixa
PB;JERICO;municipio;44.0;159.0;40.0;61.0;;;;;baixa
PB;SÃO BENTO;municipio;13.0;53.0;13.0;28.0;;;;;baixa
PB;SERIDO PARAIBANO;microrregiao;49.0;123.0;45.0;73.0;;10.0;;38.0;baixa
PB;FREI MARTINHO;municipio;;14.0;;;;;;;baixa
PB;JUAZEIRINHO;municipio;10.0;21.0;;13.0;;;;11.0;baixa
PB;NOVA PALMEIRA;municipio;;17.0;;10.0;;;;;baixa
PB;PEDRA LAVRADA;municipio;17.0;44.0;17.0;26.0;4.0;;;;baixa
PB;PICUI;municipio;;19.0;;;;;;;baixa
PB;SER IDO;municipio;;;;;;;;;baixa
PB;CURIMATAU;microrregiao;71.0;243.0;61.0;119.0;16.0;22.0;;103.0;baixa
PB;ARARUNA;municipio;40.0;137.0;33.0;67.0;;11.0;;70.0;baixa
PB;BARRA DE SANTA ROSA;municipio;;12.0;;;;;;10.0;baixa
PB;CAC IMBA DE DENTRO;municipio;;11.0;;;;;;;baixa
PB;CU ITE;municipio;;17.0;;;;;;;baixa
PB;DONA INES;municipio;;20.0;;;;;;;baixa
PB;NOVA FLORESTA;municipio;;;;;;;;;baixa
PB;TACIMA;municipio;;45.0;;19.0;;;;;baixa
PB;SERTÃO DE CAJAZEIRAS;microrregiao;68.0;304.0;60.0;123.0;25.0;33.0;;45.0;baixa
PB;ANTENOR NAVARRO;municipio;12.0;100.0;10.0;36.0;;12.0;;;baixa
PB;CAJAZEIRAS;municipio;;2.0;;;;;;;baixa
PB;CARRAPATEIRA;municipio;;;;;;;;;baixa
PB;CURRAL VELHO;municipio;;10.0;;;;;;;baixa
PB;IBIARA;municipio;;;;;;;;;baixa
PB;SÃO JOSE DE PIRANHAS;municipio;;21.0;;;;;;;baixa
PB;UIRAUNA;municipio;48.0;171.0;44.0;73.0;;;;31.0;baixa
PB;DEPRESSÃO DO ALTO PIRANHAS;microrregiao;1348.0;5021.0;1108.0;2051.0;171.0;220.0;;1024.0;baixa
PB;CACIMBA DE AREIA;municipio;;12.0;;;;;;;baixa
PB;CATINGUEIRA;municipio;88.0;341.0;75.0;133.0;;;;65.0;baixa
PB;CONDADO;municipio;;;;;;;;;baixa
PB;COREMAS;municipio;;23.0;;10.0;;;;;baixa
PB;DESTERRO DE MALTA;municipio;19.0;53.0;16.0;21.0;;;;18.0;baixa
PB;IT APORANGA;municipio;;17.0;;;;;;11.0;baixa
PB;JUNCO DO SERIDO;municipio;;31.0;;14.0;;;;;baixa
PB;LAGOA;municipio;83.0;214.0;58.0;74.0;14.0;14.0;;22.0;baixa
PB;LASTRO;municipio;;;;;;;;;baixa
PB;MALTA;municipio;;28.0;;12.0;;;;;baixa
PB;OLHO D' AGUA;municipio;2.0;32.0;;13.0;;;;;baixa
PB;PASSAGEM;municipio;10.0;21.0;10.0;16.0;;;;16.0;baixa
PB;PATOS;municipio;64.0;210.0;57.0;93.0;;;;58.0;baixa
PB;PAULISTA;municipio;217.0;800.0;147.0;259.0;19.0;24.0;;130.0;baixa
PB;PIANCO;municipio;2.0;;;;;;;;baixa
PB;POMBAL;municipio;1232.0;;302.0;550.0;39.0;46.0;288.0;;baixa
PB;QUIXABA;municipio;13.0;;;;;;;;baixa
PB;SALGADI NHO;municipio;38.0;;12.0;17.0;;;21.0;;baixa
PB;SANTA LUZIA;municipio;92.0;;17.0;31.0;;;18.0;;baixa
PB;SANTANA DOS GARROTES;municipio;256.0;;53.0;107.0;;;28.0;;baixa
PB;SANTA TERESINHA;municipio;202.0;;50.0;72.0;;10.0;31.0;;baixa
PB;SÃO JOSE DE ESPINHARAS;municipio;484.0;;78.0;221.0;;20.0;36.0;;baixa
PB;SÃO JOSE DO BONFIM;municipio;82.0;;24.0;39.0;;;18.0;;baixa
PB;SÃO JOSE DO SABUGI;municipio;187.0;;50.0;80.0;;;39.0;;baixa
PB;SÃO MAMEDE;municipio;345.0;;59.0;126.0;15.0;20.0;75.0;;baixa
PB;SOUSA;municipio;185.0;;32.0;81.0;16.0;22.0;;;baixa
PB;VARZEA;municipio;108.0;;30.0;57.0;;10.0;20.0;;baixa
PB;CARIRIS VELHOS;microrregiao;232.0;;275.0;641.0;67.0;78.0;180.0;;baixa
PB;AROEIRAS;municipio;63.0;;18.0;39.0;;;;;baixa
PB;BARRA DE SÃO MIGUEL;municipio;44.0;;12.0;22.0;;;16.0;;baixa
PB;BOQUEIRÃO;municipio;342.0;;54.0;165.0;;;42.0;;baixa
PB;CABACEIRAS;municipio;16.0;;;;;;;;baixa
PB;CAMALAU;municipio;;;;;;;;;baixa
PB;GURJÃO;municipio;54.0;;13.0;28.0;;;;;baixa
PB;MONTEIRO;municipio;46.0;;;15.0;;;;;baixa
PB;NATUBA;municipio;16.0;;;;;;;;baixa
PB;OLIVEDOS;municipio;15.0;;;;;;;;baixa
PB;OURO VELHO;municipio;52.0;;;29.0;;;;;baixa
PB;SÃO JOÃO DO CARIRI;municipio;143.0;;35.0;80.0;16.0;17.0;10.0;;baixa
PB;SÃO JOÃO DO TIGRE;municipio;;;;;;;;;baixa
PB;SÃO JOSE DOS CORDEIROS;municipio;139.0;;34.0;63.0;;;29.0;;baixa
PB;SÃO SEBASTIÃO DO UMBUZEIRO;municipio;48.0;;10.0;39.0;;11.0;;;baixa
