_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;confianca
AL;ARAPIRACA;microrregiao;40856.0;333294.0;303848.0;29445.0;9346.0;1890.0;18208.0;baixa
AL;ANADIA;municipio;815.0;20485.0;16933.0;3552.0;1790.0;;1756.0;baixa
AL;ARAPIRACA;municipio;4432.0;24598.0;21377.0;3220.0;880.0;194.0;2146.0;baixa
AL;COITE DO NOIA;municipio;1656.0;7133.0;5816.0;1316.0;;;;baixa
AL;CRAIBAS;municipio;2114.0;19810.0;18656.0;1153.0;337.0;26.0;789.0;baixa
AL;FEIRA GRANDE;municipio;3705.0;15907.0;13553.0;2354.0;788.0;175.0;1390.0;baixa
AL;GIRAU DO PONCIANO;municipio;5279.0;54972.0;51421.0;3550.0;260.0;76.0;3213.0;baixa
AL;JUNQUEIRO;municipio;2954.0;22027.0;19803.0;2224.0;420.0;14.0;1788.0;baixa
AL;TOTAL OCUPADAS;total;;;;;;;;baixa
AL;LAGOA DA CANOA;microrregiao;4666.0;;3902.0;763.0;139.0;10.0;614.0;baixa
AL;LIMOEIRO OE ANADIA A;microrregiao;28436.0;;24972.0;3464.0;1043.0;15.0;2405.0;baixa
AL;OLHO O' AGUA GRANDE;microrregiao;15966.0;;15305.0;661.0;99.0;;557.0;baixa
AL;SÃO BRAS;microrregiao;14391.0;;13613.0;777.0;509.0;192.0;74.0;baixa
AL;SÃO SEBASTIÃO;microrregiao;25134.0;;23261.0;1873.0;1122.0;;749.0;baixa
AL;TAQUARANA;microrregiao;13829.0;;12248.0;1580.0;669.0;11.0;899.0;baixa
AL;TRAIPU;microrregiao;48716.0;;46399.0;2316.0;532.0;1069.0;714.0;baixa
AL;PENEDO;microrregiao;849660.0;;79325.0;5641.0;1980.0;1104.0;2556.0;baixa
AL;FELIZ DESERTO;microrregiao;5318.0;;5318.0;;;;;baixa
AL;IGRE JA NOVA;microrregiao;29701.0;;28051.0;1649.0;260.0;128.0;1260.0;baixa
AL;PENEDO;microrregiao;20633.0;;18770.0;1863.0;980.0;360.0;522.0;baixa
AL;PIAÇABUÇU;microrregiao;10765.0;;9976.0;789.0;362.0;417.0;;baixa
AL;PORTO REAL DO COLEGIO;microrregiao;18548.0;;17208.0;1339.0;376.0;198.0;763.0;baixa
AL;MATA ALAGOANA;mesorregiao;861802.0;;716429.0;145373.0;117938.0;11164.0;16269.0;baixa
AL;MATA ALAGOANA;microrregiao;471352.0;;394418.0;76934.0;65618.0;549.0;10765.0;baixa
AL;ATALAIA;microrregiao;50315.0;;40240.0;10075.0;9846.0;;228.0;baixa
AL;BRANQUINHA;microrregiao;18946.0;;18299.0;647.0;634.0;;13.0;baixa
AL;CAJUEIRO;microrregiao;8068.0;;4050.0;4017.0;4017.0;;;baixa
AL;CAPELA;microrregiao;25045.0;;19112.0;5933.0;5743.0;;187.0;baixa
AL;CHÃ PRETA;microrregiao;17682.0;;14118.0;3564.0;2105.0;12.0;1445.0;baixa
AL;COLONIA LEOPOLDINA;microrregiao;17708.0;;13535.0;172.0;1648.0;52.0;2472.0;baixa
AL;FLEXEIRAS;microrregiao;26599.0;;22634.0;3964.0;2742.0;;1222.0;baixa
AL;IBATEGUARA;microrregiao;21652.0;;20433.0;1218.0;288.0;;930.0;baixa
AL;.JACUIPE;microrregiao;17408.0;;14249.0;3158.0;2762.0;180.0;215.0;baixa
AL;.JOAOU IM GOMES;microrregiao;35272.0;;31274.0;3998.0;3513.0;126.0;358.0;baixa
AL;.JUNDIA;microrregiao;9890.0;;4472.0;5418.0;5410.0;;;baixa
AL;MESSIAS;microrregiao;13820.0;;13156.0;664.0;664.0;;;baixa
AL;MURICI;microrregiao;42635.0;;36900.0;5735.0;5652.0;;82.0;baixa
AL;NOVO LINO;microrregiao;20955.0;;12724.0;8230.0;7488.0;;742.0;baixa
AL;PINDOBA;microrregiao;11943.0;;11069.0;874.0;514.0;;359.0;baixa
AL;SANTANA DO MUNOAU;microrregiao;21896.0;;18285.0;3611.0;3334.0;;274.0;baixa
AL;SÃO .JOSE DA LA JE;microrregiao;304.0;22615.0;978.0;816.0;2.0;159.0;;baixa
AL;UNIÃO DOS PALMARES;microrregiao;55269.0;;49688.0;5581.0;3687.0;123.0;1769.0;baixa
AL;VIÇOSA;microrregiao;1801.0;32646.0;27556.0;5089.0;40.0;301.0;;baixa
AL;LITORAL NORTE ÁLAGOANO;microrregiao;185126.0;;144428.0;40698.0;28969.0;10401.0;1327.0;baixa
AL;BARRA DE SANTO ANTONIO;microrregiao;11205.0;;8684.0;2521.0;11180.0;641.0;;baixa
AL;.JAPARATINGA;microrregiao;8011.0;;6701.0;1310.0;1238.0;;63.0;baixa
AL;MARAGOGI;microrregiao;24177.0;;21933.0;2244.0;1732.0;255.0;256.0;baixa
AL;MATRIZ DE CAMARAGI BE;microrregiao;24208.0;;16564.0;7644.0;4007.0;3468.0;169.0;baixa
AL;PASSO DE CAMARAGIBE;microrregiao;22670.0;;20956.0;1714.0;1529.0;100.0;84.0;baixa
AL;PORTO CALVO;microrregiao;36398.0;;26733.0;9664.0;9044.0;364.0;256.0;baixa
AL;PORTO DE PEDRAS;microrregiao;20335.0;;15259.0;5075.0;4730.0;55.0;290.0;baixa
AL;SÃO MIGUEt DOS MILAGRES;microrregiao;6160.0;;5411.0;748.0;;748.0;;baixa
AL;TABULEIROS DE S MIGUEL DOS CAMPOS;microrregiao;205323.0;;177582.0;27741.0;23350.0;214.0;4176.0;baixa
AL;BARRA DE SÃO MIGUEL;microrregiao;4708.0;;2961.0;1746.0;1746.0;;;baixa
AL;BOCA DA MATA;microrregiao;414.0;21521.0;20113.0;1379.0;19.0;;;baixa
AL;CAMPO ALEGRE;microrregiao;23572.0;;22517.0;1054.0;991.0;;62.0;baixa
AL;CORURIPE;microrregiao;83505.0;;71905.0;11600.0;8242.0;13.0;3344.0;baixa
AL;ROTEIRO;microrregiao;13209.0;;12987.0;222.0;220.0;;;baixa
AL;SÃO MIGUEL DOS CAMPOS;microrregiao;58806.0;;47097.0;11708.0;10769.0;181.0;758.0;baixa
AM;TOTAIS;total;116302.0;5859512.0;1878575.0;283955.0;;;;alta
AM;HILEIA AMAZONENSE;mesorregiao;75663.0;3820308.0;1684578.0;275611.0;;;;alta
AM;ALTO SOL.lMÕES;microrregiao;12818.0;100053.0;62880.0;1428.0;;;;alta
AM;AMATURA;municipio;839.0;3702.0;1630.0;;;;;alta
AM;ATALAIA DO NORTE;municipio;813.0;10559.0;440.0;9118.0;;;;alta
AM;BENJAMIN CONSTANT;municipio;902.0;9447.0;1392.0;;;;;alta
AM;FONTE BOA;municipio;1881.0;15919.0;7641.0;;;;;alta
AM;JUTA(;municipio;2133.0;24498.0;18792.0;17.0;;;;alta
AM;SANTO ANTONIO DO IÇA;municipio;1722.0;10107.0;3364.0;6740.0;;;;alta
AM;SÃO PAULO OE DL I VENÇA;municipio;2407.0;11041.0;9047.0;1409.0;;;;alta
AM;TABATINGA;municipio;997.0;6427.0;4756.0;;;;;alta
AM;TONANTINS;municipio;1124.0;8348.0;3758.0;;;;;alta
AM;JURUA;microrregiao;12862.0;103065.0;51436.0;23190.0;;;;alta
AM;CARAUARI;municipio;1695.0;8667.0;5597.0;3870.0;;;;alta
AM;EIRUNEPE;municipio;1623.0;23583.0;2704.0;2027.0;;;;alta
AM;ENVIRA;municipio;2792.0;13220.0;6434.0;5860.0;;;;alta
AM;IPIXUNA;municipio;4591.0;13049.0;7786.0;7344.0;;;;alta
AM;ITAMARATI;municipio;1309.0;40043.0;24695.0;3752.0;;;;alta
AM;.JURUA;municipio;852.0;4502.0;4217.0;335.0;;;;alta
AM;PURUS;microrregiao;14705.0;1281129.0;865859.0;147439.0;;;;alta
AM;BOCA DO ACRE;municipio;3005.0;617297.0;345925.0;35570.0;;;;alta
AM;CANUTAMA;municipio;2175.0;34714.0;22712.0;8857.0;;;;alta
AM;LABREA;municipio;4982.0;193575.0;129212.0;12216.0;;;;alta
AM;PAUINI;municipio;1277.0;170383.0;12322.0;300.0;;;;alta
AM;TAPAUA;municipio;3266.0;265159.0;209947.0;90495.0;;;;alta
AM;MADEIRA;microrregiao;12849.0;901480.0;93382.0;63342.0;;;;alta
AM;BORBA;municipio;2971.0;246694.0;4802.0;67.0;;;;alta
AM;HUMAITA;municipio;2588.0;188833.0;47049.0;37799.0;;;;alta
AM;MANICORE;municipio;4554.0;160511.0;38740.0;25476.0;;;;alta
AM;NOVO AR I PUANÃ;municipio;2736.0;305441.0;2790.0;;;;;alta
AM;RIO NEGRO;microrregiao;6519.0;99485.0;46080.0;4225.0;;;;alta
AM;BARCELOS;municipio;1852.0;32872.0;29633.0;4225.0;;;;alta
AM;NOVO AIRÃO;municipio;455.0;46731.0;6770.0;;;;;alta
AM;SANTA ISABEL DO RIO NEGRO;municipio;714.0;2903.0;1057.0;;;;;alta
AM;SÃO GABRIEL DA CACHOEIRA;municipio;3498.0;16977.0;8619.0;;;;;alta
AM;SOLIMÕES-JAPURA;microrregiao;15910.0;1335092.0;564937.0;35986.0;;;;alta
AM;ALVARÃES;municipio;780.0;24164.0;13816.0;;;;;alta
AM;ANAMÃ;municipio;810.0;8086.0;741.0;94.0;;;;alta
AM;ANDAI;municipio;1124.0;23095.0;2328.0;31.0;;;;alta
AM;COARI;municipio;5273.0;279006.0;110182.0;1363.0;;;;alta
AM;CODAJAS;municipio;2549.0;414501.0;298240.0;34477.0;;;;alta
AM;.JAPURA;municipio;484.0;9016.0;4559.0;20.0;;;;alta
AM;MARAÃ;municipio;2328.0;33151.0;27683.0;;;;;alta
AM;TEFE;municipio;1622.0;505782.0;73832.0;;;;;alta
AM;UARINI;municipio;940.0;38288.0;33552.0;;;;;alta
AM;MEDIO AMAZONAS;microrregiao;40639.0;;8344.0;3477.0;;;;alta
AM;AUTAZES;municipio;1963.0;;224.0;510.0;;;;alta
AM;BARREIRINHA;municipio;2042.0;;42.0;35.0;;;;alta
AM;BERURI;municipio;876.0;;;;;;;alta
AM;BOA VISTA DO RAMOS;municipio;877.0;;;;;;;alta
AM;CAAPIRANGA;municipio;501.0;;32.0;;;;;alta
AM;CAREIRO;municipio;3953.0;;841.0;111.0;;;;alta
AM;IRANDUBA;municipio;1872.0;;158.0;93.0;;;;alta
AM;ITACOATIARA;municipio;2758.0;;171.0;1148.0;;;;alta
AM;ITAPIRANGA;municipio;269.0;;;;;;;alta
AM;MANACAPURU;municipio;4393.0;;337.0;270.0;;;;alta
AM;MANAOUIRI;municipio;1302.0;;86.0;;;;;alta
AM;MAUES;municipio;3198.0;;;15.0;;;;alta
AM;NHAMUNDA;municipio;3031.0;;130.0;46.0;;;;alta
AM;NOVA OLINDA DO NORTE;municipio;2308.0;;;;;;;alta
AM;PARINTINS;municipio;344.0;;1018.0;388.0;;;;alta
AM;PRESIDENTE FIGUEIREDO;municipio;322.0;;;750.0;;;;alta
AM;RIO PRETO DA EVA;municipio;397.0;;2050.0;;;;;alta
AM;SÃO SEBASTIÃO DO UATUMÃ;municipio;752.0;;;;;;;alta
AM;SILVES;municipio;812.0;;31.0;;;;;alta
AM;URUCARA;municipio;976.0;;;;;;;alta
AM;URUCURITUBA;municipio;1383.0;;143.0;24.0;;;;alta
AP;TOTAIS;total;4816.0;1208021.0;772288.0;435732.0;141844.0;420.0;293468.0;alta
AP;AMAPA;mesorregiao;4816.0;1208021.0;772288.0;435732.0;141844.0;420.0;293468.0;alta
AP;MACAPA;microrregiao;3667.0;692397.0;370322.0;322074.0;141844.0;400.0;179829.0;alta
AP;MACAPA;municipio;2497.0;599928.0;336130.0;263798.0;141694.0;100.0;122003.0;alta
AP;MAZAGÃO;municipio;1170.0;92468.0;34192.0;58276.0;150.0;300.0;57826.0;alta
AP;AMAPA E OIAPOQUE;microrregiao;1149.0;515624.0;401966.0;113658.0;;20.0;113638.0;alta
AP;AMAPA;municipio;633.0;470307.0;390510.0;79796.0;;20.0;79776.0;alta
AP;CALÇOENE;municipio;217.0;39627.0;8008.0;31619.0;;;31619.0;alta
AP;OIAPOQUE;municipio;299.0;5689.0;3447.0;2242.0;;;2242.0;alta
ES;TOTAIS;total;69140.0;3895428.0;3706778.0;188649.0;36078.0;36978.0;115593.0;alta
ES;ESPIRITO-SANTENSE;mesorregiao;67541.0;3813259.0;3630955.0;182304.0;35163.0;35393.0;111746.0;alta
ES;ALTO SÃO MATEUS;microrregiao;2774.0;405647.0;392897.0;12749.0;6504.0;726.0;5518.0;alta
ES;ECOPORANGA;municipio;1740.0;203425.0;199323.0;4101.0;1157.0;707.0;2236.0;alta
ES;MONTANHA;municipio;563.0;101767.0;95709.0;6057.0;3909.0;;2138.0;alta
ES;MUCURICI;municipio;471.0;100454.0;97863.0;2590.0;1437.0;;143.0;alta
ES;COLATINA;microrregiao;16147.0;818154.0;793252.0;24901.0;4158.0;2473.0;18269.0;alta
ES;BAIXO GUANDU;municipio;1184.0;79657.0;77399.0;2257.0;207.0;769.0;1280.0;alta
ES;BARRA DE SÃO FRANCISCO;municipio;3251.0;127295.0;123926.0;3368.0;448.0;492.0;2426.0;alta
ES;BOA ESPERANÇA;municipio;456.0;31429.0;31028.0;400.0;;;390.0;alta
ES;COLATINA;municipio;3397.0;190665.0;184016.0;6646.0;1723.0;376.0;4548.0;alta
ES;MANTENOPOLIS;municipio;827.0;34483.0;32740.0;1743.0;32.0;442.0;1269.0;alta
ES;NOVA VENECIA;municipio;2622.0;160677.0;153913.0;6763.0;1558.0;86.0;5118.0;alta
ES;PANCAS;municipio;1507.0;79344.0;77958.0;1386.0;50.0;222.0;1113.0;alta
ES;SÃO GABRIEL DA PALHA;municipio;2344.0;87927.0;85875.0;2051.0;128.0;73.0;1850.0;alta
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;9467.0;1016841.0;985676.0;;3038.0;7596.0;20529.0;alta
ES;ARACRUZ;municipio;806.0;118898.0;113655.0;5243.0;759.0;186.0;4296.0;alta
ES;CONCEIÇÂO DA BARRA;municipio;356.0;56434.0;46847.0;9586.0;70.0;60.0;9455.0;alta
ES;FUNDÃO;municipio;386.0;18331.0;17828.0;503.0;24.0;66.0;413.0;alta
ES;JAGUARE;municipio;531.0;44527.0;43720.0;806.0;34.0;260.0;512.0;alta
ES;LINHARES;municipio;3158.0;319063.0;309492.0;9570.0;820.0;6865.0;885.0;alta
ES;PEDRO CANARIO;municipio;213.0;56560.0;54984.0;1575.0;50.0;;1525.0;alta
ES;PINHEIROS;municipio;703.0;84851.0;84037.0;813.0;283.0;50.0;480.0;alta
ES;RIO BANANAL;municipio;1154.0;55052.0;54631.0;420.0;243.0;17.0;160.0;alta
ES;SÃO MATEUS;municipio;2160.0;263121.0;260477.0;2644.0;753.0;91.0;1800.0;alta
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;18211.0;641351.0;590703.0;50647.0;2276.0;10482.0;37889.0;alta
ES;AFONSO CLAUDIO;municipio;4319.0;155125.0;144475.0;10649.0;772.0;785.0;9091.0;alta
ES;ALFREDO CHAVES;municipio;1372.0;55194.0;51869.0;3324.0;226.0;681.0;2416.0;alta
ES;DOMINGOS MARTINS;municipio;3690.0;116766.0;99474.0;17292.0;700.0;6165.0;10425.0;alta
ES;IBIRAÇU;municipio;715.0;37468.0;37328.0;139.0;3.0;;136.0;alta
ES;ITAGUAÇU;municipio;942.0;45539.0;43425.0;2113.0;231.0;288.0;1593.0;alta
ES;ITARANA;municipio;914.0;28306.0;26958.0;1347.0;68.0;86.0;1193.0;alta
ES;SANTA LEOPOLDINA;municipio;4203.0;119644.0;106136.0;13508.0;178.0;2152.0;11177.0;alta
ES;SANTA TERESA;municipio;2056.0;83306.0;81033.0;2272.0;95.0;322.0;1854.0;alta
ES;VERTENTE ORIENTAL DO CAPARAO;microrregiao;6434.0;232019.0;223871.0;8147.0;846.0;197.0;5103.0;alta
ES;CASTELO;municipio;1557.0;56295.0;53768.0;2527.0;293.0;867.0;1367.0;alta
ES;CONCEIÇÃO DO CASTELO;municipio;1189.0;47671.0;47283.0;388.0;23.0;286.0;78.0;alta
ES;IBATIBA;municipio;709.0;18491.0;17830.0;661.0;50.0;35.0;575.0;alta
ES;MUNIZ FREIRE;municipio;1405.0;58951.0;56965.0;1986.0;445.0;106.0;1434.0;alta
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;8987.0;473567.0;439517.0;34049.0;12167.0;8445.0;13437.0;alta
ES;ALEGRE;municipio;1899.0;956.0;81408.0;7548.0;1779.0;1385.0;4384.0;alta
ES;APIACA;municipio;326.0;18797.0;18156.0;641.0;420.0;123.0;97.0;alta
ES;ATILIO VIVACQUA;municipio;458.0;19801.0;19054.0;747.0;440.0;63.0;243.0;alta
ES;ANCHIETA;municipio;603.0;32452.0;29235.0;3216.0;314.0;331.0;;alta
ES;GUARAPARI;municipio;918.0;38404.0;34893.0;3511.0;1162.0;66.0;;alta
ES;ICONHA;municipio;700.0;17827.0;16467.0;1360.0;15.0;860.0;;alta
ES;ITAPEMIRIM;municipio;1723.0;56409.0;49108.0;7300.0;3031.0;643.0;;alta
ES;PIUMA;municipio;124.0;6233.0;6155.0;78.0;15.0;53.0;;alta
ES;PRESIDENTE KENNEDY;municipio;668.0;55522.0;52234.0;3287.0;1461.0;311.0;;alta
ES;RIO NOVO DO SUL;municipio;785.0;18829.0;16940.0;1889.0;171.0;1205.0;;alta
ES;VITORIA;mesorregiao;1599.0;82168.0;75823.0;6345.0;914.0;1584.0;;alta
ES;VITORIA;microrregiao;1599.0;82168.0;75823.0;6345.0;914.0;1584.0;;alta
ES;CARIACICA;municipio;597.0;11954.0;10159.0;1794.0;27.0;537.0;;alta
ES;SERRA;municipio;209.0;34016.0;33316.0;700.0;642.0;17.0;;alta
ES;VIANA;municipio;639.0;25869.0;22241.0;3628.0;242.0;926.0;;alta
ES;VILA VELHA;municipio;137.0;9912.0;9818.0;94.0;92.0;;;alta
ES;VITORIA;municipio;17.0;415.0;286.0;128.0;;101.0;;alta
GO;TOTAIS;total;131365.0;29864106.0;27839256.0;1029525.0;183170.0;812153.0;;media
GO;NORDESTE GOIANO;mesorregiao;10842.0;5033303.0;4915931.0;;12769.0;53588.0;;media
GO;SÃO MIGUEL DO ARAGUAIA;microrregiao;3448.0;2155398.0;2118804.0;;2836.0;12172.0;;media
GO;CAIXAS;municipio;1591.0;384141.0;379168.0;;918.0;1640.0;;media
GO;MOZARLANDIA;municipio;405.0;163240.0;159361.0;;984.0;449.0;;media
GO;MUNDO NOVO;municipio;188.0;194906.0;191746.0;;212.0;1432.0;;media
GO;NOVA CRIXAS;municipio;593.0;732266.0;716406.0;;574.0;3717.0;;media
GO;SÃO MIGUEL DO ARAGUAIA;municipio;671.0;680842.0;672120.0;;145.0;4931.0;;media
GO;RIO VERMELHO;microrregiao;4802.0;1883174.0;1846909.0;;7820.0;13343.0;;media
GO;ARUANÃ;municipio;327.0;376293.0;369169.0;;;5786.0;;media
GO;BRITANIA;municipio;89.0;78024.0;78024.0;;;;;media
GO;GOIAS;municipio;2398.0;475210.0;463055.0;;3327.0;2583.0;;media
GO;ITAPI RAPUÂ;municipio;708.0;234630.0;226513.0;;3641.0;1795.0;;media
GO;.JUSSARA;municipio;990.0;548995.0;544701.0;;292.0;1641.0;;media
GO;ARAGARÇAS;municipio;69.0;49662.0;49626.0;;;36.0;;media
GO;ARENOPOLI S;municipio;389.0;105364.0;98850.0;;199.0;2860.0;;media
GO;BALIZA;municipio;236.0;141719.0;134785.0;;;4752.0;;media
GO;BOM .JARDIM DE GOIAS;municipio;442.0;158447.0;155700.0;;124.0;1297.0;;media
GO;DIORAMA;municipio;255.0;71518.0;69685.0;;;423.0;;media
GO;MONTES CLAROS DE GOIAS;municipio;620.0;258388.0;252081.0;;1410.0;1130.0;;media
GO;NORTE GOIANO;mesorregiao;18871.0;4283988.0;4070252.0;;25328.0;138541.0;;media
GO;PORANGATU;microrregiao;14866.0;2863703.0;273481.0;;18169.0;62298.0;;media
GO;CAMPINAÇU;municipio;846.0;179071.0;176363.0;;1146.0;1537.0;;media
GO;CAMPINORTE;municipio;356.0;78496.0;76437.0;;986.0;723.0;;media
GO;ESTRELA DO NORTE;municipio;122.0;25426.0;24924.0;;44.0;111.0;;media
GO;FORMOSO;municipio;1209.0;276146.0;265863.0;;1342.0;6241.0;;media
GO;MARA ROSA;municipio;2935.0;378097.0;365149.0;;4917.0;3679.0;;media
GO;M(NAÇU;municipio;1142.0;171562.0;164083.0;;1795.0;4557.0;;media
GO;MUTUNOPOLIS;municipio;434.0;91706.0;88115.0;;179.0;2653.0;;media
GO;NIQUELANOIA;municipio;3577.0;646435.0;585595.0;;3873.0;33125.0;;media
GO;PORANGATU;municipio;1604.0;596855.0;582122.0;;776.0;3305.0;;media
GO;SANTA TE REZA DE GO IAS;municipio;188.0;76631.0;74871.0;;192.0;977.0;;media
GO;SANTA TEREZINHA DE GOIAS;municipio;1228.0;139029.0;134081.0;;1918.0;11454.0;;media
GO;URUAÇU;municipio;1225.0;204244.0;197203.0;;995.0;3931.0;;media
GO;CHAPADA DOS VEAOEIROS;microrregiao;4005.0;1420284.0;1335440.0;;7159.0;76242.0;;media
GO;ALTO PARAISO DE GOIAS;municipio;172.0;112735.0;96447.0;;3392.0;12894.0;;media
GO;CAMPOS BELOS;municipio;330.0;74721.0;69309.0;;1006.0;4199.0;;media
GO;CAVALCANTE;municipio;1731.0;581782.0;544371.0;;447.0;36621.0;;media
GO;MONTE ALEGRE OE GOIAS;municipio;572.0;186317.0;173271.0;;149.0;12809.0;;media
GO;NOVA ROMA;municipio;655.0;186274.0;183077.0;;614.0;2373.0;;media
GO;SÃO JOÃO D'ALIANCA;municipio;545.0;278454.0;268963.0;;1548.0;7343.0;;media
GO;CENTRO GOIANO;mesorregiao;40638.0;3794240.0;;119159.0;97841.0;;;media
GO;CERES;microrregiao;13382.0;1231148.0;;42571.0;25261.0;;;media
GO;BARRO ALTO;municipio;802.0;168841.0;;6593.0;600.0;;;media
