_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;confianca
BA;PAULO AFONSO;municipio;1757.0;381.0;403.0;;;baixa
BA;PEDRO ALEXANDRE;municipio;1356.0;402.0;330.0;;;baixa
BA;SANTA BRIGIDA;municipio;1460.0;241.0;314.0;;;baixa
BA;AGRESTE DE ALAGOINHAS;microrregiao;57757.0;23841.0;14267.0;;;baixa
BA;ACAJUTIBA;municipio;1964.0;1303.0;420.0;;;baixa
BA;ALAGOINHAS;municipio;3541.0;1710.0;29.0;;;baixa
BA;ANTAS;municipio;3267.0;1135.0;975.0;;;baixa
BA;APORA;municipio;2523.0;1414.0;740.0;;;baixa
BA;ARAMAR(;municipio;616.0;287.0;151.0;;;baixa
BA;CICERO DANTAS;municipio;5923.0;2047.0;1609.0;;;baixa
BA;CIPO;municipio;901.0;209.0;254.0;;;baixa
BA;CRISOPOLIS;municipio;3627.0;1757.0;1008.0;;;baixa
BA;INHAMBUPE;municipio;3604.0;1977.0;843.0;;;baixa
BA;ITAPICURU;mesorregiao;3768.0;1494.0;1040.0;;;baixa
BA;NOVA SOURE;municipio;3161.0;1155.0;653.0;;;baixa
BA;OLINDINA;municipio;2137.0;554.0;504.0;;;baixa
BA;PARIPIRANGA;municipio;7269.0;3142.0;1573.0;;;baixa
BA;RIBEIRA DO AMPARO;municipio;4664.0;1250.0;1020.0;;;baixa
BA;RIBEIRA DO POMBAL;municipio;6959.0;2668.0;1494.0;;;baixa
BA;RIO REAL;municipio;1622.0;703.0;408.0;;;baixa
BA;SATIRO DIAS;municipio;2211.0;1036.0;546.0;;;baixa
BA;LITORAL NORTE BAIANO;microrregiao;4850.0;2223.0;1242.0;;;media
BA;CARDEAL DA SILVA;municipio;131.0;58.0;28.0;;;media
BA;CONDE;municipio;1120.0;454.0;251.0;;;media
BA;ENTRE RIOS;municipio;1290.0;569.0;415.0;;;media
BA;ESPLANADA;municipio;476.0;844.0;351.0;;;media
BA;ITANAGRA;municipio;252.0;133.0;66.0;;;media
BA;JANDAIRA;municipio;581.0;165.0;131.0;;;media
BA;RECONCAVO BAIANO;microrregiao;34591.0;14928.0;9661.0;;;baixa
BA;AME LIA RODRIGUES;municipio;634.0;448.0;107.0;;;baixa
BA;ARATUIPE;municipio;704.0;66.0;146.0;;;baixa
BA;CACHOEIRA;municipio;2221.0;1176.0;519.0;;;baixa
BA;CONCEIÇÃO DA FEIRA;municipio;1231.0;662.0;382.0;;;baixa
BA;CONCEIÇÃO DO ALMEIDA;municipio;1759.0;943.0;427.0;;;baixa
BA;CONCEIÇÃO DO JACU IPE;municipio;655.0;369.0;183.0;;;baixa
BA;CRUZ DAS ALMAS;municipio;1716.0;634.0;531.0;;;baixa
BA;DOM MACEDO COSTA;municipio;591.0;221.0;239.0;;;baixa
BA;GOVERNADOR MANGABEIRA;municipio;2332.0;1014.0;676.0;;;baixa
BA;ITAPARICA;municipio;233.0;158.0;31.0;;;baixa
BA;JAGUAR IPE;municipio;1007.0;130.0;102.0;;;baixa
BA;MARAGOGIPE;municipio;3867.0;3846.0;1319.0;763.0;;baixa
BA;SAL VAOOR;microrregiao;10452.0;10115.0;5260.0;1715.0;;baixa
BA;CAMAÇARI;municipio;2723.0;1737.0;480.0;;;baixa
BA;CANDEIAS;municipio;958.0;502.0;244.0;;;baixa
BA;CATU;municipio;1021.0;310.0;322.0;;;baixa
BA;LAURO DE FREITAS;municipio;64.0;28.0;16.0;;;baixa
BA;MATA DE SÃO JOÃO;municipio;1917.0;1055.0;476.0;;;baixa
BA;POJUCA;municipio;502.0;165.0;198.0;;;baixa
BA;SÃO FRANCISCO DO CONDE;municipio;889.0;506.0;205.0;;;baixa
BA;SIMÕES FILHO;municipio;1500.0;693.0;440.0;;;baixa
BA;LITORAL SUL BAIANO;mesorregiao;80059.0;4634.0;9788.0;23708.0;;baixa
BA;TABULEIROS DE VALENÇA;microrregiao;20325.0;754.0;3147.0;;;baixa
BA;CAIRU;municipio;801.0;454.0;120.0;;;baixa
BA;CAMAMU;municipio;4495.0;378.0;758.0;;;baixa
BA;IBIRAPITANGA;municipio;895.0;;58.0;;;baixa
BA;ITUBERA;municipio;2580.0;86.0;414.0;;;baixa
BA;MARAU;municipio;1777.0;49.0;294.0;;;baixa
BA;NILO PEÇANHA;municipio;1083.0;31.0;68.0;;;baixa
BA;TAPEROA;municipio;887.0;179.0;202.0;;;baixa
BA;VALENÇA;municipio;6807.0;572.0;233.0;;;baixa
BA;ENCOSTA DO PLANALTO DE CONQUISTA;microrregiao;7909.0;759.0;718.0;;;baixa
BA;FIRMINO ALVES;municipio;205.0;33.0;35.0;;;baixa
BA;FLORESTA AZUL;municipio;962.0;133.0;241.0;;;baixa
BA;IBICUI;municipio;732.0;145.0;153.0;;;baixa
BA;IGUAI;municipio;1611.0;49.0;269.0;;;baixa
BA;ITAGIBA;municipio;1711.0;208.0;504.0;;;baixa
BA;ITAGIMIRIM;municipio;122.0;;10.0;;;baixa
BA;ITAJU DO COLONIA;municipio;94.0;;;;;baixa
BA;ITAPEBI;municipio;245.0;;19.0;;;baixa
BA;ITORORO;municipio;898.0;44.0;178.0;;;baixa
BA;PAU BRASIL;municipio;991.0;8.0;190.0;;;baixa
BA;POTIRAGUA;municipio;87.0;;;;;baixa
BA;SANTA CRUZ DA VITORIA;municipio;251.0;20.0;108.0;;;baixa
BA;CACAUEIRA;microrregiao;32702.0;1088.0;3319.0;;;baixa
BA;ALMADINA;municipio;178.0;;;;;baixa
BA;AURELINO LEAL;municipio;636.0;;39.0;;;baixa
BA;BARRA DO ROCHA;municipio;286.0;;;;;baixa
BA;BARRO PRETO;municipio;255.0;;27.0;;;baixa
BA;CE E MENOS;mesorregiao;;;14.0;;;baixa
BA;INTERIORANA EXTREMO SUL DA BAHIA;municipio;6829.0;;;716.0;2060.0;baixa
BA;LITORANEA DO EXTREMO SUL DA BAHIA;municipio;7393.0;;;888.0;2286.0;baixa
MG;TOTAIS;total;551488.0;504474.0;38013.0;63297.0;185376.0;media
MG;NORDESTE MINEIRO;microrregiao;45492.0;42455.0;1270.0;110.0;15825.0;media
MG;SANFRANCISCANA DE JANUARIA;microrregiao;14040.0;13473.0;306.0;1406.0;823.0;media
MG;ITACARAMBI;municipio;1625.0;1577.0;95.0;472.0;737.0;media
MG;JANUARIA;municipio;3849.0;3721.0;72.0;275.0;1775.0;media
MG;MANGA;municipio;3153.0;2925.0;51.0;317.0;1139.0;media
MG;MONTALVANIA;municipio;759.0;692.0;47.0;140.0;264.0;media
MG;SÃO FRANCISCO;municipio;4650.0;4558.0;41.0;202.0;1908.0;media
MG;SERRA GERAL DE MINAS;microrregiao;10927.0;14644.0;271.0;1539.0;6057.0;media
MG;ESPINOSA;municipio;3858.0;3616.0;49.0;422.0;781.0;media
MG;MATO VERDE;municipio;1370.0;1351.0;18.0;63.0;360.0;media
MG;MONTE AZUL;municipio;3006.0;2936.0;81.0;258.0;7.0;media
MG;PORTEIRINHA;municipio;5631.0;5503.0;86.0;597.0;2258.0;media
MG;RIACHO DOS MACHADOS;municipio;1258.0;1238.0;37.0;199.0;651.0;media
MG;CHAPADÕES DO PARACATU;microrregiao;14657.0;12728.0;549.0;1022.0;3432.0;media
MG;ARINOS;municipio;936.0;817.0;28.0;35.0;222.0;media
MG;BONFINOPOLIS DE MINAS;municipio;1275.0;1133.0;77.0;102.0;305.0;media
MG;BURITIS;municipio;841.0;725.0;10.0;44.0;158.0;media
MG;FORMOSO;municipio;414.0;384.0;12.0;31.0;143.0;media
MG;GUARDA-MOR;municipio;470.0;412.0;20.0;30.0;74.0;media
MG;JOÃO PINHEIRO;municipio;2286.0;1720.0;69.0;168.0;550.0;media
MG;LAGAMAR;municipio;706.0;637.0;39.0;62.0;176.0;media
MG;PARACATU;municipio;1511.0;1386.0;41.0;73.0;315.0;media
MG;PRESIDENTE OLEGARIO;municipio;2095.0;1820.0;128.0;197.0;537.0;media
MG;VAZANTE;municipio;732.0;596.0;21.0;81.0;136.0;media
MG;ALTO-MEDIO SÃO FRANCISCO;municipio;1868.0;1610.0;144.0;143.0;513.0;media
MG;BURITIZEIRO;municipio;617.0;494.0;42.0;71.0;127.0;media
MG;PIRAPORA;municipio;210.0;186.0;52.0;40.0;24.0;media
MG;SANTA FE DE MINAS;municipio;300.0;236.0;;;117.0;media
MG;SÃO ROMÃO;municipio;741.0;694.0;49.0;27.0;245.0;media
MG;NORDESTE MINEIRO;microrregiao;102122.0;97375.0;3251.0;12950.0;631.0;media
MG;ALTO RIO PARDO;municipio;14601.0;10341.0;309.0;1804.0;7833.0;media
MG;AGUAS VERMELHAS;municipio;768.0;715.0;20.0;82.0;260.0;media
MG;RIO PARDO DE MINAS;municipio;5922.0;5908.0;18.0;544.0;3764.0;media
MG;RUBELITA;municipio;1106.0;1091.0;41.0;187.0;577.0;media
MG;SALINAS;municipio;3151.0;3074.0;70.0;411.0;530.0;media
MG;SÃO JOÃO DO PARA ISO;municipio;2802.0;2759.0;152.0;509.0;408.0;media
MG;TAIOBEIRAS;municipio;812.0;794.0;8.0;71.0;294.0;media
MG;MONTES CLAROS;municipio;23352.0;21909.0;1424.0;3302.0;10108.0;media
MG;BOCAIUVA;municipio;2306.0;2117.0;105.0;288.0;951.0;media
MG;BRASILIA DE MINAS;municipio;2069.0;2003.0;110.0;261.0;907.0;media
MG;CAPITÃO ENEAS;municipio;292.0;227.0;;23.0;84.0;media
MG;CLARO DOS POÇÕES;municipio;860.0;627.0;59.0;83.0;250.0;media
MG;CORAÇÃO DE JESUS;municipio;2358.0;238.0;65.0;338.0;1076.0;media
MG;ENGENHEIRO NAVARRO;municipio;492.0;463.0;113.0;131.0;134.0;media
MG;FRANCISCO DUMONT;municipio;296.0;208.0;;;90.0;media
MG;FRANCISCO SA;municipio;1671.0;1540.0;50.0;186.0;647.0;media
MG;ANDRE FERNANDES;municipio;415.0;400.0;16.0;35.0;112.0;media
MG;ARAÇUAI;municipio;1900.0;1830.0;57.0;283.0;849.0;media
MG;CARA(;municipio;1515.0;1496.0;631.0;;;media
MG;COMERCINHO;municipio;883.0;799.0;19.0;155.0;418.0;media
MG;CORONEL MURTA;municipio;457.0;405.0;41.0;;;media
MG;ITAOBIM;municipio;515.0;493.0;3.0;50.0;202.0;media
MG;(TINGA;municipio;1679.0;1618.0;22.0;;;media
MG;MEDINA;municipio;755.0;689.0;18.0;77.0;326.0;media
MG;NOVO CRUZEIRO;municipio;3435.0;3408.0;;185.0;1740.0;media
MG;PADRE PARAISO;municipio;768.0;749.0;15.0;65.0;324.0;media
MG;PEDRA AZUL;municipio;327.0;216.0;2.0;15.0;74.0;media
MG;VIRGEM DA LAPA;municipio;1305.0;12156.0;75.0;744.0;;media
