_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;val_9;val_10;val_11;confianca
BA;SEBASTIÃO LARANJEIRAS;microrregiao;;31.0;122.0;141.0;10.0;11.0;95.0;109.0;;;;baixa
BA;TREMEOAL;microrregiao;;25.0;11.0;11.0;;;219.0;253.0;;;;baixa
BA;URANO(;microrregiao;;16.0;76.0;76.0;;;270.0;301.0;;;;baixa
BA;SENHOR DO BONFIM;mesorregiao;;66.0;281.0;300.0;69.0;77.0;300.0;319.0;3.0;;;baixa
BA;ANTONIO GONÇALVES;microrregiao;;;;;;;;;;;;baixa
BA;CALDEIRÃO GRANDE;microrregiao;;;22.0;22.0;;;119.0;125.0;;;;baixa
BA;CAMPO FORMOSO;microrregiao;;38.0;169.0;175.0;17.0;19.0;43.0;13.0;;;;baixa
BA;JAGUARARI;microrregiao;;;38.0;50.0;;;45.0;50.0;;;;baixa
BA;MIRANQABA;microrregiao;;;;;;;;;;;;baixa
BA;PINDOBAÇU;microrregiao;;;;;14.0;14.0;63.0;64.0;;;;baixa
BA;SAUDE;microrregiao;;;11.0;11.0;15.0;16.0;;11.0;;;;baixa
BA;SENHOR DO BONFIM;microrregiao;;10.0;27.0;27.0;;;19.0;20.0;;;;baixa
BA;CORREDEIRAS DO SÃO FRANCISCO;mesorregiao;286.0;119.0;304.0;337.0;84.0;100.0;355.0;364.0;299.0;;;baixa
BA;ABARE;microrregiao;;;;;;;;;;;;baixa
BA;CHORROCHO;microrregiao;67.0;;;;;;;;67.0;;;baixa
BA;CURAÇA;microrregiao;136.0;;26.0;27.0;;;66.0;67.0;140.0;;;baixa
BA;.JUAZEIRO;microrregiao;61.0;83.0;257.0;289.0;78.0;93.0;281.0;289.0;68.0;;;baixa
BA;MACURURE;microrregiao;;;;;;;;;;;;baixa
BA;RODELAS;microrregiao;22.0;21.0;11.0;11.0;;;;;20.0;;;baixa
BA;LESTE BAIANO;mesorregiao;333.0;2095.0;4642.0;5027.0;2177.0;2804.0;13321.0;14494.0;395.0;;;baixa
BA;PIEMONTE DA DIAMANTINA;microrregiao;15.0;224.0;648.0;707.0;352.0;408.0;1762.0;1888.0;15.0;;;baixa
BA;BAIXA GRANDE;microrregiao;;;18.0;18.0;19.0;21.0;;10.0;;;;baixa
BA;BOA VISTA DO TUPIM;microrregiao;;13.0;28.0;30.0;20.0;20.0;12.0;27.0;;;;baixa
BA;CAEM;microrregiao;;;14.0;14.0;13.0;14.0;80.0;84.0;;;;baixa
BA;(BIQUERA;microrregiao;;12.0;13.0;14.0;16.0;18.0;;;;;;baixa
BA;ITABERABA;microrregiao;;15.0;38.0;;20.0;23.0;20.0;20.0;;;;baixa
BA;JACOBINA;microrregiao;;89.0;283.0;294.0;94.0;103.0;747.0;800.0;;;;baixa
BA;LAJEDINHO;microrregiao;;;12.0;16.0;;;;;;;;baixa
BA;MACA JUBA;microrregiao;;;;;;;;;;;;baixa
BA;MAIRI;microrregiao;;2.0;;16.0;23.0;25.0;247.0;262.0;;;;baixa
BA;MIGUEL CALMON;microrregiao;;;87.0;91.0;18.0;19.0;33.0;33.0;;;;baixa
BA;MUNDO NOVO;microrregiao;;13.0;22.0;24.0;23.0;29.0;;;;;;baixa
BA;PIRITIBA;microrregiao;;;27.0;36.0;16.0;20.0;;;;;;baixa
BA;RUY BARBOSA;microrregiao;;;21.0;22.0;11.0;14.0;;;;;;baixa
BA;SERROLANDIA;microrregiao;;;12.0;12.0;30.0;30.0;542.0;567.0;;;;baixa
BA;TAPIRAMUTA;microrregiao;;26.0;47.0;50.0;37.0;52.0;16.0;17.0;;;;baixa
BA;VARZEA DO POÇO;microrregiao;;;15.0;15.0;;;34.0;36.0;;;;baixa
BA;SERTÃO DE CANUDOS;microrregiao;151.0;186.0;319.0;372.0;145.0;156.0;758.0;809.0;170.0;;;baixa
BA;CANSANÇÃO;microrregiao;138.0;46.0;70.0;70.0;23.0;24.0;129.0;133.0;155.0;;;baixa
BA;EUCLIDES DA CUNHA;microrregiao;13.0;19.0;75.0;83.0;21.0;20.0;172.0;194.0;15.0;;;baixa
BA;ITIUBA;microrregiao;;10.0;17.0;18.0;;5.0;71.0;75.0;;;;baixa
BA;MONTE SANTO;microrregiao;;28.0;26.0;26.0;;;44.0;45.0;;;;baixa
BA;QUEIMADAS;microrregiao;;23.0;33.0;40.0;10.0;10.0;30.0;35.0;;;;baixa
BA;QUIJINGUE;microrregiao;;21.0;14.0;16.0;10.0;10.0;72.0;76.0;;;;baixa
BA;TUCANO;microrregiao;;22.0;57.0;62.0;72.0;78.0;233.0;218.0;;;;baixa
BA;SERRINHA;microrregiao;40.0;127.0;313.0;371.0;185.0;205.0;2636.0;797.0;47.0;;;baixa
BA;ARACI;microrregiao;36.0;20.0;33.0;36.0;11.0;12.0;130.0;134.0;42.0;;;baixa
BA;FEIRA DE SANTANA;microrregiao;544.0;107.0;123.0;354.0;;387.0;139.0;176.0;604.0;;;baixa
BA;AGUA FRIA;municipio;40.0;;;;;;;;44.0;;;baixa
BA;ANQUERA;municipio;;;;;;;;;;;;baixa
BA;ANTONIO CARDOSO;municipio;;;;;;;;;;;;baixa
BA;CASTRO ALVES;municipio;;16.0;16.0;45.0;;60.0;23.0;27.0;10.0;;;baixa
BA;CORAÇÃO DE MARIA;municipio;;10.0;15.0;49.0;;51.0;;;10.0;;;baixa
BA;ELISID MEDRADO;municipio;;;;10.0;;10.0;;;;;;baixa
BA;FEIRA DE SANTANA;municipio;70.0;15.0;18.0;78.0;;83.0;20.0;27.0;78.0;;;baixa
BA;IAÇU;municipio;15.0;16.0;18.0;39.0;;42.0;17.0;20.0;24.0;;;baixa
BA;IPECAETA;municipio;;;;11.0;;12.0;;;;;;baixa
BA;IPIRA;municipio;148.0;15.0;17.0;37.0;;37.0;29.0;33.0;157.0;;;baixa
BA;IRARA;municipio;68.0;;;;;;10.0;10.0;72.0;;;baixa
BA;OURIÇANGAS;municipio;15.0;;;;;;;;16.0;;;baixa
BA;PEORÃO;municipio;;;;;;;;;;;;baixa
BA;SANTA BARBARA;municipio;67.0;;;13.0;;15.0;;;74.0;;;baixa
BA;SANTANOPOLIS;municipio;17.0;;;;;;;;20.0;;;baixa
BA;SANTA TERESINHA;municipio;;;;26.0;;29.0;;13.0;;;;baixa
BA;SANTO ESTE VÃO;municipio;;;;19.0;;20.0;;;;;;baixa
BA;SERRA PRETA;municipio;48.0;;;;;;;;56.0;;;baixa
BA;TANQUINHO;municipio;19.0;;;;;;;;21.0;;;baixa
BA;.JEOUIE;microrregiao;75.0;376.0;442.0;1050.0;;1104.0;284.0;437.0;112.0;;;baixa
BA;AIOUARA;municipio;;;;51.0;;54.0;;;;;;baixa
BA;AMARGOSA;municipio;23.0;21.0;22.0;71.0;;76.0;;;43.0;;;baixa
BA;BREJÕES;municipio;;38.0;51.0;80.0;;95.0;36.0;105.0;;;;baixa
BA;CRAYOLANDIA;municipio;;;12.0;14.0;;15.0;;11.0;;;;baixa
BA;IRAJUBA;municipio;;31.0;32.0;27.0;;27.0;;;;;;baixa
BA;ITAGI;municipio;;;18.0;;;;;;;;;baixa
BA;(TAQUARA;municipio;;;11.0;24.0;;27.0;11.0;13.0;;;;baixa
BA;ITIRUÇU;municipio;;31.0;39.0;58.0;;59.0;65.0;81.0;;;;baixa
BA;JAGUAOUARA;municipio;;62.0;68.0;100.0;;106.0;61.0;68.0;11.0;;;baixa
BA;JEOUIE;municipio;14.0;14.0;14.0;158.0;;163.0;;11.0;21.0;;;baixa
BA;JIQUIRIÇA;municipio;;;;88.0;;93.0;;;;;;baixa
BA;JITAUNA;municipio;;;;44.0;;45.0;;;;;;baixa
BA;LAFAIETE COUTINHO;municipio;;;;29.0;;29.0;;;;;;baixa
BA;LAJE;municipio;;10.0;10.0;22.0;;23.0;;;;;;baixa
BA;MARACAS;municipio;14.0;69.0;75.0;74.0;;77.0;;59.0;18.0;;;baixa
BA;MARCIONILIO SOUZA;municipio;;12.0;13.0;17.0;;18.0;;;;;;baixa
BA;MILAGRES;municipio;;;;;;;;;;;;baixa
BA;MUTUIPE;municipio;;;;42.0;;42.0;;;;;;baixa
BA;NOVA ITARANA;municipio;;13.0;16.0;25.0;;25.0;;11.0;;;;baixa
BA;PLANAL TINO;municipio;;12.0;15.0;53.0;;54.0;16.0;21.0;;;;baixa
BA;SANTA INES;municipio;;;;10.0;;10.0;;;;;;baixa
BA;SÃO MIGUEL DAS MATAS;municipio;;;;26.0;;26.0;;;;;;baixa
BA;UBAIRA;municipio;;8.0;12.0;29.0;;31.0;;19.0;;;;baixa
BA;JANDAIRA;municipio;;;;;;;;;;;;baixa
BA;RECONCAYO BAIANO;microrregiao;226.0;179.0;263.0;386.0;;443.0;74.0;113.0;293.0;24.0;;baixa
BA;AMELIA RODRIGUES;municipio;;;16.0;14.0;;20.0;;;;;;baixa
BA;ARATUIPE;municipio;;;;;;;;;;;;baixa
BA;CACHOEIRA;municipio;10.0;;10.0;13.0;;16.0;;;12.0;;;baixa
BA;CONCEIÇÃO DA FEIRA;municipio;23.0;;;;;11.0;;;25.0;;;baixa
BA;CONCEIÇÃO DO ALMEIDA;municipio;;;;21.0;;21.0;;;;;;baixa
BA;CONCEIÇÃO DO JACU IPE;municipio;;;;30.0;;30.0;11.0;15.0;10.0;;;baixa
BA;CRUZ DAS ALMAS;municipio;57.0;;15.0;30.0;;35.0;10.0;10.0;62.0;;;baixa
BA;DOM MACEDO COSTA;municipio;;;;;;;;;;;;baixa
BA;GOVERNADOR MANGABEIRA;municipio;29.0;;;18.0;;19.0;;;31.0;;;baixa
BA;ITAPARICA;municipio;;;;;;;;;;;;baixa
BA;JAGUAR IPE;municipio;;23.0;25.0;25.0;;25.0;;13.0;;17.0;;baixa
BA;MARAGOGI PE;municipio;;;;11.0;;12.0;;;;;;baixa
BA;MUNIZ FERREIRA;municipio;;;;;;;;;;;;baixa
BA;MURITIBA;municipio;28.0;11.0;12.0;16.0;;16.0;;;30.0;;;baixa
BA;NAZARE;municipio;;;;;;;;;;;;baixa
BA;SALINAS DA MARGARIDA;municipio;;;;;;;;;;;;baixa
BA;SANTO AMARO;municipio;;12.0;47.0;25.0;;41.0;;16.0;51.0;;;baixa
BA;SANTO ANTONIO OE JESUS;municipio;;11.0;11.0;68.0;;69.0;;;;;;baixa
BA;SÃO FELIX;municipio;;;;10.0;;10.0;;;;;;baixa
BA;SÃO FELIPE;municipio;;;;22.0;;22.0;;;;;;baixa
BA;SÃO GONÇALO DOS CAMPOS;municipio;15.0;;12.0;18.0;;20.0;;;16.0;;;baixa
BA;SÃO SEBAS TIÃO DO F='ASSE;municipio;11.0;12.0;14.0;22.0;;27.0;12.0;14.0;12.0;;;baixa
BA;SAPEAÇU;municipio;;11.0;15.0;;;;;;;;;baixa
BA;TEODORO SAMPAIO;municipio;;;;;;;;;11.0;;;baixa
BA;TERRA NOVA;municipio;;;19.0;;;16.0;;;;;;baixa
BA;VERA CRUZ;municipio;;;;;;;;;;;;baixa
BA;CAMAÇARI;municipio;;16.0;17.0;25.0;;25.0;;;;;;baixa
BA;CANDEIAS;municipio;;19.0;23.0;29.0;;31.0;;;;;;baixa
BA;CATU;municipio;;23.0;36.0;28.0;;31.0;;;;;;baixa
BA;LAURO OE FREITAS;municipio;;;;;;;;;;;;baixa
BA;MATA OE SÃO JOÃO;municipio;;;;12.0;;16.0;;;;;;baixa
BA;POJUCA;municipio;;;;12.0;;12.0;;;;;;baixa
BA;SÃO FRANCISCO;municipio;;;;15.0;;16.0;;;;;;baixa
BA;SIMÕES FILHO;municipio;;;;;;;;;;;;baixa
BA;LITORAL SUL BAIANO;mesorregiao;384.0;1520.0;1847.0;4162.0;;4695.0;629.0;986.0;479.0;900.0;;baixa
BA;TABULEIROS DE VALENÇA;microrregiao;;132.0;161.0;678.0;;792.0;82.0;100.0;;249.0;;baixa
BA;CAIRU;municipio;;;;;;;;;;11.0;;baixa
BA;CAMAMU;municipio;;21.0;31.0;156.0;;213.0;10.0;17.0;;219.0;;baixa
BA;IBIRAPITANGA;municipio;;25.0;30.0;72.0;;86.0;;;;;;baixa
BA;ITUBERA;municipio;;;;203.0;;215.0;10.0;14.0;;14.0;;baixa
BA;MARAU;municipio;;10.0;11.0;35.0;;37.0;;;;;;baixa
BA;NILO PEÇANHA;municipio;;;;57.0;;61.0;;;;;;baixa
BA;TAPEROA;municipio;;;10.0;54.0;;70.0;35.0;37.0;;;;baixa
BA;VALENÇA;municipio;;52.0;63.0;101.0;;110.0;16.0;19.0;;;;baixa
ES;TOTAIS;total;161744882.0;5897.0;11539.0;130313032.0;4154.0;3862.0;4846.0;203.0;268.0;;;media
ES;ESP IRITO-SANTENSE;mesorregiao;158754817.0;5824.0;11314.0;127902972.0;4066.0;3822.0;4792.0;202.0;266.0;;;media
ES;ALTO SÃO MATEUS;microrregiao;406150.0;175.0;269.0;296121.0;155.0;261.0;333.0;;;;;media
ES;ECOPORANGA;municipio;17876.0;91.0;112.0;12523.0;27.0;108.0;143.0;;;;;media
ES;MONTANHA;municipio;16054.0;64.0;106.0;11475.0;98.0;89.0;100.0;;;;;media
ES;MUCURICI;municipio;6820.0;20.0;51.0;5723.0;30.0;64.0;90.0;;;;;media
ES;COLATINA;microrregiao;9591429.0;1630.0;2782.0;3068466.0;508.0;704.0;833.0;19.0;26.0;;;media
ES;BARRA DE SÃO FRANCISCO;municipio;115.0;431.0;46428.0;31.0;244.0;300.0;;;;;;media
ES;BOA ESPERANÇA;municipio;12166.0;72.0;73.0;7731.0;37.0;27.0;33.0;;;;;media
ES;COLATINA;municipio;975330.0;367.0;679.0;738156.0;166.0;109.0;120.0;;14.0;;;media
ES;MANTENOPOLIS;municipio;21874.0;84.0;150.0;16228.0;28.0;63.0;79.0;;;;;media
ES;MARILANDIA;municipio;15655.0;62.0;113.0;11931.0;36.0;;;;;;;media
ES;NOVA VENECIA;municipio;487212.0;238.0;296.0;32550.0;56.0;84.0;91.0;;;;;media
ES;PANCAS;municipio;478208.0;244.0;347.0;40718.0;20.0;28.0;30.0;;;;;media
ES;SÃO GABRIEL DA PALHA;municipio;661290.0;325.0;408.0;435101.0;109.0;25.0;29.0;;;;;media
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;2581867.0;323.0;1686.0;2149806.0;1256.0;429.0;508.0;163.0;218.0;;;media
ES;ARACRUZ;municipio;238107.0;280.0;159.0;29646.0;201.0;60.0;68.0;;12.0;;;media
ES;CONCEIÇÃO DA BARRA;municipio;5923.0;77.0;46.0;7530.0;43.0;;10.0;;11.0;;;media
ES;FUNDÃO;municipio;7813.0;16.0;63.0;6512.0;17.0;14.0;18.0;;;;;media
ES;JAGUARE;municipio;19477.0;97.0;123.0;15065.0;79.0;17.0;20.0;;;;;media
ES;LINH-RES;municipio;985350.0;427.0;566.0;642421.0;626.0;185.0;228.0;67.0;96.0;;;media
ES;PEDRO CANAR I;municipio;6121.0;38.0;47.0;5222.0;34.0;17.0;20.0;;;;;media
ES;PINHEIROS;municipio;12726.0;32.0;70.0;7671.0;82.0;38.0;45.0;;;;;media
ES;RIO BANANAL;municipio;428119.0;131.0;346.0;379.0;;;;;;;;media
ES;SÃO MATEUS;municipio;411131.0;225.0;266.0;414134.0;169.0;85.0;95.0;71.0;90.0;;;media
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;39441300.0;462.0;2436.0;2612937.0;1037.0;420.0;464.0;;;;;media
ES;AFONSO CLAUDIO;municipio;746254.0;288.0;490.0;535106.0;113.0;162.0;189.0;;;;;media
ES;ALFREDO CHAVES;municipio;29191.0;100.0;186.0;19738.0;39.0;;;;;;;media
ES;DOMINGOS MARTINS;municipio;657228.0;2514.0;428.0;45594.0;96.0;12.0;12.0;;;;;media
ES;IBIRAÇU;municipio;10027.0;29.0;81.0;85.0;;;;;;;;media
ES;ITAGUAÇU;municipio;28173.0;87.0;226.0;26654.0;65.0;118.0;124.0;;;;;media
ES;ITARANA;municipio;29667.0;75.0;128.0;134191.0;244.0;51.0;54.0;;;;;media
ES;SANTA LEOPOLDINA;municipio;984314.0;362.0;502.0;525380.0;399.0;;11.0;;;;;media
ES;SANTA TERESA;municipio;589246.0;267.0;395.0;41573.0;78.0;62.0;66.0;;;;;media
ES;VERTENTE ORIENTAL DO CAPARAO;microrregiao;1837369.0;417.0;547.0;1723191.0;218.0;293.0;337.0;;;;;media
ES;CASTELO;municipio;593113.0;130.0;529.0;59044.0;48.0;23.0;30.0;;;;;media
ES;CONCEIÇÃO DO CASTELO;municipio;392112.0;135.0;256.0;288110.0;126.0;;;;;;;media
ES;IBATIBA;municipio;16328.0;28.0;145.0;17110.0;10.0;66.0;78.0;;;;;media
ES;IUNA;municipio;40982.0;88.0;358.0;38711.0;17.0;145.0;155.0;;;;;media
ES;MUNIZ FREIRE;municipio;28034.0;36.0;259.0;28716.0;17.0;54.0;68.0;;;;;media
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;223449.0;505.0;1905.0;2129298.0;401.0;1431.0;1961.0;;;;;media
ES;ALEGRE;municipio;37475.0;86.0;319.0;36848.0;73.0;272.0;379.0;;;;;media
ES;AP(ACA;municipio;65.0;;63.0;65.0;;93.0;119.0;;;;;media
ES;ATILIO VIVACQUA;municipio;12818.0;19.0;116.0;12517.0;212.0;77.0;99.0;;;;;media
ES;BOM JESUS DO NORTE;municipio;14.0;;14.0;14.0;;32.0;45.0;;;;;media
ES;CACHOEIRO DE ITAPEMIRIM;municipio;667.0;;165.0;184.0;;538.0;;600.0;62.0;;;media
ES;DIVINO DE SÃO LOURENÇO;municipio;51.0;;23.0;24.0;;26.0;;31.0;18.0;;;media
ES;DORES DO RIO PRETO;municipio;84.0;;29.0;37.0;;65.0;;75.0;19.0;;;media
ES;GUAÇUI;municipio;218.0;;43.0;51.0;;191.0;;211.0;52.0;;;media
ES;JERONIMO MONTEIRO;municipio;100.0;;16.0;18.0;;93.0;;104.0;;;;media
ES;MIMOSO DO SUL;municipio;312.0;;36.0;36.0;;294.0;;312.0;41.0;;;media
ES;MUQUI;municipio;149.0;;29.0;33.0;;137.0;;172.0;20.0;;;media
ES;SÃO JOSE DO CALÇADO;municipio;61.0;;12.0;13.0;;49.0;;52.0;;;;media
ES;LITORAL SUL ESPIRITO-SANTENSE;microrregiao;925.0;;253.0;312.0;;689.0;;813.0;153.0;;;media
ES;ANCHIETA;municipio;86.0;;25.0;26.0;;60.0;;63.0;17.0;;;media
ES;GUARAPARI;municipio;132.0;;27.0;30.0;;95.0;;106.0;35.0;;;media
ES;ICONHA;municipio;218.0;;31.0;36.0;;206.0;;247.0;;;;media
ES;ITAPEMIRIM;municipio;186.0;;83.0;120.0;;105.0;;122.0;47.0;;;media
ES;PI UMA;municipio;37.0;;;;;36.0;;45.0;;;;media
ES;PRESIDENTE KENNEDY;municipio;119.0;;21.0;26.0;;96.0;;106.0;28.0;;;media
ES;RIO NOVO DO SUL;municipio;147.0;;64.0;72.0;;91.0;;124.0;14.0;;;media
ES;VITORIA;microrregiao;299.0;;65.0;73.0;;225.0;;241.0;60.0;;;media
ES;CARIACICA;municipio;83.0;;11.0;11.0;;72.0;;76.0;;;;media
ES;SERRA;municipio;82.0;;17.0;23.0;;61.0;;68.0;32.0;;;media
ES;VIANA;municipio;115.0;;34.0;36.0;;78.0;;83.0;16.0;;;media
ES;VILA VELHA;municipio;18.0;;;;;13.0;;13.0;;;;media
ES;VITORIA;municipio;;;;;;;;;;;;media
ES;CAMIONETAS, PERUAS, JIPES, ETC;municipio;;;;;;;;;;;;media
GO;TOTAIS;total;30089.0;3976.0;5202.0;24124.0;25866.0;10264.0;13271.0;45601.0;49268.0;469.0;545.0;media
GO;NORDESTE GOIANO;mesorregiao;3069.0;347.0;409.0;2535.0;2701.0;;9961238.0;3587.0;3906.0;150.0;195.0;media
GO;SÃO MIGUEL DO ARAGUAIA;microrregiao;1019.0;137.0;158.0;823.0;886.0;;300382.0;811.0;897.0;53.0;68.0;media
GO;CRIXAS;municipio;215.0;24.0;25.0;156.0;163.0;;4852.0;193.0;198.0;;;media
GO;MOZARLANDIA;municipio;134.0;23.0;24.0;97.0;100.0;;6184.0;128.0;142.0;;;media
GO;MUNDO NOVO;municipio;86.0;;;76.0;81.0;;2637.0;68.0;70.0;;;media
GO;NOVA CRIXAS;municipio;258.0;43.0;46.0;227.0;243.0;;6780.0;203.0;233.0;35.0;46.0;media
GO;SÃO MIGUEL DO ARAGUAIA;municipio;326.0;40.0;55.0;267.0;299.0;;98129.0;219.0;254.0;10.0;12.0;media
GO;RIO VERMELHO;microrregiao;1232.0;146.0;179.0;1007.0;1074.0;;427554.0;2048.0;2237.0;66.0;93.0;media
GO;ARAGUAPAZ;municipio;102.0;11.0;11.0;89.0;95.0;124.0;139.0;14.0;20.0;;;media
GO;ARUANÃ;municipio;131.0;23.0;27.0;78.0;86.0;;83118.0;89.0;99.0;14.0;20.0;media
GO;BRITANIA;municipio;28.0;;;22.0;24.0;;1622.0;60.0;63.0;;;media
GO;GOIAS;municipio;555.0;43.0;49.0;525.0;111120.0;799.0;876.0;10.0;;;;media
GO;I TAP I RAPUÃ;municipio;201.0;23.0;25.0;168.0;181.0;;6474.0;319.0;352.0;;10.0;media
GO;JUSSARA;municipio;215.0;41.0;61.0;150.0;163.0;;122185.0;657.0;708.0;18.0;25.0;media
GO;ARAGARÇAS;microrregiao;818.0;64.0;72.0;705.0;741.0;;269302.0;728.0;772.0;31.0;34.0;media
GO;ARAGARÇAS;municipio;18.0;;;13.0;15.0;;1316.0;;;;;media
GO;ARENOPOLIS;municipio;109.0;;;98.0;102.0;;3737.0;117.0;123.0;;;media
GO;BALIZA;municipio;31.0;;;26.0;27.0;;;26.0;34.0;;;media
GO;BOM JARDIM DE GOIAS;municipio;119.0;14.0;16.0;90.0;95.0;;5766.0;69.0;75.0;;;media
GO;DIGRAMA;municipio;97.0;;;90.0;96.0;;1820.0;55.0;56.0;;;media
GO;MONTES CLAROS DE GOIAS;municipio;202.0;21.0;25.0;186.0;197.0;;3745.0;291.0;307.0;20.0;23.0;media
GO;PIRANHAS;municipio;242.0;11.0;11.0;202.0;209.0;;103110.0;163.0;170.0;;;media
GO;NORTE GOIANO;mesorregiao;2068.0;290.0;369.0;1636.0;1773.0;;546648.0;3356.0;3596.0;25.0;29.0;media
GO;PORANGATU;microrregiao;1703.0;209.0;243.0;1339.0;1429.0;;451527.0;3041.0;3243.0;13.0;14.0;media
GO;CAMPINAÇU;municipio;42.0;;;33.0;34.0;;;110.0;113.0;;;media
GO;CAMPINORTE;municipio;57.0;;;45.0;46.0;;1519.0;115.0;122.0;;;media
GO;ESTRELA DO NORTE;municipio;20.0;;;15.0;16.0;;;73.0;75.0;;;media
GO;FORMOSO;municipio;151.0;17.0;24.0;117.0;129.0;;4654.0;400.0;427.0;;;media
GO;MARA ROSA;municipio;265.0;32.0;35.0;215.0;233.0;;4447.0;502.0;557.0;;;media
GO;MINAÇU;municipio;30.0;;;25.0;25.0;;;116.0;121.0;;;media
GO;MUTUNOPOLIS;municipio;122.0;13.0;13.0;100.0;104.0;;3032.0;126.0;127.0;;;media
GO;NIQUELANDIA;municipio;359.0;69.0;84.0;266.0;281.0;;8097.0;489.0;530.0;;;media
GO;PORANGATU;municipio;402.0;33.0;37.0;306.0;340.0;;180215.0;305.0;314.0;;;media
GO;SANTA TEREZA DE GOIAS;municipio;29.0;;;28.0;29.0;;;88.0;95.0;;;media
GO;SANTA TEREZINHA DE GOIAS;municipio;102.0;13.0;15.0;84.0;86.0;;1517.0;303.0;325.0;;;media
GO;URUAÇU;municipio;124.0;11.0;13.0;105.0;106.0;;3035.0;414.0;437.0;;;media
GO;CHAPADA DOS VEADEIROS;microrregiao;365.0;81.0;126.0;297.0;344.0;;95121.0;315.0;353.0;12.0;15.0;media
GO;ALTO PARAISO DE GOIAS;municipio;26.0;11.0;39.0;21.0;32.0;;;15.0;19.0;;;media
GO;CAMPOS BELOS;municipio;58.0;;;51.0;58.0;;1516.0;83.0;93.0;;;media
GO;CAVALCANTE;municipio;54.0;;;46.0;50.0;;1011.0;17.0;19.0;;;media
GO;MONTE ALEGRE DE GOIAS;municipio;72.0;;;66.0;79.0;;;69.0;77.0;;;media
GO;NOVA ROMA;municipio;41.0;22.0;24.0;23.0;28.0;;1112.0;41.0;45.0;;;media
GO;SÃO JOÃO D'ALIANÇA;municipio;114.0;29.0;40.0;90.0;97.0;;5071.0;90.0;100.0;;;media
GO;CENTRO GOIANO;microrregiao;;6863.0;877.0;1140.0;5513.0;5917.0;1416.0;1684.0;17898.0;19112.0;100.0;media
GO;CERES;microrregiao;;1836.0;205.0;307.0;1548.0;1681.0;297.0;375.0;5078.0;5447.0;25.0;media
GO;BARRO ALTO;municipio;;102.0;38.0;39.0;64.0;65.0;14.0;15.0;176.0;191.0;;media
GO;CARMO DO RIO VERDE;municipio;;179.0;;;145.0;154.0;39.0;51.0;484.0;502.0;;media
GO;CERES;municipio;;126.0;19.0;19.0;113.0;116.0;;15.0;693.0;743.0;;media
GO;GOIANESIA;municipio;;255.0;32.0;104.0;231.0;293.0;21.0;32.0;341.0;385.0;;media
GO;HIDROLINA;municipio;;54.0;;;47.0;56.0;;;107.0;114.0;;media
GO;ITAPACI;municipio;;149.0;32.0;54.0;102.0;111.0;60.0;74.0;372.0;397.0;;media
GO;ITAPURANGA;municipio;;355.0;17.0;18.0;341.0;347.0;12.0;13.0;973.0;1030.0;;media
GO;NOVA AMERICA;municipio;;;;;;;;;91.0;103.0;;media
GO;NOVA GLORIA;municipio;;87.0;10.0;11.0;57.0;58.0;35.0;38.0;329.0;353.0;;media
GO;PILAR DE GOIAS;municipio;94.0;19.0;21.0;56.0;62.0;29.0;195.0;209.0;;;;media
GO;RI ALMA;municipio;;24.0;;;23.0;25.0;;10.0;147.0;152.0;;media
GO;RIANAPOLIS;municipio;;20.0;;;;;14.0;16.0;71.0;71.0;;media
GO;RUBIATABA;municipio;;75.0;;;71.0;74.0;;;490.0;552.0;;media
GO;SANTA ISABEL;municipio;;113.0;;;103.0;110.0;38.0;55.0;201.0;224.0;;media
GO;ANAPOLIS;municipio;;1877.0;242.0;352.0;1391.0;1491.0;532.0;612.0;4868.0;5178.0;18.0;media
GO;ANAPOLIS;municipio;;382.0;53.0;58.0;325.0;342.0;56.0;64.0;556.0;594.0;;media
GO;ARAÇU;municipio;;49.0;;;32.0;34.0;25.0;31.0;201.0;224.0;;media
GO;BRAZABRANTES;municipio;;47.0;;;41.0;41.0;;;83.0;89.0;;media
GO;CATURAI;municipio;;76.0;;;66.0;68.0;;;175.0;186.0;;media
GO;DAMOLANDIA;municipio;;20.0;;;13.0;14.0;;;92.0;104.0;;media
GO;HEI TORAI;municipio;;42.0;;;23.0;23.0;29.0;29.0;73.0;80.0;;media
GO;INHUMAS;municipio;;184.0;20.0;25.0;143.0;147.0;48.0;63.0;620.0;659.0;;media
GO;ITABiRAI;municipio;;242.0;15.0;90.0;202.0;216.0;77.0;99.0;605.0;638.0;2.0;media
GO;-.JAGUARU;municipio;;46.0;;;35.0;37.0;;10.0;226.0;232.0;;media
GO;ITAUÇU;municipio;;85.0;13.0;13.0;63.0;65.0;21.0;24.0;289.0;316.0;;media
GO;JARAGUA;municipio;;282.0;23.0;27.0;217.0;231.0;96.0;110.0;736.0;785.0;;media
GO;NOVA VENEZA;municipio;;52.0;17.0;29.0;31.0;32.0;16.0;18.0;107.0;110.0;;media
GO;OURO VERDE DE GUIAS;municipio;;53.0;39.0;42.0;;;16.0;17.0;123.0;132.0;;media
GO;PETROLINA DE GOIAS;municipio;;84.0;15.0;15.0;46.0;47.0;35.0;37.0;405.0;428.0;;media
