_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;confianca
AL;IGREJA NOVA;municipio;;;;50.0;;;;alta
AL;PENEDO;municipio;;;;;;;50.0;alta
AL;PORTO REAL DO COLEGIO;municipio;;;;;;;35.0;alta
AM;TOTAIS;total;22.0;14.0;15.0;424.0;51.0;;;alta
AM;HILEIA AMAZONENSE;mesorregiao;;;;272.0;15.0;;;alta
AM;.JURUA;microrregiao;;;;20.0;15.0;;;alta
AM;EIRUNEPE;municipio;;;;;15.0;;;alta
AM;ENVIRA;municipio;;;;20.0;;;;alta
AM;PURUS;microrregiao;;;;252.0;;;;alta
AM;LABREA;municipio;;;;252.0;;;;alta
AM;MEDI O AMAZONAS;microrregiao;13.0;;7.0;152.0;36.0;;;alta
AM;CAREIRO;municipio;;;;116.0;;;;alta
AM;ITACOATIARA;municipio;;;;;;;;alta
AM;MANACAPURU;municipio;;;;20.0;22.0;;;alta
AM;MAUES;municipio;;;;;;;;alta
AM;PARINTINS;municipio;;;;;;;;alta
AM;RIO PRETO DA EVA;municipio;;;;10.0;;;;alta
AM;URUCARA;municipio;;;;;;;;alta
AM;INCLUSIVE OS SEM DECLARAÇÃO DE CAPACIDADE;municipio;;;;;;;;alta
BA;TOTAIS;total;606.0;318.0;446.0;17842.0;303.0;565.0;31022.0;media
BA;OESTE BAIANO;microrregiao;227.0;136.0;153.0;10311.0;95.0;213.0;16891.0;media
BA;CHAPADÕES oo ALTO RIO GRANDE;microrregiao;;;;;;;;media
BA;ANGICAL;municipio;;;;30.0;;;;media
BA;BARREIRAS;municipio;;;;;;;207.0;media
BA;CRISTOPOLIS;municipio;;;;;;;;media
BA;SANTA RITA DE CASSIA;municipio;;;;24.0;;;522.0;media
BA;SÃO DESIDERIO;municipio;;;;300.0;;;;media
BA;CHAPADÕES;microrregiao;33.0;30.0;30.0;264.0;;;635.0;media
BA;CORIBE;municipio;;;;175.0;;;365.0;media
BA;CORRENTINA;municipio;;;;;;;;media
BA;SANTA MARIA DA VITORIA;municipio;23.0;23.0;23.0;80.0;;;;media
BA;SANTANA;municipio;;;;;;;270.0;media
BA;BAIXO-MEDI O SÃO FRANCISCO;municipio;30.0;24.0;29.0;474.0;;57.0;3006.0;media
BA;BARRA;municipio;11.0;;11.0;345.0;;54.0;2956.0;media
BA;CAMPO ALEGRE DE LOUROES;municipio;15.0;14.0;14.0;75.0;;;20.0;media
BA;CASA NOVA;municipio;;;;20.0;;;;media
BA;MORPARA;municipio;;;;;;;;media
BA;XIQUE-XIQUE;municipio;;;;30.0;;;30.0;media
BA;MEDI O SÃO FRANCISCO;municipio;;;;56.0;;20.0;2222.0;media
BA;BOM JESUS DA LAPA;municipio;;;;;;16.0;972.0;media
BA;MALHADA;municipio;;;;51.0;;;1250.0;media
BA;CHAPADA DIAMANTINA SETENTRIONAL;municipio;24.0;10.0;15.0;213.0;14.0;16.0;945.0;media
BA;CAFARNAUM;municipio;;;;16.0;;;;media
BA;CANARANA;municipio;;;;136.0;;;;media
BA;IBIPEBA;municipio;;;;;;;45.0;media
BA;IBITITA;municipio;;;;13.0;;;86.0;media
BA;IRECE;municipio;12.0;;;45.0;;;414.0;media
BA;MORRO;municipio;;;;;;;120.0;media
BA;SOUTO SOARES;municipio;;;;;;;;media
BA;U(BAI;municipio;;;;;;2.0;280.0;media
BA;CHAPADA DIAMANTINA MERIDIONAL;municipio;20.0;;;7497.0;14.0;38.0;3642.0;media
BA;ANDARAI;municipio;;;;;;;;media
BA;(BICOARA;municipio;;;;270.0;;;10.0;media
BA;IBITIARA;municipio;;;;;;;;media
BA;IRAQUARA;municipio;;;;;;;70.0;media
BA;ITAETE;municipio;7200.0;;;;;;;media
BA;MACAUBAS;municipio;;;;;;;50.0;media
BA;OLIVEIRA DOS BREJINHOS;municipio;;;;;;24.0;710.0;media
BA;PALMEIRAS;municipio;;;;;;;;media
BA;TANHAÇU;municipio;;;;11.0;;;;media
BA;UT(NGA;municipio;;;;12.0;;;;media
BA;SERRA GERAL DA BAHIA;municipio;78.0;50.0;50.0;1236.0;29.0;33.0;1700.0;media
BA;BRUMADO;municipio;;;;103.0;;;190.0;media
BA;CACULE;municipio;;;;95.0;;;220.0;media
BA;CAETITE;municipio;25.0;22.0;22.0;150.0;;;200.0;media
BA;CANOIBA;municipio;;;;;;41.0;123.0;media
BA;CONOEUBA;municipio;;;;;;;75.0;media
BA;ABARE;municipio;;;;;;140.0;;media
BA;CURAÇA;municipio;;;;;;;;media
BA;JUAZEIRO;municipio;;;;;;28.0;;media
BA;LESTE BAIANO;mesorregiao;151.0;;6377.0;170.0;;11427.0;;media
BA;PIEMONTE DA DIAMANTINA;microrregiao;;;226.0;23.0;;1766.0;;alta
BA;BAIXA GRANDE;municipio;;;;;;60.0;;alta
BA;BOA VISTA DO TUPIM;municipio;;;;;;10.0;;alta
BA;CAEM;municipio;;;;;;219.0;;alta
BA;ITABERABA;municipio;;;;;;202.0;;alta
BA;JACOBINA;municipio;;;35.0;;;622.0;;alta
BA;MACAJUBA;municipio;;;60.0;;;;;alta
BA;MAIRI;municipio;;;;;;13.0;;alta
BA;MIGUEL CALMON;municipio;;;25.0;;;;;alta
BA;PIRITIBA;municipio;;;20.0;;;60.0;;alta
BA;RUY BARBOSA;municipio;;;;;;10.0;;alta
BA;SERRO LANDI A;municipio;;;;;;;;alta
BA;TAPIRAMUTA;municipio;;;82.0;;;555.0;;alta
BA;SERTÃO DE CANUDOS;microrregiao;11.0;;389.0;;;106.0;;alta
BA;CANSANÇÃO;municipio;;;50.0;;;;;alta
BA;EUCLIDES DA CUNHA;municipio;;;325.0;;;90.0;;alta
BA;QUEIMADAS;municipio;;;;;;12.0;;alta
BA;QUIJINGUE;municipio;;;10.0;;;;;alta
BA;SERRINHA;microrregiao;42.0;;679.0;;;90.0;;media
BA;ARACI;municipio;;;108.0;;;;;media
BA;CONCEIÇÃO DO COITE;municipio;;;16.0;;;;;media
BA;RIACHÃO DO JACU IPE;municipio;;;95.0;;;;;media
BA;SANTALUZ;municipio;27.0;;237.0;;;;;media
BA;SERRINHA;municipio;;;223.0;;;24.0;;media
BA;FEIRA DE SANTANA;microrregiao;17.0;;1123.0;19.0;;2728.0;;media
BA;AGUA FRIA;municipio;;;;;;1000.0;;media
BA;CORAÇÃO DE MARIA;municipio;;;;;;;;media
BA;FEIRA DE SANTANA;municipio;;;;;;633.0;;media
BA;IAÇU;municipio;;;;;;24.0;;media
BA;IPECAETA;municipio;;;;;;270.0;;media
BA;(PIRA;municipio;10.0;;772.0;;;172.0;;media
BA;IRARA;municipio;;;;;;;;media
BA;JEQUIE;mesorregiao;23.0;;;1043.0;21.0;33.0;1324.0;media
BA;AIQUARA;mesorregiao;;;;;;;;media
BA;AMARGOSA;mesorregiao;;;;266.0;;11.0;522.0;media
BA;ITAGI;mesorregiao;;;;400.0;;;20.0;media
BA;(TAQUARA uo;mesorregiao;;;;;;;;media
BA;JEQUIE;mesorregiao;;;;13.0;;;543.0;media
BA;JIQUIRIÇA;mesorregiao;;;;;;;;media
BA;MARACAS;mesorregiao;;;;24.0;;;77.0;media
BA;MARCIONILIO SOUZA;mesorregiao;;;;20.0;;;;media
BA;NOVA ITARANA;mesorregiao;;;;270.0;;;;media
BA;PLANAL TINO;mesorregiao;;;;23.0;;;;media
BA;SANTA INES;mesorregiao;;;;;;;;media
BA;UBAIRA;mesorregiao;;;;18.0;;;;media
BA;PLANALTO DE CONQUISTA;mesorregiao;12.0;;;490.0;54.0;75.0;1481.0;media
BA;ANAGE;mesorregiao;;;;80.0;;;120.0;media
BA;BARRA DO CHOÇA;mesorregiao;;;;170.0;;;343.0;media
BA;BELO CAMPO;mesorregiao;;;;;;;;media
BA;CANO IDO SALES;mesorregiao;;;;10.0;28.0;28.0;165.0;media
BA;MANOEL VITORINO;mesorregiao;;;;;;;65.0;media
BA;PLANALTO;mesorregiao;;;;;;;180.0;media
BA;POÇÕES;mesorregiao;;;;12.0;;;18.0;media
BA;VITORIA DA CONQUISTA;mesorregiao;;;;;;;;media
BA;PASTORIL DE ITAPETINGA;mesorregiao;;;;112.0;;;1258.0;media
BA;ENCRUZILHADA;mesorregiao;;;;17.0;;;1000.0;media
BA;ITAMBE;mesorregiao;;;;35.0;;;184.0;media
BA;I T APET I NGA;mesorregiao;;;;60.0;;;54.0;media
BA;ITARANTIM;mesorregiao;;;;;;;20.0;media
BA;SERTÃO DE PAULO AFONSO;mesorregiao;;;;676.0;13.0;25.0;786.0;media
BA;GLORIA;mesorregiao;;;;626.0;;;;media
BA;JEREMOABO;mesorregiao;;;;;;;420.0;media
BA;PEDRO ALEXANDRE;mesorregiao;;;;;;;;media
BA;SANTA BRIGIOA;mesorregiao;;;;;;;30.0;media
BA;AGRESTE DE ALAGO I NHAS;mesorregiao;19.0;;;1407.0;12.0;20.0;1396.0;media
BA;ALAGO I NHAS;mesorregiao;;;;180.0;;;;media
BA;APORA;mesorregiao;;;;;;;;media
BA;CICERO DANTAS;mesorregiao;;;;121.0;;;490.0;media
BA;INHAMBUPE;mesorregiao;;;;12.0;;;;media
BA;ITAPICURU;mesorregiao;;;;820.0;;;;media
BA;OLINDINA;mesorregiao;;;;;;;500.0;media
BA;PARIPIRANGA;mesorregiao;;;;;;;280.0;media
BA;RIBEIRA DO AMPARO;mesorregiao;;;;80.0;;;;media
BA;RIBEIRA DO POMBAL;mesorregiao;;;;186.0;;;126.0;media
BA;LITORAL NORTE BAIANO;mesorregiao;;;;174.0;;;139.0;media
BA;CARDEAL DA SILVA;mesorregiao;;;;70.0;;;;media
BA;ENTRE RIOS;mesorregiao;2.0;;;104.0;;;;media
BA;ESPLANADA;mesorregiao;;;;;;;139.0;media
BA;CAMAÇARI;municipio;;;;30.0;;;;media
BA;CANDEIAS ao;municipio;21.0;448.0;;;;;;media
BA;SÃO FRANCISCO DO CONDE;municipio;;;;90.0;;;;media
BA;SIMÕES FILHO;municipio;;;;15.0;;;;media
BA;LITORAL SUL BAIANO;mesorregiao;57.0;25.0;43.0;939.0;36.0;62.0;;media
BA;TABULEIROS DE VALENÇA;microrregiao;;;;25.0;;;;alta
BA;IBIRAPITANGA;municipio;;;;23.0;;;;alta
BA;ITUBERA;municipio;;;;;;;;alta
BA;VALENÇA;municipio;;;;;;;;alta
BA;ENCOSTA DO PLANALTO DE CONQUISTA;microrregiao;12.0;;;170.0;;11.0;;alta
BA;FIRMINO ALVES;municipio;;;;;2.0;;;alta
BA;FLORESTA AZUL;municipio;;;;;;;;alta
BA;(BICU(;municipio;;;;50.0;;;;alta
BA;IGUAi;municipio;;;;20.0;;;;alta
BA;ITA JU DO COLONIA;municipio;;;;;;;;alta
BA;ITORORO;municipio;;;;;;;;alta
BA;PAU BRASIL;municipio;;;;100.0;;;;alta
BA;CACAUEIRA;microrregiao;17.0;;11.0;222.0;10.0;12.0;;alta
BA;ALMADINA;municipio;;;;;;;;alta
BA;BUERAREMA;municipio;;;;20.0;;;;alta
BA;CANAVIEIRAS;municipio;;;;;;;;alta
BA;GANDU;municipio;;;;120.0;;;;alta
BA;IBICARAI;municipio;;;;30.0;;;;alta
BA;ILHEUS;municipio;;;;;;;;alta
BA;ITACARE;municipio;;;;30.0;;;;alta
BA;(TAPE;municipio;;;;;;;;alta
BA;UBAITABA;municipio;;;;;;;;alta
BA;URUÇUCA;municipio;;;;;;;;alta
BA;INTERIORANA EXTREMO SUL DA BAHIA;microrregiao;10.0;;;120.0;;12.0;;media
BA;IBIRAPUÂ;municipio;;;;;;;;media
BA;ITAMARAJU;municipio;;;;100.0;;2.0;;media
BA;ITANHEM;municipio;;;;;;2.0;;media
BA;LAJEDÃO;municipio;;;;20.0;;;;media
BA;MEDEIROS NETO so;municipio;;;;;;;;media
ES;TOTAIS;total;705.0;192.0;343.0;22439.0;533.0;919.0;;alta
ES;ESPIRITO-SANTENSE;mesorregiao;700.0;190.0;338.0;22406.0;529.0;913.0;;alta
ES;ALTO SÃO MATEUS;microrregiao;34.0;;;42.0;29.0;61.0;;baixa
ES;ECOPORANGA;municipio;16.0;;;15.0;15.0;30.0;;baixa
ES;MONTANHA;municipio;;;;;;12.0;;baixa
ES;MUCURICI;municipio;;;;27.0;;19.0;;baixa
ES;COLATINA;microrregiao;101.0;37.0;52.0;1176.0;66.0;121.0;;baixa
ES;BAIXO GUANDU;municipio;28.0;12.0;465.0;17.0;29.0;1258.0;;baixa
ES;BARRA DE SÃO FRANCISCO;municipio;25.0;;12.0;6.0;17.0;27.0;;baixa
ES;BOA ESPERANÇA;municipio;;;;35.0;;;;baixa
ES;COLATINA;municipio;13.0;;;240.0;11.0;21.0;;baixa
ES;MANTENOPOL IS;municipio;;;;25.0;;;;baixa
ES;MARILANOIA;municipio;;;;;;;;baixa
ES;NOVA VENEClA;municipio;;;;15.0;;26.0;;baixa
ES;PANCAS;municipio;;;;4.0;;;;baixa
ES;SÃO GABRIEL DA PALHA;municipio;14.0;;;166.0;;;;baixa
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;30.0;12.0;23.0;4688.0;18.0;26.0;;baixa
ES;ARACRUZ;municipio;;;;2795.0;;;;baixa
ES;FUNDÃO;municipio;;;;;;;;baixa
ES;JAGUARE;municipio;;;;18.0;;;;baixa
ES;LINHARES;municipio;;;;950.0;;;;baixa
ES;PEDRO CANARIO;municipio;;;;;;;;baixa
ES;PINHEIROS;municipio;;;;600.0;;;;baixa
ES;SÃO MATEUS;municipio;;;;325.0;;3.0;;baixa
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;72.0;21.0;50.0;5214.0;52.0;108.0;;baixa
ES;AFONSO CLAUDIO;municipio;12.0;;;90.0;11.0;19.0;;baixa
ES;ALFREDO CHAVES;municipio;;;;10.0;;;;baixa
ES;DOMINGOS MARTINS;municipio;;;;3000.0;;;;baixa
ES;IBIRAÇU;municipio;;;;;;;;baixa
ES;ITAGUAÇU;municipio;20.0;;;235.0;18.0;26.0;;baixa
ES;ITARANA;municipio;;;;;;;;baixa
ES;SANTA LEOPOLDINA;municipio;16.0;10.0;24.0;969.0;;27.0;;baixa
ES;SANTA TERESA;municipio;13.0;;14.0;910.0;;25.0;;baixa
ES;VERTENTE ORIENTAL DO CAPARAO;microrregiao;67.0;12.0;;2041.0;55.0;91.0;;baixa
ES;CASTELO;municipio;36.0;;;186.0;31.0;52.0;;baixa
ES;CONCEIÇÃO DO CASTELO;municipio;14.0;;;680.0;;18.0;;baixa
ES;MUNIZ FREIRE;municipio;13.0;;;65.0;;19.0;;baixa
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;295.0;60.0;102.0;5229.0;246.0;389.0;;media
ES;ALEGRE;municipio;54.0;;;300.0;50.0;84.0;;media
ES;APIACA;municipio;23.0;;;596.0;17.0;21.0;;media
ES;ATILIO VIVACQUA;municipio;21.0;;;443.0;16.0;26.0;;media
ES;BOM JESUS DO NORTE;municipio;;;;;;7.0;;media
ES;CACHOEIRO DE ITAPEMIRIM;municipio;70.0;22.0;44.0;1787.0;53.0;101.0;;media
ES;DIVINO DE SÃO LOURENÇO;municipio;;;;;;;;media
ES;DORES DO RIO PRETO;municipio;;;;245.0;;;;media
ES;GllAÇUI;municipio;15.0;;;523.0;12.0;17.0;;media
ES;JERONIMO MONTEIRO;municipio;14.0;;;300.0;13.0;22.0;;media
ES;MIMOSO DO SUL;municipio;42.0;;;4.0;38.0;47.0;;media
ES;MUQUI;municipio;28.0;;12.0;510.0;25.0;42.0;;media
GO;TOTAIS;total;2457.0;701.0;1076.0;66314.0;1789.0;2650.0;231100.0;media
GO;NORDESTE GOIANO;mesorregiao;61.0;24.0;;7404.0;;55.0;5817.0;media
GO;SÂO MIGUEL DO ARAGUAIA;microrregiao;24.0;19.0;;7094.0;;;2263.0;media
GO;CRIXAS;municipio;18.0;17.0;;174.0;;;;media
GO;MOZARLANDIA;municipio;;;;;;;2240.0;media
GO;MUNDO NOVO;municipio;;;;120.0;;;;media
GO;SÂO MIGUEL DO ARAGUAIA;municipio;;;;6800.0;;;17.0;media
GO;RIO VERMELHO;microrregiao;30.0;;;190.0;;37.0;3482.0;media
GO;BRITANIA;municipio;;;;;;;150.0;media
GO;GOIAS;municipio;18.0;;;130.0;;20.0;1140.0;media
GO;ITAPIRAPUÃ;municipio;;;;60.0;;13.0;1962.0;media
GO;JUSSARA;municipio;;;;;;;230.0;media
GO;ARAGARÇAS;microrregiao;;;;120.0;;11.0;72.0;alta
GO;ARENOPOLI S;municipio;;;;20.0;;;;alta
GO;DIORAMA;municipio;;;;;;;60.0;alta
GO;MONTES CLAROS DE GOIAS;municipio;;;;;;;12.0;alta
GO;PIRANHAS;municipio;;;;100.0;;;;alta
GO;NORTE GOIANO;mesorregiao;102.0;82.0;;5132.0;;26.0;1040.0;alta
GO;PORANGATU;microrregiao;95.0;79.0;;4326.0;;21.0;790.0;alta
GO;CAMP;municipio;36.0;36.0;;125.0;;;;media
GO;CAMP l NORTE;municipio;;;;;;;47.0;media
GO;ESTRELA DO NORTE;municipio;;;;135.0;;;;media
GO;FORMOSO;municipio;;;;15.0;;;;media
GO;MARA ROSA;municipio;;;;;;;110.0;media
GO;MINAÇU;municipio;;;;;;;;media
GO;MUTUNOPOLIS;municipio;;;;;;;;media
GO;NIQUELANDIA;municipio;10.0;13.0;107.0;;;;;media
GO;PORANGATU;municipio;30.0;27.0;;1106.0;;;180.0;media
GO;SANTA TEREZINHA DE GOIAS;municipio;;;;400.0;;;20.0;media
GO;URUAÇU;municipio;;;;1240.0;;;320.0;media
GO;CHAPADA DOS VEADEIROS;microrregiao;;;;806.0;;;256.0;alta
GO;Al TO PARA ISO DE GOIAS;municipio;;;;;;;2.0;alta
GO;CAMPOS BELOS;municipio;;;;600.0;;;150.0;alta
GO;CAVALCANTE;municipio;;;;;;;;alta
GO;NOVA ROMA;municipio;;;;;;;;alta
GO;SÂO JOÂO D'ALIANÇA;municipio;;;;200.0;;;100.0;alta
GO;CENTRO GOIANO;mesorregiao;1028.0;213.0;;13959.0;;1281.0;119016.0;media
GO;CERES;microrregiao;314.0;91.0;;1676.0;;301.0;29020.0;media
GO;BARRO Al TO;municipio;20.0;;;187.0;;26.0;5824.0;media
GO;CARMO DO RIO VERDE;municipio;;;;;;12.0;1600.0;media
GO;CERES;municipio;;;;;;;358.0;media
GO;GOIANESIA;municipio;38.0;;;;;69.0;9420.0;media
GO;HIDROLINA;municipio;;;;10.0;;;;media
GO;ITAPACI;municipio;19.0;;;268.0;;24.0;1910.0;media
GO;ITAPURANGA;municipio;26.0;;;253.0;;21.0;1420.0;media
GO;NOVA GLORIA;municipio;;;;340.0;;;825.0;media
GO;PILAR DE GOIAS;municipio;159.0;68.0;;317.0;;91.0;747.0;media
GO;ANAPOLIS;microrregiao;;310.0;;5128.0;279.0;54969.0;;media
GO;ANAPOLIS;municipio;85.0;280.0;80.0;147.0;;;;media
GO;ARAÇU;municipio;;;;153.0;;958.0;;media
GO;BRAZABRANTES;municipio;;;;;;1048.0;;media
GO;CATURAI;municipio;;10.0;;250.0;;1105.0;;media
GO;DAMOLANDIA;municipio;;;;;;496.0;;media
GO;HEI TORAI;municipio;;;;;;3100.0;;media
GO;INHUMAS;municipio;;41.0;;13.0;39.0;4067.0;;media
GO;ITABERAI;municipio;;27.0;;715.0;21.0;22080.0;;media
GO;ITAGUARU;municipio;;10.0;;200.0;;488.0;;media
GO;ITAUÇU;municipio;;22.0;;440.0;20.0;5104.0;;media
GO;.JARAGUA;municipio;;37.0;;2572.0;33.0;4501.0;;media
GO;NOVA VENEZA;municipio;;11.0;;;11.0;1883.0;;media
GO;OURO VERDE DE GOIAS;municipio;;14.0;;102.0;13.0;1418.0;;media
GO;PETROLINA DE GOIAS;municipio;;;;45.0;;252.0;;media
GO;SANT P;municipio;;;;268.0;;648.0;;media
GO;SÃO FRANCISCO DE GOIAS;municipio;;;;90.0;;435.0;;media
GO;IPORA;microrregiao;;22.0;;30.0;20.0;1163.0;;media
GO;CORREGO;municipio;;;;30.0;;30.0;;media
GO;FAZENDA NOVA;municipio;;;;;;150.0;;media
GO;IPORA;municipio;;14.0;;;;728.0;;media
GO;ISRAELANDIA;municipio;;;;;;110.0;;media
GO;IVOLANDIA;municipio;;;;;;80.0;;media
GO;.JAUPACI;municipio;;;;;;65.0;;media
GO;ANICUNS;microrregiao;;67.0;;911.0;56.0;3734.0;;media
GO;AMERICANO DO BRASIL;municipio;;;;;;80.0;;media
GO;ANICUNS;municipio;;12.0;;57.0;10.0;674.0;;media
GO;AVELINOPOLIS;municipio;;;;30.0;;600.0;;media
GO;F IRMINOPOLIS;municipio;;;;;;61.0;;media
GO;MOSSAMEOES;municipio;;;;330.0;;30.0;;media
GO;NAZARIO;municipio;;;;;;255.0;;media
GO;SANCLERLANDIA;municipio;;;;;;126.0;;media
GO;SANTA BARBARA DE GOIAS;municipio;;;;;;1136.0;;media
GO;TURVANIA;municipio;;;;400.0;;14.0;;media
GO;BELA VISTA DE GOIAS;municipio;;35.0;;1174.0;29.0;3085.0;;media
GO;GOIANAPOLIS;municipio;;27.0;;968.0;19.0;2332.0;;media
GO;GOIANIRA;municipio;;23.0;;;23.0;3860.0;;media
GO;GUAPO;municipio;;21.0;;443.0;16.0;1625.0;;media
GO;HIDROLANDIA;municipio;;53.0;;838.0;39.0;4064.0;;media
GO;LEOPOLDO DE BULHÔES;municipio;;13.0;;;13.0;432.0;;media
GO;NEROPOLIS;municipio;;26.0;;373.0;22.0;1707.0;;media
GO;TRINDADE;municipio;;47.0;;661.0;42.0;4966.0;;media
GO;LESTE GOIANO;mesorregiao;194.0;;13841.0;;310.0;;;alta
GO;VÃO DO PARANÃ;microrregiao;;;360.0;;;;;alta
GO;FLORES DE GOIAS;municipio;;;110.0;;;;;alta
GO;GUARANI DE GO IAS;municipio;;;;;;;;alta
GO;MAMBAI;municipio;;;;;;;;alta
GO;POSSE;municipio;;;10.0;;;;;alta
GO;SÂO DOMINGOS;municipio;;;240.0;;;;;alta
GO;ENTORNO DE BRASILIA;microrregiao;188.0;;13481.0;;304.0;;;alta
GO;ABADIANIA;municipio;;;430.0;;24.0;;;media
GO;ALEXANIA;municipio;;;362.0;;57.0;;;media
GO;CABECEIRAS;municipio;;;3250.0;;;;;media
GO;CORUMBA DE GOIAS;municipio;;;265.0;;10.0;;;media
GO;CRISTALINA;municipio;13.0;;2219.0;;20.0;;;media
GO;FORMOSA;municipio;86.0;;1463.0;;45.0;;;media
GO;LUZIANIA;municipio;;;8.0;;41.0;;;media
GO;PADRE BERNARDO;municipio;;;1224.0;;22.0;;;media
GO;PIRENOPOLIS;municipio;12.0;;2089.0;;67.0;;;media
GO;PLANAL TINA;municipio;;;;;;;;media
GO;SANTO ANTONIO DO DESCOBERTO;municipio;45.0;;171.0;;;;;media
GO;SUL GOIANO;mesorregiao;188.0;;25978.0;;978.0;;;media
GO;SUDOESTE DE GOIAS;microrregiao;39.0;;9752.0;;162.0;;;media
GO;APORE;municipio;;;;;;;;media
GO;CAIAPONIA;municipio;;;35.0;;;;;media
GO;JATAI;municipio;10.0;;752.0;;21.0;;;media
GO;MAURI LANDIA;municipio;;;;;;;;media
GO;MINEIROS;municipio;;;75.0;;18.0;;;media
GO;PORTELANDIA;municipio;;;;;;;;media
GO;RIO VERDE;municipio;20.0;;7964.0;;86.0;;;media
GO;SANTA HELENA DE GOIAS;municipio;;;735.0;;25.0;;;media
GO;SANTA RITA DO ARAGUAIA;municipio;;;;;;;;media
GO;SERRANOPOLl S;municipio;;;183.0;;;;;media
GO;VALE DO RIO DOS BOIS;microrregiao;24.0;;3981.0;;82.0;;;media
GO;ACREUNA;municipio;;;2350.0;;12.0;;;media
GO;CAMPESTRE DE GOlAS;municipio;;;180.0;;;;;media
