_uf;_label;_level;efetivo_total;nascidos;vitimados;comprados;vendidos;confianca
AM;SANTA ISABEL DO RIO NEGRO;municipio;;;;;;media
AM;SÃO GABRIEL DA CACHOEIRA;municipio;;;;;;media
AM;SOLIMÕES-.JAPURA;microrregiao;99.0;;;;;alta
AM;ALVARÃES;municipio;11.0;;;;;alta
AM;ANAMÃ;municipio;;;;;;alta
AM;ANORI;municipio;4.0;;;;;alta
AM;COAR(;municipio;;;;;;alta
AM;CODAJAS;municipio;34.0;;;;;alta
AM;JAPURA;municipio;;;;;;alta
AM;MARAÃ;municipio;;;;;;alta
AM;TEFE;municipio;45.0;;;;;alta
AM;UARINI;municipio;3.0;;;;;alta
AM;MEDIO AMAZONAS;microrregiao;6364.0;7.0;298.0;252.0;134.0;media
AM;AUTAZES;municipio;718.0;130.0;60.0;21.0;12.0;media
AM;BARREIRINHA;municipio;189.0;25.0;15.0;5.0;10.0;media
AM;BERURI;municipio;;;;;;media
AM;BOA VISTA;municipio;26.0;;;;2.0;media
AP;TOTAIS;total;2588.0;258.0;136.0;103.0;22.0;alta
AP;AMAPA;mesorregiao;2588.0;258.0;136.0;103.0;22.0;alta
AP;MACAPA;microrregiao;1270.0;144.0;77.0;69.0;;alta
AP;MACAPA;municipio;1225.0;71.0;67.0;;;alta
AP;MAZAGÃO;municipio;45.0;;;;;alta
AP;AMAPA E OIAPOQUE;microrregiao;1318.0;114.0;59.0;34.0;;alta
AP;AMAPA;municipio;1168.0;104.0;56.0;32.0;;alta
AP;CALÇOENE;municipio;150.0;10.0;;;;alta
AP;OIAPOQUE;municipio;;;;;;alta
BA;TOTAIS;total;637333.0;61072.0;17438.0;36557.0;26456.0;media
BA;OESTE BAIANO;mesorregiao;258479.0;24646.0;7598.0;16930.0;12226.0;media
BA;CHAPADÕES;microrregiao;35391.0;3604.0;279.0;843.0;1711.0;media
BA;ANGICAL;municipio;3197.0;232.0;83.0;201.0;127.0;media
BA;BAIANOPOLIS;municipio;1797.0;213.0;48.0;151.0;174.0;media
BA;BARREIRAS;municipio;2735.0;232.0;109.0;67.0;84.0;media
BA;BREJOLANOIA;municipio;3047.0;275.0;70.0;87.0;70.0;media
BA;CATOLANDIA;municipio;1004.0;132.0;45.0;36.0;49.0;media
BA;COTEGIPE;municipio;791.0;876.0;335.0;397.0;469.0;media
BA;CRISTOPOLIS;municipio;1447.0;103.0;46.0;77.0;81.0;media
BA;FORMOSA DO RIO PRETO;municipio;1986.0;221.0;77.0;103.0;70.0;media
BA;RIACHÃO DAS NEVES;municipio;3555.0;412.0;91.0;126.0;57.0;media
BA;SANTA RITA DE CASSIA;municipio;4282.0;491.0;164.0;230.0;160.0;media
BA;SÃO DESIDERIO;municipio;3089.0;237.0;159.0;221.0;263.0;media
BA;TABOCAS DO BREJO VELHO;municipio;2061.0;180.0;52.0;147.0;107.0;media
BA;CHAPADÕES DO RIO CORRENTE;microrregiao;31046.0;3142.0;570.0;1604.0;189.0;media
BA;CANAPOLIS;municipio;461.0;123.0;;235.0;65.0;media
BA;cocos;municipio;3744.0;368.0;67.0;161.0;129.0;media
BA;CORIBE;municipio;6127.0;748.0;120.0;197.0;217.0;media
BA;CORRENT I NA;municipio;6298.0;448.0;124.0;264.0;;media
BA;SANTA MARIA DA VITORIA;municipio;5803.0;610.0;132.0;302.0;267.0;media
BA;SANTANA;municipio;3953.0;426.0;38.0;276.0;138.0;media
BA;SERRA DOURADA;municipio;3660.0;419.0;83.0;169.0;162.0;media
BA;BAIXO-MEDI O SÃO FRANCISCO;microrregiao;26294.0;3142.0;1209.0;1214.0;920.0;media
BA;BARRA;municipio;6982.0;915.0;322.0;231.0;;media
BA;CAMPO ALEGRE DE LOURDES;municipio;1431.0;127.0;79.0;121.0;96.0;media
BA;CASA NOVA;municipio;4078.0;357.0;49.0;157.0;57.0;media
BA;IBOTIRAMA;municipio;2491.0;395.0;95.0;123.0;82.0;media
BA;MORPARA;municipio;58.0;127.0;89.0;41.0;49.0;media
BA;PILÃO ARCADO;municipio;2572.0;265.0;103.0;131.0;91.0;media
BA;REMANSO;municipio;3732.0;416.0;202.0;73.0;117.0;media
BA;SENTO SE;municipio;917.0;68.0;57.0;28.0;32.0;media
BA;XIQUE-XIQUE;municipio;3033.0;472.0;213.0;122.0;165.0;media
BA;MEDI O SÃO FRANCISCO;microrregiao;30040.0;3298.0;714.0;1711.0;1447.0;media
BA;BOM JESUS DA LAPA;municipio;12457.0;1128.0;260.0;538.0;;media
BA;CAR I NHANHA;municipio;6626.0;913.0;144.0;256.0;306.0;media
BA;MALHADA;municipio;6804.0;933.0;234.0;206.0;362.0;media
BA;PARATINGA;municipio;4153.0;324.0;76.0;361.0;241.0;media
BA;CHAPADA DIAMANTINA SETENTRIONAL;microrregiao;14588.0;802.0;256.0;972.0;388.0;media
BA;BARRA DO MENDES;municipio;929.0;71.0;12.0;;27.0;media
BA;CAFARNAUM;municipio;979.0;16.0;;43.0;10.0;media
BA;CANARANA;municipio;1516.0;73.0;41.0;131.0;102.0;media
BA;CENTRAL;municipio;626.0;;;53.0;2.0;media
BA;GENTIO;municipio;692.0;43.0;;45.0;32.0;media
BA;IBIPEBA;municipio;15.0;48.0;14.0;37.0;35.0;media
BA;IBITITA;municipio;889.0;;;59.0;;media
BA;IRECE;municipio;3329.0;;40.0;176.0;55.0;media
BA;JUSSARA;municipio;365.0;27.0;;40.0;;media
BA;MORRO;municipio;2681.0;269.0;56.0;154.0;61.0;media
BA;PRESIDENTE OUTRA;municipio;557.0;19.0;;81.0;11.0;media
BA;SOUTO SOARES;municipio;563.0;63.0;52.0;35.0;25.0;media
BA;UIBAI;municipio;447.0;;;114.0;13.0;media
BA;LESTE BAIANO;mesorregiao;267475.0;25296.0;5881.0;16484.0;12239.0;media
BA;PIEMONTE DA DIAMANTINA;microrregiao;42561.0;4691.0;1099.0;1724.0;1798.0;alta
BA;BAIXA GRANDE;municipio;2910.0;296.0;36.0;98.0;86.0;alta
BA;BOA VISTA DO TUPIM;municipio;4854.0;702.0;232.0;169.0;225.0;alta
BA;CAEM;municipio;1037.0;68.0;24.0;26.0;21.0;alta
BA;(BIQUERA;municipio;2338.0;302.0;66.0;31.0;52.0;alta
BA;ITABERABA;municipio;3882.0;413.0;87.0;185.0;108.0;alta
BA;JACOBINA;municipio;5349.0;557.0;111.0;203.0;135.0;alta
BA;LAJEDINHO;municipio;1166.0;114.0;21.0;45.0;67.0;alta
BA;MACAJUBA;municipio;1619.0;232.0;39.0;69.0;112.0;alta
BA;MAIRI;municipio;3276.0;288.0;85.0;164.0;167.0;alta
BA;MIGUEL CALMON;municipio;2441.0;306.0;58.0;94.0;87.0;alta
BA;MUNDO NOVO;municipio;3505.0;319.0;62.0;67.0;130.0;alta
BA;PIRITIBA;municipio;2159.0;286.0;57.0;97.0;55.0;alta
BA;RUY BARBOSA;municipio;5413.0;587.0;150.0;277.0;421.0;alta
BA;SERROLANDIA;municipio;1178.0;72.0;24.0;110.0;79.0;alta
BA;TAPIRAMUTA;municipio;732.0;79.0;36.0;56.0;35.0;alta
BA;VARZEA DO POÇO;municipio;702.0;70.0;11.0;33.0;18.0;alta
BA;SERT ÂO DE CANUDOS;microrregiao;12230.0;894.0;259.0;1395.0;567.0;media
BA;CANSANÇÂO;municipio;806.0;47.0;30.0;156.0;51.0;media
BA;EUCLIDES DA CUNHA;municipio;2164.0;151.0;33.0;216.0;57.0;media
BA;ITIUBA;municipio;1836.0;218.0;65.0;188.0;106.0;media
BA;MONTE SANTO;municipio;1829.0;115.0;39.0;417.0;210.0;media
BA;QUEIMADAS;municipio;2003.0;124.0;18.0;62.0;;media
BA;QUIJINGUE;municipio;858.0;46.0;17.0;88.0;50.0;media
BA;TUCANO;municipio;1577.0;76.0;19.0;143.0;49.0;media
BA;SERRINHA;microrregiao;17509.0;1581.0;268.0;1255.0;767.0;media
BA;ARACI;municipio;1128.0;76.0;26.0;64.0;31.0;media
BA;BIRITINGA;municipio;1102.0;78.0;16.0;69.0;;media
BA;CANDEAL;municipio;1340.0;153.0;24.0;100.0;86.0;media
BA;CONCE I ÇÂO DO CO (TE;municipio;879.0;47.0;10.0;87.0;25.0;media
BA;ICHU;municipio;371.0;31.0;;47.0;34.0;media
BA;LAMARÂO;municipio;1270.0;115.0;;70.0;53.0;media
BA;RETIROLANDIA;municipio;176.0;15.0;;22.0;;media
BA;RIACHÂO DO JACU IPE;municipio;6532.0;520.0;60.0;307.0;246.0;media
BA;SANTALUZ;municipio;1276.0;154.0;39.0;101.0;63.0;media
BA;SERRINHA;municipio;1663.0;169.0;36.0;211.0;70.0;media
BA;TEOFILANDIA;municipio;968.0;132.0;31.0;;;media
BA;VALENTE;municipio;804.0;91.0;11.0;92.0;30.0;media
BA;PASTORIL DE ITAPETINGA;microrregiao;3364.0;1019.0;465.0;;;media
BA;ENCRUZILHADA;municipio;621.0;343.0;235.0;;;media
BA;ITAMBE;municipio;4816.0;517.0;77.0;17.0;;media
BA;ITAPETINGA s;municipio;760.0;32.0;56.0;;;media
BA;ITARANTIM;municipio;932.0;545.0;112.0;;;media
BA;MACARAN I;municipio;396.0;48.0;31.0;;;media
BA;MAIQUINIQUE;municipio;138.0;13.0;14.0;;;media
BA;SERTÃO DE PAULO AFONSO;microrregiao;612.0;759.0;421.0;;;media
BA;CORONEL JOÃO SA;municipio;82.0;58.0;24.0;;;media
BA;GLORIA;municipio;31.0;63.0;;;;media
BA;JEREMOABO;municipio;321.0;381.0;307.0;;;media
BA;PAULO AFONSO;municipio;60.0;62.0;13.0;;;media
BA;PEDRO ALEXANDRE;municipio;85.0;115.0;37.0;;;media
BA;SANTA BRIGIDA;municipio;479.0;33.0;33.0;;;media
BA;AGRESTE DE ALAGOINHAS;microrregiao;2709.0;2872.0;2733.0;;;media
BA;ACAJUTIBA;municipio;97.0;40.0;30.0;;;media
BA;ALAGOINHAS;municipio;126.0;113.0;86.0;;;media
BA;ANTAS;municipio;67.0;108.0;53.0;;;media
BA;APORA;municipio;332.0;230.0;468.0;;;media
BA;ARAMAR(;municipio;68.0;14.0;18.0;;;media
BA;CICERO DANTAS;municipio;147.0;297.0;127.0;;;media
BA;CIPO;municipio;39.0;43.0;16.0;;;media
BA;CRISOPOLIS;municipio;311.0;315.0;431.0;;;media
BA;INHAMBUPE;municipio;197.0;396.0;397.0;;;media
BA;ITAPICURU;municipio;226.0;98.0;147.0;;;media
BA;NOVA SOURE;municipio;71.0;22.0;59.0;;;media
BA;OLINDINA;municipio;152.0;124.0;128.0;;;media
BA;PARIPIRANGA;municipio;164.0;343.0;185.0;;;media
BA;RIBEIRA DO AMPARO;municipio;2486.0;162.0;27.0;251.0;;media
BA;RIBEIRA DO POMBAL;municipio;166.0;317.0;110.0;;;media
BA;RIO REAL;municipio;2159.0;250.0;35.0;131.0;;media
BA;SATIRO DIAS;municipio;134.0;81.0;159.0;;;media
BA;LITORAL NORTE BAIANO;microrregiao;806.0;364.0;290.0;;;media
BA;CARDEAL DA SILVA;municipio;45.0;23.0;;;;media
BA;CONDE;municipio;187.0;98.0;38.0;;;media
BA;ENTRE RIOS;municipio;208.0;107.0;35.0;;;media
BA;ESPLANADA;municipio;225.0;89.0;167.0;;;media
BA;ITANAGRA;municipio;53.0;27.0;;;;media
BA;JANDAIRA;municipio;1271.0;23.0;20.0;37.0;;media
BA;RECONCAVO BAIANO;microrregiao;1081.0;1669.0;537.0;;;media
BA;AME LIA RODRIGUES;municipio;16.0;46.0;;;;media
BA;ARATUIPE;municipio;;43.0;10.0;;;media
BA;CACHOEIRA;municipio;54.0;77.0;25.0;;;media
BA;CONCEIÇÃO DA FEIRA;municipio;730.0;77.0;23.0;32.0;;media
BA;CONCEIÇÃO DO ALMEIDA;municipio;95.0;72.0;23.0;;;media
BA;CONCEIÇÃO DO JACU IPE;municipio;55.0;78.0;24.0;;;media
BA;CRUZ DAS ALMAS;municipio;10.0;29.0;10.0;;;media
BA;DOM MACEDO COSTA;municipio;24.0;50.0;;;;media
BA;GOVERNADOR MANGAS EIRA;municipio;17.0;14.0;;;;media
BA;ITAPARICA;municipio;;;3.0;;;media
BA;JAGUAR IPE;municipio;31.0;246.0;17.0;;;media
BA;MARAGOGIPE;municipio;10.0;75.0;25.0;;;media
BA;MUNIZ FERREIRA;municipio;22.0;33.0;;;;media
BA;MURITIBA;municipio;44.0;48.0;44.0;;;media
BA;NAZARE;municipio;;17.0;10.0;;;media
BA;SALINAS DA MARGARIDA;municipio;;;;;;media
BA;CAMAÇARI;municipio;29.0;15.0;35.0;19.0;;media
BA;CANDEIAS;municipio;47.0;19.0;27.0;24.0;;media
BA;CATU;municipio;77.0;28.0;94.0;20.0;;media
BA;LAURO DE FRE;municipio;;13.0;;;;media
BA;MATA DE SÂO JOÃO;municipio;31.0;10.0;16.0;22.0;;media
BA;POJUCA;municipio;45.0;12.0;23.0;10.0;;media
BA;SÃO FRANCISCO DO CONDE;municipio;15.0;;15.0;;;media
BA;S IMÔES Fl LHO;municipio;;;16.0;;;media
BA;LITORAL SUL BAIANO;mesorregiao;10864.0;2915.0;1866.0;;;media
BA;TABULEIROS DE VALENÇA;microrregiao;57.0;77.0;215.0;15.0;;media
BA;CA(RU;municipio;;;20.0;;;media
BA;CAMAMU;municipio;;;30.0;;;media
BA;IBIRAPITANGA;municipio;;;;;;media
BA;(TUBERA;municipio;;;25.0;;;media
BA;MARAU;municipio;;;11.0;;;media
BA;NILO l'EÇANHA;municipio;;;2.0;;;media
BA;TAPE ROA;municipio;;;25.0;;;media
BA;VALENÇA;municipio;38.0;55.0;100.0;;;media
BA;ENCOSTA DO PLANALTO DE CONQUISTA;microrregiao;3403.0;725.0;542.0;667.0;;media
BA;FIRMINO ALVES;municipio;102.0;26.0;40.0;26.0;;media
BA;FLORESTA AZUL;municipio;71.0;13.0;14.0;;;media
BA;(BICUl;municipio;699.0;139.0;59.0;163.0;;media
BA;IGUAi;municipio;248.0;50.0;55.0;134.0;;media
BA;ITAGIBA;municipio;141.0;40.0;207.0;42.0;;media
BA;ITAJU DO COLON(A;municipio;439.0;102.0;25.0;;;media
BA;(TAPEBl, z;municipio;353.0;63.0;31.0;49.0;;media
BA;ITORORO;municipio;130.0;;25.0;41.0;;media
BA;PAU BRASii;municipio;145.0;33.0;;;;media
BA;POTIRAGUA;municipio;533.0;92.0;30.0;22.0;;media
BA;SANTA CRUZ DA VITORIA;municipio;159.0;27.0;20.0;39.0;;media
BA;CACAUEJRA;microrregiao;852.0;207.0;500.0;;;media
BA;ALMAC(NA;municipio;89.0;13.0;;;;media
BA;AUREL(NO LEAL;municipio;61.0;;;;;media
BA;BARRA;municipio;;;;;;media
BA;BARRO PRETO;municipio;;;;;;media
BA;BELMONTE;municipio;;;;;;media
BA;BUERAREMA;municipio;;;;;;media
BA;CAMACAN;municipio;;;;;;media
BA;CANAVIEIRAS;municipio;;;;;;media
BA;COARACI;municipio;44.0;;;;;media
BA;GANOU;municipio;;;;;;media
BA;INTERIORANA EXTREMO SUL DA BAHIA;microrregiao;3665.0;1159.0;749.0;;;media
BA;GUARATINGA;municipio;4940.0;415.0;533.0;197.0;;media
BA;I B I RAPUÃ;municipio;369.0;4.0;65.0;;;media
BA;ITAMARAJU;municipio;1126.0;542.0;262.0;;;media
BA;ITANHEM;municipio;7175.0;187.0;147.0;170.0;;media
BA;LAJEDÃO;municipio;2273.0;74.0;72.0;84.0;;media
BA;MEDEIROS NETO;municipio;5548.0;594.0;79.0;;;media
BA;LITORANEA;microrregiao;2887.0;499.0;289.0;;;alta
BA;ALCOBAÇA;municipio;440.0;63.0;54.0;;;alta
BA;CARAVELA-;municipio;685.0;68.0;42.0;;;alta
BA;MUCUR I;municipio;398.0;98.0;35.0;;;alta
BA;NOVA VIÇOSA;municipio;138.0;17.0;14.0;;;alta
BA;PORTO SEGURO;municipio;276.0;107.0;25.0;;;alta
BA;PRADO;municipio;571.0;104.0;70.0;;;alta
BA;SANTA CRUZ CABRALIA z;municipio;379.0;42.0;49.0;;;alta
ES;TOTAI-;total;79267.0;6792.0;1874.0;3595.0;2265.0;baixa
ES;ESPIRITO-SANTENSE;microrregiao;77903.0;6640.0;1832.0;3515.0;2251.0;baixa
ES;ALTO SÃO MATEUS;microrregiao;14067.0;1499.0;305.0;333.0;450.0;baixa
ES;ECOPORANGA;municipio;7450.0;734.0;193.0;170.0;188.0;baixa
ES;MONTANHA;municipio;3101.0;344.0;56.0;46.0;101.0;baixa
ES;MUCURICI;municipio;3516.0;421.0;56.0;117.0;161.0;baixa
ES;COLATINA;municipio;17731.0;1394.0;376.0;785.0;484.0;baixa
ES;BAIXO GUANDU;municipio;2223.0;194.0;57.0;121.0;60.0;baixa
ES;BARRA CE SÃO FRANCISCO;municipio;564.0;170.0;70.0;205.0;70.0;baixa
ES;BOA ESPERANÇA;municipio;772.0;65.0;12.0;27.0;;baixa
ES;COLATINA;municipio;4034.0;321.0;85.0;68.0;134.0;baixa
ES;MANTENOPOL IS;municipio;625.0;19.0;;61.0;15.0;baixa
ES;MARILANDIA;municipio;214.0;23.0;;;;baixa
ES;NOVA VENECIA;municipio;4646.0;369.0;104.0;187.0;147.0;baixa
ES;PANCAS;municipio;1362.0;102.0;17.0;53.0;19.0;baixa
ES;SÃO GABRIEL DA PALHA;municipio;1291.0;131.0;25.0;59.0;27.0;baixa
ES;BAIXADA ESPIRITO-SANTENSE;municipio;18338.0;1784.0;507.0;691.0;456.0;baixa
ES;ARACRUZ;municipio;1324.0;81.0;20.0;30.0;27.0;baixa
ES;CONCEIÇÃO DA BARRA;municipio;682.0;89.0;41.0;35.0;23.0;baixa
ES;FUNDÃO;municipio;497.0;37.0;13.0;;10.0;baixa
ES;JAGUARE;municipio;678.0;43.0;;19.0;12.0;baixa
ES;LINHARES;municipio;5926.0;445.0;90.0;195.0;133.0;baixa
ES;PEDRO CANARIO;municipio;1602.0;220.0;66.0;59.0;32.0;baixa
ES;PINHEIROS;municipio;2150.0;265.0;57.0;82.0;25.0;baixa
ES;RIO BANANAL;municipio;572.0;34.0;;47.0;25.0;baixa
ES;SÃO MATEUS;municipio;4907.0;570.0;206.0;217.0;169.0;baixa
ES;COL. SERRANA ESPIRITO-SANTENSE;municipio;6973.0;362.0;199.0;532.0;267.0;baixa
ES;AFONSO CLAUDI;municipio;2269.0;131.0;61.0;213.0;124.0;baixa
ES;ALFREDO CHAVES;municipio;492.0;19.0;;66.0;20.0;baixa
ES;DOMINGOS MARTINS;municipio;639.0;15.0;13.0;36.0;18.0;baixa
ES;IBIRAÇU;municipio;557.0;11.0;15.0;;;baixa
ES;ITAGUAÇU;municipio;971.0;40.0;;49.0;29.0;baixa
ES;ITARANA;municipio;456.0;29.0;13.0;36.0;12.0;baixa
