_uf;_label;_level;val_1;val_2;val_3;val_4;confianca
SP;CERQU ILHO;municipio;44.0;253.0;;;media
SP;CESARIO LANGE;municipio;60.0;108.0;;;media
SP;LARANJAL PAULISTA;municipio;197.0;335.0;13.0;;media
SP;PEREIRAS;municipio;242.0;174.0;12.0;;media
SP;PORANGABA;municipio;49.0;193.0;;;media
SP;TATU(;municipio;122.0;512.0;;42.0;media
SP;TIETE;municipio;165.0;406.0;;;media
SP;SOROCABA;microrregiao;779.0;55043.0;;104.0;media
SP;ARAÇOIABA DA SERRA;municipio;18.0;605.0;;;media
SP;CABREUVA;municipio;61.0;3123.0;;;media
SP;CAPELA DO ALTO;municipio;33.0;202.0;;;media
SP;(PERO;municipio;13.0;1017.0;;;media
SP;MAIRINQUE;municipio;76.0;7497.0;;12.0;media
SP;PORTO FELIZ;municipio;127.0;2111.0;;;media
SP;SALTO;municipio;21.0;2849.0;;;media
SP;SALTO DE PIRAPORA;municipio;37.0;7674.0;;;media
SP;SÃO ROQUE;municipio;155.0;3358.0;;51.0;media
SP;SARAPUI;municipio;39.0;6110.0;33.0;;media
SP;SOROCABA;municipio;54.0;4736.0;;;media
SP;VOTORANTIM;municipio;;3876.0;;;media
SP;JUNDIAI;municipio;699.0;26510.0;;41.0;media
SP;CAMPO LIMPO PAULISTA;municipio;;1195.0;;;media
SP;ITATIBA;municipio;132.0;5260.0;;10.0;media
SP;ITUPEVA;municipio;73.0;3907.0;;;media
SP;JARINU;municipio;74.0;2762.0;;;media
SP;JUNDIAI;municipio;268.0;9022.0;;13.0;media
SP;LOUVEIRA;municipio;85.0;501.0;;;media
SP;MORUNGABA;municipio;47.0;3206.0;;;media
SP;VARZEA PAULISTA;municipio;11.0;655.0;;;media
SP;MANTIOUE(RA PAULISTA;microrregiao;5622.0;301345.0;;177.0;media
SP;PLANALTO DE FRANCA;municipio;404.0;10025.0;;;media
SP;CRISTAIS PAULISTA;municipio;64.0;5039.0;;;media
SP;FRANCA;municipio;105.0;534.0;;;media
SP;ITIRAPUÃ;municipio;36.0;94.0;;;media
SP;JERIQUARA;municipio;20.0;335.0;;;media
SP;PATROCINIO PAULISTA;municipio;82.0;1272.0;;;media
SP;PEDREGULHO;municipio;35.0;686.0;;;media
SP;RESTINGA;municipio;24.0;1654.0;;;media
SP;RIBEIRÃO CORRENTE;municipio;17.0;55.0;;;media
SP;RIFAINA;municipio;;75.0;;;media
SP;SÃO JOSE DA BELA VISTA;municipio;19.0;277.0;;;media
SP;SERRA DE BATATAIS;municipio;305.0;26025.0;;;media
SP;AL TINOPOLIS;municipio;35.0;21998.0;;;media
SP;BATATAIS;municipio;115.0;1096.0;;;media
SP;BRODOSOUI;municipio;24.0;72.0;;;media
SP;CAJURU;municipio;39.0;1934.0;;;media
SP;CASSIA DOS COQUEIROS;municipio;45.0;693.0;;;media
SP;NUPORANGA;municipio;11.0;22.0;;;media
SP;SANTO ANTONIO OA ALEGRIA;municipio;36.0;207.0;;;media
SP;DEPRESSÃO PERIFERICA SETENTRIONAL;microrregiao;;;94184.0;23.0;media
SP;AGUAI;municipio;;;5490.0;;media
SP;CASA BRANCA;municipio;;;19259.0;;media
SP;LEME;municipio;;;533.0;;media
SP;MOJ( -GUAÇU;municipio;;;56705.0;;media
SP;MOJI-MIRIM;municipio;;;2624.0;;media
SP;PIRASSUNUNGA;municipio;;;2058.0;;media
SP;PORTO FERREIRA;municipio;;;174.0;;media
SP;SANTA CRUZ DA CONCE I ÇÂO;municipio;40.0;385.0;;;media
SP;SANTA CRUZ OAS PALMEIRAS;municipio;25.0;331.0;;;media
SP;TAMBAU;municipio;;;6621.0;;media
SP;ENCOSTA OCID. DA MANTIQ. PAULISTA;microrregiao;1358.0;11044.0;67.0;146.0;media
SP;AGUAS DA PRA TA;municipio;;;337.0;;media
SP;CACONDE;municipio;;;1164.0;;media
SP;OIVINOLANDIA;municipio;99.0;1220.0;;;media
SP;ESPIRITO SANTO;municipio;0.0;;1895.0;;media
SP;ITOBI;municipio;;;471.0;;media
SP;MOCOCA;municipio;;;1161.0;;media
SP;SANTO ANTONl;municipio;0.0;;419.0;;media
SP;SÃO JOÂO DA BOA VISTA;municipio;116.0;1142.0;;;media
SP;SÂO JOSE;municipio;239.0;959.0;38.0;41.0;media
SP;SÃO SEBASTIÃO DA GRAMA;municipio;108.0;992.0;;;media
SP;TAPIRATIBA;municipio;;;273.0;;media
SP;VP RGEM GRANDE DO SUL;municipio;112.0;1006.0;15.0;;media
SP;ESTANCIAS HIDROMINERAlS PAULISTAS;microrregiao;;;18384.0;21.0;media
SP;AGUAS DE LINOOIA;municipio;;;1240.0;;media
SP;AMPARO;municipio;;;8062.0;;media
SP;ITAPIRA;municipio;;;3178.0;;media
SP;LINOOIA;municipio;;;127.0;;media
SP;MONTE ALEGRE DO SUL;municipio;120.0;1128.0;;;media
SP;PEDREIRA;municipio;;;646.0;;media
SP;SERRA NEGRA;municipio;;;2315.0;;media
SP;SOCORRO;municipio;;;1685.0;;media
SP;BRAGANÇA PAULISTA;microrregiao;;;141679.0;288.0;media
SP;ATIBAIA;municipio;;;4475.0;11.0;media
SP;BOM JESUS OOS PERDÕES;municipio;49.0;1163.0;421.0;;media
SP;BRAGANÇA PAULISTA;municipio;;;111782.0;54.0;media
SP;JOANOPOLI S;municipio;;;3417.0;140.0;media
SP;NAZARE PAULISTA;municipio;;;8309.0;;media
SP;PEDRA BELA;municipio;227.0;4655.0;;;media
SP;PINHALZINHO;municipio;;;2277.0;43.0;media
SP;PIRACAIA;municipio;;;5598.0;28.0;media
SP;SUDOESTE PAULISTA;mesorregiao;;;38950.0;496.0;media
SP;ALTA NORDESTE DE ARAÇATUBA;microrregiao;;;440.0;39.0;media
SP;ANORAOINA;municipio;;;41.0;;media
SP;ARAÇATUBA;municipio;;;163.0;;media
SP;BENTO DE ABREU;municipio;;;44.0;;media
SP;CASTILHO;municipio;;;17.0;;media
SP;GUARAÇAI;municipio;;;411.0;;media
SP;GUARARAPES;municipio;;;196.0;;media
SP;ITAPURA;municipio;;;;;media
SP;LAV(N(A;municipio;;;22.0;;media
SP;MIRANDOPOLIS;municipio;;;182.0;;media
SP;ADAMANTINA;microrregiao;143.0;109.0;;;media
SP;DRACENA;microrregiao;52.0;;;;media
SP;FLORA RICA;microrregiao;16.0;;;;media
SP;FLORIDA PAULISTA;microrregiao;27.0;;;;media
SP;INUBIA PAULISTA;microrregiao;38.0;;;150.0;media
SP;IRAPURU;microrregiao;74.0;;;;media
SP;JUNQUEIROPOLIS;microrregiao;43.0;28.0;;;media
SP;LUCELIA;microrregiao;46.0;;;;media
SP;MARIAPOL(S;microrregiao;57.0;;;;media
SP;MONTE CASTELO;microrregiao;23.0;12.0;;;media
SP;NOVA GUAT APORANGA;microrregiao;16.0;;;;media
SP;OSVALDO CRUZ;microrregiao;246.0;148.0;;;media
SP;OURO VERDE;microrregiao;19.0;;;;media
SP;PACAEMBU;microrregiao;79.0;;;;media
SP;PANORAMA;microrregiao;11.0;;;;media
SP;PARAPUÂ;microrregiao;94.0;;;;media
SP;PAULI CEIA;microrregiao;66.0;;;;media
SP;RINOPOLIS;microrregiao;115.0;;;;media
SP;SAGRES;microrregiao;51.0;;;;media
SP;SALMOURÃO;microrregiao;65.0;;;;media
SP;SANTA MERCEDES;microrregiao;22.0;25.0;;;media
SP;SÃO JOÃO DO PAU O'ALHO;microrregiao;12.0;17.0;;;media
SP;TUPI PAULISTA;microrregiao;63.0;63.0;;;media
SP;ALTA NORDESTE DE PENAPOLI S;mesorregiao;634.0;;17.0;11.0;media
SP;ALTO ALEGRE;microrregiao;137.0;;;;media
SP;AVANHANOAVA;microrregiao;11.0;;;;media
SP;BARBOSA;microrregiao;;;;;media
SP;BILAC;microrregiao;26.0;;;;media
SP;BIRIGUI;microrregiao;79.0;82.0;;;media
SP;BRAUNA;microrregiao;70.0;36.0;;;media
SP;BURITAMA;microrregiao;11.0;;;;media
SP;CLEMENTINA;microrregiao;14.0;;;;media
SP;COROADOS;microrregiao;20.0;;;;media
SP;GABRIEL MONTEIRO;microrregiao;41.0;;;;media
SP;GLICERIO;microrregiao;28.0;267.0;;;media
SP;LUIZIANIA;microrregiao;11.0;;;;media
SP;PENAPOLIS;microrregiao;95.0;;;;media
SP;PIACATU;microrregiao;67.0;57.0;;;media
SP;SANTOPOLIS DO AGUAPEI;microrregiao;;;;;media
SP;TURIUBA;microrregiao;;;;;media
SP;BAURU;mesorregiao;1511.0;;;;media
SP;AGUDOS;microrregiao;78.0;;13.0;1249.0;media
SP;AREALVA;microrregiao;85.0;;;;media
SP;BALBINOS;microrregiao;;;;;media
SP;BAURU;microrregiao;63.0;1909.0;553.0;;media
SP;CABRALIA PAULISTA;microrregiao;76.0;;;1194.0;media
SP;CAFELANDIA;microrregiao;43.0;483.0;;;media
SP;OUARTINA;microrregiao;250.0;916.0;3.0;1200.0;media
SP;GETULINA;microrregiao;61.0;;;;media
SP;GUAIÇARA;microrregiao;14.0;;;;media
SP;GUAIMBE;microrregiao;28.0;;;22.0;media
SP;GUARANTÃ;municipio;36.0;;;;media
SP;IACANGA;municipio;41.0;;;;media
SP;LENÇOIS PAULISTA;municipio;73.0;;;;media
SP;LINS;municipio;39.0;164.0;;;media
SP;LUCIANOPOLIS;municipio;68.0;652.0;;;media
SP;PIRA JUI;municipio;89.0;847.0;;;media
SP;PIRATININGA;municipio;110.0;;;;media
SP;PONGAI;municipio;70.0;205.0;;;media
SP;PRESIDENTE ALVES;municipio;69.0;;;;media
SP;PROMISSÃO;municipio;55.0;;;;media
SP;REGINOPOLIS;municipio;42.0;;;;media
SP;SABINO;municipio;49.0;29.0;;;media
SP;ALTA PAULISTA;microrregiao;1306.0;;16.0;14.0;media
SP;ALVARO DE CARVALHO;municipio;25.0;;;;media
SP;ALVINLANDIA;municipio;24.0;;;;media
SP;BASTOS;municipio;36.0;;;;media
SP;GAL IA;municipio;93.0;;;;media
SP;GARÇA;municipio;116.0;;;;media
SP;HERCULANDIA;municipio;96.0;;;;media
SP;lACRI;municipio;72.0;;;;media
SP;LUPERCIO;municipio;48.0;303.0;;;media
SP;MARILIA;municipio;160.0;;;;media
SP;OCAUÇU;municipio;38.0;;;;media
SP;ORIENTE;municipio;36.0;;;;media
SP;POMPEIA;municipio;71.0;;;;media
SP;QUEIROZ;municipio;;;;;media
SP;QUINTANA;municipio;28.0;;;;media
SP;TUPÃ;municipio;276.0;;10.0;;media
SP;UBIRA JARA;municipio;119.0;;;;media
SP;VERA CRUZ;municipio;64.0;;;;media
SP;ALTA SOROCABANA DE PRES. PRUDENTE;microrregiao;1758.0;;39.0;42.0;media
SP;ALFREDO MARCONOES;municipio;74.0;;;;media
SP;ALVARES MACHADO;municipio;135.0;114.0;;;media
SP;ANHUMAS;municipio;38.0;118.0;;;media
SP;CAIABU;municipio;95.0;137.0;;;media
SP;CAIUA;municipio;;;;;media
SP;ESTRELA DO NORTE;municipio;56.0;;;;media
SP;IEPE;municipio;;;;;media
SP;INDIANA;municipio;72.0;;;;media
SP;.JOÃO RAMALHO;municipio;70.0;;;;media
SP;MARABA PAULISTA;municipio;21.0;;;;media
SP;MARTINOPOLIS;municipio;76.0;;;;media
SP;MIRANTE DO PARANAPANEMA;municipio;145.0;;;;media
SP;NARANDIBA;municipio;21.0;;;;media
SP;PIOUEROBI;municipio;;;;;media
SP;PIRAPOZINHO;municipio;87.0;;;;media
SP;PRESIDENTE BERNARDES;municipio;203.0;;;;media
SP;PRESIDENTE EPITACIO;municipio;;;;;media
SP;PRESIDENTE PRUDENTE;municipio;244.0;;;15.0;media
SP;PRESIDENTE VENCESLAU;municipio;46.0;;;;media
SP;RANCHARIA;municipio;62.0;;;;media
SP;REGENTE FEIJO;municipio;114.0;236.0;4.0;33.0;media
SP;SANOOVALINA;municipio;;;;;media
SP;SANTO ANASTACIO;municipio;108.0;53.0;3.0;;media
SP;SANTO EXPEDITO;municipio;;;;;media
SP;TACIBA;municipio;11.0;;;;media
SP;TARABAI;municipio;;;;;media
SP;TEODORO SAMPAIO;municipio;2.0;;;;media
SP;VALE DO PARAIBA PAULISTA;mesorregiao;977.0;67350.0;;;media
SP;VALE DO PARAIBA PAULISTA;microrregiao;;;67350.0;223.0;media
SP;APARECIDA;municipio;154.0;;;;media
SP;CAÇAPAVA;municipio;;;10602.0;;media
SP;CACHOEIRA PAULISTA;municipio;35.0;211.0;10.0;;media
SP;CAMPOS DO JORDÃO;municipio;25.0;163.0;16.0;249.0;media
SP;CRUZEIRO;municipio;42.0;704.0;;;media
SP;GUARAT I NGUET A;municipio;183.0;8498.0;24.0;13.0;media
SP;IGARATA;municipio;;;473.0;;media
SP;JACAREI;municipio;;;2716.0;;media
SP;LAVRINHAS;municipio;;;2025.0;;media
SP;LORENA;municipio;;;582.0;;media
SP;MONTEIRO LOBATO;municipio;;;3592.0;25.0;media
SP;PI NOAMONHANGABA;municipio;;;4031.0;;media
SP;PIQUETE;municipio;;;757.0;;media
SP;QUELUZ;municipio;18.0;6312.0;;;media
SP;ROSEIRA;municipio;;;2317.0;;media
SP;SANTA BRANCA;municipio;;;3589.0;;media
SP;SANTO ANTONIO;municipio;;;199.0;38.0;media
SP;SÃO BENTO;municipio;56.0;263.0;14.0;2475.0;media
SP;SÃO JOSE DOS CAMPOS;municipio;130.0;10738.0;45.0;80.0;media
SP;TAUBATE;municipio;;;5252.0;;media
SP;TREMEMBE;municipio;;;4163.0;;media
SP;SUL PAULISTA;mesorregiao;;;89479.0;203.0;media
SP;PARANAP I ACABA;microrregiao;;;86406.0;104.0;media
SP;CAPÃO BONITO;municipio;;;23909.0;17.0;media
SP;GUAPIARA;municipio;;;1109.0;20.0;media
SP;(BIUNA;municipio;;;1045.0;;media
SP;PIEDADE;municipio;;;993.0;;media
SP;PILAR DO SUL;municipio;;;15704.0;;media
SP;RIBEIRÃO BRANCO;municipio;;;8718.0;38.0;media
SP;SÃO MIGUEL ARCANJO;municipio;141.0;34126.0;11.0;12.0;media
SP;TAP IRAI;municipio;;;800.0;;media
SP;APIAI;microrregiao;;;778.0;86.0;media
SP;APIAI;municipio;40.0;446.0;2017.0;65.0;media
SP;IPORANGA;municipio;;;30.0;;media
SP;RIBEIRA;municipio;302.0;4441.0;;;media
SP;BAIXADA DO RIBEIRA;microrregiao;;;2294.0;13.0;media
SP;CANANEIA;municipio;;;;;media
SP;ELDORADO;municipio;;;347.0;;media
SP;IGUAPE;municipio;;;;;media
SP;JACUPIRANGA;municipio;;;691.0;;media
SP;JUQUIA;municipio;;;898.0;;media
SP;MIRACATU;municipio;;;140.0;;media
SP;PAR(QUERA-AÇU;municipio;;;150.0;;media
SP;REGISTRO;municipio;66.0;12.0;;;media
SP;SETE BARRAS;municipio;40.0;;;;media
SP;GRANDE SÃO PAULO;microrregiao;1249.0;;134.0;1671.0;media
SP;GRANDE SÃO PAULO;microrregiao;249.0;;134.0;1671.0;media
SP;ARUJA;municipio;;;;72.0;media
SP;BARUERI;municipio;;;;;media
SP;BIRITIBA-MIRIM;municipio;40.0;;;18.0;media
SP;CAIEIRAS;municipio;10.0;;;54.0;media
SP;CAJAMAR;municipio;10.0;;;;media
SP;CARAP I CU l BA;municipio;;;;;media
SP;COTIA;municipio;26.0;1173.0;583.0;;media
SP;EMBU;municipio;16.0;;;19.0;media
SP;EMBU-GUAÇU;municipio;31.0;;;;media
SP;FERRAZ DE VASCONCELOS;municipio;;;;;media
SP;FRANCISCO MORATO;municipio;11.0;1106.0;;;media
SP;FRANCO DA ROCHA;municipio;37.0;;;209.0;media
SP;GUARAREMA;municipio;48.0;;;63.0;media
SP;GUARULHOS;municipio;10.0;;;71.0;media
SP;ITAPECERICA DA SERRA;municipio;25.0;;;45.0;media
SP;ITAPEVI;municipio;;;;;media
SP;I T AQUAQUECETUBA;municipio;18.0;;;;media
SP;JUQUITIBA;municipio;13.0;;;165.0;media
SP;MAIRIPORÃ;municipio;90.0;;;114.0;media
SP;MAUA;municipio;;;;;media
SP;MOJI DAS CRUZES;municipio;274.0;;37.0;83.0;media
SP;PI RAP ORA DO BOM JESUS;municipio;;;;;media
SP;RIBEIRÃO PIRES;municipio;;;;;media
SP;RIO GRANDE DA SERRA;municipio;;;;15.0;media
SP;SALESOPOLIS;municipio;366.0;;11.0;172.0;media
SP;SANTA ISABEL;municipio;35.0;;11.0;;media
SP;SANTANA DE PARNAIBA;municipio;;;;253.0;media
SP;SÃO BERNARDO DO CAMPO;municipio;15.0;;;;media
SP;SÃO PAULO;municipio;58.0;;15.0;196.0;media
SP;SUZANO;municipio;58.0;;;96.0;media
SP;T ABOÂO DA SERRA;municipio;;;;;media
SP;VARGEM GRANDE PAULISTA;municipio;11.0;240.0;;;media
SP;SERRA E LITORAL NORTE PAULISTA;microrregiao;861.0;;636.0;1444.0;media
SP;ALTO PARAIBA;municipio;854.0;;627.0;;media
SP;AREIAS;municipio;17.0;;;;media
SP;BANANAL;municipio;38.0;;13.0;;media
SP;CUNHA;municipio;306.0;;440.0;;media
SP;JAMBEIRO;municipio;38.0;;;;media
SP;LAGOINHA;municipio;41.0;127.0;;;media
SP;NATIVIDADE DA SERRA;municipio;94.0;;30.0;;media
SP;PARAIBUNA;municipio;147.0;;;;media
SP;REDENÇÃO DA SERRA;municipio;39.0;;;;media
SP;SÃO JOSE DO BARREIRO;municipio;24.0;;54.0;;media
SP;Sll-El(IAS;municipio;25.0;;40.0;;media
SP;COSTA NORTE PAULISTA;municipio;7.0;;;35.0;media
SP;CARAGUATATUBA;municipio;103.0;;;;media
SP;SÃO SEBASTIÃO;municipio;2.0;;;;media
SP;UBATUBA;municipio;;;;35.0;media
