_uf;_label;_level;estab_total;area_ha_total;inform_lav_permanente;area_ha_lav_permanente;inform_lav_temporaria;area_ha_lav_temporaria;inform_lav_temp_descanso;confianca
MG;LAMBARI;microrregiao;;20669.0;681.0;3145.0;1958.0;;;media
MG;MONSENHOR PAULO;microrregiao;;21762.0;314.0;3279.0;2675.0;;;media
MG;MONTE SIÃO;microrregiao;;25369.0;714.0;4335.0;2575.0;;;media
MG;NATERCIA;microrregiao;;16318.0;368.0;1660.0;1708.0;;;media
MG;OLIMPIO NORONHA;microrregiao;;4844.0;41.0;578.0;539.0;;;media
MG;OURO FINO;microrregiao;;49541.0;1041.0;7308.0;6411.0;;;media
MG;PEORALVA;microrregiao;;19261.0;497.0;4387.0;3311.0;;;media
MG;PIRANGUINHO;microrregiao;;11469.0;308.0;1302.0;815.0;;;media
MG;POÇO FUNDO;microrregiao;;45489.0;1200.0;4789.0;197.0;;;media
MG;POUSO ALEGRE;microrregiao;;38982.0;244.0;540.0;666.0;;;media
MG;SANTA RITA;microrregiao;550.0;574.0;31914.0;467.0;6338.0;454.0;3507.0;media
MG;SÃO BENTO ABADE;microrregiao;;4930.0;27.0;486.0;583.0;;;media
MG;SÃO GONÇALO DO SAPUCAl;microrregiao;552.0;489.0;45764.0;285.0;6079.0;405.0;6372.0;media
MG;SÃO .JOÃO DA MATA;microrregiao;553.0;317.0;12372.0;206.0;905.0;237.0;1359.0;media
MG;SÃO JOSE DO ALEGRE;microrregiao;554.0;328.0;7545.0;143.0;631.0;244.0;1765.0;media
MG;SÃO LOURENÇO;microrregiao;;3150.0;70.0;122.0;423.0;;;media
MG;SÃO SEBASTIÃO DA BELA VISTA;microrregiao;556.0;302.0;15989.0;144.0;1862.0;263.0;2988.0;media
MG;SENADOR .JOSE BENTO;microrregiao;557.0;408.0;9438.0;193.0;698.0;299.0;1405.0;media
MG;SILVIANOPOLIS;microrregiao;;30017.0;337.0;1723.0;4299.0;;;media
MG;SOLEDADE DE MINAS;microrregiao;559.0;458.0;15083.0;132.0;278.0;394.0;2008.0;media
MG;TRES CORAÇÕES;microrregiao;;69912.0;587.0;7167.0;8531.0;;;media
MG;TURVOLANOIA;microrregiao;;20667.0;286.0;823.0;3441.0;;;media
MG;ALTO RIO GRANDE;mesorregiao;;794431.0;4565.0;13698.0;72584.0;;;media
MG;AIURUOCA;microrregiao;;54028.0;319.0;325.0;5851.0;;;media
MG;ALAGOA;microrregiao;;14365.0;12.0;;937.0;;;media
MG;ANDRELANDIA;microrregiao;;71440.0;497.0;374.0;6239.0;;;media
MG;ARANTINA;microrregiao;;7701.0;48.0;15.0;708.0;;;media
MG;BAEPENDI;microrregiao;;53536.0;832.0;1450.0;6371.0;;;media
MG;BOCAINA DE MINAS;microrregiao;568.0;549.0;39259.0;49.0;58.0;433.0;2038.0;media
MG;BOM JARDIM DE MINAS;microrregiao;569.0;396.0;35372.0;133.0;129.0;359.0;79.0;media
MG;CARRANCAS;microrregiao;;59368.0;101.0;184.0;415.0;;;media
MG;CARVALHOS;microrregiao;;26699.0;96.0;24.0;3017.0;;;media
MG;CRUZILIA;microrregiao;;39176.0;328.0;728.0;4115.0;;;media
MG;IJACI;microrregiao;;8774.0;87.0;600.0;1379.0;;;media
MG;INGAI;microrregiao;;23014.0;105.0;542.0;518.0;;;media
MG;ITUMIRIM;microrregiao;;15744.0;141.0;425.0;1829.0;;;media
MG;ITUTINGA;microrregiao;;22469.0;138.0;450.0;2420.0;;;media
MG;LIBERDADE;microrregiao;;42006.0;27.0;;2912.0;;;media
MG;SOS MARIA DA FE;microrregiao;;17752.0;430.0;667.0;3568.0;;;media
MG;s VIRGINIA;municipio;;30410.0;523.0;1482.0;3484.0;;;media
MG;AREA lNFOR- AREA INFOR-;microrregiao;1.0;;;;;;;media
MG;SIDERURGICA;microrregiao;10293.0;633697.0;7248.0;5091.0;43778.0;1336.0;;media
MG;ANTONIO DIAS;municipio;623.0;51105.0;418.0;502.0;525.0;928.0;50.0;media
MG;BARÃO DE COCAIS;municipio;379.0;5764.0;302.0;525.0;335.0;222.0;21.0;media
MG;BELA VISTA DE MINAS;municipio;67.0;4739.0;40.0;122.0;54.0;519.0;;media
MG;BOM JESUS DO AMPARO;municipio;407.0;14623.0;356.0;916.0;363.0;1230.0;62.0;media
MG;CONCEIÇÃO DO MATO DENTRO;municipio;952.0;76676.0;828.0;2501.0;892.0;5688.0;229.0;media
MG;CONGONHAS DO NORTE;municipio;642.0;267.0;13364.0;247.0;494.0;265.0;954.0;media
MG;CORONEL FABRICIANO;municipio;643.0;254.0;15088.0;235.0;563.0;241.0;1308.0;media
MG;DIONISIO;municipio;;308.0;;151.0;262.0;80.0;;media
MG;FERROS;municipio;645.0;878.0;56653.0;578.0;642.0;743.0;4586.0;media
MG;IPATINQA;municipio;646.0;120.0;8711.0;110.0;263.0;100.0;329.0;media
MG;ITABIRA;municipio;647.0;868.0;57357.0;678.0;913.0;735.0;3759.0;media
MG;ITAMBE DO MATO DENTRO;municipio;618.0;343.0;15133.0;317.0;522.0;297.0;1038.0;media
MG;JAQUARAÇU;municipio;649.0;101.0;10204.0;36.0;74.0;63.0;417.0;media
MG;JOÃO MONLEVADE;municipio;650.0;67.0;5874.0;46.0;66.0;42.0;88.0;media
MG;MARLIERIA;municipio;651.0;239.0;19797.0;155.0;156.0;196.0;693.0;media
MG;MORRO DO PILAR;municipio;652.0;163.0;17328.0;135.0;587.0;150.0;1178.0;media
MG;NOVA ERA;municipio;653.0;226.0;24554.0;175.0;396.0;184.0;1072.0;media
MG;PASSABEM;municipio;654.0;112.0;4799.0;97.0;218.0;104.0;427.0;media
MG;RIO PIRACICABA;municipio;655.0;426.0;20552.0;299.0;189.0;369.0;343.0;media
MG;SANTA BARBARA;municipio;656.0;538.0;62335.0;415.0;737.0;469.0;2087.0;media
MG;SANTA MARIA DE ITABIRA;municipio;657.0;636.0;30435.0;391.0;634.0;465.0;1957.0;media
MG;SANTO ANTONIO DO RIO ABAIXO;municipio;658.0;112.0;8012.0;92.0;261.0;100.0;596.0;media
MG;SÃO DOMINGOS DO PRATA;municipio;859.0;1455.0;46520.0;724.0;1664.0;1232.0;5872.0;media
MG;SÃO GONÇALO DO RIO ABAIXO;municipio;660.0;237.0;21728.0;197.0;558.0;209.0;1445.0;media
MG;SÃO JOSE DO GOIABAL;municipio;661.0;358.0;11189.0;105.0;97.0;293.0;875.0;media
MG;SÃO SEBASTIÃO DO RIO PRETO;municipio;662.0;92.0;5874.0;77.0;118.0;89.0;510.0;media
MG;TIMOTEO;municipio;663.0;65.0;4620.0;44.0;167.0;44.0;392.0;media
MG;DIVINOPOLIS;microrregiao;;6698.0;;2592.0;5706.0;551.0;;media
MG;CARMO DO CAJURU;municipio;665.0;739.0;38114.0;541.0;552.0;639.0;4939.0;media
MG;DIVINOPOLIS;municipio;666.0;1058.0;46971.0;776.0;690.0;978.0;5345.0;media
MG;FLORESTAL;municipio;667.0;397.0;16858.0;218.0;370.0;340.0;2246.0;media
MG;IQARAPE;municipio;668.0;528.0;8979.0;123.0;374.0;467.0;637.0;media
MG;IGARATINQA;municipio;669.0;479.0;17484.0;175.0;221.0;374.0;1601.0;media
MG;ITAUNA;municipio;670.0;844.0;33862.0;260.0;754.0;28.0;97.0;media
MG;MATEUS LEME;municipio;671.0;405.0;17827.0;109.0;722.0;366.0;2697.0;media
MG;ONÇA DE P IT ANGU;municipio;672.0;240.0;18353.0;110.0;232.0;206.0;524.0;media
MG;PARA DE MINAS;municipio;673.0;1116.0;38155.0;186.0;586.0;879.0;244.0;media
MG;SÃO GONÇALO DO PARA;municipio;674.0;493.0;18639.0;48.0;104.0;351.0;454.0;media
MG;SÃO JOSE DA VARGINHA;municipio;675.0;399.0;16081.0;46.0;52.0;352.0;1645.0;media
MG;ESPINHAÇO MERIDIONAL;microrregiao;921.0;421227.0;766.0;784.0;13721.0;57999.0;1967.0;media
MG;ALVINOPOLIS;municipio;677.0;1003.0;38735.0;453.0;363.0;923.0;943.0;media
MG;BELO VALE;municipio;678.0;855.0;23274.0;504.0;787.0;743.0;3350.0;media
MG;BONFIM;municipio;679.0;1054.0;18201.0;154.0;97.0;1006.0;3599.0;media
MG;CASA CIRANDE;municipio;881.0;427.0;389.0;166.0;88.0;389.0;1504.0;media
MG;CATAS ALTAS DA NORUEGA;municipio;612.0;255.0;8183.0;206.0;127.0;249.0;1490.0;media
MG;CONGONHAS;mesorregiao;308.0;18.0;108.0;88.0;280.0;1083.0;21.0;media
MG;CONSELHEIRO LAFAIETE HI;municipio;20635.0;364.0;419.0;558.0;334.0;82.0;;media
MG;CRISTIANO OTONI;municipio;815.0;281.0;365.0;11.0;28.0;192.0;869.0;media
MG;e saz;municipio;205.0;217.0;38.0;272.0;197.0;2430.0;5765.0;media
MG;CRUCILANDIA;microrregiao;591.0;;300.0;580.0;92.0;;;media
MG;ITABIRITO;microrregiao;404.0;;427.0;367.0;19.0;;;media
MG;ITATIAIUÇU;microrregiao;536.0;;225.0;486.0;71.0;;;media
MG;ITAVERAVA;microrregiao;981.0;;291.0;953.0;154.0;;;media
MG;JECEABA;microrregiao;731.0;;118.0;698.0;100.0;;;media
MG;MARIANA;microrregiao;705.0;;212.0;651.0;231.0;;;media
MG;MOEDA;microrregiao;669.0;;386.0;611.0;34.0;;;media
MG;OURO BRANCO;microrregiao;296.0;;16.0;294.0;14.0;;;media
MG;OURO PRETO;microrregiao;1010.0;;550.0;935.0;253.0;;;media
MG;PIEDADE DOS GERAIS;microrregiao;776.0;;199.0;723.0;139.0;;;media
MG;QUELUZITA;microrregiao;374.0;;111.0;311.0;56.0;;;media
MG;RIO MANSO;microrregiao;855.0;15073.0;171.0;168.0;842.0;2904.0;;media
MG;SANTANA DOS MONTES;microrregiao;461.0;;77.0;410.0;78.0;;;media
MG;SÃO BRAS DO SUAÇU I;microrregiao;304.0;;39.0;228.0;35.0;;;media
MG;CAMOS DA MANTIQUEIRA;mesorregiao;14603.0;;9117.0;13027.0;2481.0;;;alta
MG;AN.:rONIO CARLOS;microrregiao;558.0;;248.0;498.0;67.0;;;alta
MG;BARBACENA;microrregiao;1359.0;;678.0;1264.0;287.0;;;alta
MG;BARROSO;microrregiao;158.0;;41.0;138.0;31.0;;;alta
MG;CAPELA NOVA;microrregiao;407.0;;34.0;355.0;118.0;;;alta
MG;CARANAIBA;microrregiao;338.0;;37.0;285.0;41.0;;;alta
MG;CARANDAI;microrregiao;704.0;;170.0;597.0;63.0;;;alta
MG;CASSITERITA;microrregiao;248.0;;159.0;206.0;33.0;;;alta
MG;CORONEL XAVIER CHAVES;microrregiao;284.0;;188.0;264.0;34.0;;;alta
MG;DESTERRO DE ENTRE RIOS;microrregiao;1458.0;;498.0;1307.0;250.0;;;alta
MG;DESTERRO DO MELO;microrregiao;393.0;;463.0;361.0;24.0;;;alta
MG;DORES DE CAMPOS;microrregiao;242.0;;23.0;229.0;85.0;;;alta
MG;ENTRE RIOS DE MINAS;microrregiao;1102.0;;446.0;983.0;107.0;;;alta
MG;IBERTIOGA;microrregiao;281.0;;33.0;269.0;74.0;;;alta
MG;LAGOA DOURADA;microrregiao;796.0;;283.0;701.0;42.0;;;alta
MG;NAZARENO;microrregiao;271.0;;730.0;243.0;100.0;;;alta
MG;PRADOS;microrregiao;324.0;;165.0;299.0;111.0;;;alta
MG;RESENDE COSTA;microrregiao;960.0;;762.0;846.0;176.0;;;alta
MG;R ESSAOUINHA;microrregiao;896.0;;78.0;814.0;68.0;;;alta
MG;RITAPOLlS;microrregiao;285.0;;371.0;256.0;27.0;;;alta
MG;SANTA BARBARA DO TUGURIO;microrregiao;552.0;;1217.0;402.0;107.0;;;alta
MG;SÃO JOÃO DEL REI;microrregiao;1201.0;;689.0;1109.0;301.0;;;alta
MG;SÃO TIAGO;microrregiao;883.0;;1218.0;763.0;134.0;;;alta
MG;SENHORA DOS REMEDIOS;microrregiao;781.0;;525.0;733.0;171.0;;;alta
MG;TIRADENTES;microrregiao;122.0;;51.0;105.0;30.0;;;alta
MG;JUIZ DE FORA;mesorregiao;11344.0;;11197.0;9672.0;1904.0;;;media
MG;ARACITABA;microrregiao;223.0;;235.0;177.0;23.0;;;media
MG;BELMIRO BRAGA;microrregiao;245.0;;238.0;197.0;30.0;;;media
MG;BIAS FORTES;microrregiao;440.0;;67.0;412.0;217.0;;;media
MG;BICAS;microrregiao;162.0;;192.0;142.0;11.0;;;media
MG;CHACARA;microrregiao;272.0;;621.0;221.0;16.0;;;media
MG;CHIADOR;microrregiao;253.0;;449.0;177.0;25.0;;;media
MG;CORONEL PACHECO;microrregiao;132.0;;412.0;113.0;;;;media
MG;DESCOBERTO;microrregiao;536.0;;488.0;449.0;16.0;;;media
MG;EWBANK DA CAMARA;microrregiao;98.0;;111.0;83.0;;;;media
MG;GUARARA;microrregiao;151.0;;155.0;122.0;;;;media
MG;JUIZ DE FORA;microrregiao;1337.0;;2846.0;1177.0;105.0;;;media
MG;LIMA DUARTE;microrregiao;918.0;;368.0;786.0;188.0;;;media
MG;MAR DE ESPANHA;microrregiao;396.0;;297.0;334.0;42.0;;;media
MG;MARIPA DE MINAS;microrregiao;161.0;;187.0;141.0;12.0;;;media
MG;MATIAS BARBOSA;microrregiao;279.0;;577.0;251.0;23.0;;;media
MG;MERCES;microrregiao;815.0;;857.0;723.0;131.0;;;media
MG;INCLUSIVE TERRAS INAPROVEITAVEIS;mesorregiao;;;;;;;;media
MS;TOTAIS;total;54631.0;31108815.0;12801.0;28501.0;39013.0;1874469.0;3003.0;media
MS;ANASTAC(O;municipio;901.0;394727.0;482.0;844.0;692.0;19241.0;232.0;media
MS;BANDEIRANTES;municipio;405.0;281526.0;31.0;52.0;191.0;17141.0;20.0;media
MS;CORGUINHO;municipio;396.0;232033.0;56.0;92.0;233.0;5011.0;52.0;media
MS;JARAGUARI;municipio;486.0;233957.0;241.0;232.0;338.0;1989.0;12.0;media
MS;RIO NEGRO;municipio;355.0;90307.0;;17.0;198.0;2366.0;48.0;media
MS;ROCHEDO;municipio;361.0;138104.0;117.0;117.0;255.0;5836.0;19.0;media
MS;TERENOS;municipio;626.0;221394.0;164.0;347.0;456.0;23583.0;55.0;media
MS;PLANALTO MATOGROSSENSE;mesorregiao;25079.0;5814727.0;4972.0;15283.0;19571.0;33146.0;928.0;media
MS;DOURADOS;microrregiao;12345.0;3358191.0;1303.0;3422.0;10454.0;898677.0;447.0;media
MS;ARAL MOREIRA;municipio;546.0;154189.0;57.0;722.0;476.0;47019.0;41.0;media
MS;CAARAPO;municipio;1681.0;331832.0;189.0;439.0;1257.0;48391.0;30.0;media
MS;OOURAOINA;municipio;660.0;26560.0;33.0;20.0;587.0;13504.0;14.0;media
MS;DOURADOS;municipio;2619.0;367637.0;225.0;240.0;2375.0;129405.0;64.0;media
MS;FATIMA DO SUL;municipio;18.0;2595.0;54402.0;516.0;2334.0;26643.0;79.0;media
MS;ITAPORÃ;municipio;1082.0;102201.0;31.0;218.0;948.0;42848.0;29.0;media
MS;MARACAJU;municipio;658.0;443611.0;97.0;115.0;569.0;124243.0;57.0;media
MS;PONTA PORÂ;municipio;1009.0;708209.0;237.0;300.0;817.0;215627.0;45.0;media
MS;RIO BRILHANTE;municipio;802.0;620445.0;221.0;225.0;614.0;128669.0;50.0;media
MS;S IOROLANDIA;municipio;693.0;549099.0;133.0;623.0;477.0;122322.0;38.0;media
MS;IGUATEMI;microrregiao;12734.0;2456535.0;3669.0;11861.0;9117.0;134469.0;481.0;alta
MS;AMAMBAI;municipio;1945.0;584971.0;734.0;619.0;1536.0;26765.0;60.0;alta
MS;ANGELICA;municipio;830.0;132280.0;310.0;901.0;489.0;4708.0;14.0;alta
MS;DEODAPOLIS;municipio;1384.0;78847.0;178.0;700.0;1002.0;14045.0;88.0;alta
MS;ELDORADO;municipio;877.0;103459.0;175.0;1095.0;698.0;10295.0;;alta
MS;GLORIA DE DOURADOS;municipio;1015.0;43579.0;220.0;1055.0;689.0;5649.0;55.0;alta
MS;IGUATEMI;municipio;486.0;269988.0;78.0;139.0;274.0;4990.0;28.0;alta
MS;ITAQUIRAI;municipio;541.0;199543.0;50.0;276.0;469.0;14714.0;46.0;alta
MS;IVINHEMA;municipio;1775.0;217822.0;829.0;5047.0;949.0;10729.0;22.0;alta
MS;JATEI;municipio;491.0;194711.0;13.0;22.0;249.0;3533.0;18.0;alta
MS;MUNDO NOVO;municipio;1644.0;62354.0;723.0;540.0;1370.0;13074.0;62.0;alta
MS;NAVIRAI;municipio;683.0;298394.0;163.0;1094.0;501.0;15654.0;56.0;alta
MS;SETE OUEDAS;municipio;801.0;95212.0;169.0;336.0;715.0;7993.0;23.0;alta
MS;T ACURU;municipio;262.0;175369.0;27.0;32.0;176.0;2314.0;;alta
MS;PANTANAL;mesorregiao;7897.0;10962246.0;2985.0;3632.0;5976.0;128002.0;947.0;media
MS;PANTANAIS;microrregiao;3756.0;8805543.0;1805.0;2017.0;2539.0;26702.0;469.0;alta
MS;AQUI OAUANA;municipio;1117.0;1332184.0;840.0;516.0;883.0;4973.0;248.0;alta
MS;CORUMBA;municipio;1134.0;5267310.0;448.0;990.0;650.0;4232.0;119.0;alta
MS;LADARIO;municipio;89.0;20077.0;34.0;93.0;56.0;249.0;;alta
MS;MIRANDA;municipio;924.0;675404.0;318.0;233.0;716.0;13117.0;55.0;alta
MS;PORTO MURT I NHO;municipio;492.0;1510566.0;165.0;182.0;234.0;4130.0;41.0;alta
MS;BOOOQUENA;microrregiao;4141.0;2156703.0;1180.0;1614.0;3437.0;101299.0;478.0;media
MS;ANTONIO JOÃO;municipio;329.0;112560.0;111.0;135.0;282.0;8187.0;23.0;media
MS;BELA VISTA;municipio;397.0;390337.0;201.0;232.0;334.0;10610.0;34.0;media
MS;BOOOQUENA;municipio;453.0;211862.0;5.0;403.0;377.0;5499.0;38.0;media
MS;BONITO;municipio;712.0;459237.0;233.0;359.0;584.0;39593.0;62.0;media
MS;CARACOL;municipio;310.0;247544.0;75.0;60.0;262.0;5042.0;72.0;media
MS;GUIA LOPES DA LAGUNA;municipio;495.0;153192.0;220.0;147.0;463.0;10339.0;47.0;media
MS;JARDIM;municipio;320.0;205628.0;142.0;159.0;265.0;6432.0;38.0;media
MS;NIOAQUE;municipio;1125.0;376339.0;83.0;117.0;870.0;15593.0;164.0;media
MS;PLANALTO LESTE MATOGROSSENSE;microrregiao;16954.0;12153327.0;3477.0;7598.0;10352.0;601165.0;641.0;media
MS;ALTO TAQUARI;municipio;4607.0;3735932.0;1002.0;1636.0;3125.0;274271.0;264.0;media
MS;CAMAPUÂ;municipio;1226.0;905340.0;537.0;445.0;878.0;49703.0;30.0;media
MS;COXIM;municipio;1421.0;1096684.0;107.0;484.0;1055.0;34288.0;109.0;media
MS;PEDRO GOMES;municipio;663.0;589397.0;130.0;397.0;442.0;62961.0;77.0;media
MS;RIO VERDE DE MATO GROSSO;municipio;712.0;769234.0;168.0;165.0;365.0;191796.0;35.0;media
MS;SÃO GABRIEL;municipio;585.0;375274.0;60.0;143.0;385.0;107521.0;13.0;media
MS;PARANAIBA;municipio;6012.0;2898067.0;1470.0;3914.0;3805.0;227692.0;163.0;media
MS;APARECIDA DO TABOADO;municipio;834.0;231855.0;164.0;500.0;496.0;11884.0;22.0;media
MS;CASSILANDIA;municipio;857.0;427305.0;92.0;197.0;528.0;80752.0;48.0;media
MS;COSTA, RICA;municipio;759.0;553528.0;285.0;226.0;551.0;69683.0;21.0;media
MS;INOCENCIA;municipio;752.0;509604.0;109.0;376.0;350.0;9018.0;17.0;media
MS;PARANAIBA;municipio;2460.0;887690.0;765.0;2563.0;1747.0;50256.0;41.0;media
MS;SELVIRIA;municipio;350.0;288082.0;55.0;48.0;133.0;6096.0;14.0;media
MS;TRES LAGOAS;municipio;3272.0;4315602.0;370.0;989.0;1404.0;49496.0;98.0;media
MS;AGUA CLARA;municipio;400.0;990644.0;48.0;82.0;190.0;15955.0;19.0;media
MS;BRASILANDIA;municipio;1055.0;141.0;384.0;489.0;9732.0;23.0;;media
MS;RIBAS DO RIO PARDO;municipio;598.0;1417024.0;28.0;34.0;165.0;12539.0;35.0;media
MS;TRES LAGOAS;municipio;1219.0;861381.0;153.0;488.0;560.0;11268.0;21.0;media
MS;NOVA ANORADINA;municipio;3063.0;1203725.0;635.0;1057.0;2018.0;49705.0;6.0;media
MS;ANAURILANOIA;municipio;443.0;296751.0;45.0;35.0;242.0;7558.0;19.0;media
MS;BATAGUASSU;municipio;637.0;226347.0;91.0;54.0;352.0;5578.0;45.0;media
MS;BATAIPORÂ;municipio;638.0;177966.0;148.0;191.0;28.0;12530.0;19.0;media
MS;NOVA ANDRADINA;municipio;573.0;421631.0;263.0;642.0;304.0;16686.0;25.0;media
MS;TAQUARUSSU;municipio;772.0;81027.0;88.0;133.0;692.0;7350.0;;media
MS;INCLUSIVE TERRAS INAPROVEITAVEIS;mesorregiao;;;;;;;;media
MT;TOTAIS;total;77921.0;37835653.0;22502.0;136605.0;64109.0;1992838.0;10063.0;alta
MT;NORTE DE MATO GROSSO;mesorregiao;34675.0;20634443.0;9691.0;72715.0;29647.0;904125.0;3876.0;alta
MT;NORTE MATOGROSSENSE;microrregiao;17450.0;5624282.0;6338.0;56634.0;14913.0;179406.0;1702.0;alta
MT;ALTA FLORESTA;municipio;3070.0;69001.0;1860.0;16472.0;2353.0;15949.0;49.0;alta
MT;ARIPUANÃ;municipio;944.0;574716.0;199.0;891.0;769.0;5823.0;58.0;alta
MT;COLIDER;municipio;6303.0;1077582.0;1612.0;6216.0;5892.0;51817.0;1175.0;alta
MT;JUARA;municipio;1402.0;439097.0;410.0;2470.0;1113.0;8505.0;22.0;alta
MT;JUINA;municipio;2689.0;527377.0;729.0;3419.0;2385.0;20424.0;174.0;alta
MT;PORTO DOS GAUCHOS;municipio;723.0;405212.0;493.0;6693.0;615.0;6023.0;73.0;alta
MT;SÃO .JOSE DO RIO CLARO;municipio;614.0;673749.0;352.0;9589.0;446.0;33186.0;43.0;alta
MT;SINOP;municipio;1705.0;1236055.0;883.0;10882.0;1340.0;37675.0;108.0;alta
MT;NORTE ARAGUAIA;microrregiao;3387.0;4496093.0;1086.0;4007.0;3045.0;49777.0;895.0;alta
MT;LUCIARA;municipio;750.0;1176016.0;364.0;1666.0;623.0;11482.0;239.0;alta
MT;SANTA TEllEZINHA;municipio;1617.0;2009418.0;549.0;1966.0;1523.0;21199.0;293.0;alta
MT;SÃO FELIX;municipio;1020.0;1310659.0;173.0;373.0;899.0;17096.0;363.0;alta
MT;PARECIS-AL TO TELES PIRES;microrregiao;2154.0;2837299.0;193.0;1476.0;1842.0;399838.0;148.0;alta
MT;DIAMANTINO;municipio;1281.0;1978523.0;109.0;902.0;1031.0;292876.0;56.0;alta
MT;NOBRES;municipio;873.0;858775.0;84.0;573.0;811.0;106961.0;92.0;alta
MT;MEDIO ARAGUAIA;microrregiao;11684.0;7676767.0;2074.0;10597.0;9847.0;275103.0;1131.0;alta
MT;AGUA BOA;municipio;751.0;739293.0;323.0;1051.0;653.0;47900.0;173.0;alta
MT;BARRA DO GARÇAS;municipio;2593.0;2512594.0;264.0;2358.0;2085.0;64075.0;204.0;alta
MT;CANARANA;municipio;2206.0;1291656.0;642.0;1304.0;1691.0;52808.0;261.0;alta
MT;NOVA BRASILANDIA;municipio;855.0;376538.0;65.0;318.0;712.0;13020.0;143.0;alta
MT;NOVA XAVANTINA;municipio;4193.0;578254.0;693.0;5353.0;3974.0;56392.0;247.0;alta
MT;PARANATINGA;municipio;1086.0;2178431.0;87.0;211.0;732.0;40906.0;103.0;alta
MT;ACORIZAL;municipio;992.0;131715.0;526.0;1185.0;911.0;10115.0;351.0;alta
MT;CHAPADA DOS GUIMARÃES;municipio;809.0;177.0;829.0;693.0;5713.0;145.0;;alta
MT;NOSSA SENHORA;municipio;1913.0;305974.0;1365.0;3100.0;1614.0;7972.0;312.0;alta
MT;ROSARIO OESTE;municipio;1943.0;615465.0;644.0;1690.0;1729.0;29890.0;267.0;alta
MT;SANTO ANTONIO;municipio;2014.0;704481.0;573.0;1217.0;1655.0;17288.0;369.0;alta
MT;VARZEA GRANDE;municipio;361.0;48586.0;202.0;159.0;294.0;890.0;48.0;alta
MT;SUDESTE DE MATO GROSSO;mesorregiao;10683.0;4942056.0;1257.0;14365.0;980.0;600487.0;1028.0;alta
MT;RONDONOPOLI S;microrregiao;6801.0;2925026.0;970.0;13220.0;5131.0;441267.0;420.0;alta
MT;ALTO ARAGUAIA;municipio;732.0;526787.0;158.0;637.0;473.0;70772.0;20.0;alta
MT;ALTO GARÇAS;municipio;331.0;331942.0;3.0;16.0;187.0;35785.0;37.0;alta
MT;DOM AQUINO;municipio;525.0;194483.0;63.0;506.0;357.0;33131.0;41.0;alta
MT;ITIQUIRA;municipio;451.0;707607.0;149.0;10283.0;318.0;110622.0;26.0;alta
MT;JACIARA;municipio;505.0;156313.0;38.0;429.0;400.0;35741.0;18.0;alta
MT;JUSCIMEIRA;municipio;827.0;211805.0;72.0;144.0;638.0;20434.0;77.0;alta
MT;SUDOESTE DE MATO GROSSO;microrregiao;21945.0;9168546.0;7400.0;40174.0;17299.0;251728.0;2886.0;alta
MT;ALTO GUAPORE;municipio;2234.0;1775471.0;840.0;7413.0;1966.0;38331.0;310.0;alta
MT;ALTO PARAGUAI;municipio;2262.0;639273.0;409.0;1067.0;1692.0;30247.0;359.0;alta
MT;PARAGUAI-JAURU;municipio;11278.0;2207932.0;3884.0;22934.0;8366.0;102394.0;824.0;alta
MT;ALTO PANTANAL;municipio;6171.0;4545868.0;2267.0;8759.0;5275.0;80754.0;1393.0;alta
MT;INCLUSIVE TERRAS INAPROVEITAVEIS;mesorregiao;;;;;;;;alta
PA;TOTAIS;total;253222.0;24727832.0;89111.0;313278.0;199088.0;765352.0;123995.0;alta
PA;HILEIA PARAENSE;mesorregiao;78004.0;11208552.0;32119.0;101503.0;66167.0;324224.0;38116.0;alta
PA;MEDI O AMAZONAS PARAENSE;microrregiao;36176.0;1785779.0;15743.0;26453.0;30731.0;82841.0;;alta
PA;ALENQUER;municipio;5353.0;357115.0;840.0;2199.0;4141.0;8719.0;2352.0;alta
PA;FARO;municipio;1225.0;33317.0;170.0;65.0;610.0;1702.0;214.0;alta
PA;JURUTI;municipio;3699.0;111834.0;656.0;533.0;3434.0;6935.0;1965.0;alta
PA;MONTE ALEGRE;municipio;4024.0;292255.0;1108.0;1540.0;3285.0;10210.0;2860.0;alta
PA;ORIXIMINA;municipio;3262.0;218170.0;1427.0;2002.0;2753.0;6837.0;1776.0;alta
PA;SAN TAREM;municipio;15076.0;569590.0;9609.0;18624.0;13472.0;40245.0;9814.0;alta
PA;TAPAJOS;microrregiao;8703.0;816881.0;5351.0;11570.0;7931.0;34139.0;5233.0;alta
PA;AVEIRO;municipio;2917.0;268743.0;317.0;2979.0;2534.0;12755.0;1487.0;alta
PA;ITAITUBA;municipio;5786.0;548138.0;4034.0;8590.0;5397.0;21383.0;3746.0;alta
PA;BAIXO AMAZONAS;microrregiao;12940.0;3002866.0;5313.0;34985.0;9477.0;41088.0;5436.0;alta
PA;ALMEIRIM;municipio;2199.0;2012428.0;573.0;724.0;1654.0;5798.0;1055.0;alta
PA;PORTO DE MOZ;municipio;1873.0;206264.0;367.0;648.0;1610.0;5670.0;689.0;alta
PA;PRAINHA;municipio;8868.0;784173.0;4373.0;33612.0;6213.0;29619.0;3692.0;alta
PA;XINGU;microrregiao;3404.0;525428.0;1736.0;7656.0;2794.0;15830.0;895.0;alta
PA;ALTAMIRA;municipio;19.0;2029.0;1103.0;6112.0;1474.0;7926.0;675.0;alta
