_uf;_label;_level;inform_bens;valor_bens_mil_cr;inform_investimentos;valor_investimentos_mil_cr;inform_financiamentos;valor_financiamentos_mil_cr;confianca
BA;LESTE BAIANO;mesorregiao;70982223.0;;42203.0;1230035.0;24227.0;361322.0;baixa
BA;PIEMONTE DA OI-MANTINA;mesorregiao;6185174.0;;12451.0;125664.0;3944.0;46682.0;baixa
BA;BAIXA GRANDE;microrregiao;395741.0;;716.0;11193.0;188.0;1944.0;baixa
BA;BOA VISTA;microrregiao;560929.0;;768.0;11103.0;179.0;2252.0;baixa
BA;CAEM;microrregiao;79514.0;;308.0;4337.0;126.0;1078.0;baixa
BA;(BIQUERA;microrregiao;288702.0;;113.0;3827.0;27.0;1029.0;baixa
BA;ITABERABA;microrregiao;475523.0;;756.0;12923.0;277.0;2974.0;baixa
BA;JACOBI NA;microrregiao;1007414.0;;2633.0;18689.0;1233.0;10604.0;baixa
BA;LAJEOI NHO;microrregiao;138581.0;;212.0;5825.0;106.0;7798.0;baixa
BA;MACAJUBA;microrregiao;149144.0;;184.0;2627.0;66.0;689.0;baixa
BA;MAIRI;microrregiao;595768.0;;1507.0;6916.0;284.0;2585.0;baixa
BA;MIGUEL CALMON;microrregiao;324430.0;;1227.0;6060.0;230.0;1529.0;baixa
BA;MUNDO NOVO;microrregiao;554303.0;;486.0;6333.0;182.0;2888.0;baixa
BA;PIRITIBA;microrregiao;366790.0;;657.0;8506.0;392.0;3204.0;baixa
BA;RUY BARBOSA;microrregiao;444815.0;;827.0;7742.0;154.0;1400.0;baixa
BA;SERROLANDIA;microrregiao;199422.0;;1265.0;6368.0;296.0;1147.0;baixa
BA;TAPIRAMUTA;microrregiao;332842.0;;378.0;8057.0;93.0;5016.0;baixa
BA;VARZEA DO POÇO;microrregiao;171249.0;;414.0;3151.0;111.0;535.0;baixa
BA;SERTÃO OE CANUDOS;microrregiao;2903054.0;;15570.0;71817.0;2225.0;16973.0;baixa
BA;CANSANÇÂO;microrregiao;209614.0;;1952.0;5736.0;137.0;841.0;baixa
BA;EUCLIDES DA CUNHA;microrregiao;583966.0;;2715.0;15739.0;362.0;2966.0;baixa
BA;ITIUBA;microrregiao;407426.0;;2509.0;12429.0;179.0;2951.0;baixa
BA;MONTE SANTO;microrregiao;347424.0;;3107.0;8661.0;238.0;1406.0;baixa
BA;QUE (MACAS;microrregiao;452027.0;;94.0;7584.0;149.0;1193.0;baixa
BA;QUIJINGUE;microrregiao;275492.0;;1366.0;5746.0;278.0;996.0;baixa
BA;TUCANO;microrregiao;435204.0;;513.0;9448.0;445.0;3738.0;baixa
BA;SERRINHA;microrregiao;4194371.0;;14542.0;87130.0;2291.0;17743.0;baixa
BA;ARACI;microrregiao;339892.0;;;;;;baixa
BA;BIRITINGA;microrregiao;130901.0;;567.0;1207.0;109.0;442.0;baixa
BA;CANOEAL;microrregiao;287430.0;;477.0;4361.0;68.0;957.0;baixa
BA;CONCEIÇÃO DO COI TE;microrregiao;475054.0;;1954.0;9583.0;194.0;680.0;baixa
BA;ICHU;microrregiao;75967.0;;395.0;2537.0;24.0;278.0;baixa
BA;LAMARÃO;microrregiao;138085.0;;692.0;7013.0;62.0;423.0;baixa
BA;RETIROLANOIA;microrregiao;90404.0;;605.0;1643.0;64.0;231.0;baixa
BA;RIACHÃO;microrregiao;1373364.0;;2789.0;23761.0;536.0;3640.0;baixa
BA;FEIRA DE SANTANA;microrregiao;;8135052.0;;27575.0;182041.0;3445.0;baixa
BA;AGUA FRIA;municipio;;143919.0;;721.0;1961.0;96.0;baixa
BA;ANGUERA;municipio;;103005.0;;212.0;1238.0;68.0;baixa
BA;ANTONIO CARDOSO;municipio;;248756.0;;941.0;6076.0;76.0;baixa
BA;CASTRO ALVES;municipio;;997276.0;;3162.0;16948.0;375.0;baixa
BA;CORAÇÃO DE MARIA;municipio;;372508.0;;1714.0;13595.0;276.0;baixa
BA;E LI SI O MEDRADO;municipio;;169297.0;;1110.0;5897.0;49.0;baixa
BA;FEIRA DE SANTANA;municipio;;1182502.0;;3436.0;27585.0;271.0;baixa
BA;IAÇU;municipio;;209318.0;;507.0;9815.0;166.0;baixa
BA;IPECAETA;municipio;;282297.0;;1917.0;5514.0;410.0;baixa
BA;(PIRA;municipio;;1441925.0;;4943.0;43017.0;737.0;baixa
BA;IRARA;municipio;;198408.0;;1010.0;3173.0;88.0;baixa
BA;OURIÇANGAS;municipio;;87719.0;;419.0;1320.0;61.0;baixa
BA;PEDRÃO;municipio;;143988.0;;585.0;4338.0;69.0;baixa
BA;SANTA BARBARA;municipio;;330852.0;;1607.0;15579.0;172.0;baixa
BA;SANTANOPOLIS;municipio;;168359.0;;792.0;4315.0;79.0;baixa
BA;SANTA TERESINHA;municipio;;291733.0;;842.0;8152.0;65.0;baixa
BA;SANTO ESTEVÂO;municipio;;273632.0;;2784.0;7994.0;290.0;baixa
BA;SERRA PRETA;municipio;;297762.0;;781.0;3605.0;70.0;baixa
BA;TANQUINHO;municipio;;191784.0;;92.0;1909.0;27.0;baixa
BA;JEQUIE;microrregiao;;8533.0;;10965.0;138252.0;;baixa
BA;AIQUARA;municipio;;369020.0;;186.0;2314.0;13.0;baixa
BA;AMARGOSA;municipio;;447556.0;;353.0;10072.0;111.0;baixa
BA;BREJÔES;municipio;;540660.0;;335.0;8336.0;67.0;baixa
BA;CRAVOLANDIA;municipio;;120412.0;;128.0;3699.0;17.0;baixa
BA;IRA JUBA;municipio;;179362.0;;150.0;2805.0;40.0;baixa
BA;ITAGI;municipio;;474050.0;;185.0;6358.0;24.0;baixa
BA;(TAQUARA;municipio;;14196.0;;167.0;2341.0;16.0;baixa
BA;I TI RUÇU;municipio;;270672.0;;29.0;724.0;29.0;baixa
BA;JAGUAQUARA;municipio;;735676.0;;499.0;12720.0;104.0;baixa
BA;JEQUIE;municipio;;1158848.0;;737.0;20673.0;62.0;baixa
BA;.JIOUIRIÇA;municipio;;334927.0;;505.0;4081.0;53.0;baixa
BA;JITAUNA;municipio;;678581.0;;395.0;6891.0;41.0;baixa
BA;LAFAIETE COUTINHO;municipio;;136942.0;;130.0;3162.0;13.0;baixa
BA;LAJE;municipio;;430073.0;;893.0;6040.0;106.0;baixa
BA;MARACAS;municipio;;555701.0;;613.0;7439.0;218.0;baixa
BA;MARCIONILIO SOUZA;municipio;;188269.0;;138.0;4971.0;91.0;baixa
BA;MILAGRES;municipio;;86226.0;;304.0;1114.0;26.0;baixa
BA;MUTUIPE;municipio;;428834.0;;580.0;4354.0;38.0;baixa
BA;NOVA ITARANA;municipio;;145442.0;;252.0;2326.0;29.0;baixa
BA;PLANALTINO;municipio;;330120.0;;361.0;10944.0;113.0;baixa
BA;SANTA INES;municipio;;101789.0;;76.0;2726.0;16.0;baixa
BA;SÃO MIGUEL DAS MATAS;municipio;;235603.0;;817.0;3454.0;61.0;baixa
BA;UBAI RA;municipio;;470193.0;;1132.0;10696.0;25.0;baixa
BA;PLANALTO DE CONQUISTA;microrregiao;;7862223.0;;9466.0;127154.0;1965.0;baixa
BA;ANAGE;municipio;;235972.0;;1876.0;5026.0;230.0;baixa
BA;BARRA;municipio;;1453142.0;;418.0;22012.0;278.0;baixa
BA;BELO CAMPO;municipio;;101146.0;;622.0;2784.0;215.0;baixa
BA;BOA NOVA;municipio;;438731.0;;682.0;11308.0;176.0;baixa
BA;CAATIBA;municipio;;802236.0;;232.0;4706.0;28.0;baixa
BA;CANO IDO SALES;municipio;;272672.0;;564.0;7780.0;268.0;baixa
BA;DARIO MEIRA;municipio;;869748.0;;509.0;16295.0;12.0;baixa
BA;MANOEL VITORINO;municipio;;243125.0;;800.0;3326.0;42.0;baixa
BA;NOVA CANAÃ;municipio;;595471.0;;348.0;7498.0;109.0;baixa
BA;SERTÃO DE PAULO AFONSO;mesorregiao;;13607.0;;;5370.0;42728.0;baixa
BA;CORONEL JOÃO SA;microrregiao;;2074.0;;;609.0;4028.0;baixa
BA;GLORIA;microrregiao;;1812.0;;;581.0;2494.0;baixa
BA;JEREMOABO;microrregiao;;4951.0;;;1907.0;14170.0;baixa
BA;PAULO AFONSO;microrregiao;1884.0;16031.0;541.0;838.0;260.0;974.0;baixa
BA;PEDRO ALEXANDRE;microrregiao;;1420.0;;;992.0;11518.0;baixa
BA;SANTA BRIGIOA;microrregiao;;1466.0;;;740.0;7676.0;baixa
BA;AGRESTE OE ALAGOINHAS;mesorregiao;;63374.0;;;24572.0;169155.0;baixa
BA;ACAJUTIBA;microrregiao;;2038.0;;;552.0;2958.0;baixa
BA;ALAGO I NHAS;microrregiao;;3625.0;;;898.0;9478.0;baixa
BA;ANTAS;microrregiao;;3476.0;;;1391.0;6185.0;baixa
BA;APORA;microrregiao;;3461.0;;;1063.0;6557.0;baixa
BA;ARAMARI;microrregiao;;675.0;;;127.0;2171.0;baixa
BA;CICERO DANTAS;microrregiao;;6193.0;;;2997.0;7970.0;baixa
BA;CIPO;microrregiao;;931.0;;;599.0;2246.0;baixa
BA;CRISOPOLIS;microrregiao;;4241.0;;;956.0;9716.0;baixa
BA;I NHAMBUPE;microrregiao;;3811.0;;;1318.0;31378.0;baixa
BA;ITAPICURU;microrregiao;;4013.0;;;;;baixa
BA;NOVA SOURE;microrregiao;;3869.0;;;767.0;15012.0;baixa
BA;OLINOINA;microrregiao;;2284.0;;;780.0;4639.0;baixa
BA;PARI PI RANGA;microrregiao;;7602.0;;;4159.0;17238.0;baixa
BA;RIBEIRA;microrregiao;;4955.0;;;2890.0;10010.0;baixa
BA;RIBEIRA DO POMBAL;microrregiao;;7426.0;;;3447.0;14705.0;baixa
BA;RIO REAL;microrregiao;;1995.0;;;676.0;7466.0;baixa
BA;SATIRO DIAS;microrregiao;;2779.0;;;824.0;2697.0;baixa
BA;LITORAL NORTE BAIANO;mesorregiao;;5369.0;;;1841.0;47388.0;baixa
BA;CARDEAL DA SILVA;microrregiao;;176.0;;;55.0;4343.0;baixa
BA;CONDE;microrregiao;;1184.0;;;211.0;5305.0;baixa
BA;ENTRE RIOS;microrregiao;;1494.0;;;603.0;20728.0;baixa
BA;ESPLANADA;microrregiao;;1635.0;;;709.0;14098.0;baixa
BA;ITANAGRA;microrregiao;;283.0;;;143.0;861.0;baixa
BA;JANDAIRA;microrregiao;597.0;174737.0;1051.0;80.0;;;baixa
BA;RECONCAVO BAIANO;mesorregiao;;35975.0;;;16965.0;114263.0;baixa
BA;AME LIA RODRIGUES;microrregiao;;655.0;;;117.0;6513.0;baixa
BA;ARA TU IPE;microrregiao;;705.0;;;376.0;2309.0;baixa
BA;CACHOEIRA;microrregiao;;2246.0;;;164.0;6807.0;baixa
BA;CONCEIÇÃO DA FEIRA;microrregiao;;1257.0;;;893.0;5240.0;baixa
BA;CONCE;microrregiao;;1856.0;;;650.0;4688.0;baixa
BA;CONCEIÇÃO DO JACU IPE;microrregiao;;749.0;;;437.0;6176.0;baixa
BA;CRUZ DAS ALMAS;microrregiao;;1728.0;;;;;baixa
BA;DOM MACEDO COSTA;microrregiao;;665.0;;;430.0;1971.0;baixa
BA;GOVERNADOR MANGABE;microrregiao;;341.0;;;1342.0;3212.0;baixa
BA;ITAPARICA;microrregiao;;240.0;;;31.0;1987.0;baixa
BA;JAGUAR IPE;microrregiao;;1033.0;;;520.0;8193.0;baixa
BA;CAMAÇARI;municipio;;;7936.0;;;90.0;baixa
BA;CANDEIAS;municipio;;;10315.0;;;567.0;baixa
BA;CATU;municipio;;;7017.0;76.0;;1105.0;baixa
BA;LAURO DE FREITAS;municipio;;;228.0;;;;baixa
BA;MATA DE SÃO JOÂO;municipio;;;1566.0;;;;baixa
BA;POJUCA;municipio;;;1192.0;;;333.0;baixa
BA;SÃO FRANCISCO DO CONDE;municipio;;;1735.0;;;405.0;baixa
BA;SIMÕES FILHO;municipio;;;1092.0;;;36.0;baixa
BA;LITORAL SUL BAIANO;mesorregiao;;;1205555.0;4239.0;;196912.0;baixa
BA;TABULEIROS OE VALENÇA;microrregiao;;;106352.0;617.0;;18946.0;baixa
BA;CAIRU;municipio;;;812.0;;;133.0;baixa
BA;CAMAMU;municipio;;;21414.0;4.0;;4662.0;baixa
BA;IBIRAPITANGA;municipio;;;8515.0;;;617.0;baixa
BA;ITUBERA;municipio;;;20824.0;79.0;;2155.0;baixa
BA;MARAU;municipio;;;11760.0;31.0;;1440.0;baixa
BA;NILO PEÇANHA;municipio;;;10078.0;26.0;;833.0;baixa
BA;TAPE ROA;municipio;;;9915.0;194.0;;3294.0;baixa
BA;VALENÇA;municipio;;;23031.0;133.0;;5809.0;baixa
BA;ENCOSTA DO PLANALTO OE CONQUISTA;microrregiao;;;139681.0;489.0;;16251.0;baixa
BA;FIRMINO ALVES;municipio;;;2998.0;29.0;;729.0;baixa
BA;FLORESTA AZUL;municipio;;;5467.0;49.0;;;baixa
BA;IBICUI;municipio;;;18592.0;76.0;;446.0;baixa
BA;IGUAI;municipio;;;7083.0;88.0;;1255.0;baixa
BA;ITAGIBA;municipio;;;31709.0;88.0;;2262.0;baixa
BA;ITAGIMIRIM;municipio;;;9190.0;16.0;;284.0;baixa
BA;ITAJU DO COLONIA;municipio;;;7615.0;;;2180.0;baixa
BA;ITAPEBI;municipio;;;14328.0;39.0;;1899.0;baixa
BA;ITORORO;municipio;;;8809.0;48.0;;1291.0;baixa
BA;PAU BRASIL;municipio;;;12650.0;19.0;;307.0;baixa
BA;POTIRAGUA;municipio;;;19395.0;13.0;;1069.0;baixa
BA;SANTA CRUZ DA VITORIA;municipio;;;1839.0;17.0;;322.0;baixa
BA;CACAUEIRA;microrregiao;;;;1897.0;;99348.0;baixa
BA;ALMADINA;municipio;;;10962.0;21.0;;1438.0;baixa
BA;AURELINO LEAL;municipio;;;17272.0;15.0;;984.0;baixa
BA;BARRA DO ROCHA;municipio;;;6820.0;;;411.0;baixa
BA;E DOS BENS DOS INVESTIMENTOS DOS FINANCIAMENTOS;municipio;;;;;;;baixa
BA;BARRO PRETO;mesorregiao;;;3680.0;;28.0;1975.0;baixa
BA;BELMONTE;mesorregiao;;;14955.0;;86.0;2730.0;baixa
BA;BUERAREMA;mesorregiao;;;16562.0;;34.0;944.0;baixa
BA;CAMACAN;mesorregiao;;;14617.0;;37.0;4024.0;baixa
BA;CANAVIEIRAS;mesorregiao;;;19803.0;;180.0;7096.0;baixa
BA;COARACI;mesorregiao;;;8691.0;;139.0;5279.0;baixa
BA;GANOU;mesorregiao;;;18363.0;;79.0;7779.0;baixa
BA;GONGOGI;mesorregiao;;;10687.0;;2.0;30.0;baixa
BA;IBICARAI;mesorregiao;;;6408.0;;89.0;2405.0;baixa
BA;IBIRATAIA;mesorregiao;;;7225.0;;40.0;1896.0;baixa
BA;I LHEUS;mesorregiao;;;65105.0;;469.0;23615.0;baixa
BA;IPIAU;mesorregiao;;;14234.0;;67.0;5073.0;baixa
BA;ITABUNA;mesorregiao;;;24603.0;;15.0;7605.0;baixa
BA;ITACARE;mesorregiao;;;47160.0;;54.0;3065.0;baixa
BA;ITAJUIPE;mesorregiao;1101.0;2319535.0;459.0;16158.0;96.0;;baixa
BA;ITAMARI;mesorregiao;;;5722.0;;21.0;737.0;baixa
BA;ITAPE;mesorregiao;;;7195.0;;12.0;419.0;baixa
BA;ITAPITANGA;mesorregiao;;;10080.0;;15.0;519.0;baixa
BA;MASCOTE;mesorregiao;;;10328.0;;80.0;2075.0;baixa
BA;TEOLANDIA;mesorregiao;;;8062.0;;47.0;1664.0;baixa
BA;UBAITABA;mesorregiao;;;3271.0;;28.0;936.0;baixa
BA;UBATÃ;mesorregiao;;;4374.0;;16.0;807.0;baixa
BA;URUÇUCA;mesorregiao;;;11732.0;;76.0;4695.0;baixa
BA;WENCESLAU GUIMARÃES;mesorregiao;;;14778.0;;81.0;1764.0;baixa
BA;INTERIORANA EXTREMO SUL DA BAHIA;mesorregiao;;;195925.0;;703.0;27447.0;baixa
BA;GUARA TINGA;mesorregiao;;;31594.0;;203.0;7814.0;baixa
BA;IBIRAPUÃ;mesorregiao;;;21103.0;;103.0;3038.0;baixa
BA;ITAMARAJU;mesorregiao;;;84719.0;;190.0;10348.0;baixa
BA;ITANHEM;mesorregiao;;;20326.0;;131.0;3241.0;baixa
BA;LAJEDÂO;mesorregiao;344.0;630798.0;177.0;30.0;1610.0;;baixa
BA;MEDEIROS NETO;mesorregiao;;;16462.0;;46.0;1394.0;baixa
BA;LITORANEA DO EXTREMO SUL DA BAHIA;mesorregiao;;;306779.0;;533.0;34918.0;baixa
BA;ALCOBAÇA;mesorregiao;;;51204.0;;86.0;3004.0;baixa
BA;CARAVELAS;mesorregiao;;;53.0;88.0;96.0;6676.0;baixa
BA;MUCURI;mesorregiao;;;35518.0;;70.0;5160.0;baixa
BA;NOVA VIÇOSA;mesorregiao;;;64147.0;;46.0;9110.0;baixa
BA;PORTO SEGURO;mesorregiao;;;38110.0;;103.0;5866.0;baixa
BA;PRADO;mesorregiao;;;48147.0;;76.0;3393.0;baixa
BA;SANTA CRUZ CABRA LI A;mesorregiao;;;16461.0;;56.0;1706.0;baixa
ES;TOTAIS;total;69140.0;73121348.0;43939.0;1599313.0;17161.0;463971.0;alta
ES;ESPIRITO-SANTENSE;mesorregiao;67541.0;71949336.0;43120.0;1572502.0;17031.0;459750.0;alta
ES;Al TO SÂO MATEUS;microrregiao;2774.0;5628485.0;1478.0;144804.0;590.0;16017.0;alta
ES;ECOPORANGA;municipio;740.0;2602853.0;781.0;56683.0;304.0;7321.0;alta
ES;MONTANHA;municipio;563.0;1711602.0;403.0;50533.0;165.0;5559.0;alta
ES;MUCURICI;municipio;471.0;1314029.0;294.0;37588.0;121.0;3136.0;alta
ES;CO LATI NA;microrregiao;16147.0;16784341.0;10900.0;385095.0;4588.0;109135.0;alta
ES;BAIXO GUANDU;municipio;11811.0;1464682.0;900.0;31582.0;336.0;10106.0;alta
ES;BARRA DE SÃO FRANCISCO;municipio;3251.0;2143733.0;911.0;50871.0;672.0;13076.0;alta
ES;BOA ESPERANÇA;municipio;456.0;607673.0;289.0;25625.0;143.0;3105.0;alta
ES;COLATINA;municipio;3397.0;4113052.0;2162.0;88462.0;1002.0;27578.0;alta
ES;MANTENOPOLIS;municipio;627.0;670250.0;521.0;24953.0;259.0;5249.0;alta
ES;MARILANDIA;municipio;559.0;687593.0;374.0;9508.0;217.0;4970.0;alta
ES;NOVA VENECIA;municipio;2622.0;2294836.0;97.0;60467.0;677.0;14976.0;alta
ES;PANCAS;municipio;507.0;2418115.0;963.0;45716.0;504.0;17237.0;alta
ES;SÃO GABRIEL DA PALHA;municipio;2344.0;23844011.0;1683.0;47909.0;778.0;12835.0;alta
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;9467.0;5598.0;414400.0;1889.0;;;alta
ES;ARACRUZ;municipio;806.0;2330018.0;487.0;60322.0;169.0;6631.0;alta
ES;CONCEIÇÃO DA BARRA;municipio;356.0;856085.0;169.0;13789.0;43.0;9711.0;alta
ES;FUNDÃO;municipio;386.0;321201.0;272.0;8882.0;48.0;1354.0;alta
ES;JAGUARE;municipio;531.0;1093031.0;363.0;26910.0;199.0;11590.0;alta
ES;LINHARES;municipio;3158.0;7316187.0;1663.0;139114.0;581.0;4421.0;alta
ES;PEDRO CANARIO;municipio;213.0;586981.0;135.0;8213.0;62.0;1683.0;alta
ES;PINHEIROS;municipio;703.0;1077403.0;361.0;31313.0;181.0;8110.0;alta
ES;Rro BANANAL;municipio;1154.0;1590370.0;692.0;26536.0;175.0;4842.0;alta
ES;SÂO MATEUS;municipio;2160.0;3684612.0;1456.0;99316.0;431.0;15059.0;alta
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;10513847.0;12408.0;279167.0;3998.0;83703.0;;alta
ES;AFONSO CLAUDI;municipio;4319.0;2841554.0;2814.0;69064.0;1003.0;15791.0;alta
ES;ALFREDO CHAVES;municipio;1372.0;730459.0;1128.0;26155.0;357.0;5593.0;alta
ES;DOMINGOS MARTINS;municipio;3690.0;1748154.0;2531.0;49134.0;484.0;11165.0;alta
ES;I B I RACU;municipio;715.0;412579.0;383.0;5088.0;84.0;1695.0;alta
ES;I T AGUAÇU;municipio;942.0;1035748.0;705.0;23969.0;403.0;19377.0;alta
ES;ITARANA;municipio;914.0;589280.0;642.0;22007.0;322.0;4886.0;alta
ES;SANTA LEOPOLDINA;municipio;4203.0;1213649.0;2994.0;50007.0;847.0;14100.0;alta
ES;SANTA TERESA;municipio;2056.0;1942422.0;1211.0;33739.0;498.0;11093.0;alta
ES;VERTENTE ORIENTAL DO CAPARAO;microrregiao;64311.0;6967191.0;3794.0;94326.0;2352.0;67740.0;alta
ES;CASTELO;municipio;1557.0;2367232.0;1018.0;20975.0;547.0;9610.0;alta
ES;CO-NCE;municipio;1189.0;1416576.0;724.0;26425.0;434.0;36353.0;alta
ES;IBATIBA;municipio;709.0;646272.0;329.0;5929.0;242.0;3223.0;alta
ES;MUNIZ FREIRE;municipio;1405.0;1078456.0;866.0;18028.0;582.0;8455.0;alta
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;8987.0;9457202.0;5453.0;182209.0;2606.0;57558.0;alta
ES;ALEGRE;municipio;1899.0;1572863.0;1115.0;33629.0;560.0;9475.0;alta
ES;API ACA;municipio;326.0;260937.0;223.0;6236.0;95.0;2848.0;alta
ES;ATILIO VIVACQUA;municipio;458.0;530945.0;333.0;9438.0;153.0;2289.0;alta
ES;BOM JESUS DO NORTE;municipio;119.0;53578.0;86.0;1881.0;52.0;760.0;alta
ES;CACHOEIRO DE ITAPEMIRIM;municipio;2437.0;2767446.0;1407.0;41620.0;623.0;74.0;alta
ES;DIVINO DE SÀO LOURENÇO;municipio;389.0;182007.0;193.0;6261.0;111.0;2747.0;alta
ES;DORES DO RIC PRETO;municipio;287.0;471842.0;169.0;7098.0;88.0;2046.0;alta
ES;VITORIA;mesorregiao;1172012.0;;26810.0;130.0;4221.0;;alta
ES;VITORIA;microrregiao;1172012.0;;26810.0;130.0;4221.0;;alta
ES;CARIACICA;municipio;142090.0;;4302.0;41.0;604.0;;alta
ES;SERRA;municipio;427468.0;;9484.0;32.0;2236.0;;alta
ES;VIANA;municipio;404655.0;;9769.0;53.0;935.0;;alta
ES;VILA VELHA;municipio;175100.0;;3183.0;;445.0;;alta
ES;VITORIA;municipio;22697.0;;71.0;;;;alta
GO;TOTAIS;total;131360.0;147366937.0;73968.0;4137012.0;16619.0;1480888.0;media
GO;NORDESTE GOIANO;mesorregiao;10842.0;21781165.0;6202.0;631950.0;1363.0;;media
GO;SÃO MIGUEL DO ARAGUAIA;microrregiao;3448.0;9530612.0;1877.0;297828.0;349.0;;media
GO;CRIXAS;municipio;1591.0;821759.0;700.0;22710.0;114.0;;media
GO;MOZARLANOIA;municipio;405.0;761169.0;236.0;35941.0;55.0;;media
GO;MUNDO NOVO;municipio;188.0;1098056.0;96.0;19907.0;12.0;;media
GO;NOVA CRIXAS;municipio;593.0;3949429.0;429.0;137671.0;16.0;;media
GO;SÂO MIGUEL DO ARAGUAIA;municipio;671.0;2900196.0;416.0;81597.0;152.0;;media
GO;RIO VERMELHO;microrregiao;4802.0;8939553.0;2754.0;237506.0;477.0;;media
GO;ARAGUAPAZ;municipio;290.0;597393.0;223.0;32201.0;28.0;;media
GO;ARUANÃ;municipio;327.0;1540256.0;244.0;28414.0;47.0;;media
GO;BRITANIA;municipio;89.0;368114.0;68.0;5361.0;;;media
GO;GOIAS;municipio;2398.0;2187261.0;1303.0;87126.0;113.0;;media
GO;ITAPIRAPUÃ;municipio;708.0;1366830.0;391.0;36934.0;124.0;;media
GO;JUSSARA;municipio;990.0;28796915.0;525.0;47467.0;163.0;;media
GO;ARAGARÇAS;microrregiao;2592.0;3310999.0;1571.0;96615.0;537.0;;media
GO;ARAGARÇAS;municipio;69.0;88362.0;42.0;1907.0;;;media
GO;ARENOPOLIS;municipio;389.0;529060.0;264.0;17464.0;73.0;;media
GO;BALIZA;municipio;236.0;235181.0;84.0;2574.0;42.0;;media
GO;BOM JARDIM DE GOIAS;municipio;442.0;317553.0;306.0;9184.0;106.0;;media
GO;DIORAMA;municipio;255.0;298766.0;154.0;9744.0;27.0;;media
GO;MONTES CLAROS OE GO IAS;municipio;620.0;1029391.0;336.0;33676.0;86.0;;media
GO;PIRANHAS;municipio;581.0;812682.0;385.0;22065.0;196.0;;media
GO;NORTE GOIANO;mesorregiao;18871.0;8811266.0;9759.0;350620.0;871.0;;media
GO;PORANGATU;microrregiao;14866.0;6524036.0;7259.0;273214.0;744.0;;media
GO;CAMPINAÇU;municipio;846.0;249497.0;555.0;15440.0;22.0;;media
GO;CAMPINORTE;municipio;356.0;205748.0;222.0;8057.0;28.0;;media
GO;ESTRELA DO NORTE;municipio;122.0;90777.0;104.0;14817.0;;;media
GO;FORMOSO;municipio;1209.0;;;;;;media
GO;MARA ROSA z;municipio;1159270.0;668.0;28264.0;89.0;2312.0;;media
GO;MINAÇU;municipio;1142.0;354894.0;537.0;13611.0;23.0;;media
GO;MUTUNOPOLIS;municipio;434.0;30221.0;241.0;24825.0;37.0;;media
GO;NIQUELANDIA;municipio;3577.0;955975.0;1894.0;34868.0;77.0;;media
GO;PORANGATU;municipio;1604.0;1385298.0;699.0;54590.0;209.0;;media
GO;SANTA TEREZA DE GOIAS;municipio;188.0;202476.0;163.0;6949.0;19.0;;media
GO;SANTA TEREZINHA DE GOIAS;municipio;1228.0;447520.0;623.0;19194.0;54.0;;media
GO;URUAÇU;municipio;1225.0;606133.0;743.0;21291.0;71.0;;media
GO;CHAPADA DOS VEADEIROS;microrregiao;4005.0;2287229.0;2500.0;77406.0;127.0;;media
GO;ALTO PARA ISO DE GOIAS;municipio;172.0;202609.0;116.0;10133.0;;;media
GO;CAMPOS BELOS;municipio;330.0;179167.0;224.0;6625.0;16.0;;media
GO;CAVALCANTE;municipio;1731.0;478614.0;1006.0;8749.0;;;media
GO;MONTE ALEGRE DE GOIAS;municipio;572.0;327262.0;363.0;6831.0;32.0;;media
GO;NOVA ROMA;municipio;655.0;262027.0;390.0;7158.0;31.0;;media
GO;SÃO JOÃO D' ALIANÇA;municipio;545.0;837547.0;401.0;37907.0;32.0;;media
GO;CENTRO GOIANO;mesorregiao;;40634.0;;22505.0;783674.0;4636.0;media
GO;CERES;microrregiao;;13379.0;;7033.0;228981.0;1728.0;media
GO;BARRO ALTO;municipio;;802.0;;356.0;13168.0;91.0;media
GO;CARMO;municipio;;880.0;;443.0;11570.0;171.0;media
GO;CERES;municipio;;1157.0;;595.0;8477.0;87.0;media
GO;GOIANESIA;municipio;;975.0;;504.0;41160.0;108.0;media
GO;HIOROLINA;municipio;;327.0;;199.0;9123.0;13.0;media
GO;ITAPACI;municipio;;924.0;;527.0;17142.0;127.0;media
GO;I T APURANGA;municipio;;2718.0;;1516.0;32635.0;529.0;media
GO;NOVA AMERICA;municipio;;229.0;;179.0;1729.0;13.0;media
GO;NOVA GLORIA;municipio;;758.0;;398.0;11885.0;133.0;media
GO;PILAR DE GOIAS;municipio;;1113.0;;711.0;14127.0;37.0;media
GO;RIALMA;municipio;;202.0;;83.0;3655.0;10.0;media
GO;RIANAPOLIS;municipio;;146.0;;66.0;5295.0;23.0;media
GO;RUBIATABA;municipio;;1910.0;;823.0;15560.0;178.0;media
GO;SANTA ISABEL;municipio;;330.0;;198.0;29527.0;54.0;media
GO;URUANA;municipio;;908.0;;435.0;13921.0;154.0;media
GO;ANAPOLIS;microrregiao;;11455.0;;5909.0;191091.0;1237.0;media
GO;ANAPOLlS;municipio;;1268.0;;829.0;26751.0;42.0;media
GO;ARAÇU;municipio;;367.0;;176.0;9641.0;27.0;media
GO;BRAZABRANTES;municipio;;246.0;;137.0;4456.0;;media
