_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;val_9;confianca
BA;JEQUIE;mesorregiao;109.0;112.0;36.0;36.0;537.0;89.0;94.0;978.0;;media
BA;JIQUIRIÇA;mesorregiao;;20.0;206.0;;15.0;;18.0;401.0;;media
BA;JITAUNA;mesorregiao;;18.0;851.0;;;;12.0;900.0;22.0;media
BA;LAFAIETE COUTINHO;mesorregiao;;;56.0;;;;;;;media
BA;LAJE;mesorregiao;;;410.0;;;;;135.0;15.0;media
BA;MARACAS;mesorregiao;;;;;;;;;;media
BA;MARCIONILIO SOUZA;mesorregiao;;;365.0;;14.0;;14.0;169.0;;media
BA;MILAGRES;mesorregiao;;15.0;132.0;;;;;;;media
BA;MUTUIPE;mesorregiao;;;105.0;;;;;67.0;25.0;media
BA;NOVA ITARANA;mesorregiao;;26.0;480.0;;;;;30.0;;media
BA;PLANAL TI NO;mesorregiao;;180.0;2433.0;;20.0;;24.0;410.0;29.0;media
BA;SANTA INES;mesorregiao;;;;;;;;;;media
BA;SÃO MIGUEL DAS MATAS;mesorregiao;;;;;;;;;;media
BA;UBAIRA;mesorregiao;;;330.0;;12.0;;;932.0;61.0;media
BA;PLANALTO DE CONQUISTA;mesorregiao;;948.0;29766.0;;410.0;;463.0;19415.0;506.0;media
BA;ANAGE;mesorregiao;;61.0;1421.0;;;;;294.0;134.0;media
BA;BARRA DO CHOÇA;mesorregiao;;185.0;9842.0;;82.0;;90.0;10782.0;195.0;media
BA;BELO CAMPO;mesorregiao;;35.0;433.0;;164.0;;176.0;2374.0;;media
BA;BOA NOVA;mesorregiao;;240.0;4225.0;;;;;103.0;42.0;media
BA;CAATIBA;mesorregiao;;15.0;849.0;;2.0;;3.0;15.0;;media
BA;CANO IDO SALES;mesorregiao;;53.0;547.0;;62.0;;77.0;120.0;11.0;media
BA;DARIO MEIRA;mesorregiao;;;;;;;;;104.0;media
BA;MANOEL VITORINO;mesorregiao;;42.0;759.0;;23.0;;24.0;318.0;;media
BA;NOVA CANAÃ;mesorregiao;;10.0;540.0;;;;;;;media
BA;PLANALTO;mesorregiao;;28.0;2413.0;;;;;117.0;;media
BA;PASTORIL OE ITAPETINGA;microrregiao;141.0;;157.0;14124.0;;123.0;;159.0;6250.0;media
BA;ENCRUZI LHAOA;municipio;112.0;;120.0;12022.0;;86.0;;115.0;5599.0;media
BA;ITAMBE;municipio;164.0;32.0;310.0;53.0;903.0;;;;;media
BA;I T APET INGA;municipio;;;14.0;203.0;;;;;100.0;media
BA;ITARANTIM;municipio;10.0;;11.0;1655.0;;;;;230.0;media
BA;MACARANl;municipio;;;;30.0;;;;;11.0;media
BA;MAIQUINIQUE;municipio;;;;50.0;;;;;;media
BA;SERTÃO DE PAULO AFONSO;microrregiao;69.0;;96.0;5364.0;;34.0;;47.0;11694.0;media
BA;CORONEL JOÃO SA;municipio;;;;64.0;;;;;10.0;media
BA;GLORIA;municipio;;;;520.0;;12.0;;23.0;9623.0;media
BA;JEREMOABO;municipio;29.0;;39.0;864.0;;14.0;;14.0;561.0;media
BA;PAULO AFONSO;municipio;;;;10.0;;;;;;media
BA;PEDRO ALEXANDRE;municipio;12.0;;28.0;3302.0;;;;;900.0;media
BA;SANTA BRIGIDA;municipio;21.0;;22.0;604.0;;;;;600.0;media
BA;AGRESTE OE ALAGO INHAS;microrregiao;652.0;;918.0;31640.0;;186.0;;214.0;9463.0;media
BA;ACAJUT(BA;municipio;50.0;;;;;;;;;media
BA;ALAGO (NHAS;municipio;;;;231.0;;;;;40.0;media
BA;ANTAS;municipio;20.0;;23.0;359.0;;;;;102.0;media
BA;APORA;municipio;49.0;;72.0;1351.0;;;;;;media
BA;CICERO DANTAS;municipio;76.0;;81.0;4126.0;;25.0;;38.0;937.0;media
BA;CIPO;municipio;;;;525.0;;;;;;media
BA;CRI SOPOL( S;municipio;45.0;;64.0;4468.0;;;;;15.0;media
BA;INHAMBUPE;municipio;18.0;;28.0;1827.0;;;;;10.0;media
BA;ITAPICURU;municipio;73.0;85.0;291.0;;;;;;;media
BA;NOVA SOURE;municipio;12.0;;30.0;3842.0;;;;11.0;3313.0;media
BA;DLINDINA;municipio;;;;226.0;;13.0;;14.0;965.0;media
BA;PARIPIRANGA;municipio;18.0;;18.0;464.0;;25.0;;26.0;1372.0;media
BA;RIBEIRA DO AMPARO;municipio;149.0;;156.0;4622.0;;75.0;;77.0;1976.0;media
BA;RIO REAi;municipio;;;;253.0;;10.0;;10.0;272.0;media
BA;SATIRO DIAS;municipio;;;;151.0;;;;;;media
BA;LITORAL NORTE BAIANO;microrregiao;20.0;;23.0;71.0;;;;;462.0;media
BA;CARDEAL DA SILVA;municipio;;;;30.0;;;;;;media
BA;CONDE;municipio;;;;66.0;;;;;;media
BA;ENTRE RIOS;municipio;;;;110.0;;;;;215.0;media
BA;ESPLANADA;municipio;;;;692.0;;;;;227.0;media
BA;ITANAGRA;municipio;;;;123.0;;;;;20.0;media
BA;JANOAIRA;municipio;;;;50.0;;;;;;media
BA;RECONCAVO BAIANO;microrregiao;59.0;;;920.0;;34.0;;43.0;105.0;media
BA;AME LI A -ODR I GUES;municipio;;;;;;;;;;media
BA;ARA TU IPE;municipio;;;;40.0;;;;;57.0;media
BA;CACHOEIRA;municipio;;;19.0;357.0;;;;;110.0;media
BA;CONCEIÇÃO DA FEIRA;municipio;;;;90.0;;;;;10.0;media
BA;CONCEIÇÃO;municipio;;;;25.0;;;;;10.0;media
BA;CONCEIÇÃO;municipio;;;;10.0;;;;;;media
BA;CRUZ DAS ALMAS;municipio;;;;;;;;;;media
BA;GOVERNADOR MANGABEIRA;municipio;445.0;40.0;49.0;5824.0;;;;;;media
BA;JAGUARIPE;municipio;;;;150.0;;;;;70.0;media
BA;MARAOOOIPE;municipio;;;;30.0;;;;;;media
BA;MUNIZ FERREIRA;municipio;;;;16.0;;;;;32.0;media
BA;MURITIBA;municipio;;;;140.0;;;;;;media
BA;CAMAÇARI;municipio;;130.0;;;275.0;;;;346.0;media
BA;CANDEIAS;municipio;28.0;705.0;;15.0;740.0;;;;600.0;media
BA;CATU;municipio;;115.0;;;;;;;594.0;media
BA;MATA DE SÃO JOÃO;municipio;;34.0;;;36.0;17.0;;20.0;582.0;media
BA;POJUCA;municipio;;10.0;;;;;;;53.0;media
BA;SÃO FRANCISCO DO CONDE;municipio;;;;;12.0;;;;560.0;media
BA;SIMÕES FILHO;municipio;;1000.0;;;20.0;;;;100.0;media
BA;LITORAL SUL BAIANO;mesorregiao;1883.0;73231.0;2518.0;3677.0;103990.0;4050.0;;905.0;603098.0;media
BA;TABULEIROS DE VALENÇA;microrregiao;114.0;134.0;226.0;244.0;5300.0;625.0;932.0;80847.0;;media
BA;CAIRU;municipio;;20.0;;;;27.0;;29.0;2685.0;media
BA;CAMAMU;municipio;18.0;470.0;47.0;50.0;536.0;12.0;;19.0;1361.0;media
BA;IBIRAPITANGA;municipio;54.0;487.0;58.0;65.0;963.0;;;;99.0;media
BA;ITUBERA;municipio;16.0;492.0;10.0;10.0;239.0;368.0;;619.0;63292.0;media
BA;MARAU;municipio;;790.0;;;20.0;53.0;;67.0;3404.0;media
BA;NILO PEÇANHA;municipio;;132.0;;;12.0;;;;26.0;media
BA;TAPEROA;municipio;;;;;751.0;18.0;;19.0;2961.0;media
BA;VALENÇA;municipio;29.0;21.0;100.0;107.0;1774.0;139.0;;169.0;7019.0;media
BA;ENCOSTA DO PLANALTO OE CONQUISTA;microrregiao;163.0;17913.0;149.0;169.0;3138.0;522.0;;649.0;86033.0;media
BA;FIRMINO ALVES;municipio;;;;;;38.0;;43.0;661.0;media
BA;FLORESTA AZUL;municipio;;27.0;;;12.0;206.0;;236.0;11489.0;media
BA;IBICUI;municipio;25.0;836.0;22.0;24.0;760.0;;;;64.0;media
BA;IGUAi;municipio;87.0;2732.0;;;441.0;;;;366.0;media
BA;ITAGIBA;municipio;37.0;13422.0;21.0;27.0;377.0;70.0;;97.0;49881.0;media
BA;ITAGIMIRIM;municipio;;;;;;;;;;media
BA;ITAJU DO COLONIA;municipio;;630.0;;;102.0;;;;294.0;media
BA;ITAPEBl;municipio;;255.0;28.0;30.0;650.0;30.0;;32.0;5616.0;media
BA;ITORORO;municipio;;;;;20.0;141.0;;201.0;15425.0;media
BA;PAU BRASIL;municipio;;;62.0;71.0;569.0;;;;24.0;media
BA;POTIRAGUA;municipio;;;;;207.0;;;;;media
BA;SANTA CRUZ DA VITORIA;municipio;;;;;;19.0;;19.0;1208.0;media
BA;CACAUEIRA;microrregiao;1202.0;38258.0;1837.0;2183.0;75002.0;;;;;media
BA;ALMADINA;municipio;35.0;344.0;;;4469.0;;;;39.0;media
BA;AURELINO LEAL;municipio;;;;;;33.0;;42.0;14684.0;media
BA;BARRA DO ROCHA;municipio;17.0;137.0;14.0;;284.0;;;;;media
BA;BARRO PRETO;municipio;;;35.0;36.0;405.0;;;;200.0;media
BA;BELMONTE;municipio;15.0;215.0;56.0;64.0;1324.0;27.0;;30.0;3039.0;media
BA;BUERAREMA;municipio;89.0;12806.0;53.0;77.0;1102.0;21.0;;24.0;1591.0;media
BA;CAMACAN;municipio;62.0;1585.0;207.0;229.0;209.0;121.0;;140.0;46420.0;media
BA;CANAVIEIRAS;municipio;56.0;591.0;152.0;218.0;2744.0;16.0;;18.0;1559.0;media
BA;COARACI;municipio;24.0;439.0;112.0;115.0;1609.0;123.0;;125.0;1990.0;media
BA;MESORREG(ÕES, MICMRREGI ÕES;microrregiao;;;;;;;;;;media
BA;GANDU;microrregiao;48.0;;55.0;358.0;;25.0;;28.0;361.0;media
BA;llONOOGI;microrregiao;;;;93.0;;;;;49.0;media
BA;IBICARAI;microrregiao;;;;40.0;;;;;570.0;media
BA;IBIRATAIA;microrregiao;;;;;;;;;;media
BA;ILHEUS;microrregiao;417.0;;495.0;13086.0;;202.0;;226.0;19785.0;media
BA;IPIAU;microrregiao;;;;;;;;;;media
BA;ITABUNA;microrregiao;22.0;;25.0;1023.0;;153.0;;189.0;6758.0;media
BA;ITACARE;microrregiao;3.0;;;85.0;;;;;177.0;media
BA;ITAJUIPE;microrregiao;;;;214.0;;256.0;;288.0;4011.0;media
BA;ITAMAR(;microrregiao;;;;;;20.0;;24.0;278.0;media
BA;(TAPE;microrregiao;;;;;;;;;10.0;media
BA;ITAPITANGA;microrregiao;;;;40.0;;37.0;;53.0;605.0;media
BA;MASCOTE;microrregiao;40.0;;46.0;2283.0;;93.0;;125.0;3692.0;media
BA;TEOl-ANDIA;microrregiao;12.0;;14.0;530.0;;11.0;;11.0;90.0;media
BA;UBAlTABA;microrregiao;;;;;;;;;;media
BA;UBATÃ;microrregiao;;;10.0;168.0;;;;;300.0;media
BA;URUÇUCA;microrregiao;40.0;;44.0;677.0;;59.0;;62.0;680.0;media
BA;WENCESLAU GUIMARÃES;microrregiao;13.0;;16.0;273.0;;;;13.0;160.0;media
BA;INTERIORANA EXTREMO SUL DA BAHIA;mesorregiao;150.0;;196.0;4162.0;;153.0;;893.0;10055.0;media
BA;GUARA TINGA;microrregiao;21.0;;28.0;426.0;;31.0;;36.0;1014.0;media
BA;IBIRAPUÃ;microrregiao;12.0;;12.0;224.0;;26.0;;32.0;779.0;media
BA;ITAMARAJU;microrregiao;76.0;;108.0;971.0;;78.0;;805.0;7554.0;media
BA;ITANHEM;microrregiao;36.0;;41.0;1451.0;;;;;45.0;media
BA;LAJEOÂO;microrregiao;;;;55.0;;11.0;;12.0;545.0;media
BA;MEDEIROS NETO;microrregiao;;;;35.0;;;;;118.0;media
BA;LITORANEA DO EXTREMO SUL DA BAHIA;mesorregiao;143.0;;188.0;8396.0;;153.0;;188.0;10495.0;media
BA;ALCOBAÇA;microrregiao;;;;511.0;;2.0;;3.0;305.0;media
BA;CARAVHAS;microrregiao;13.0;;17.0;1340.0;;22.0;;33.0;2827.0;media
BA;MUCURl;microrregiao;40.0;;48.0;824.0;;24.0;;27.0;2989.0;media
BA;NOVA VIÇOSA;microrregiao;;;;845.0;;;;;2465.0;media
BA;PORTO SEGURO;microrregiao;44.0;;61.0;2591.0;;42.0;;49.0;868.0;media
BA;PRADO;microrregiao;18.0;;28.0;627.0;;56.0;;68.0;981.0;media
BA;SANTA CRUZ CABRALIA;microrregiao;;;16.0;658.0;;;;;60.0;media
BA;INCLUSIVE OS SEM DECLARAÇÃO DE CAPACIDADE;microrregiao;;;;;;;;;;media
ES;TOTAIS;total;35136.0;769009.0;4040.0;5652.0;221131.0;6276.0;;;;media
ES;ESPIRITO-SANTENSE;mesorregiao;34987.0;762679.0;4020.0;5629.0;217047.0;6198.0;;;;media
ES;ALTO SÃO MATEUS;microrregiao;691.0;25199.0;118.0;169.0;10181.0;26.0;;;;media
ES;ECOPORANGA;municipio;528.0;19990.0;38.0;49.0;33.0;20.0;;;;media
ES;MONTANHA;municipio;122.0;3269.0;69.0;100.0;5756.0;;;;;media
ES;MUCURICI;municipio;41.0;1940.0;11.0;20.0;3392.0;;;;;media
ES;COLATINA;microrregiao;9953.0;256964.0;860.0;1214.0;26203.0;1263.0;;;;media
ES;BAIXO GUANDU;municipio;534.0;11257.0;61.0;86.0;2975.0;246.0;;;;media
ES;BARRA OE SÃO FRANCISCO;municipio;26.0;16020.0;245.0;330.0;3812.0;166.0;;;;media
ES;BOA ESPERANÇA;municipio;196.0;260.0;31747.0;12.0;12.0;456.0;;;;media
ES;COLATINA;municipio;2378.0;74709.0;111.0;166.0;4416.0;623.0;;;;media
ES;MANTENOPOLIS;municipio;344.0;7217.0;53.0;61.0;1795.0;;;;;media
ES;MARILANDIA;municipio;771.0;25078.0;;27.0;588.0;;;;;media
ES;NOVA VENECIA;municipio;2234.0;55499.0;40.0;55.0;268.0;;;;;media
ES;PANCAS;municipio;896.0;15122.0;185.0;280.0;6284.0;32.0;;;;media
ES;SÂO GABRIEL DA PALHA;municipio;1510.0;20315.0;147.0;97.0;4609.0;100.0;;;;media
ES;BAIXADA ESPIRITO-SANTENSE;microrregiao;4611.0;101618.0;471.0;596.0;88128.0;462.0;;;;media
ES;ARACRUZ;municipio;479.0;18548.0;26.0;29.0;1639.0;72.0;;;;media
ES;CONCEIÇÃO DA BARRA;municipio;39.0;1422.0;15.0;20.0;6510.0;;;;;media
ES;FUNDÃO;municipio;131.0;2945.0;10.0;11.0;428.0;;;;;media
ES;JAGUARE;municipio;204.0;3381.0;82.0;88.0;3414.0;;;;;media
ES;LINHARES;municipio;215.0;37022.0;232.0;310.0;19716.0;351.0;;;;media
ES;PEDRO CANARI;municipio;23.0;667.0;18.0;21.0;40907.0;;;;;media
ES;PINHEIROS;municipio;161.0;3694.0;;10.0;295.0;;;;;media
ES;RIO BANANAL;municipio;1829.0;32229.0;;;;;;;;media
ES;SÃO MATEUS;municipio;530.0;7710.0;80.0;107.0;14219.0;20.0;;;;media
ES;COL. SERRANA ESPIRITO-SANTENSE;microrregiao;8010.0;121863.0;1464.0;1894.0;37060.0;3421.0;;;;media
ES;AFONSO CLAUDIO;municipio;769.0;29488.0;209.0;285.0;8472.0;719.0;;;;media
ES;ALFREDO CHAVES;municipio;513.0;5702.0;90.0;130.0;2641.0;435.0;;;;media
ES;DOMINGOS MARTINS;municipio;1807.0;26454.0;713.0;860.0;12972.0;497.0;;;;media
ES;I B I RACU;municipio;93.0;1266.0;25.0;25.0;346.0;84.0;;;;media
ES;I T AGUACU;municipio;984.0;18111.0;38.0;52.0;1438.0;77.0;;;;media
ES;(TARANA;municipio;587.0;543.0;37.0;55.0;1244.0;54.0;;;;media
ES;SANTA LEOPOLDINA;municipio;2.0;15587.0;271.0;344.0;6086.0;311.0;;;;media
ES;SANTA TERESA;municipio;755.0;1255.0;15710.0;143.0;3859.0;244.0;;;;media
ES;VERTENTE CRI ENT AL DO CAPARAO;microrregiao;4895.0;122082.0;280.0;410.0;28676.0;367.0;;;;media
ES;CASTELO;municipio;993.0;54384.0;46.0;87.0;23192.0;211.0;;;;media
ES;CONCEIÇÃO DO CASTELO;municipio;1237.0;31267.0;20.0;29.0;676.0;103.0;;;;media
ES;IBATIBA;municipio;404.0;493.0;6667.0;177.0;;;;;;media
ES;MUNIZ FREIRE;municipio;1187.0;13695.0;63.0;95.0;1275.0;36.0;;;;media
ES;CACHOEIRO DE ITAPEMIRIM;microrregiao;6040.0;98224.0;699.0;1180.0;23194.0;339.0;;;;media
ES;ALEGRE;municipio;1230.0;28185.0;94.0;136.0;1785.0;54.0;;;;media
ES;APIACA;municipio;264.0;3686.0;32.0;91.0;2718.0;11.0;;;;media
ES;ATIL(O VIVACQUA;municipio;266.0;6049.0;;;345.0;13.0;;;;media
ES;BOM JESUS DO NORTE;municipio;43.0;511.0;;;46.0;;;;;media
ES;CACHOEIRO DE (TAPEMIR(M;municipio;1721.0;24969.0;164.0;225.0;5618.0;195.0;;;;media
ES;DIVINO OE SÃO LOURENÇO;municipio;260.0;3934.0;;;;21.0;;;;media
ES;VITORIA;mesorregiao;22.0;;149.0;6330.0;;20.0;;;;media
ES;VITORIA;microrregiao;122.0;;149.0;6330.0;;20.0;;;;media
ES;CARIACICA;municipio;30.0;;33.0;492.0;;;;;;media
ES;SERRA;municipio;;;10.0;995.0;;;;;;media
ES;VIANA;municipio;72.0;;89.0;3831.0;;;;;;media
ES;VILA VELHA;municipio;12.0;;17.0;1012.0;;;;;;media
ES;VITORIA;municipio;;;;;;;;;;media
ES;INCLUSIVE os SEM DECLARAÇÃO DE CAPACIDADE;municipio;;;;;;;;;;media
GO;TOTAIS;total;32656.0;34897.0;864336.0;8508.0;9383.0;650413.0;4470.0;4908.0;580525.0;media
GO;NORDESTE GOIANO;mesorregiao;1730.0;1893.0;61644.0;561.0;623.0;27425.0;450.0;480.0;32852.0;media
GO;SÃO MIGUEL DO ARAGUAIA;microrregiao;459.0;482.0;41974.0;156.0;;9225.0;144.0;154.0;13240.0;media
GO;CRIXAS;municipio;137.0;138.0;18342.0;92.0;96.0;1339.0;55.0;55.0;2753.0;media
GO;MOZARLANDIA;municipio;53.0;56.0;2938.0;;10.0;590.0;;;18.0;media
GO;MUNDO NOVO;municipio;45.0;45.0;6491.0;;;101.0;;;200.0;media
GO;NOVA CRIXAS;municipio;104.0;108.0;9698.0;12.0;15.0;5544.0;58.0;63.0;8194.0;media
GO;SÃO MIGUEL;municipio;120.0;135.0;4505.0;34.0;44.0;1651.0;28.0;33.0;2075.0;media
GO;RIO VERMELHO;microrregiao;714.0;807.0;12204.0;303.0;338.0;13747.0;56.0;66.0;5037.0;media
GO;ARAGUAPAZ;municipio;;12.0;124.0;20.0;21.0;1063.0;;;1191.0;media
GO;ARUANÃ;municipio;40.0;45.0;794.0;29.0;32.0;1110.0;;;250.0;media
GO;BRITANIA;municipio;29.0;29.0;363.0;;;190.0;;;;media
GO;GOIAS;municipio;417.0;460.0;6707.0;198.0;219.0;8172.0;;;432.0;media
GO;ITAPIRAPUÃ;municipio;132.0;166.0;2370.0;21.0;25.0;629.0;;;20.0;media
GO;JUSSARA;municipio;85.0;95.0;1846.0;30.0;36.0;2583.0;33.0;35.0;2144.0;media
GO;ARAGARÇAS;microrregiao;557.0;604.0;7466.0;102.0;111.0;4453.0;250.0;260.0;14575.0;media
GO;ARAGARÇAS;municipio;;;144.0;;;24.0;;;30.0;media
GO;ARENOPOLIS;municipio;103.0;1.0;1046.0;21.0;22.0;246.0;57.0;58.0;1612.0;media
GO;BALIZA;municipio;22.0;24.0;205.0;;;78.0;;;;media
GO;BOM JARDIM DE GOIAS;municipio;38.0;39.0;594.0;16.0;18.0;310.0;13.0;13.0;833.0;media
GO;DIGRAMA;municipio;97.0;99.0;766.0;;;104.0;17.0;17.0;601.0;media
GO;MONTES CLAROS DE GOIAS;municipio;86.0;93.0;1561.0;20.0;22.0;681.0;157.0;166.0;10245.0;media
GO;PIRANHAS;municipio;205.0;231.0;3150.0;35.0;37.0;3010.0;;;1254.0;media
GO;NORTE. GOIANO;mesorregiao;3661.0;3804.0;52138.0;630.0;1708.0;35766.0;173.0;183.0;16883.0;media
GO;PORANGATU;microrregiao;3593.0;3725.0;47709.0;1586.0;1651.0;29787.0;;159.0;13711.0;media
GO;CAMPINAÇU;municipio;169.0;184.0;1712.0;;;309.0;;;;media
GO;CAMPINORTE;municipio;142.0;143.0;4223.0;;34.0;548.0;;;191.0;media
GO;ESTRELA DO NORTE;municipio;37.0;38.0;277.0;;;35.0;;;;media
GO;FORMOSO;municipio;183.0;192.0;3911.0;39.0;39.0;1474.0;83.0;87.0;2923.0;media
GO;MARA ROSA;municipio;1223.0;1252.0;11850.0;48.0;51.0;626.0;24.0;26.0;8966.0;media
GO;MINAÇU;municipio;112.0;6.0;1928.0;;;40.0;;;;media
GO;MUTUNOPOLIS;municipio;88.0;104.0;1113.0;;;;;;216.0;media
GO;NIQUELANDIA;municipio;474.0;485.0;5959.0;1253.0;266.0;20407.0;26.0;27.0;910.0;media
GO;PORANGATU;municipio;337.0;354.0;8499.0;44.0;51.0;2210.0;;;309.0;media
GO;SANTA TEREZA DE GOIAS i;municipio;65.0;67.0;918.0;;;;;;;media
GO;SANTA TEREZINHA DE GOIAS;municipio;353.0;362.0;3277.0;99.0;136.0;2420.0;;;78.0;media
GO;URUAÇU;municipio;410.0;428.0;4042.0;57.0;62.0;1718.0;;;118.0;media
GO;CHAPADA DOS VEADEIROS;microrregiao;68.0;79.0;4429.0;44.0;57.0;5979.0;22.0;24.0;3172.0;media
GO;ALTO PARA ISO DE GOIAS;municipio;;;140.0;;;150.0;;;157.0;media
GO;CAMPOS BELOS;municipio;;;1126.0;13.0;17.0;1152.0;;;296.0;media
GO;CAVALCANTE;municipio;12.0;13.0;351.0;;;;;;;media
GO;MONTE ALEGRE DE GOIAS;municipio;;14.0;16.0;;;75.0;;;;media
GO;NOVA ROMA;municipio;16.0;16.0;644.0;;;161.0;;;1212.0;media
GO;SÃO JOÃO D' ALIANÇA;municipio;15.0;20.0;1152.0;21.0;27.0;4441.0;;;1207.0;media
GO;CENTRO GOIANO;mesorregiao;11615.0;221350.0;2829.0;3109.0;269611.0;1544.0;1708.0;212347.0;;media
GO;CERES;microrregiao;2683.0;54576.0;678.0;728.0;206353.0;394.0;449.0;140326.0;;media
GO;BARRO Al TO;municipio;106.0;1179.0;39.0;42.0;3129.0;33.0;33.0;1338.0;;media
GO;CARMO DO RIO VERDE;municipio;110.0;2012.0;68.0;78.0;3982.0;;;20.0;;media
GO;CERES;municipio;175.0;2857.0;47.0;49.0;1048.0;;12.0;818.0;;media
GO;GOIANESIA;municipio;296.0;6038.0;39.0;44.0;1027.0;;;378.0;;media
GO;HIDROLINA;municipio;136.0;1222.0;52.0;54.0;814.0;10.0;11.0;228.0;;media
GO;ITAPACI;municipio;164.0;2935.0;57.0;66.0;3634.0;;;302.0;;media
GO;I T APURANGA;municipio;408.0;6528.0;111.0;115.0;3260.0;;;759.0;;media
GO;NOVA AMERICA;municipio;68.0;427.0;15.0;19.0;145.0;18.0;;308.0;;media
GO;NOVA GLORIA;municipio;71.0;562.0;79.0;80.0;702.0;;;80.0;;media
GO;PILAR DE GOIAS;municipio;192.0;2202.0;78.0;;2319.0;36.0;37.0;3980.0;;media
GO;RI ALMA;municipio;14.0;293.0;;12.0;722.0;;;180.0;;media
GO;RIANAPOLIS so so;municipio;945.0;30.0;;;;;;;;media
GO;RUBIATABA;municipio;367.0;6389.0;27.0;27.0;354.0;46.0;46.0;1375.0;;media
GO;SANTA ISABEL;municipio;344.0;5586.0;;13.0;433.0;;;880.0;;media
GO;URUANA;municipio;165.0;175.0;15401.0;47.0;49.0;185754.0;208.0;257.0;;media
GO;ANAPOLIS;microrregiao;2848.0;44986.0;919.0;966.0;27973.0;;639.0;41669.0;;media
GO;ANAPOLIS;municipio;406.0;4923.0;69.0;78.0;1365.0;68.0;75.0;9232.0;;media
GO;ARAÇU;municipio;45.0;560.0;35.0;37.0;4615.0;116.0;117.0;4184.0;;media
GO;BRAZABRANTES;municipio;47.0;704.0;18.0;18.0;162.0;;;92.0;;media
GO;CATURAI;municipio;95.0;2060.0;46.0;48.0;1112.0;;;;;media
GO;DAMOLANDIA;municipio;69.0;662.0;15.0;15.0;215.0;;;15.0;;media
GO;HEI TORAI;municipio;88.0;1062.0;19.0;19.0;572.0;;;;;media
GO;l NHUMAS;municipio;283.0;6334.0;165.0;172.0;4067.0;53.0;54.0;6946.0;;media
GO;ITABERAI;municipio;344.0;3778.0;119.0;125.0;3336.0;74.0;74.0;7198.0;;media
GO;ITAGUARU;municipio;74.0;706.0;24.0;26.0;1006.0;;;60.0;;media
GO;I T AUÇU;municipio;137.0;2172.0;81.0;86.0;2090.0;;;985.0;;media
GO;.JARAGUA;municipio;507.0;14185.0;87.0;92.0;4628.0;177.0;209.0;7649.0;;media
GO;NOVA VENEZA;municipio;56.0;625.0;46.0;47.0;827.0;;;995.0;;media
GO;OURO VERDE DE GOIAS;municipio;81.0;647.0;;;76.0;;;190.0;;media
GO;PETROLINA DE GOIAS;municipio;347.0;3032.0;54.0;;25.0;10.0;;961.0;;media
GO;SANTA ROSA DE GOIAS;municipio;882.0;;;;;;;;;media
GO;SÃO FRANCISCO DE GOIAS;municipio;150.0;1677.0;48.0;51.0;1183.0;19.0;19.0;319.0;;media
GO;TAQUARAL DE GOIAS;municipio;113.0;115.0;977.0;89.0;1194.0;59.0;59.0;2.0;;media
GO;IPORA;microrregiao;1565.0;14894.0;160.0;181.0;3063.0;310.0;350.0;13984.0;;media
GO;AMORINOPOLIS;municipio;175.0;1893.0;;;90.0;;;;;media
GO;CACHOEIRA OE GOIAS;municipio;36.0;341.0;;;20.0;;;132.0;;media
GO;CORREGO DO OURO;municipio;179.0;1669.0;16.0;17.0;338.0;;;314.0;;media
GO;FAZENDA NOVA;municipio;158.0;179.0;1164.0;45.0;679.0;212.0;245.0;3034.0;;media
GO;IP ORA;municipio;445.0;4313.0;43.0;47.0;735.0;;;615.0;;media
GO;I SRAELANDIA;municipio;41.0;372.0;11.0;15.0;443.0;24.0;26.0;95.0;;media
GO;IVOLANDIA;municipio;167.0;1652.0;15.0;15.0;334.0;;;84.0;;media
GO;JAUPACI;municipio;48.0;817.0;;;238.0;;;;;media
GO;MOIPORA;municipio;106.0;884.0;18.0;20.0;186.0;;;;;media
GO;NOVO BRASIL;municipio;189.0;1789.0;;;;62.0;66.0;8710.0;;media
GO;ANICUNS;microrregiao;2446.0;31070.0;435.0;465.0;9601.0;97.0;103.0;6001.0;;media
GO;AMERICANO DO BRASIL;municipio;76.0;626.0;10.0;10.0;203.0;;;;;media
GO;ANICUNS;municipio;474.0;5881.0;64.0;72.0;2187.0;19.0;22.0;1438.0;;media
GO;AURILANDIA;municipio;153.0;1503.0;;;76.0;;;36.0;;media
GO;AVELINOPOLIS;municipio;79.0;2454.0;71.0;77.0;2067.0;;;;;media
GO;FIRMINOPOLIS;municipio;129.0;1028.0;39.0;39.0;330.0;;;100.0;;media
GO;MOSSAMEDES;municipio;464.0;6071.0;58.0;63.0;1185.0;58.0;58.0;3724.0;;media
GO;NAZARIO;municipio;112.0;1001.0;29.0;31.0;755.0;;;;;media
GO;ARAGO I AN IA;municipio;;;;71.0;;;155.0;;;media
GO;BELA VISTA DE GOIAS;municipio;;518.0;533.0;17929.0;206.0;221.0;3868.0;54.0;54.0;media
GO;GOIANAPOLIS;municipio;;80.0;94.0;1936.0;19.0;22.0;667.0;;;media
GO;GOIANIRA;municipio;162.0;206.0;19.0;23.0;128.0;749.0;;;;media
GO;GUAPO;municipio;;125.0;149.0;6978.0;16.0;17.0;415.0;;;media
GO;HIOROLANDIA. ªoo;municipio;;;;;;;;;;media
