_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;confianca
AL;CACIMBINHAS;municipio;1466.0;;;;2.0;;;;media
AL;IGACI;municipio;5540.0;;;;;;;;media
AL;MARIBONDO;municipio;359.0;;2.0;;;;;;media
AL;MAR VERMELHO;municipio;551.0;;;;;;;;media
AL;MINADOR DO NEGRÃO;municipio;758.0;;;;;;;;media
AL;PALMEIRA DOS INDIOS;municipio;6855.0;;;;;;;;media
AL;PAULO JACINTO;municipio;1156.0;;17.0;13.0;;12.0;;;media
AL;OUEBRANGULO;municipio;706.0;;;100.0;;;;;media
AL;TANQUE O' ARCA;municipio;1028.0;;;;;;;;media
AL;ARAPIRACA;microrregiao;40856.0;;809.0;10.0;13.0;111.0;;;media
AL;ANADIA;municipio;815.0;;;;;;;;media
AL;ARAPIRACA;municipio;4432.0;;;;2.0;14.0;;;media
AL;COITE DO NOIA;municipio;1656.0;;;;;;;;media
AL;CRAIBAS;municipio;2114.0;;;;;;;;media
AL;FEIRA GRANDE;municipio;3705.0;;;;;;;;media
AL;GIRAU DO PONCIANO;municipio;5279.0;;;;;;;;media
AL;JUNQUEIRO;municipio;2954.0;;;;;;;;media
AL;LAGOA DA CANOA;municipio;1393.0;;;;;;;;media
AL;LIMOEIRO DE ANADIA;municipio;4759.0;;;;;;;;media
AL;OLHO O'AGUA GRANDE;municipio;1112.0;;;;;;;;media
AL;SÂO BRAS;municipio;1630.0;;411.0;;;;;;media
AL;MATA ALAGOANA;mesorregiao;600.0;78.0;193.0;54.0;424.0;21131.0;;;media
AL;MATA ALAGOANA;microrregiao;522.0;47.0;162.0;45.0;395.0;13188.0;;;media
AL;ATALAIA;municipio;18.0;;17.0;;;181.0;;;media
AL;BRANQUINHA;municipio;19.0;;;;19.0;1095.0;;;media
AL;CA JUEIRO;municipio;;;;;;54.0;;;media
AL;CAPELA;municipio;;;;;;257.0;;;media
AL;CHÃ PRETA;municipio;154.0;;;10.0;123.0;201.0;;;media
AL;COLONIA LEOPOLOI NA;municipio;;;;;;455.0;;;media
AL;FLEXEIRAS;municipio;;;;;;;;;media
AL;IBATEGUARA;municipio;28.0;;;;18.0;121.0;;;media
AL;.JACU IPE;municipio;;;;;;;;;media
AL;JOAQUIM GOMES;municipio;;;;;;;;;media
AL;.JUNOIA;municipio;;;;;;34.0;;;media
AL;MESSIAS;municipio;13.0;;;;12.0;2157.0;;;media
AL;MURICI;municipio;47.0;;11.0;;46.0;3098.0;;;media
AL;NOVO LINO;municipio;11.0;;;;11.0;765.0;;;media
AL;PINOOBA;municipio;;;;;;15.0;;;media
AL;SANTANA DO MUNOAU;municipio;30.0;;;;15.0;225.0;;;media
AL;SÃO .JOSE DA LAJE;municipio;21.0;;13.0;;18.0;1491.0;;;media
AL;UNIÃO DOS PALMARES;municipio;111.0;15.0;74.0;11.0;90.0;3021.0;;;media
AL;VIÇOSA;municipio;26.0;;;11.0;;;;;media
AL;LITORAL NORTE ALAGOANO;microrregiao;46.0;29.0;12.0;;10.0;1241.0;;;media
AL;BARRA DE SANTO ANTONIO;municipio;;;;;;;;;media
AL;JAPARA TINGA;municipio;;;;;;;;;media
AL;MARAGOGI;municipio;;;;;;28.0;;;media
AL;MATRIZ DE CAMARAG I BE;municipio;;;;;;;;;media
AL;PASSO DE CAMARAGIBE;municipio;;;;;;;;;media
AL;PORTO CALVO;municipio;16.0;;10.0;;;1053.0;;;media
AL;PORTO DE PEDRAS;municipio;;;;;;150.0;;;media
AL;SÃO MIGUEL DOS MILAGRES;municipio;;;;;;;;;media
AL;TABULEIROS DE s MIGUEL DOS CAMPOS;microrregiao;32.0;;19.0;;19.0;6701.0;;;media
AL;BARRA DE SÃO MIGUEL;municipio;;;;;;;;;media
AL;BOCA DA MATA;municipio;14.0;;;;;818.0;;;media
AL;CAMPO ALEGRE;municipio;;;;;;108.0;;;media
AL;CORURIPE;municipio;;;;;;5729.0;;;media
AL;ROTEIRO;municipio;;;;;;;;;media
AL;SÃO MIGUEL DOS CAMPOS;municipio;;;;;;44.0;;;media
AL;COQUEIRO SECO;municipio;;;;;;;;;media
AL;TOTAIS;total;;;;19.0;;;;;media
AL;SERTÃO E AGRESTE ALAGOANO;mesorregiao;;;;;;;;;media
AL;SERTÃO ALAGOANO;microrregiao;;;;;;;;;media
AL;AGUA BRANCA;municipio;;;;;;;;;media
AL;CANAPI;municipio;;;;;;;;;media
AL;OELMIRO GOUVEIA;municipio;;;;;;;;;media
AL;INHAPI;municipio;;;;;;;;;media
AL;MATA GRANDE;municipio;;;;;;;;;media
AL;OLHO D' AGUA DO CASADO;municipio;;;;;;;;;media
AL;PIRANHAS;municipio;;;;;;;;;media
AL;BATALHA;microrregiao;;;;;;;;;media
AL;BATALHA;municipio;;;;;;;;;media
AL;BELO MONTE;municipio;;;;;;;;;media
AL;CARNEIROS;municipio;;;;;;;;;media
AL;DOIS RIACHOS;municipio;;;;;;;;;media
AL;.JACARE DOS HOMENS;municipio;;;;;;;;;media
AL;.JARAMATAIA;municipio;;;;;;;;;media
AL;MAJOR ISIDORO;municipio;;;;;;;;;media
AL;MARAVILHA;municipio;;;;;;;;;media
AL;MONTEIROPOLIS;municipio;;;;;;;;;media
AL;OLHO D' AGUA DAS FLORES;municipio;;;;;;;;;media
AL;OLIVENÇA;municipio;;;;;;;;;media
AL;OURO BRANCO;municipio;;;;;;;;;media
AL;PALESTINA;municipio;;;;;;;;;media
AL;PÃO DE AÇUCAR;municipio;;;;;;;;;media
AL;POÇO DAS TRINCHEIRAS;municipio;;;;;;;;;media
AL;SANTANA DO IPANEMA;municipio;;;;;;;;;media
AL;SÃO .JOSE DA TAPERA;municipio;;;;;;;;;media
AL;SENADOR RUI PALMEIRA;municipio;;;;;;;;;media
AL;PALMEIRA DOS INDIOS;microrregiao;;;;;;;;;media
AL;SELEM;municipio;;;;;;;;;media
AL;CACIMBINHAS;municipio;;;;;;;;;media
AL;IGACI;municipio;;;;;;;;;media
AL;MARIBONDO;municipio;;;;;;;;;media
AL;MAR VERMELHO;municipio;;;;;;;;;media
AL;MINADOR DO NEGRÃO;municipio;;;;;;;;;media
AL;PALMEIRA DOS INDIOS;municipio;;;;;;;;;media
AL;PAULO .JACINTO;municipio;;;;;;;;;media
AL;OUEBRANGULO;municipio;;;;;;;;;media
AL;T ANO UE D' ARCA;municipio;;;;;;;;;media
AL;ARAPIRACA;microrregiao;;;;;;;;;media
AL;ANADIA;municipio;;;;;;;;;media
AL;ARAPIRACA;municipio;;;;;;;;;media
AL;COITE DO NOIA;municipio;;;;;;;;;media
AL;CRAIBAS;municipio;;;;;;;;;media
AL;FEIRA GRANDE;municipio;;;;;;;;;media
AL;GIRAU DO PONCIANO;municipio;;;;;;;;;media
AL;JUNQUEIRO;municipio;;;;;;;;;media
AL;LAGOA DA CANOA;municipio;;;;;;;;;media
AL;LIMOEIRO DE ANADIA;municipio;;;;;;;;;media
AL;OLHO D' AGUA GRANDE;municipio;;;;;;;;;media
AL;SÃO SRAS;municipio;;;;;;;;;media
AL;SÃO SEBASTIÃO;municipio;;;;;;;;;media
AM;TOTAIS;total;6302.0;249.0;20.0;13.0;108.0;113.0;90.0;215.0;media
AM;HILEIA AMAZONENSE;mesorregiao;75663.0;51.0;;;;28.0;;22.0;media
AM;ALTO SOLIMÕES;microrregiao;11.0;;;;;;;;media
AM;AMATURA;municipio;839.0;;;;;;;;media
AM;ATALAIA DO NORTE;municipio;813.0;;;;;;;;media
AM;BENJAMIN CONSTANT;municipio;902.0;;;;2.0;;;;media
AM;FONTE BOA;municipio;1881.0;;;;;;;;media
AM;JUTAI;municipio;2133.0;;;;;2.0;;;media
AM;SANTO ANTONIO DO IÇA;municipio;1722.0;;;;;;;;media
AM;SÃO PAULO DE OLIVENÇA;municipio;2407.0;;;;;;;;media
AM;TABATlNGA;municipio;997.0;;;;;;;;media
AM;TONANTINS;municipio;1124.0;;;;;;;;media
AM;jURUA;microrregiao;12862.0;;;;;;;2.0;media
AM;CARAUARI;municipio;1695.0;;;;;;;;media
AM;EIRUNEPE;municipio;1623.0;;;;;;;;media
AM;ENYIRA;municipio;2792.0;;;;;;;;media
AM;IPIXUNA;municipio;591.0;;;;;;;;media
AM;IT-MARATI;municipio;1309.0;;;;;;;;media
AM;.JURUA;municipio;852.0;;;;;;;;media
AM;PURUS;microrregiao;14705.0;13.0;;;;;;7.0;media
AM;BOCA ACRE;municipio;3005.0;;;;;;;;media
AM;CANUTAMA;municipio;2175.0;;;;;;;;media
AM;LABREA;municipio;4982.0;;;;;3.0;2.0;;media
AM;PAUINI;municipio;1277.0;;;;;;;;media
AM;TAPAUA;municipio;3266.0;;;;;;;;media
AM;BORBA;municipio;2971.0;;;;;;;;media
AM;HUMAITA;municipio;2588.0;;;;;;;;media
AM;MANICORE;municipio;4554.0;;;;;;;;media
AM;NOVO AAIPUANÃ;municipio;2736.0;;;;;;;;media
AM;AIO NEGRO;microrregiao;6519.0;;;;2.0;;;;media
AM;BARCELOS;municipio;1152.0;2.0;;;;;;;media
AM;NOVO AIRÃO;municipio;455.0;2.0;;;;;;;media
AM;SANTA ISABEL DO AIO NEOAO;municipio;714.0;;;;;;;;media
AM;SÃO BABilIEL DA CACHOEIRA;municipio;3498.0;2.0;;;;;;;media
AM;SOLlMÕES-JAPUAA;microrregiao;15910.0;;;;;;;2.0;media
AM;ALVAAÃES;municipio;780.0;;;;;;;;media
AM;ANAMÃ;municipio;810.0;;;;;;;;media
AM;ANORI;municipio;124.0;;;;;;;;media
AM;COAAl;municipio;273.0;;;;;;;;media
AM;COOAJAS;municipio;;;;;;;;;media
AM;JAPURA;municipio;184.0;;;;;;;;media
AM;MARAÃ;municipio;2328.0;;;;;3.0;;;media
AM;TEFE;municipio;1622.0;;;;;;;;media
AM;UARlNI;municipio;940.0;;;;;;;;media
AM;MEOIO AMAZONAS;microrregiao;;;;12.0;;;97.0;85.0;media
AM;AUTAZES;municipio;;;;;;;2.0;13.0;media
AM;BARREIRINHA;municipio;;;;3.0;;;;;media
AM;BERURI;municipio;;;;;;;;;media
AM;BOA VISTA DO RAMOS;municipio;;;;;;;;;media
AM;CAAPIRANGA;municipio;;;;;;;;;media
AM;CAREIRO;municipio;;;;;;;;42.0;media
AM;l RANDUBA;municipio;;;;2.0;;;41.0;5.0;media
AM;ITACOATIARA;municipio;;;;;;;;;media
AM;ITAPIRANGA;municipio;;;;;;;;;media
AM;MANACAPURU;municipio;;;;;;;;;media
AM;MANAOUIRI;municipio;;;;;;;;;media
AM;MAUES;municipio;;;;;;;;;media
AM;NHAMUNOA;municipio;;;;;;;;;media
AM;NOVA OLINDA DO NORTE;municipio;308.0;;;;;;;;media
AM;PARINTINS;municipio;;;;2.0;;;;;media
AM;PRESIDENTE FIGUEIREDO;municipio;;;;;;;2.0;;media
AM;RIO PRETO DA EVA;municipio;;;;;;;7.0;;media
AM;SÃO SEBASTIÃO;municipio;752.0;;;;;;;;media
AM;SILVES;municipio;;;;;;;;;media
AM;URUCARA;municipio;;;;;;;;2.0;media
AM;URUCURITUBA;municipio;;;;;;;;;media
AM;TOTAIS;total;;;17.0;;;;;;media
AM;HILEIA AMAZONENSE;mesorregiao;;;;3.0;;;;;media
AM;ALTO SOLIMÕES;microrregiao;;;;;;;;;media
AM;AMATURA;municipio;;;;;;;;;media
AM;ATALAIA;municipio;;;;;;;;;media
AM;BEN JAMIN CONSTANT;municipio;;;;;;;;;media
AM;FONTE BOA;municipio;;;;;;;;;media
AM;JUTA(;municipio;;;;;;;;;media
AM;SANTO ANTONIO DO IÇA;municipio;;;;;;;;;media
AM;SÂO PAULO DE OLIVENÇA;municipio;;;;;;;;;media
AM;TABATJNGA;municipio;;;;;;;;;media
AM;TONANTINS;municipio;;;;;;;;;media
AM;JURUA;microrregiao;;;;;;;;;media
AM;CARAUARI;municipio;;;;;;;;;media
AM;EIRUNEPE;municipio;;;;;;;;;media
AM;ENVIRA;municipio;;;;;;;;;media
AM;IPIXUNA;municipio;;;;;;;;;media
AM;ITAMARATI;municipio;;;;;;;;;media
AM;.JURUA;municipio;;;;;;;;;media
AM;PURUS;microrregiao;;;;;;;;;media
AM;BOCA;municipio;;;;;;;;;media
AM;CANUTAMA;municipio;;;;;;;;;media
AM;LABREA;municipio;;;;;;;;;media
AM;PAUINI;municipio;;;;;;;;;media
AM;TAPAUA;municipio;;;;;;;;;media
AM;MADEIRA;microrregiao;;;;;;;;;media
AM;BORBA;municipio;;;;;;;;;media
AM;HUMAITA;municipio;;;;;;;;;media
AM;MANICORE;municipio;;;;;;;;;media
AM;NOVO ARIPUANÃ;municipio;;;;;;;;;media
AM;RIO NEGRO;microrregiao;;;;;;;;;media
AM;BARCELOS;municipio;;;;;;;;;media
AM;NOVO AIRÃO;municipio;;;;;;;;;media
AM;SANTA ISABEL DO RIO NEGRO;municipio;;;;;;;;;media
AM;SÃO GABRIEL DA CACHOEIRA;municipio;;;;;;;;;media
AM;SOLIMÕES-JAPURA;microrregiao;;;;;;;;;media
AM;ALVARÃES;municipio;;;;;;;;;media
AM;ANAMÃ;municipio;;;;;;;;;media
AM;ANORI;municipio;;;;;;;;;media
AM;COAR(;municipio;;;;;;;;;media
AM;CODAJAS;municipio;;;;;;;;;media
AM;JAPURA;municipio;;;;;;;;;media
AM;MARAÃ;municipio;;;;;;;;;media
AM;TEFE;municipio;;;;;;;;;media
AM;UARINI;municipio;;;;;;;;;media
AP;TOTAIS;total;4816.0;39.0;29.0;10.0;21.0;28.0;;;alta
AP;AMAPA;mesorregiao;4816.0;39.0;29.0;10.0;21.0;28.0;;;alta
AP;MACAPA;microrregiao;3667.0;38.0;28.0;10.0;20.0;27.0;;;alta
AP;MACAPA;municipio;2497.0;37.0;27.0;10.0;20.0;27.0;;;alta
AP;MAZAGÃO;municipio;1170.0;;;;;;;;alta
AP;AMAPA E OIAPOQUE;microrregiao;1149.0;;;;;;;;alta
AP;AMAPA;municipio;633.0;;;;;;;;alta
AP;CALÇOENE;municipio;217.0;;;;;;;;alta
AP;OIAPOOUE;municipio;299.0;;;;;;;;alta
BA;TOTAIS;total;739006.0;27607.0;9405.0;13845.0;1759.0;4802.0;21661.0;107054.0;media
BA;OESTE BAIANO;microrregiao;300262.0;21526.0;8481.0;12164.0;603.0;2241.0;17732.0;77050.0;media
BA;CHAPADÕES DO ALTO RIO GRANDE;microrregiao;2124.0;931.0;996.0;34.0;240.0;1682.0;5918.0;;media
BA;ANGICAL;municipio;458.0;325.0;148.0;391.0;964.0;;;;media
BA;BAIANOPOLIS;municipio;1321.0;14.0;;;;;7.0;13.0;media
BA;BARREIRAS;municipio;2039.0;447.0;189.0;212.0;19.0;32.0;269.0;1089.0;media
BA;BREJOLANDIA;municipio;1692.0;;;;;;;;media
BA;CATOLANDIA;municipio;661.0;131.0;28.0;97.0;;11.0;114.0;234.0;media
BA;COTEGIPE;municipio;1916.0;;;;;;;;media
BA;CRISTOPOLIS;municipio;1570.0;50.0;;23.0;;23.0;19.0;11.0;media
BA;FORMOSA;municipio;1622.0;13.0;;;;3.0;;232.0;media
BA;RIACHÂO DAS NEVES;municipio;2242.0;10.0;;;;;;38.0;media
BA;SANTA RITA DE CASSIA;municipio;3534.0;15.0;;;;;;101.0;media
BA;SÃO DESIDERIO;municipio;3123.0;970.0;363.0;496.0;;109.0;861.0;3226.0;media
BA;TABOCAS DO BREJO VELHO;municipio;2182.0;;;;;;;;media
BA;CHAPADÕES DO RIO CORRENTE;municipio;18907.0;3916.0;50.0;2374.0;67.0;441.0;3278.0;8274.0;media
BA;CANAF'OLIS;municipio;1530.0;216.0;;193.0;;18.0;177.0;457.0;media
BA;cocos;municipio;970.0;540.0;407.0;27.0;;99.0;377.0;1037.0;media
BA;CORIBE;municipio;256.0;82.0;162.0;10.0;246.0;888.0;;;media
BA;CORRENTI NA;municipio;3947.0;1754.0;73.0;1487.0;24.0;173.0;1512.0;3538.0;media
BA;SANTA MARIA DA VITORIA;municipio;3368.0;672.0;70.0;490.0;24.0;92.0;565.0;453.0;media
BA;SANTANA;municipio;2985.0;475.0;412.0;14.0;;48.0;400.0;899.0;media
BA;SERRA DOURADA;municipio;2883.0;;;;;;;;media
BA;BAIXO-MEDI O SÃO FRANCISCO;municipio;39076.0;1178.0;588.0;439.0;23.0;153.0;849.0;11481.0;media
BA;BARRA;municipio;7527.0;212.0;146.0;10.0;10.0;49.0;125.0;7790.0;media
BA;CAMPO ALEGRE DE LOURDES;municipio;3659.0;;;;;;;;media
BA;CASA NOVA;municipio;6896.0;320.0;53.0;234.0;;37.0;241.0;1475.0;media
BA;IBOTIRAMA;municipio;1523.0;22.0;10.0;;;;;10.0;media
BA;MORPARA;municipio;982.0;;2.0;;;;;;media
BA;PILÃO ARCADO, s;municipio;5474.0;19.0;;;;;12.0;33.0;media
BA;REMANSO;municipio;3960.0;77.0;54.0;19.0;;;73.0;187.0;media
BA;SENTO SE s;municipio;5025.0;357.0;169.0;156.0;;37.0;246.0;926.0;media
BA;XIQUE-XIQUE;municipio;4030.0;162.0;147.0;11.0;;;145.0;55.0;media
BA;MEDIO SÃO FRANCISCO;municipio;17214.0;182.0;40.0;71.0;35.0;43.0;96.0;912.0;media
BA;BOM JESUS DA LAPA;municipio;8635.0;56.0;18.0;;19.0;16.0;22.0;320.0;media
BA;CARINHANHA;municipio;2505.0;16.0;;;;;;60.0;media
BA;MALHADA;municipio;2728.0;14.0;2.0;;;;3.0;180.0;media
BA;PARATINGA;municipio;3346.0;96.0;18.0;55.0;12.0;12.0;63.0;351.0;media
BA;CHAPADA DIAMANTINA SETENTRIONAL;municipio;32426.0;312.0;27.0;194.0;61.0;53.0;252.0;1115.0;media
BA;BARRA DO MENDES;municipio;1903.0;26.0;;18.0;;;17.0;13.0;media
BA;CAFARNAUM;municipio;2364.0;;;;;4.0;;;media
BA;CANARANA;municipio;3791.0;11.0;;;;;6.0;;media
BA;CENTRAL;municipio;1564.0;;;;;;;;media
BA;GENTIO DO OURO;municipio;2480.0;12.0;;;;;;;media
BA;IBIPEBA;municipio;2275.0;72.0;;72.0;;;72.0;335.0;media
BA;IBITITA;municipio;344.0;;;;;3.0;;17.0;media
BA;IRECE;municipio;6749.0;75.0;;36.0;24.0;13.0;58.0;111.0;media
BA;JUSSARA;municipio;1130.0;;;;;;;;media
BA;MORRO DO CHAPEU;municipio;698.0;81.0;13.0;51.0;29.0;;80.0;539.0;media
BA;PRESIDENTE OUTRA;municipio;1473.0;;;;;;1.0;;media
BA;SOUTO SOARES;municipio;;;;;;;;;media
BA;ABAIRA;municipio;1550.0;702.0;258.0;570.0;606.0;1138.0;;;media
BA;AGUA QUENTE;municipio;550.0;528.0;19.0;529.0;1881.0;;;;media
BA;ANOARAI;municipio;2908.0;;;;;;;;media
BA;BARRA DA ESTIVA;municipio;1724.0;39.0;16.0;;;13.0;17.0;56.0;media
BA;BONINAL;municipio;1621.0;444.0;189.0;223.0;27.0;15.0;415.0;327.0;media
BA;BOQUIRA;municipio;3068.0;19.0;;;;15.0;;2.0;media
BA;BOTUPORÃ;municipio;4756.0;39.0;;31.0;;;27.0;59.0;media
BA;BROTAS DE MACAUBAS, z;municipio;3.0;;;;;;;;media
BA;CONTENDAS DO SINCORA;municipio;662.0;96.0;37.0;47.0;;11.0;47.0;245.0;media
BA;IBICOARA;municipio;1057.0;85.0;;65.0;;10.0;80.0;273.0;media
BA;(BIPITANGA;municipio;2193.0;57.0;44.0;30.0;;;51.0;151.0;media
BA;IBITIARA;municipio;4840.0;171.0;47.0;93.0;24.0;28.0;108.0;99.0;media
BA;IPUPIARA;municipio;1141.0;14.0;;;;;11.0;10.0;media
BA;IRAMAIA;municipio;1130.0;10.0;;;;;;14.0;media
BA;IRAQUARA;municipio;2651.0;;;;;;;;media
BA;ITAETE;municipio;1223.0;;;;;2.0;;47.0;media
BA;ITUAÇU;municipio;2092.0;215.0;86.0;136.0;;21.0;198.0;1387.0;media
BA;JUSSIAPE;municipio;1361.0;464.0;170.0;390.0;;34.0;426.0;1172.0;media
BA;LENÇOIS;municipio;307.0;19.0;;13.0;;;16.0;119.0;media
BA;MACAUBAS;municipio;5538.0;142.0;18.0;107.0;;14.0;103.0;333.0;media
BA;MUCUGE;municipio;1074.0;584.0;252.0;288.0;;43.0;482.0;1231.0;media
BA;OLIVEIRA DOS BREJINHOS;municipio;3115.0;205.0;26.0;156.0;;22.0;165.0;254.0;media
BA;PALMEIRAS;municipio;556.0;17.0;;12.0;;;14.0;26.0;media
BA;PARAMIRIM;municipio;3901.0;518.0;46.0;447.0;;33.0;455.0;1574.0;media
BA;PIATÃ;municipio;3645.0;269.0;206.0;38.0;;24.0;188.0;115.0;media
BA;RIO DE CONTAS;municipio;1750.0;630.0;469.0;379.0;13.0;14.0;601.0;1738.0;media
BA;RIO DO PIRES;municipio;1813.0;693.0;496.0;522.0;;13.0;676.0;1180.0;media
BA;SEABRA;municipio;3304.0;172.0;;144.0;;20.0;145.0;207.0;media
BA;TANHAÇU;municipio;1639.0;253.0;66.0;102.0;31.0;67.0;157.0;1623.0;media
BA;UTINGA;municipio;1130.0;197.0;53.0;83.0;38.0;38.0;156.0;776.0;media
BA;WAGNER zzz;municipio;30.0;13.0;12.0;65.0;;;;;media
BA;SERRA GERAL DA BAHIA;microrregiao;61771.0;3427.0;1429.0;1786.0;94.0;383.0;2790.0;10061.0;media
BA;ARACATU;municipio;2308.0;;;;;;;;media
BA;BRUMADO;municipio;3343.0;68.0;12.0;12.0;34.0;13.0;30.0;90.0;media
BA;CACULE;municipio;1715.0;34.0;15.0;;;17.0;10.0;41.0;media
BA;CAETITE;municipio;6145.0;610.0;209.0;333.0;;75.0;488.0;1065.0;media
BA;CANDIBA;municipio;2134.0;103.0;76.0;;;26.0;77.0;87.0;media
BA;CONOEUBA;municipio;3101.0;53.0;21.0;;;17.0;30.0;95.0;media
BA;CORDEIROS;municipio;979.0;129.0;36.0;82.0;;14.0;97.0;288.0;media
BA;DOM BASILIO;municipio;1533.0;516.0;103.0;476.0;;18.0;479.0;489.0;media
BA;GUANAMBI;municipio;4354.0;224.0;104.0;162.0;;23.0;181.0;802.0;media
BA;IBIASSUCE;municipio;1433.0;25.0;12.0;;;;14.0;119.0;media
BA;IGAPORÃ;municipio;1239.0;110.0;96.0;;;;85.0;160.0;media
BA;JACARACI;municipio;;;;;;;;;media
BA;LICINIO DE ALMEIDA;municipio;1459.0;24.0;14.0;;;;12.0;31.0;media
BA;LIVRAMENTO;municipio;3201.0;780.0;464.0;369.0;;29.0;744.0;4250.0;media
BA;MALHADA DE PEDRAS;municipio;1477.0;;;;;;;;media
BA;MORTUGABA;municipio;1393.0;;;;;3.0;;2.0;media
BA;PALMAS DE MONTE ALTO;municipio;2118.0;26.0;;10.0;;;21.0;49.0;media
BA;PINDAI;municipio;3139.0;50.0;13.0;14.0;;20.0;;14.0;media
BA;PIRIPA;municipio;1078.0;67.0;34.0;32.0;;;65.0;64.0;media
BA;PRESIDENTE JANIO QUADROS;municipio;531.0;;;;;;1.0;13.0;media
BA;RIACHO DE SANTANA;municipio;708.0;126.0;25.0;69.0;;30.0;73.0;168.0;media
BA;RIO DO ANTONIO;municipio;1834.0;;;;;;;;media
BA;SEBASTIÃO LARANJEIRAS;municipio;828.0;134.0;10.0;95.0;;23.0;101.0;393.0;media
BA;TREMEDAL;municipio;4256.0;;;;;;;;media
BA;URANOI;municipio;1954.0;164.0;18.0;112.0;;29.0;118.0;468.0;media
BA;SENHOR DO BONFIM;mesorregiao;29491.0;647.0;169.0;326.0;30.0;136.0;433.0;816.0;media
BA;ANTONIO GONÇALVES;microrregiao;1414.0;56.0;;;;47.0;;390.0;media
BA;CALDEIRÃO GRANDE;microrregiao;2327.0;13.0;;;;;;17.0;media
BA;CAMPO FORMOSO;microrregiao;8496.0;83.0;59.0;17.0;;;61.0;138.0;media
BA;JAGUARARI;microrregiao;2732.0;12.0;;;;;;;media
BA;MIRANGABA;microrregiao;3124.0;326.0;74.0;234.0;;17.0;302.0;206.0;media
BA;PINDOBAÇU;microrregiao;4223.0;36.0;16.0;;;;12.0;19.0;media
BA;SAUOE;microrregiao;1423.0;48.0;;;;37.0;;;media
BA;SENHOR DO BONFIM;microrregiao;5752.0;73.0;;51.0;;10.0;40.0;34.0;media
BA;CORREDEIRAS;mesorregiao;11921.0;3052.0;1201.0;2062.0;65.0;231.0;2649.0;22343.0;alta
BA;ABARE;microrregiao;49.0;259.0;245.0;13.0;;13.0;184.0;1316.0;alta
