_uf;_label;_level;estab_total;inform_forca_total;inform_animal;inform_mecanica;inform_propria;inform_alugada;inform_outra_sem_decl;confianca
PE;RECIFE;microrregiao;;5371.0;366.0;;161.0;325.0;27.0;media
PE;ABREU E LIMA;municipio;;447.0;;;;;;media
PE;CABO;municipio;;2173.0;217.0;;39.0;202.0;15.0;media
PE;CAMARAGIBE;municipio;;309.0;23.0;;19.0;13.0;;media
PE;JABOATÃO;municipio;;566.0;33.0;;26.0;26.0;;media
PE;MORENO;municipio;;353.0;46.0;;35.0;44.0;;media
PE;OLINDA;municipio;;308.0;;;;;;media
PE;PAULISTA;municipio;;380.0;;;;;;media
PE;RECIFE;municipio;;331.0;10.0;;;;;media
PE;SÃO LOURENÇO DA MATA;municipio;;504.0;25.0;;25.0;23.0;;media
PR;TOTAIS;total;466397.0;336922.0;257164.0;203490.0;239239.0;100190.0;104969.0;media
PR;CURITIBA;mesorregiao;16837.0;9890.0;7919.0;5457.0;7032.0;2747.0;1638.0;media
PR;CURITIBA;microrregiao;16837.0;9890.0;7919.0;5457.0;7032.0;747.0;1638.0;media
PR;ALMIRANTE TAMANDARE;municipio;1289.0;519.0;433.0;231.0;382.0;108.0;82.0;media
PR;ARAUCARIA;municipio;1327.0;1175.0;970.0;773.0;998.0;208.0;221.0;media
PR;BALSA NOVA;municipio;444.0;379.0;340.0;192.0;228.0;143.0;55.0;media
PR;BOCAIUVA DO SUL;municipio;1027.0;167.0;119.0;84.0;138.0;22.0;14.0;media
PR;CAMPINA GRANDE DO SUL;municipio;734.0;123.0;62.0;71.0;104.0;17.0;;media
PR;CAMPO LARGO;municipio;2732.0;1926.0;1747.0;814.0;1398.0;511.0;210.0;media
PR;COLOMBO;municipio;1020.0;622.0;287.0;501.0;406.0;199.0;88.0;media
PR;CONTENDA;municipio;744.0;721.0;680.0;481.0;589.0;125.0;252.0;media
PR;CURITIBA;municipio;690.0;475.0;230.0;345.0;241.0;231.0;58.0;media
PR;MANDIRITUBA;municipio;1732.0;1406.0;1224.0;672.0;809.0;576.0;296.0;media
PR;PIRAQUARA;municipio;435.0;255.0;146.0;174.0;202.0;31.0;57.0;media
PR;QUATRO BARRAS;municipio;173.0;116.0;69.0;64.0;65.0;30.0;37.0;media
PR;LESTE PARANAENSE;mesorregiao;92479.0;63712.0;55884.0;24569.0;48180.0;12225.0;14797.0;media
PR;l ITORAL PARANAENSE;microrregiao;4714.0;319.0;84.0;269.0;250.0;74.0;51.0;media
PR;ANTONINA;municipio;1061.0;26.0;;22.0;23.0;;;media
PR;GUARAQUEÇABA;municipio;813.0;33.0;11.0;27.0;28.0;;;media
PR;GUARA TUBA;municipio;475.0;59.0;22.0;44.0;54.0;10.0;;media
PR;MATINHOS;municipio;95.0;;;;;;;media
PR;MORRETES;municipio;1156.0;173.0;28.0;159.0;123.0;48.0;30.0;media
PR;PARANAGUA;municipio;1114.0;22.0;10.0;15.0;18.0;;;media
PR;ALTO RIBEIRA;microrregiao;4307.0;218.0;161.0;72.0;176.0;54.0;;media
PR;ADRIANOPOLIS;municipio;1031.0;86.0;77.0;12.0;69.0;11.0;17.0;media
PR;CERRO AZUL;municipio;3276.0;132.0;84.0;60.0;107.0;17.0;37.0;media
PR;ALTO RIO NEGRO PARANAENSE;microrregiao;5443.0;4677.0;4530.0;1347.0;3107.0;818.0;1276.0;media
PR;AGUDOS DO SUL;municipio;834.0;704.0;686.0;156.0;470.0;81.0;203.0;media
PR;PIEN;municipio;1052.0;900.0;860.0;339.0;695.0;226.0;176.0;media
PR;QUITANOINHA;municipio;2370.0;2144.0;2108.0;467.0;1433.0;178.0;741.0;media
PR;TIJUCAS DO SUL;municipio;1187.0;929.0;876.0;385.0;509.0;331.0;156.0;media
PR;CAMPOS DE LAPA;microrregiao;7524.0;6304.0;5395.0;2590.0;5066.0;872.0;1271.0;media
PR;CAMPO DO TENENTE;municipio;348.0;290.0;242.0;111.0;202.0;34.0;77.0;media
PR;LAPA;municipio;3880.0;3106.0;2768.0;1204.0;2519.0;440.0;605.0;media
PR;PALMEIRA;municipio;2094.0;1944.0;1558.0;846.0;1624.0;219.0;348.0;media
PR;PORTO AMAZONAS;municipio;107.0;82.0;48.0;46.0;75.0;12.0;;media
PR;RIO NEGRO;municipio;1095.0;882.0;779.0;383.0;648.0;167.0;232.0;media
PR;CAMPOS DE PONTA GROSSA;microrregiao;9308.0;4571.0;2711.0;2577.0;3501.0;864.0;910.0;media
PR;CASTRO;municipio;3736.0;1355.0;623.0;906.0;979.0;299.0;306.0;media
PR;PIRAI DO SUL;municipio;1361.0;759.0;655.0;189.0;648.0;71.0;102.0;media
PR;PONTA GROSSA;municipio;1606.0;1016.0;506.0;697.0;790.0;127.0;251.0;media
PR;TELEMACO BORBA;municipio;694.0;389.0;251.0;276.0;224.0;200.0;79.0;media
PR;TIBAGI;municipio;1911.0;1052.0;676.0;509.0;860.0;167.0;172.0;media
PR;CAMPOS DE JAGUAR I AI VA;microrregiao;4799.0;3269.0;2998.0;1189.0;2279.0;456.0;1115.0;media
PR;ARAPOTI;municipio;;;1378.0;;1211.0;458.0;1015.0;media
PR;JAGUARIAIVA;municipio;;;670.0;;620.0;208.0;473.0;media
PR;SENGES;municipio;;;1221.0;;1167.0;523.0;791.0;media
PR;SÂO MATEUS DO SUL;microrregiao;6531.0;5656.0;266.0;4478.0;749.0;911.0;;media
PR;ANTONIO OLINTO;municipio;;;1081.0;;1019.0;302.0;834.0;media
PR;SÂO JOÂO DO TRIUNFO;municipio;;;1784.0;;1737.0;178.0;1408.0;media
PR;SÂO MAlEUS;municipio;;;2791.0;;2558.0;786.0;2236.0;media
PR;COLONIAL DO IRATI;microrregiao;;;15161.0;;13992.0;4916.0;12197.0;media
PR;IMBITUVA;municipio;;;2128.0;;1984.0;524.0;1875.0;media
PR;IRATI;municipio;;;2645.0;;2562.0;1038.0;2204.0;media
PR;MALLET;municipio;;;1437.0;;1304.0;606.0;1187.0;media
PR;PRUDENTOPOL;municipio;;;4089.0;;3720.0;11.0;3098.0;media
PR;REBOUCAS;municipio;;;1659.0;;1554.0;524.0;1215.0;media
PR;RIO AZUL;municipio;;;1820.0;;1759.0;525.0;1554.0;media
PR;TEIXEIRA SOARES;municipio;;;1383.0;;1109.0;688.0;1064.0;media
PR;NORTE VELHO DE VENCESLAU BRAZ;microrregiao;19176.0;15924.0;14621.0;6790.0;11402.0;4114.0;4495.0;media
PR;CARLOPOLIS;municipio;;;1197.0;;1027.0;535.0;900.0;media
PR;CONSELHEIRO MAIRINCK;municipio;;;204.0;;191.0;52.0;161.0;media
PR;CURIUVA;municipio;;;1034.0;;860.0;561.0;765.0;media
PR;FIGUEIRA;municipio;;;231.0;;200.0;83.0;76.0;media
PR;GUAP I RAMA;municipio;;;286.0;;260.0;164.0;195.0;media
PR;IBAITI;municipio;806.0;1282.0;1194.0;425.0;258.0;215.0;;media
PR;JABOTl;municipio;;;494.0;;460.0;266.0;414.0;media
PR;JAP IRA;municipio;;;405.0;;366.0;129.0;325.0;media
PR;JOAQUIM TAVORA;municipio;;;824.0;;791.0;373.0;607.0;media
PR;PINHALÂO;municipio;;;622.0;;575.0;225.0;420.0;media
PR;QUATIGUA;municipio;;;220.0;;205.0;55.0;180.0;media
PR;SAL TO DO ITARARE;municipio;;;1000.0;;963.0;125.0;708.0;media
PR;SANTANA DO ITARARE;municipio;;;950.0;;869.0;350.0;588.0;media
PR;SÂO JOSE DA BOA VISTA;municipio;1603.0;1521.0;1494.0;707.0;1111.0;158.0;686.0;media
PR;SAPOPEMA;municipio;;;669.0;;538.0;386.0;392.0;media
PR;SIQUEIRA CAMPOS;municipio;;;1262.0;;1232.0;298.0;896.0;media
PR;TOMAZINA;municipio;;;2085.0;;1876.0;1649.0;399.0;media
PR;VENCESLAU BRAZ;municipio;;;1638.0;;1520.0;407.0;1123.0;media
PR;MEDIO IGUAÇU;microrregiao;;;7613.0;;6078.0;3553.0;5722.0;media
PR;BITURUNA;municipio;;;591.0;;478.0;246.0;474.0;media
PR;CLEVELANDIA;municipio;;;697.0;;518.0;459.0;471.0;media
PR;CRUZ MACHADO;municipio;;;1794.0;;1546.0;904.0;1314.0;media
PR;GENERAL CARNEIRO;municipio;;;193.0;;98.0;149.0;116.0;media
PR;MANGUEIRINHA;municipio;2530.0;1257.0;487.0;1077.0;260.0;324.0;;media
PR;PALMAS;municipio;;;490.0;;335.0;219.0;404.0;media
PR;PAULA FREITAS;municipio;;;559.0;;433.0;289.0;457.0;media
PR;PAULO FRONTIN;municipio;;;1037.0;;863.0;466.0;786.0;media
PR;PORTO VITORIA;municipio;;;266.0;;208.0;126.0;215.0;media
PR;UNIÃO DA VITORIA;municipio;;;461.0;;342.0;208.0;408.0;media
PR;OESTE PARANAENSE;mesorregiao;;;169518.0;;124403.0;107699.0;115408.0;media
PR;ALTO (VAI;microrregiao;;;7316.0;;6249.0;2789.0;5384.0;media
PR;CANO IDO DE ABREU;municipio;;;1316.0;;1057.0;716.0;938.0;media
PR;IPIRANGA;municipio;;;1129.0;;947.0;406.0;841.0;media
PR;ARARUNA;municipio;;;1115.0;;953.0;754.0;923.0;media
PR;BARBOSA FERRAZ;municipio;3220.0;2546.0;2331.0;1523.0;1874.0;955.0;692.0;media
PR;BOA ESPERANÇA;municipio;;;826.0;;436.0;780.0;506.0;media
PR;CAMPINA DA LAGOA;municipio;264.0;1813.0;1400.0;1434.0;1206.0;676.0;813.0;media
PR;CAMPO MOURÀO;municipio;;;2175.0;;1352.0;1737.0;1563.0;media
PR;ENGENHEIRO BEL TRAO;municipio;1252.0;1003.0;283.0;935.0;564.0;395.0;468.0;media
PR;FENIX;municipio;;;599.0;;395.0;567.0;348.0;media
PR;GOIO-ERE;municipio;;;2339.0;;2038.0;1935.0;1855.0;media
PR;IRETAMA;municipio;;;2397.0;;2285.0;1093.0;1500.0;media
PR;JANIOPOLIS;municipio;;;1195.0;;1080.0;982.0;943.0;media
PR;JURANDA;municipio;;;778.0;;435.0;755.0;467.0;media
PR;MAMBORE;municipio;;;1180.0;;212.0;128.0;656.0;media
PR;MARILUZ;municipio;;;453.0;;413.0;271.0;354.0;media
PR;MOREIRA SALES;municipio;1738.0;1242.0;1154.0;539.0;999.0;307.0;320.0;media
PR;NOVA CANTU;municipio;;;1314.0;;1102.0;1034.0;892.0;media
PR;PEABIRU;municipio;;;764.0;;527.0;620.0;522.0;media
PR;QUINTA DO SOL;municipio;377.0;370.0;272.0;343.0;270.0;146.0;156.0;media
PR;RONCADOR;municipio;;;2534.0;;1786.0;2183.0;1088.0;media
PR;UBIRATÂ;municipio;;;2504.0;;1320.0;2335.0;1234.0;media
PR;PITANGA;microrregiao;;;11670.0;;10122.0;4677.0;8370.0;media
PR;AL T AMI RA DO PARANA;municipio;1296.0;995.0;957.0;192.0;719.0;156.0;311.0;media
PR;MANOEL RIBAS;municipio;;;1101.0;;810.0;797.0;774.0;media
PR;PALMITAL;municipio;;;1744.0;;1474.0;850.0;1204.0;media
PR;PITANGA;municipio;;;7830.0;;6881.0;2838.0;5673.0;media
PR;EXTREMO OESTE PARANAENSE;microrregiao;70075.0;59391.0;31432.0;49042.0;36157.0;28073.0;21394.0;media
PR;ASSIS CHATEAUBRIAND;municipio;;;3910.0;;1330.0;3840.0;1858.0;media
PR;BOA VISTA DA APARECIDA;municipio;1828.0;1275.0;1203.0;443.0;1000.0;340.0;299.0;media
PR;BRAGANE Y;municipio;;;915.0;;614.0;785.0;565.0;media
PR;CAFELANDIA;municipio;;;694.0;;118.0;687.0;316.0;media
PR;CAPITÃO LEONIDAS MARQUES;municipio;2779.0;2140.0;1939.0;1016.0;1583.0;438.0;806.0;media
PR;CASCAVEL;municipio;;;3443.0;;1861.0;2471.0;2450.0;media
PR;CATANDUVAS;municipio;;;1228.0;;751.0;1121.0;696.0;media
PR;CEU AZUL;municipio;;;904.0;;584.0;779.0;642.0;media
PR;CORBELIA;municipio;;;1922.0;;897.0;1692.0;1134.0;media
PR;FORMOSA;municipio;2477.0;2211.0;1952.0;2032.0;1552.0;364.0;1705.0;media
PR;GUAIRA;municipio;;;1252.0;;590.0;1173.0;731.0;media
PR;GUARAN IAÇU;municipio;;;2944.0;;2509.0;1431.0;2172.0;media
PR;JESUITAS;municipio;;;1469.0;;1015.0;1301.0;887.0;media
PR;MARECHAL CANO IDO RONDON;municipio;5457.0;5013.0;1560.0;4548.0;2902.0;3046.0;898.0;media
PR;MATELANDIA;municipio;;;2179.0;;1825.0;1097.0;1511.0;media
PR;MEDIANEIRA;municipio;;;2165.0;;1258.0;1780.0;1449.0;media
PR;MISSAL;municipio;;;1396.0;;986.0;837.0;1020.0;media
PR;NOVA AURORA;municipio;;;1707.0;;972.0;1660.0;1044.0;media
PR;NOVA SANTA ROSA;municipio;1290.0;1215.0;336.0;1157.0;576.0;255.0;924.0;media
PR;PALOTINA;municipio;;;2819.0;;346.0;2792.0;1353.0;media
PR;SANTA HELENA;municipio;;;2927.0;;1716.0;2239.0;1948.0;media
PR;SANTA TEREZINHA OE ITAIPU;municipio;629.0;500.0;92.0;463.0;247.0;309.0;309.0;media
PR;SÃO MIGUEL DO IGUAÇU;municipio;2948.0;2491.0;694.0;2179.0;1379.0;548.0;1672.0;media
PR;TERRA ROXA;municipio;;;2126.0;;1122.0;1847.0;1181.0;media
PR;TOLEDO;municipio;;;5384.0;;2295.0;4900.0;3318.0;media
PR;TRES BARRAS DO PARANA;municipio;2611.0;349.0;1707.0;2157.0;1346.0;1248.0;1078.0;media
PR;TUPÂSSI;municipio;;;1218.0;;298.0;1214.0;469.0;media
PR;SUDOESTE PARANAENSE;microrregiao;;;57339.0;51173.0;;46459.0;23849.0;media
PR;AMPERE;municipio;;;1832.0;1702.0;;1595.0;665.0;media
PR;BARRACÃO;municipio;;;2359.0;2265.0;;2230.0;802.0;media
PR;CAPANEMA;municipio;;;3018.0;2857.0;;2683.0;1490.0;media
PR;CHOP I NZ I NHO;municipio;;;4328.0;3474.0;;3304.0;1369.0;media
PR;CORONEL VIVIDA;municipio;;;2862.0;2536.0;;2303.0;1070.0;media
PR;DOIS VIZINHOS;municipio;;;4073.0;3513.0;;3198.0;1603.0;media
PR;ENEAS MARQUES;municipio;;;2062.0;1905.0;;1845.0;639.0;media
PR;FRANCISCO BELTRÃO;municipio;3214.0;2932.0;2762.0;1271.0;2395.0;868.0;493.0;media
PR;ITAPEJARA;municipio;1333.0;213.0;992.0;605.0;877.0;350.0;324.0;media
PR;MARIOPOLIS;municipio;;;658.0;604.0;;464.0;468.0;media
PR;MARMELEIRO;municipio;;;1915.0;572.0;;;787.0;media
PR;NOVA PRATA DO IGUAÇU;municipio;2230.0;1770.0;469.0;846.0;1189.0;479.0;582.0;media
PR;PATO BRANCO;municipio;;;2475.0;2233.0;;1673.0;1501.0;media
PR;PEROLA D' OESTE;municipio;;;2355.0;2201.0;;2054.0;1378.0;media
PR;PLANALTO;municipio;;;2593.0;2464.0;;2332.0;961.0;media
PR;PRANCHITA;municipio;;;1221.0;1178.0;;997.0;798.0;media
PR;REALEZA;municipio;;;1766.0;1541.0;;1278.0;868.0;media
PR;RENASCENÇA;municipio;;;831.0;735.0;;462.0;518.0;media
PR;SALGADO FILHO;municipio;;;2567.0;2305.0;;2294.0;618.0;media
PR;SAL TO;municipio;2379.0;1950.0;878.0;783.0;1430.0;585.0;540.0;media
PR;SANTA IZABEL;municipio;;0.0;1900.0;1739.0;;1542.0;820.0;media
PR;SANTO ANTONIO DO SUDOESTE;municipio;2733.0;2566.0;2501.0;513.0;1988.0;362.0;502.0;media
PR;SÃO JOÃO;municipio;;;2113.0;1966.0;;1772.0;1055.0;media
PR;SÃO JORGE D' OESTE;municipio;1836.0;1579.0;1473.0;831.0;1052.0;632.0;423.0;media
PR;VERE;municipio;;;1815.0;1665.0;;1464.0;993.0;media
PR;VITORINO;municipio;;;871.0;708.0;;409.0;597.0;media
PR;CAMPOS DE GUARAPUAVA;microrregiao;;;24892.0;12819.0;;;;media
PR;CANTAGALO;municipio;;;3532.0;1957.0;;1780.0;641.0;media
PR;GUARAPUAVA;municipio;;;5971.0;2882.0;;1983.0;1360.0;media
PR;INACIO MARTINS;municipio;;;696.0;115.0;;101.0;21.0;media
PR;LARANJEIRAS DO SUL;municipio;6355.0;3940.0;3480.0;1670.0;3318.0;919.0;418.0;media
PR;PINHÃO;municipio;;;4146.0;443.0;;241.0;239.0;media
PR;QUEDAS DO IGUAÇU;municipio;2698.0;2579.0;1941.0;2265.0;1543.0;1994.0;675.0;media
PR;TURVO;municipio;;;1494.0;903.0;;841.0;198.0;media
PR;NORTE PARANAENSE;mesorregiao;;;135753.0;93802.0;;68958.0;65765.0;media
PR;NORTE VELHO DE JACAREZINHO;microrregiao;14587.0;12516.0;9703.0;10240.0;9197.0;3185.0;4884.0;media
PR;ABATIA;municipio;;;909.0;870.0;;794.0;777.0;media
PR;ANOIRA;municipio;;;558.0;528.0;;336.0;521.0;media
PR;BANDEIRANTES;municipio;;;1715.0;1622.0;;1480.0;1497.0;media
PR;BARRA DO JACARE;municipio;490.0;468.0;420.0;451.0;389.0;48.0;292.0;media
PR;CAMBARA;municipio;;;874.0;816.0;;446.0;797.0;media
PR;CONGONHINHAS;municipio;;;962.0;825.0;;657.0;360.0;media
PR;CORNELIO PROCOPIO;municipio;709.0;617.0;317.0;590.0;440.0;337.0;159.0;media
PR;ITAMBARACA;municipio;;;527.0;508.0;;441.0;493.0;media
PR;JACAREZINHO;municipio;;;761.0;555.0;;452.0;418.0;media
PR;JUNOIAI DO SUL;municipio;223.0;177.0;157.0;102.0;139.0;45.0;47.0;media
PR;LEOPOLIS;municipio;;;506.0;438.0;;218.0;428.0;media
PR;NOVA AMERICA DA COLINA;municipio;348.0;327.0;300.0;324.0;267.0;128.0;93.0;media
PR;NOVA FATIMA;municipio;;;230.0;188.0;;115.0;164.0;media
PR;RIBEIRÃO CLARO;municipio;946.0;534.0;484.0;1.0;434.0;36.0;104.0;media
PR;RIBEIRÃO DO PINHAL;municipio;721.0;567.0;518.0;379.0;437.0;201.0;118.0;media
PR;SANTA AMELIA;municipio;;;367.0;346.0;;299.0;330.0;media
PR;SANTA MARIANA;municipio;;;717.0;556.0;;222.0;534.0;media
PR;SANTO ANTONIO DA PLATINA;municipio;2171.0;1829.0;1669.0;1288.0;1342.0;193.0;1004.0;media
PR;ALVORADA DO SUL;municipio;;584.0;;145.0;466.0;313.0;46.0;media
PR;ARAPONGAS;municipio;;1270.0;;577.0;842.0;668.0;171.0;media
PR;AS TORGA;municipio;;1026.0;;619.0;694.0;594.0;227.0;media
PR;BELA VISTA DO PARAISO;municipio;;406.0;;149.0;302.0;227.0;94.0;media
PR;CAFEARA;municipio;;276.0;;238.0;207.0;204.0;46.0;media
PR;CAMBE;municipio;;906.0;;296.0;571.0;484.0;207.0;media
PR;CENTENARIO;municipio;;617.0;;448.0;431.0;387.0;69.0;media
PR;COLORADO;municipio;;648.0;;420.0;303.0;433.0;36.0;media
PR;FLORESTOPOLIS;municipio;;149.0;;44.0;121.0;87.0;27.0;media
PR;FLORIDA;municipio;;120.0;;106.0;102.0;103.0;35.0;media
PR;GUARACI;municipio;;307.0;;151.0;168.0;158.0;61.0;media
PR;IBIPORÃ;municipio;;868.0;;526.0;653.0;564.0;114.0;media
PR;IGUARAÇU;municipio;;487.0;;256.0;374.0;290.0;36.0;media
PR;ITAGUAJE;municipio;;313.0;;189.0;207.0;191.0;15.0;media
PR;JAGUAPITÃ;municipio;;563.0;;376.0;416.0;363.0;86.0;media
PR;LOBATO;municipio;;319.0;;215.0;261.0;190.0;88.0;media
PR;LONDRINA;municipio;4151.0;2955.0;1788.0;2439.0;2094.0;935.0;;media
PR;LUPIONOPOL IS;municipio;;277.0;;183.0;171.0;151.0;41.0;media
PR;MIRASELVA;municipio;;305.0;;156.0;209.0;178.0;73.0;media
PR;MUNHOZ DE MELO;municipio;;507.0;;309.0;304.0;271.0;71.0;media
PR;NOSSA SENHORA DAS GRAÇAS;municipio;;401.0;;290.0;217.0;245.0;31.0;media
PR;PORECATU;municipio;;157.0;;46.0;108.0;71.0;50.0;media
PR;PRIMEIRO OE MAIO;municipio;;989.0;;228.0;900.0;472.0;37.0;media
PR;ROLANDIA;municipio;;1388.0;;487.0;991.0;762.0;304.0;media
PR;SABAUOIA;municipio;;625.0;;407.0;452.0;377.0;44.0;media
PR;SANTA FE;municipio;;508.0;;276.0;329.0;301.0;42.0;media
PR;SANTA INES;municipio;;157.0;;141.0;120.0;133.0;25.0;media
PR;SANTO I NACI;municipio;;440.0;;276.0;268.0;286.0;155.0;media
PR;SERTANOPOLIS;municipio;;866.0;;285.0;765.0;567.0;98.0;media
PR;NORTE NOVO OE MARINGA;microrregiao;;9906.0;;3131.0;7618.0;5025.0;1961.0;media
PR;ATALAIA;municipio;;444.0;;278.0;356.0;292.0;118.0;media
PR;DOUTOR CAMARGO;municipio;;769.0;;198.0;641.0;301.0;17.0;media
PR;FLORA(;municipio;;420.0;;169.0;287.0;252.0;69.0;media
PR;FLORESTA;municipio;;410.0;;49.0;401.0;202.0;268.0;media
PR;ITAMBE;municipio;;402.0;;143.0;385.0;256.0;150.0;media
PR;IVATUBA;municipio;;207.0;;;199.0;123.0;50.0;media
PR;MANDAGUAÇU;municipio;;661.0;;292.0;429.0;339.0;21.0;media
PR;MANDAGUARI;municipio;;1116.0;;549.0;604.0;553.0;331.0;media
PR;MARIALVA;municipio;;1294.0;;363.0;1058.0;646.0;514.0;media
PR;MARINGA;municipio;;1394.0;;293.0;1084.0;649.0;169.0;media
PR;OUR(ZONA;municipio;;398.0;;85.0;308.0;180.0;;media
PR;PAIÇANDU;municipio;;614.0;;117.0;554.0;262.0;;media
PR;SÃO CARLOS;municipio;;495.0;;257.0;351.0;226.0;145.0;media
PR;SÃO JORGE;municipio;;732.0;;97.0;629.0;366.0;13.0;media
PR;SARANOI;municipio;;342.0;;66.0;255.0;211.0;67.0;media
PR;UNI FLOR;municipio;;208.0;;170.0;77.0;167.0;20.0;media
PR;NORTE NOVISSIMO DE PARANAVAI;microrregiao;16631.0;9887.0;7079.0;6176.0;7168.0;1801.0;3174.0;media
PR;ALTO PARANA;municipio;;935.0;686.0;;567.0;382.0;557.0;media
PR;AMAPORÂ;municipio;;341.0;288.0;;173.0;257.0;156.0;media
PR;CRUZEIRO;municipio;;368.0;278.0;;226.0;183.0;231.0;media
PR;DIAMANTE DO NORTE;municipio;;482.0;183.0;;115.0;92.0;154.0;media
PR;GUAIRACA;municipio;;434.0;230.0;;148.0;157.0;176.0;media
PR;INAJA;municipio;;144.0;90.0;;52.0;64.0;60.0;media
PR;ITAUNA DO SUL;municipio;;426.0;208.0;;153.0;103.0;136.0;media
PR;JARDIM OLINDA;municipio;;41.0;37.0;;30.0;33.0;35.0;media
PR;LOANOA;municipio;;913.0;511.0;;366.0;282.0;348.0;media
PR;MARILENA;municipio;;770.0;240.0;;187.0;108.0;174.0;media
PR;MIRAOOR;municipio;;255.0;205.0;;157.0;172.0;151.0;media
PR;NOVA ALIANÇA DO IVAI;municipio;136.0;99.0;65.0;82.0;71.0;29.0;27.0;media
PR;NOVA ESPERANÇA;municipio;;1356.0;991.0;;878.0;320.0;802.0;media
PR;NOVA LONDRINA;municipio;;413.0;257.0;;136.0;190.0;141.0;media
PR;PARAIS O DO NORTE;municipio;;512.0;397.0;;255.0;361.0;243.0;media
PR;PARANACITY;municipio;;414.0;329.0;;227.0;285.0;248.0;media
PR;PARANAPOEMA;municipio;;123.0;86.0;;48.0;73.0;58.0;media
PR;PARANAVAI;municipio;;1555.0;911.0;;523.0;722.0;553.0;media
PR;PLANALTINA DO PARANA;municipio;;507.0;216.0;;136.0;153.0;149.0;media
PR;PORTO RICO;municipio;;383.0;142.0;;120.0;47.0;124.0;media
PR;PRESIDENTE CASTELO BRANCO;municipio;291.0;163.0;130.0;79.0;118.0;60.0;;media
PR;QUERENCIA DO NORTE;municipio;;870.0;568.0;;370.0;451.0;491.0;media
PR;SANTA CRUZ DE MONTE CASTELO;municipio;717.0;483.0;416.0;237.0;388.0;84.0;151.0;media
PR;SANTA ISABEL DO IVAI;municipio;1327.0;826.0;690.0;385.0;676.0;120.0;210.0;media
PR;SANTO ANTONIO DO CAIUA;municipio;265.0;190.0;142.0;118.0;132.0;44.0;53.0;media
PR;SÃO JOÂO DO CAIUA;municipio;;333.0;191.0;;98.0;153.0;113.0;media
PR;SÃO PEDRO DO PARANA;municipio;;509.0;93.0;;34.0;70.0;47.0;media
PR;TAMBOARA;municipio;;588.0;382.0;;304.0;227.0;291.0;media
PR;TERRA RICA;municipio;;1223.0;607.0;;333.0;390.0;345.0;media
PR;NORTE NOVO DE APUCARANA;microrregiao;;29610.0;22243.0;;19681.0;13748.0;17122.0;media
PR;APUCARANA;municipio;;1735.0;1234.0;;896.0;967.0;956.0;media
PR;BOM SUCESSO;municipio;;445.0;374.0;;289.0;341.0;290.0;media
PR;BORRAZOPOLIS;municipio;;1434.0;1293.0;;1183.0;909.0;946.0;media
PR;CALIFORNIA;municipio;;822.0;561.0;;470.0;352.0;449.0;media
PR;CAMBIRA;municipio;;1186.0;998.0;;878.0;812.0;782.0;media
PR;FAXINAL;municipio;2230.0;1046.0;821.0;1010.0;252.0;482.0;;media
PR;GRANDES RIOS;municipio;;3942.0;2090.0;;1990.0;490.0;1816.0;media
PR;IVAIPORÃ;municipio;;5956.0;4457.0;;4147.0;2187.0;3256.0;media
PR;JANDAIA DO SUL;municipio;;826.0;635.0;;471.0;464.0;443.0;media
PR;JARDIM ALEGRE;municipio;;2524.0;2108.0;;1995.0;1111.0;1687.0;media
PR;KALORE;municipio;;970.0;896.0;;815.0;764.0;688.0;media
PR;LUNARDELL I;municipio;;1065.0;919.0;;892.0;563.0;717.0;media
PR;MARILANDIA DO SUL;municipio;;1602.0;988.0;;683.0;763.0;685.0;media
PR;MARUMBI;municipio;;447.0;375.0;;314.0;320.0;284.0;media
PR;RIO BOM;municipio;;688.0;499.0;;432.0;353.0;383.0;media
PR;SÃO JOÃO DO IVAI;municipio;;3219.0;2992.0;;2886.0;2084.0;2379.0;media
PR;SÃO PEDRO DO I VAI;municipio;;519.0;490.0;;294.0;447.0;351.0;media
PR;NORTE NOV I SS (MO DE UMUARAMA;microrregiao;38685.0;19365.0;15440.0;10009.0;5286.0;4142.0;;media
PR;ALTONIA;municipio;;3815.0;1228.0;;1119.0;207.0;941.0;media
PR;ALTO PIOUIRI;municipio;;1483.0;1147.0;;978.0;900.0;954.0;media
PR;CIANORTE;municipio;;2695.0;1460.0;;955.0;1019.0;958.0;media
PR;CIDADE GAUCHA;municipio;;395.0;268.0;;197.0;178.0;221.0;media
PR;CRUZEIRO DO OESTE;municipio;;1603.0;833.0;;696.0;405.0;676.0;media
PR;DOURADINA;municipio;;1103.0;489.0;;440.0;98.0;437.0;media
PR;FRANCISCO ALVES;municipio;;1458.0;1165.0;;1031.0;784.0;965.0;media
PR;GUAPOREMA;municipio;;277.0;236.0;;193.0;180.0;196.0;media
PR;ICAAAIMA;mesorregiao;;1622.0;743.0;;620.0;278.0;569.0;media
PR;INDIANOPOLIS;mesorregiao;;910.0;434.0;;377.0;206.0;309.0;media
PR;IPORÂ;mesorregiao;;3006.0;2147.0;;2027.0;967.0;1885.0;media
PR;JAPURA;mesorregiao;;767.0;403.0;;182.0;333.0;234.0;media
PR;JUS SARA;mesorregiao;;523.0;493.0;;64.0;484.0;191.0;media
PR;MARIA HELENA;mesorregiao;;1204.0;527.0;;417.0;216.0;409.0;media
PR;NOVA OLIMPIA;mesorregiao;;383.0;168.0;;141.0;61.0;143.0;media
PR;PERO LA;mesorregiao;;2436.0;549.0;;429.0;197.0;375.0;media
