_uf;_label;_level;estab_total;num_pessoas_total;estab_menos_5;num_pessoas_menos_5;estab_5_a_10;num_pessoas_5_a_10;confianca
MG;CARMO;municipio;;;6376.0;1365.0;3223.0;318.0;media
MG;GUIMARANIA;municipio;;;1348.0;432.0;913.0;55.0;media
MG;LAGOA FORMOSA;municipio;;;6658.0;1326.0;3006.0;361.0;media
MG;MATUTINA;municipio;;;1092.0;319.0;663.0;55.0;media
MG;PATOS DE MINAS;municipio;;;12522.0;2532.0;5796.0;622.0;media
MG;RIO PARANAIBA;municipio;;;5469.0;1024.0;2234.0;189.0;media
MG;SÃO GONÇALO;municipio;673.0;3338.0;422.0;1125.0;186.0;1159.0;media
MG;SÃO GOT ARDO;municipio;;;5696.0;511.0;1370.0;283.0;media
MG;TIROS;municipio;;;7219.0;579.0;1437.0;364.0;media
MG;TRES MARIAS;microrregiao;;;21232.0;3210.0;7097.0;979.0;media
MG;ABAETE;municipio;;;3385.0;649.0;1386.0;165.0;media
MG;BIQUINHAS;municipio;;;979.0;336.0;659.0;53.0;media
MG;CEDRO DO ABAETE;municipio;;;254.0;81.0;132.0;17.0;media
MG;FELIXLANDIA;municipio;;;3521.0;295.0;864.0;189.0;media
MG;MARTINHO CAMPOS;municipio;;;2252.0;419.0;1013.0;112.0;media
MG;MORADA NOVA DE MINAS;municipio;267.0;1148.0;207.0;399.0;38.0;247.0;media
MG;PAINEIRAS;municipio;;;2007.0;347.0;726.0;89.0;media
MG;POMPEU;municipio;;;4548.0;488.0;1003.0;174.0;media
MG;QUARTEL GERAL;municipio;;;978.0;200.0;493.0;40.0;media
MG;TRES MARIAS;municipio;;;2160.0;188.0;422.0;102.0;media
MG;TRIANGULO MINEIRO;microrregiao;;;144841.0;18563.0;43831.0;6736.0;media
MG;UBERLANOIA;municipio;;;61126.0;7649.0;18032.0;2450.0;media
MG;ARAGUARI;municipio;;;10296.0;1074.0;2672.0;393.0;media
MG;CACHOEIRA DOURADA;municipio;;;915.0;39.0;90.0;19.0;media
MG;CANAPOLIS;municipio;;;4886.0;281.0;616.0;127.0;media
MG;CAPINOPOLIS;municipio;;;2907.0;213.0;484.0;100.0;media
MG;CENTRALINA;municipio;;;2580.0;134.0;373.0;119.0;media
MG;GURINHATÃ;municipio;;;4450.0;843.0;2167.0;285.0;media
MG;IPIAÇU;municipio;;;1101.0;82.0;173.0;36.0;media
MG;ITUIUTABA;municipio;;;6781.0;811.0;2152.0;328.0;media
MG;MONTE ALEGRE DE MINAS;municipio;2168.0;7886.0;1740.0;3450.0;325.0;1976.0;media
MG;SANTA VITORIA;municipio;;;4241.0;590.0;1527.0;228.0;media
MG;TUPACIGUARA;municipio;;;7172.0;781.0;1856.0;225.0;media
MG;UBERLANDIA;municipio;;;7911.0;1061.0;2472.0;265.0;media
MG;PONTAL DO TRIANGULO MINEIRO;municipio;11998.0;57401.0;7884.0;18444.0;3099.0;19626.0;media
MG;CAMPINA VERDE;municipio;;;6752.0;1402.0;3160.0;352.0;media
MG;COMENDADOR GOMES;municipio;;;1714.0;295.0;774.0;92.0;media
MG;FRONTEIRA;municipio;;;887.0;208.0;422.0;33.0;media
MG;FRUTAL;municipio;;;9125.0;1328.0;3132.0;521.0;media
MG;ITAPAGIPE;municipio;;;5611.0;1181.0;2728.0;346.0;media
MG;ITURAMA;municipio;;;20432.0;1733.0;4172.0;1058.0;media
MG;PIRAJUBA;municipio;;;1228.0;192.0;439.0;65.0;media
MG;PLANURA;municipio;;;976.0;164.0;299.0;39.0;media
MG;PRATA;municipio;;;981.0;966.0;2342.0;455.0;media
MG;SÃO FRANCISCO DE SALES;municipio;597.0;2695.0;415.0;976.0;138.0;879.0;media
MG;UBERABA;municipio;;;26314.0;3030.0;7355.0;1187.0;media
MG;AGUA COMPRIDA;municipio;220.0;826.0;158.0;335.0;54.0;348.0;media
MG;CAMPO FLORIDO;municipio;;;2265.0;259.0;599.0;112.0;media
MG;CONCEIÇÃO DAS ALAGOAS;municipio;;;4396.0;741.0;1768.0;256.0;media
MG;CONQUISTA;municipio;;;1756.0;313.0;657.0;89.0;media
MG;MATA E RIO DOCE MINEIRO;microrregiao;;638205.0;77678.0;185410.0;33967.0;218069.0;media
MG;BACIA;microrregiao;16786.0;100487.0;8790.0;22433.0;5720.0;37321.0;media
MG;AÇUCENA;municipio;998.0;6966.0;488.0;327.0;2162.0;;media
MG;AGUA BOA;municipio;1232.0;7647.0;692.0;840.0;359.0;2315.0;media
MG;ALVORADA DE MINAS;municipio;247.0;813.0;188.0;430.0;53.0;313.0;media
MG;BELO ORIENTE;municipio;416.0;2535.0;233.0;585.0;130.0;862.0;media
MG;BRAUNAS;municipio;530.0;3495.0;259.0;669.0;189.0;1244.0;media
MG;CARMESIA;municipio;133.0;890.0;47.0;126.0;72.0;496.0;media
MG;COLUNA;municipio;576.0;889.0;281.0;750.0;179.0;1165.0;media
MG;OIVINOLANDIA DE MINAS;municipio;274.0;102.0;74.0;208.0;131.0;902.0;media
MG;DOM .JOAQUIM;municipio;250.0;1727.0;110.0;243.0;82.0;558.0;media
MG;DORES DE GUANHÃES;municipio;217.0;1746.0;69.0;206.0;97.0;640.0;media
MG;GONZAGA;municipio;490.0;5481.0;156.0;428.0;218.0;1448.0;media
MG;GUANHÂES;municipio;699.0;5486.0;226.0;563.0;295.0;1942.0;media
MG;.JOANESIA;municipio;357.0;1534.0;234.0;581.0;98.0;629.0;media
MG;MATERLANDIA;municipio;250.0;1067.0;165.0;419.0;72.0;474.0;media
MG;MESQUITA;municipio;784.0;4316.0;423.0;1036.0;293.0;1933.0;media
MG;PAULISTAS;municipio;374.0;1682.0;247.0;610.0;93.0;592.0;media
MG;PEÇANHA;municipio;1356.0;6309.0;857.0;152.0;389.0;2485.0;media
MG;RIO VERMELHO;municipio;649.0;3340.0;370.0;937.0;216.0;1420.0;media
MG;SABINOPOLIS;municipio;1011.0;7194.0;491.0;1206.0;334.0;2220.0;media
MG;SANTA MARIA DO SUAÇUI;municipio;1129.0;6273.0;632.0;1558.0;383.0;2423.0;media
MG;SANTO ANTONIO;municipio;431.0;1718.0;303.0;833.0;115.0;704.0;media
MG;SÃO JOÃO EVANGELISTA;municipio;963.0;5399.0;467.0;1238.0;377.0;2477.0;media
MG;SÃO JOSE DO JACURI;municipio;602.0;3678.0;282.0;737.0;235.0;1547.0;media
MG;SÃO PEDRO DO SUAÇU I;municipio;540.0;3397.0;288.0;641.0;152.0;7.0;media
MG;SÃO SEBASTIÃO DO MARANHÃO;municipio;1173.0;5306.0;682.0;1759.0;416.0;626.0;media
MG;SENHORA DO PORTO;municipio;331.0;2262.0;107.0;311.0;154.0;1010.0;media
MG;SERRA AZUL DE MINAS;municipio;177.0;853.0;99.0;271.0;67.0;440.0;media
MG;VIRGINOPOLIS;municipio;597.0;3382.0;320.0;790.0;194.0;1287.0;media
MG;GOVERNADOR VALADARES;municipio;7319.0;45506.0;3693.0;9506.0;2389.0;15648.0;media
MG;ALPERCATA;municipio;317.0;1577.0;188.0;471.0;101.0;643.0;media
MG;CAMPANARIO;municipio;444.0;3258.0;152.0;422.0;190.0;1285.0;media
MG;COROACI;municipio;778.0;4630.0;328.0;917.0;347.0;2243.0;media
MG;FREI INOCENCIO;municipio;179.0;704.0;52.0;128.0;68.0;445.0;media
MG;GOVERNADOR VALADARES;municipio;1677.0;956.0;951.0;355.0;451.0;923.0;media
MG;ITAMBACURI;municipio;1060.0;7233.0;479.0;1312.0;385.0;2551.0;media
MG;MARILAC;municipio;148.0;1647.0;33.0;104.0;43.0;298.0;media
MG;NACIP RAYDAN;municipio;304.0;2811.0;67.0;202.0;128.0;817.0;media
MG;NOVA MODICA;municipio;405.0;1757.0;268.0;535.0;97.0;647.0;media
MG;PESCADOR;municipio;191.0;1340.0;111.0;281.0;41.0;275.0;media
MG;SANTA EFIGENIA DE MINAS;municipio;274.0;1163.0;177.0;492.0;82.0;495.0;media
MG;SÃO GERALDO DA PIEDADE;municipio;343.0;2025.0;189.0;472.0;110.0;731.0;media
MG;SÃO JOSE DA SAFIRA;municipio;71.0;426.0;41.0;104.0;17.0;114.0;media
MG;SÃO JOSE DO DIVINO;municipio;238.0;1672.0;92.0;266.0;96.0;612.0;media
MG;SARDOA;municipio;377.0;1421.0;305.0;716.0;45.0;272.0;media
MG;VILA MATIAS;municipio;60.0;446.0;26.0;67.0;19.0;127.0;media
MG;MANTENA;municipio;4105.0;23751.0;2106.0;5277.0;1377.0;9017.0;media
MG;CENTRAL DE MINAS;municipio;438.0;2959.0;195.0;494.0;142.0;956.0;media
MG;MANTENA;municipio;1840.0;11523.0;943.0;2486.0;712.0;4612.0;media
MG;MENDES PIMENTEL;municipio;1094.0;7084.0;473.0;1200.0;415.0;2777.0;media
MG;MATA DE CARATINGA;microrregiao;;7983.0;;20164.0;4391.0;28508.0;media
MG;BOM .JESUS DO GALHO;microrregiao;;800.0;;854.0;438.0;2914.0;media
MG;CARATINGA;microrregiao;5277.0;26302.0;3348.0;454.0;9305.0;;media
MG;CORREGO NOVO;microrregiao;;114.0;;339.0;140.0;939.0;media
MG;DOM CAVATI;microrregiao;;84.0;;231.0;74.0;465.0;media
MG;ENGENHEIRO CALDAS;microrregiao;;130.0;;310.0;121.0;848.0;media
MG;FERNANDES TOURINHO;microrregiao;;125.0;;317.0;76.0;477.0;media
MG;IAPU;microrregiao;;484.0;;1267.0;356.0;2307.0;media
MG;INHAPIM;microrregiao;;1535.0;;3899.0;799.0;5105.0;media
MG;SÃO .JOÃO;microrregiao;;203.0;;612.0;206.0;1341.0;media
MG;SOBRALIA;microrregiao;;138.0;;383.0;167.0;127.0;media
MG;TARUMIRIM;microrregiao;;22.0;;2473.0;560.0;3680.0;media
MG;BACIA DO MANHUAÇU;microrregiao;;7825.0;;18637.0;3733.0;24086.0;media
MG;AIMORES;microrregiao;;580.0;;1444.0;426.0;2825.0;media
MG;ALVARENGA;microrregiao;;516.0;;1287.0;168.0;1043.0;media
MG;CONCEIÇÃO DE IPANEMA;microrregiao;;332.0;;831.0;130.0;831.0;media
MG;CONSELHEIRO PENA;microrregiao;;670.0;;1695.0;510.0;3287.0;media
MG;DIVINO DAS LARANJEIRAS;microrregiao;;183.0;;425.0;59.0;388.0;media
MG;GALILEIA;microrregiao;;211.0;;580.0;281.0;913.0;media
MG;IPANEMA;microrregiao;;841.0;;988.0;321.0;1989.0;media
MG;ITANHOMI;microrregiao;;910.0;;2143.0;507.0;3302.0;media
MG;ITUETA;microrregiao;;364.0;;914.0;200.0;1243.0;media
MG;MUTUM;microrregiao;;1724.0;;3858.0;420.0;2641.0;media
MG;POCRANE;microrregiao;;703.0;;1670.0;295.0;1864.0;media
MG;RESPLENDOR;microrregiao;;525.0;;1167.0;230.0;1485.0;media
MG;SANTA RITA DO ITUETO;microrregiao;;69.0;;187.0;121.0;846.0;media
MG;TUMIRITINGA;microrregiao;;197.0;;448.0;65.0;429.0;media
MG;MATA DE PONTE NOVA;microrregiao;;8228.0;;18905.0;3025.0;19260.0;media
MG;ABRE CAMPO;microrregiao;;1120.0;;2499.0;462.0;2994.0;media
MG;ACAIACA;microrregiao;;210.0;;454.0;36.0;212.0;media
MG;AMPARO DO SERRA;microrregiao;;175.0;;475.0;144.0;948.0;media
MG;BARRA LONGA;microrregiao;;701.0;;1507.0;183.0;1143.0;media
MG;DIOGO DE VASCONCELOS;microrregiao;;336.0;;798.0;73.0;447.0;media
MG;DOM SILVERIO;microrregiao;;519.0;;1253.0;217.0;1364.0;media
MG;JEQUERI;microrregiao;;762.0;;1995.0;495.0;3165.0;media
MG;PIEDADE DE PONTE NOVA;microrregiao;;73.0;;164.0;42.0;280.0;media
MG;PONTE NOVA;microrregiao;;528.0;;1309.0;227.0;1461.0;media
MG;RAUL SOARES;microrregiao;;2084.0;;4512.0;481.0;3004.0;media
MG;RIO CASCA;microrregiao;;258.0;;524.0;87.0;572.0;media
MG;RIO DOCE;microrregiao;;83.0;;185.0;34.0;225.0;media
MG;SANTA CRUZ DO ESCALVADO;microrregiao;;479.0;;71.0;189.0;1164.0;media
MG;SANTO ANTONIO DO GRAMA;microrregiao;;148.0;;345.0;52.0;348.0;media
MG;SÃO PEDRO DOS FERROS;microrregiao;;188.0;;433.0;84.0;553.0;media
MG;SERICITA;microrregiao;;412.0;;1055.0;152.0;937.0;media
MG;URUCANIA;microrregiao;;152.0;;326.0;67.0;443.0;media
MG;VERTENTE OCIDENTAL DO CAPARAO;microrregiao;;8537.0;;20800.0;3564.0;22610.0;media
MG;CAIANA;microrregiao;;76.0;;220.0;84.0;559.0;media
MG;CAPARAO;microrregiao;;252.0;;663.0;103.0;639.0;media
MG;CAPUTIRA;microrregiao;;479.0;;1145.0;131.0;796.0;media
MG;CHALE;microrregiao;;305.0;;755.0;82.0;523.0;media
MG;DIVINO;microrregiao;;;;527.0;691.0;4507.0;media
MG;ESPERA FELIZ;microrregiao;;270.0;;654.0;115.0;733.0;media
MG;LAJINHA;microrregiao;;614.0;;1398.0;160.0;999.0;media
MG;MANHUAÇU;microrregiao;;2021.0;;5014.0;922.0;51850.0;media
MG;MANHUMIRIM;microrregiao;;644.0;;1605.0;240.0;1511.0;media
MG;ALTO RIO DOCE;municipio;;7783.0;1253.0;;3061.0;553.0;media
MG;ARAPONGA;municipio;;3757.0;451.0;;1070.0;183.0;media
MG;SRAS PIRES;municipio;;2298.0;392.0;;1027.0;165.0;media
MG;CA JURI;municipio;;2029.0;101.0;;291.0;117.0;media
MG;CANAÃ;municipio;;2406.0;341.0;;862.0;151.0;media
MG;CIPOTANEA;municipio;;3687.0;583.0;;1492.0;237.0;media
MG;COIMBRA;municipio;;1303.0;417.0;;837.0;44.0;media
MG;DORES DO TURVO;municipio;;1593.0;471.0;;942.0;75.0;media
MG;ERVALIA;municipio;;7878.0;656.0;;1682.0;462.0;media
MG;GUARAC(ABA;municipio;;5372.0;582.0;;1366.0;287.0;media
MG;LAMIM;municipio;;1092.0;372.0;;769.0;52.0;media
MG;PAULA CANO IDO;municipio;;3656.0;467.0;;1159.0;230.0;media
MG;PEDRA;municipio;;1697.0;268.0;;657.0;106.0;media
MG;PIRANGA;municipio;;8003.0;1573.0;;3801.0;561.0;media
MG;PORTO FIRME;municipio;;779.0;742.0;;1623.0;297.0;media
MG;PRESIDENTE BERNARDES;municipio;;869.0;675.0;;1582.0;146.0;media
MG;RIO ESPERA;municipio;;148.0;506.0;;1147.0;109.0;media
MG;SÃO MIGUEL DO ANTA;municipio;;42.0;536.0;;1147.0;102.0;media
MG;SENADOR FIRMINO;municipio;;4094.0;429.0;;981.0;293.0;media
MG;SENHORA DE OLIVEIRA;municipio;;1354.0;396.0;;788.0;55.0;media
MG;TEIXEIRAS;municipio;;3013.0;478.0;;1168.0;215.0;media
MG;VIÇOSA;municipio;;5484.0;545.0;;395.0;262.0;media
MG;MATA DO MURIAE;microrregiao;;36843.0;6620.0;;14638.0;1764.0;alta
MG;ANTONIO PRADO DE MINAS;municipio;;580.0;180.0;;401.0;23.0;alta
MG;BARÃO DE MONTE ALTO;municipio;;1980.0;258.0;;584.0;87.0;alta
MG;CARANGOLA;municipio;;8103.0;1299.0;;3144.0;465.0;alta
MG;EUGENOPOLIS;municipio;;2765.0;589.0;;1237.0;128.0;alta
MG;FARIA LEMOS;municipio;;1233.0;154.0;;386.0;56.0;alta
MG;MIRADOURO;municipio;;2500.0;609.0;;1362.0;116.0;alta
MG;MIRAI;municipio;;4428.0;881.0;;1646.0;212.0;alta
MG;MURIAE;municipio;;6937.0;1685.0;;3704.0;308.0;alta
MG;PATROCINIO DO MURIAE;municipio;;820.0;268.0;;499.0;23.0;alta
MG;PEDRA DOURADA;municipio;;953.0;43.0;;90.0;36.0;alta
MG;SÃO FRANCISCO DO GLORIA;municipio;;2663.0;120.0;;347.0;138.0;alta
MG;TOMBOS;municipio;;2604.0;332.0;;749.0;92.0;alta
MG;VIEIRAS;municipio;;1277.0;202.0;;9.0;80.0;alta
MG;MATA DE UBA;microrregiao;;37925.0;6943.0;;15583.0;1985.0;media
MG;ASTOLFO OUTRA;municipio;;1503.0;391.0;;777.0;47.0;media
MG;DIVINESIA;municipio;;1345.0;174.0;;489.0;78.0;media
MG;GUARANI;municipio;493.0;1831.0;386.0;79.0;489.0;;media
MG;GUIDDVAL;municipio;;1862.0;452.0;;956.0;101.0;media
MG;GUIRICEMA;municipio;;3513.0;940.0;;2114.0;171.0;media
MG;PIAU;municipio;;1750.0;285.0;;681.0;113.0;media
MG;PIRAUBA;municipio;;3112.0;289.0;;803.0;197.0;media
MG;RIO NOVO;municipio;;1764.0;467.0;;918.0;45.0;media
MG;RIO POMBA;municipio;;3044.0;446.0;;1058.0;174.0;media
MG;ROCEIRO;municipio;;1142.0;98.0;;300.0;84.0;media
MG;SÃO GERALDO;municipio;;1704.0;511.0;;976.0;56.0;media
MG;SILVEIRANIA;municipio;;840.0;177.0;;348.0;43.0;media
MG;TABULEIRO;municipio;;52.0;362.0;;786.0;122.0;media
MG;ALEM PARAIBA;municipio;;225.0;;555.0;101.0;672.0;media
MG;ARGIRITA;municipio;;110.0;;446.0;84.0;524.0;media
MG;CATAGUASES;municipio;;675.0;;1474.0;162.0;1003.0;media
MG;DONA EUZEBIA;municipio;;167.0;;373.0;29.0;185.0;media
MG;ESTRELA CALVA;municipio;;62.0;;143.0;42.0;281.0;media
MG;ITAMARATI DE MINAS;municipio;;181.0;;356.0;69.0;455.0;media
MG;LARANJAL;municipio;;558.0;;1256.0;65.0;381.0;media
MG;LEOPOLDINA;municipio;;944.0;;2092.0;245.0;1534.0;media
MG;PALMA;municipio;;508.0;;1184.0;136.0;876.0;media
MG;PIRAPETINGA;municipio;;240.0;;615.0;88.0;568.0;media
MG;RECREIO;municipio;;431.0;;870.0;101.0;649.0;media
MG;SANTANA DE CATAGUASES;municipio;;319.0;;656.0;41.0;238.0;media
MG;SANTO ANTONIO DO AVENTUREIRO;municipio;;184.0;;465.0;114.0;726.0;media
MG;VOLTA GRANDE;municipio;;55.0;;135.0;40.0;263.0;media
MG;SUDOESTE MINEIRO;mesorregiao;;115540.0;;236105.0;24271.0;151636.0;media
MG;PLANALTO DE ARAXA;microrregiao;;5041.0;;11847.0;1550.0;9668.0;media
MG;ARAXA;municipio;;262.0;;797.0;204.0;1296.0;media
MG;CAMPOS ALTOS;municipio;;206.0;;432.0;67.0;431.0;media
MG;IBIA;municipio;;651.0;;1597.0;179.0;1125.0;media
MG;IRAI DE MINAS;municipio;;256.0;;641.0;113.0;684.0;media
MG;NOVA PONTE;municipio;;341.0;;735.0;132.0;857.0;media
MG;PEDRINOPOLIS;municipio;;212.0;;469.0;35.0;231.0;media
MG;PERDIZES;municipio;;840.0;;11.0;189.0;1164.0;media
MG;PRATINHA;municipio;;357.0;;772.0;32.0;186.0;media
MG;SACRAMENTO;municipio;;953.0;;2297.0;441.0;2754.0;media
MG;SANTA JULIANA;municipio;;502.0;;1102.0;103.0;618.0;media
MG;TAPIRA;municipio;;461.0;;994.0;55.0;322.0;media
MG;ALTO SÃO FRANCISCO;microrregiao;;10697.0;;22900.0;2501.0;15633.0;media
MG;ARAUJOS;municipio;;168.0;;397.0;68.0;454.0;media
MG;ARCOS;municipio;;549.0;;1183.0;94.0;573.0;media
MG;BAMBU(;municipio;;1037.0;;2109.0;168.0;1040.0;media
MG;BOM DESPACHO;municipio;;60.0;;1356.0;191.0;1205.0;media
MG;CONCEIÇÃO DO PARA;municipio;;361.0;;740.0;35.0;224.0;media
MG;CORREGO DANT A;municipio;;415.0;;957.0;154.0;975.0;media
MG;DORES DO INOAIA;municipio;;293.0;;764.0;143.0;886.0;media
MG;OORESOPOLIS;municipio;;184.0;;322.0;15.0;91.0;media
MG;ESTRELA DO INDAIA;municipio;;225.0;;542.0;113.0;718.0;media
MG;IGUATAMA;municipio;;295.0;;748.0;101.0;633.0;media
MG;JAPARAIBA;municipio;;120.0;;325.0;32.0;203.0;media
MG;LAGOA DA PRATA;municipio;;208.0;;455.0;55.0;332.0;media
MG;LEANDRO FERREIRA;municipio;;234.0;;594.0;88.0;561.0;media
MG;MEDEIROS;municipio;;279.0;;603.0;98.0;613.0;media
MG;MOEMA;municipio;;134.0;;284.0;31.0;195.0;media
MG;NOVA SERRANA;municipio;;282.0;;693.0;106.0;698.0;media
MG;PAINS;municipio;;422.0;;841.0;73.0;454.0;media
MG;PERDIGÃO;municipio;;288.0;;575.0;47.0;278.0;media
MG;PIMENTA;municipio;;372.0;;776.0;106.0;649.0;media
MG;PITANGUI;municipio;;218.0;;514.0;119.0;770.0;media
MG;PIUI;municipio;;942.0;;1633.0;64.0;402.0;media
MG;SANTA ROSA DA SERRA;municipio;;136.0;;371.0;112.0;714.0;media
MG;SANTO ANTONIO DO MONTE;municipio;;1125.0;;2185.0;155.0;924.0;media
MG;FURNAS;microrregiao;23904.0;16555.0;17481.0;;35521.0;4186.0;media
MG;ALFENAS;municipio;1035.0;5849.0;833.0;;1577.0;122.0;media
MG;ALPINOPOLIS;municipio;1355.0;4551.0;1052.0;;2290.0;255.0;media
MG;ALTEROSA;municipio;1065.0;2628.0;948.0;;1810.0;105.0;media
MG;AREADO;municipio;643.0;2248.0;534.0;;978.0;82.0;media
MG;BOA ESPERANÇA;municipio;896.0;6105.0;512.0;;116.0;211.0;media
MG;CAMPO DO MEIO;municipio;342.0;2149.0;298.0;;407.0;21.0;media
MG;CAMPOS GERAIS;municipio;1568.0;9797.0;826.0;;1956.0;483.0;media
MG;CAPITOLIO;municipio;560.0;359.0;914.0;41.0;245.0;;media
MG;CARMO DO R;municipio;1377.0;5285.0;1093.0;;2210.0;192.0;media
MG;CASSIA;municipio;846.0;3791.0;630.0;;1214.0;120.0;media
MG;CONCEIÇÃO DA APARECIDA;municipio;1147.0;3856.0;944.0;;1907.0;161.0;media
MG;COQUEIRAL;municipio;566.0;3145.0;358.0;;865.0;146.0;media
MG;DELFINOPOLIS;municipio;643.0;3349.0;430.0;;951.0;133.0;media
MG;DIVISA NOVA;municipio;455.0;574.0;367.0;;618.0;65.0;media
MG;ELO I MENDES;municipio;1440.0;4551.0;1203.0;;2117.0;171.0;media
MG;FAMA;municipio;140.0;558.0;100.0;;212.0;29.0;media
MG;GUAPE;municipio;1319.0;5618.0;945.0;;1971.0;284.0;media
MG;ILICINEA;municipio;872.0;3758.0;641.0;;1337.0;163.0;media
MG;MACHADO;municipio;1020.0;651.0;364.0;176.0;1118.0;;media
MG;NEPOMUCENO;municipio;1094.0;5420.0;786.0;;672.0;199.0;media
MG;PARAGUAÇU;municipio;21.0;4264.0;752.0;;495.0;193.0;media
MG;PASSOS;municipio;1619.0;8101.0;1122.0;;2547.0;353.0;media
MG;PRATAPOLIS;municipio;736.0;1803.0;671.0;;1272.0;56.0;media
MG;SANTANA DA VARGEM;municipio;267.0;3030.0;128.0;;255.0;56.0;media
MG;SÃO .JOÃO BATISTA DO GLORIA;municipio;345.0;1429.0;257.0;;463.0;57.0;media
MG;SERRANIA;municipio;250.0;2126.0;126.0;;278.0;71.0;media
MG;TRES PONTAS;municipio;870.0;9011.0;512.0;;1137.0;169.0;media
MG;VARGINHA;municipio;413.0;3048.0;257.0;;588.0;72.0;media
MG;FORMIGA;microrregiao;9590.0;77922.0;14768.0;;32704.0;3678.0;media
MG;AGUANIL;municipio;362.0;1571.0;257.0;;562.0;73.0;media
MG;BOM SUCESSO;municipio;710.0;3931.0;483.0;;1102.0;155.0;media
MG;CAMACHO;municipio;448.0;1321.0;381.0;;797.0;56.0;media
MG;CAMPO BELO;municipio;1005.0;4270.0;687.0;;1523.0;244.0;media
MG;CANA VERDE;municipio;384.0;2180.0;215.0;;524.0;117.0;media
MG;CANDEIAS;municipio;1239.0;4827.0;924.0;;2019.0;234.0;media
MG;CARMO DA MATA;municipio;665.0;2557.0;538.0;;1002.0;77.0;media
MG;CARMOPOLIS DE MINAS;municipio;1150.0;3874.0;901.0;;1899.0;205.0;media
MG;CLAUOIO;municipio;976.0;3459.0;770.0;;1743.0;168.0;media
MG;CRISTAIS;municipio;814.0;2918.0;637.0;;1318.0;133.0;media
MG;FORMIGA;municipio;2387.0;6728.0;2043.0;;4021.0;296.0;media
MG;IBITURUNA;municipio;216.0;1183.0;134.0;;314.0;54.0;media
MG;ITAGUARA;municipio;1349.0;4127.0;1137.0;;670.0;186.0;media
MG;ITAPECERICA;municipio;1494.0;6047.0;1029.0;;2460.0;381.0;media
MG;OLIVEIRA;municipio;1074.0;4738.0;786.0;;1807.0;209.0;media
MG;PASSA TEMeO;municipio;726.0;3520.0;458.0;;1131.0;210.0;media
MG;PEDRA DO INDAIA;municipio;598.0;1627.0;531.0;;1181.0;61.0;media
MG;PERDÕES;municipio;681.0;958.0;486.0;;1154.0;147.0;media
MG;PIRACEMA;municipio;1221.0;4015.0;940.0;;2058.0;249.0;media
MG;RIBEIRÃO VERMELHO;municipio;110.0;427.0;91.0;;203.0;10.0;media
MG;SANTANA DO .JACARE;municipio;122.0;259.0;112.0;;161.0;7.0;media
MG;SANTO ANTONIO DO AMPARO;municipio;605.0;4868.0;396.0;;955.0;106.0;media
MG;SÃO FRANCISCO DE PAULA;municipio;444.0;3544.0;238.0;;668.0;108.0;media
MG;SÃO SEBASTIÃO DO OESTE;municipio;810.0;2973.0;594.0;;1432.0;192.0;media
MG;MOGIANA MINEIRA;microrregiao;15613.0;64913.0;12393.0;;23613.0;2132.0;media
MG;ARCEBURGO;municipio;210.0;2110.0;133.0;;286.0;40.0;media
MG;BOM .JESUS DA PENHA;municipio;481.0;1625.0;372.0;;845.0;97.0;media
MG;CABO VERDE;municipio;985.0;4543.0;727.0;;1446.0;163.0;media
MG;CAPETINGA;municipio;402.0;2178.0;245.0;;588.0;111.0;media
MG;CLARAVAL;municipio;636.0;1454.0;578.0;;1022.0;49.0;media
MG;GUARANES IA;municipio;510.0;4181.0;343.0;;694.0;78.0;media
MG;GUAXUPE;municipio;478.0;4624.0;312.0;;629.0;74.0;media
MG;IBIRACI;municipio;506.0;2373.0;377.0;;830.0;75.0;media
MG;ITAMOGI;municipio;717.0;3338.0;546.0;;1010.0;106.0;media
MG;.JACUI;municipio;1245.0;4070.0;1064.0;;1960.0;125.0;media
MG;.JURUAIA;municipio;896.0;3173.0;715.0;;1381.0;128.0;media
MG;soo MONTE BELO;mesorregiao;1460.0;5150.0;1321.0;;2392.0;112.0;media
MG;MONTE SANTO DE MINAS;municipio;825.0;5422.0;541.0;;1144.0;149.0;media
MG;MUZAMBINHO;municipio;1379.0;5477.0;1029.0;;1972.0;235.0;media
MG;NOVA RESENDE;municipio;1818.0;3455.0;1695.0;;2610.0;110.0;media
MG;SÃO PEDRO DA UNIÃO;municipio;911.0;2347.0;784.0;;1383.0;108.0;media
MG;SÃO SEBASTIÃO DO PARAISO;municipio;1211.0;5439.0;903.0;;1900.0;204.0;media
MG;SÃO TOMAS DE AOU I NO;municipio;498.0;2373.0;363.0;;733.0;85.0;media
MG;PLANALTO DE POÇOS DE CALDAS;microrregiao;7885.0;30407.0;6211.0;;12786.0;1262.0;media
MG;ANDRADAS;municipio;1539.0;5774.0;1177.0;;2554.0;269.0;media
MG;SANDE IRA DO SUL;municipio;183.0;497.0;161.0;;233.0;10.0;media
MG;BOTE LHOS;municipio;697.0;4107.0;480.0;;87.0;153.0;media
MG;CALDAS;municipio;1420.0;4674.0;1101.0;;2503.0;289.0;media
MG;CAMPESTRE;municipio;1592.0;4976.0;366.0;;2429.0;160.0;media
MG;IBITIURA DE MINAS;municipio;326.0;911.0;271.0;;536.0;49.0;media
MG;IPUIUNA;municipio;521.0;2516.0;394.0;;774.0;82.0;media
MG;POÇOS DE CALDAS;municipio;197.0;2196.0;135.0;;274.0;15.0;media
