_uf;_label;_level;estab_total;num_pessoas_total;estab_menos_5;num_pessoas_menos_5;estab_5_a_10;num_pessoas_5_a_10;confianca
BA;ANGUERA;municipio;;;2107.0;683.0;;1387.0;baixa
BA;ANTONIO CARDOSO;municipio;;;4543.0;1685.0;;3696.0;baixa
BA;CORAÇÃO DE MAR;municipio;14.0;;9877.0;397.0;;5237.0;baixa
BA;ELISIO MEDRADO;municipio;;;4208.0;931.0;;2236.0;baixa
BA;FEIRA DE SANTANA;municipio;;;20008.0;7994.0;;16739.0;baixa
BA;IAÇU;municipio;;;7331.0;1261.0;;3280.0;baixa
BA;IPECAETA;municipio;;;10456.0;2703.0;;6124.0;baixa
BA;IPIRA;municipio;;;35545.0;5408.0;;13146.0;baixa
BA;IRARA;municipio;;;8834.0;1683.0;;4286.0;baixa
BA;OURIÇANGAS;municipio;;;2448.0;588.0;;1341.0;baixa
BA;PEDRÃO;municipio;;;3223.0;879.0;;2010.0;baixa
BA;SANTA BARBARA;municipio;;;4212.0;92.0;;3116.0;baixa
BA;SANT ANOPOL;municipio;;;124.0;1675.0;;3688.0;baixa
BA;-ANTA TERESINHA;municipio;;;707.0;1925.0;;914.0;baixa
BA;SANTO ESTEVÂO;municipio;;;13007.0;3426.0;;757.0;baixa
BA;SERRA PRETA;municipio;;;8581.0;1518.0;;3434.0;baixa
BA;TANQUINHO;municipio;;;3013.0;500.0;;1181.0;baixa
BA;JEQUIE;municipio;;;;15265.0;;37524.0;baixa
BA;AIQUARA;municipio;;;3690.0;168.0;;504.0;baixa
BA;AMARGOSA;municipio;;;10512.0;1254.0;;3081.0;baixa
BA;BREJÕES;municipio;;;8265.0;363.0;;939.0;baixa
BA;CRAVOLANOIA;municipio;;;2293.0;276.0;;612.0;baixa
BA;IRA JUBA;municipio;;;3361.0;247.0;;617.0;baixa
BA;ITAGI;municipio;;;6453.0;692.0;;1769.0;baixa
BA;(TAQUARA;municipio;;;3763.0;366.0;;881.0;baixa
BA;ITIRUÇU;municipio;;;1419.0;191.0;;417.0;baixa
BA;JAllUAQUARA;municipio;;;10043.0;1177.0;;3029.0;baixa
BA;JEQUIE;municipio;;;21135.0;947.0;;2737.0;baixa
BA;JIQUIRIÇA;municipio;;;6495.0;509.0;;1404.0;baixa
BA;JITAUNA;municipio;;;7624.0;305.0;;821.0;baixa
BA;LAFAIETE COUTINHO;municipio;;;3536.0;66.0;;190.0;baixa
BA;LAJE;municipio;;;9091.0;1048.0;;2617.0;baixa
BA;MARACAS;municipio;;;16600.0;1777.0;;4282.0;baixa
BA;MARCIONILIO SOUZA;municipio;;;3692.0;616.0;;1556.0;baixa
BA;MILAllRES;municipio;;;3023.0;308.0;;777.0;baixa
BA;MUTUIPE;municipio;;;221.0;1843.0;;3354.0;baixa
BA;NOVA ITARANA;municipio;;;3617.0;201.0;;493.0;baixa
BA;PLANAL TINO;municipio;;;5588.0;584.0;;1531.0;baixa
BA;SANTA INES;municipio;;;1318.0;125.0;;273.0;baixa
BA;SÃO MlllUEL DAS MATAS;municipio;1526.0;5626.0;1119.0;2677.0;348.0;2174.0;baixa
BA;UBAIRA;municipio;;;10041.0;1083.0;;2963.0;baixa
BA;PLANALTO DE CONQUISTA;municipio;;;125848.0;12481.0;;33390.0;baixa
BA;ANAllE;municipio;;;14290.0;822.0;;5095.0;baixa
BA;BARRA DO CHOÇA;municipio;;;1200.0;595.0;;1495.0;baixa
BA;BELO CAMPO;microrregiao;;;8142.0;496.0;;1437.0;baixa
BA;BOA NOVA;municipio;;;11562.0;1226.0;;3518.0;baixa
BA;CAATIBA;municipio;;;4112.0;633.0;;1387.0;baixa
BA;CANDIDO SALES;municipio;;;6879.0;416.0;;1184.0;baixa
BA;DARIO MEIRA;municipio;;;8624.0;488.0;;1312.0;baixa
BA;ENCRUZILHADA;mesorregiao;2240.0;2224.0;;;;;baixa
BA;ITAMBE;microrregiao;657.0;3938.0;317.0;239.0;544.0;;baixa
BA;ITAPETINGA;microrregiao;2624.0;527.0;109.0;684.0;;;baixa
BA;ITARANTIM;microrregiao;5646.0;591.0;361.0;2396.0;;;baixa
BA;MACARANI;microrregiao;392.0;2054.0;231.0;106.0;673.0;;baixa
BA;MAIOUINIQUE;microrregiao;484.0;1915.0;346.0;102.0;651.0;;baixa
BA;SERTÃO DE PAULO AFONSO;microrregiao;50812.0;22335.0;3262.0;;;;baixa
BA;CORONEL .JOÃO SA;microrregiao;8022.0;3381.0;527.0;3289.0;;;baixa
BA;GLORIA;microrregiao;5545.0;3160.0;345.0;2072.0;;;baixa
BA;.JEREMOABO;microrregiao;4951.0;16423.0;3836.0;957.0;5985.0;;baixa
BA;PAULO AFONSO;mesorregiao;6710.0;3051.0;447.0;2829.0;;;baixa
BA;PEDRO ALEXANDRE;microrregiao;8269.0;2036.0;541.0;434.0;;;baixa
BA;SANTA BRIGIDA;microrregiao;5843.0;2412.0;445.0;733.0;;;baixa
BA;AGRESTE DE ALAGOINHAS;microrregiao;206965.0;105440.0;12274.0;76580.0;;;baixa
BA;ACA JUTIBA;microrregiao;5640.0;3338.0;294.0;825.0;;;baixa
BA;ALAGO I NHAS;microrregiao;3625.0;779.0;2480.0;5583.0;5921.0;;baixa
BA;ANTAS;microrregiao;3476.0;9483.0;2944.0;5908.0;;;baixa
BA;APORA;microrregiao;13478.0;5870.0;999.0;6200.0;;;baixa
BA;ARAMAR(;microrregiao;3376.0;992.0;231.0;1529.0;;;baixa
BA;CICERO DANTAS;microrregiao;18663.0;10956.0;1093.0;6702.0;;;baixa
BA;CIPO;mesorregiao;3548.0;1567.0;246.0;1597.0;;;baixa
BA;CRISOPOLIS;microrregiao;15413.0;7114.0;1125.0;900.0;;;baixa
BA;INHAMBUPE;microrregiao;12624.0;6331.0;719.0;482.0;;;baixa
BA;ITAP(CURU;microrregiao;14404.0;6384.0;842.0;375.0;;;baixa
BA;NOVA SOURE;microrregiao;;;;;;;baixa
BA;OLINDINA;mesorregiao;7332.0;4163.0;433.0;2623.0;;;baixa
BA;PARIPIRANGA;mesorregiao;7602.0;15607.0;7087.0;12271.0;481.0;;baixa
BA;RIBEIRA DO AMPARO;mesorregiao;14657.0;;;;;;baixa
BA;RIBEIRA DO POMBAL;mesorregiao;22123.0;12840.0;1276.0;7742.0;;;baixa
BA;RIO REAL;mesorregiao;;;;;;;baixa
BA;SATIRO DIAS;mesorregiao;2779.0;11737.0;4485.0;4971.0;;;baixa
BA;LITORAL NORTE BAIANO s;mesorregiao;24018.0;8170.0;1431.0;9135.0;;;baixa
BA;CARDEAL DA SILVA;mesorregiao;142.0;173.0;72.0;481.0;;;baixa
BA;CONDE;mesorregiao;116.0;;;;;;baixa
BA;ENTRE RIOS;mesorregiao;6665.0;129.0;414.0;674.0;;;baixa
BA;ESPLANADA;microrregiao;1635.0;7492.0;1045.0;467.0;;;baixa
BA;ITANAGRA;microrregiao;594.0;441.0;24.0;142.0;;;baixa
BA;.JANDAIRA;microrregiao;597.0;9.0;374.0;169.0;;;baixa
BA;RECONCAVO BAIANO;microrregiao;35976.0;26693.0;61192.0;7736.0;48784.0;;baixa
BA;AME LIA RODRIGUES;microrregiao;3.0;;;;;;baixa
BA;ARATUIPE;mesorregiao;422.0;;;;;;baixa
BA;CACHOEIRA;microrregiao;2246.0;948.0;1576.0;3539.0;3507.0;;baixa
BA;CONCEIÇÃO DA FEIRA;microrregiao;49.0;56.0;324.0;65.0;;;baixa
BA;CONCEIÇÃO DO .JACUIPE;microrregiao;749.0;653.0;1474.0;80.0;;;baixa
BA;CRUZ DAS ALMAS;microrregiao;7463.0;3164.0;341.0;2150.0;;;baixa
BA;DOM MACEDO CDS TA;microrregiao;261.0;200.0;139.0;;;;baixa
BA;TOTAL;total;;;;;;;baixa
BA;CIMENTOS DE PESSOAS CIMENTOS DE PESSOAS CIMENTOS DE PESSOAS CIMENTOS DE PESSOAS;mesorregiao;;;;;;;baixa
BA;CACAUEIRA;microrregiao;241361.0;;43420.0;9247.0;60628.0;;baixa
BA;ALMADINA;municipio;2805.0;;144.0;65.0;432.0;;baixa
BA;AURELINO LEAL;municipio;5495.0;;919.0;148.0;952.0;;baixa
BA;BARRA DO ROCHA;municipio;286.0;4030.0;121.0;312.0;77.0;;baixa
BA;BARRO PRETO;municipio;3195.0;;211.0;56.0;400.0;;baixa
BA;BELMONTE;municipio;6271.0;;2001.0;228.0;1469.0;;baixa
BA;BUERAREMA;municipio;7012.0;;1657.0;315.0;1998.0;;baixa
BA;CAMACAN;municipio;13096.0;;1955.0;544.0;3674.0;;baixa
BA;CANAYIEIRAS;municipio;13181.0;;3966.0;551.0;3566.0;;baixa
BA;COARACI;municipio;6375.0;;1230.0;193.0;1271.0;;baixa
BA;GANDU;municipio;15647.0;;1569.0;475.0;145.0;;baixa
BA;GONGOGI;municipio;3342.0;;222.0;87.0;552.0;;baixa
BA;IBlCARAI;municipio;3952.0;;1775.0;125.0;771.0;;baixa
BA;IBIRATAIA;municipio;10324.0;;519.0;325.0;2280.0;;baixa
BA;ILHEUS;municipio;33261.0;;6284.0;1373.0;9037.0;;baixa
BA;IPIAU;municipio;10910.0;;1181.0;321.0;2132.0;;baixa
BA;ITABUNA;municipio;738.0;7076.0;308.0;728.0;198.0;;baixa
BA;ITACARE;municipio;8598.0;;3519.0;376.0;2311.0;;baixa
BA;ITAJUIPE;municipio;8703.0;;1163.0;289.0;1936.0;;baixa
BA;ITAMAR(;municipio;4119.0;;500.0;177.0;1160.0;;baixa
BA;ITAPE;municipio;3095.0;;825.0;181.0;1176.0;;baixa
BA;ITAPITANGA;municipio;2156.0;;483.0;74.0;495.0;;baixa
BA;MASCOTE;municipio;1438.0;9490.0;719.0;1561.0;3104.0;;baixa
BA;TEOLANOIA;municipio;5035.0;;1514.0;360.0;2315.0;;baixa
BA;UBAITABA;municipio;6159.0;;381.0;220.0;1506.0;;baixa
BA;UBATÃ;municipio;4271.0;;978.0;139.0;878.0;;baixa
BA;URUÇUCA;municipio;10664.0;;957.0;362.0;2428.0;;baixa
BA;WENCESLAU GUIMARÃES;municipio;10108.0;;2183.0;535.0;3341.0;;baixa
BA;INTERIORANA EXTREMO SUL DA BAHIA;microrregiao;55906.0;;9552.0;2543.0;16791.0;;baixa
BA;GUARATINGA;municipio;11479.0;;804.0;525.0;3523.0;;baixa
BA;IBIRAPUÃ;municipio;3732.0;;552.0;187.0;1209.0;;baixa
BA;ITAMARA JU;municipio;26464.0;;3049.0;1063.0;7095.0;;baixa
BA;ITANHEM;municipio;8070.0;;2486.0;6.0;2942.0;;baixa
BA;LA JEDÂO;municipio;2577.0;;338.0;129.0;879.0;;baixa
BA;MEDEIROS NETO;municipio;3584.0;;1323.0;183.0;1143.0;;baixa
BA;LITORANEA DO EXTREMO SUL DA BAHIA;microrregiao;58769.0;;11276.0;2559.0;16652.0;;media
BA;ALCOBAÇA;municipio;9486.0;;2335.0;427.0;2701.0;;media
BA;CARAVELAS;municipio;12199.0;;1646.0;558.0;3680.0;;media
BA;MUCURI;municipio;7442.0;;636.0;205.0;361.0;;media
BA;NOVA VIÇOSA;municipio;7037.0;;866.0;322.0;2151.0;;media
BA;PORTO SEGURO;municipio;10705.0;;3000.0;536.0;3459.0;;media
BA;PRADO;municipio;7442.0;;1405.0;307.0;2031.0;;media
BA;SANTA CRUZ CABRALIA;municipio;4458.0;;1388.0;204.0;1289.0;;media
ES;TOTAIS;total;69140.0;399033.0;40951.0;101498.0;19514.0;124389.0;alta
ES;ESPIRITO-SANTENSE;microrregiao;67541.0;391431.0;39846.0;98715.0;9144.0;122065.0;alta
ES;ALTO SÃO MATEUS;microrregiao;2774.0;18956.0;1424.0;3359.0;844.0;5485.0;alta
ES;ECOPORANGA;municipio;1740.0;11301.0;876.0;2083.0;555.0;3632.0;alta
ES;MONTANHA;municipio;563.0;4690.0;276.0;633.0;169.0;80.0;alta
ES;MUCURICI;municipio;471.0;2965.0;272.0;643.0;120.0;773.0;alta
ES;COLATINA;microrregiao;16147.0;100127.0;8573.0;21592.0;148.0;33215.0;alta
ES;BAIXO GUANOU;municipio;1184.0;7532.0;700.0;1797.0;344.0;148.0;alta
ES;BARRA DE SÃO FRANCISCO;municipio;3251.0;17052.0;1958.0;4550.0;874.0;5634.0;alta
ES;BOA ESPERANÇA;municipio;456.0;4244.0;198.0;466.0;115.0;753.0;alta
ES;COLATINA;municipio;3397.0;20655.0;1728.0;4522.0;1159.0;7422.0;alta
ES;MANTENOPOLIS;municipio;827.0;5826.0;380.0;942.0;276.0;1800.0;alta
ES;MARI LANOIA;municipio;559.0;3646.0;277.0;714.0;190.0;1259.0;alta
ES;NOVA VENECIA;municipio;2622.0;13727.0;1541.0;3835.0;823.0;5324.0;alta
ES;PANCAS;municipio;1507.0;12213.0;668.0;1870.0;519.0;3363.0;alta
ES;SÃO GABRIEL DA PALHA;municipio;2344.0;15232.0;1123.0;2896.0;848.0;512.0;alta
ES;BAIXADA ESPIRITO-SANTENSE;municipio;9467.0;73355.0;4986.0;12647.0;2881.0;18609.0;alta
ES;ARACRUZ;municipio;806.0;6537.0;518.0;1299.0;224.0;1397.0;alta
ES;FUNDÃO;municipio;386.0;1662.0;282.0;701.0;80.0;497.0;alta
ES;JAGUARE;municipio;531.0;4759.0;232.0;631.0;180.0;1164.0;alta
ES;LINHARES;municipio;3158.0;21994.0;1668.0;4306.0;1004.0;6441.0;alta
ES;PEDRO CANARI;municipio;213.0;2396.0;91.0;229.0;56.0;363.0;alta
ES;PINHEIROS;municipio;703.0;5423.0;338.0;776.0;211.0;1420.0;alta
ES;SÃO MATEUS;municipio;2160.0;15638.0;1321.0;3315.0;638.0;4046.0;alta
ES;COL. SERRANA ESPIRITO-SANTENSE;municipio;18211.0;82848.0;12359.0;30780.0;4470.0;27879.0;alta
ES;AFONSO CLAUOIO;municipio;4319.0;25175.0;393.0;6183.0;1332.0;8533.0;alta
ES;ALFREDO CHAVES;municipio;29.0;1372.0;526.0;945.0;375.0;2315.0;alta
ES;DOMINGOS MARTINS;municipio;3690.0;13766.0;2745.0;6809.0;824.0;5003.0;alta
ES;IBIRAÇU;municipio;715.0;2094.0;606.0;1285.0;93.0;545.0;alta
ES;ITAGUAÇU;municipio;942.0;6685.0;442.0;1148.0;328.0;2087.0;alta
ES;ITARANA;municipio;914.0;3788.0;651.0;1634.0;195.0;1202.0;alta
ES;SANTA LEOPOLDINA;municipio;4203.0;15438.0;233.0;8038.0;814.0;4998.0;alta
ES;SANTA TERESA;municipio;2056.0;10376.0;1344.0;3273.0;509.0;196.0;alta
ES;VERTENTE ORIENTAL;municipio;434.0;40057.0;3348.0;8434.0;2005.0;12828.0;alta
ES;CASTELO;municipio;1557.0;8913.0;848.0;2199.0;487.0;3110.0;alta
ES;CONCEIÇÃO;municipio;189.0;7371.0;625.0;672.0;388.0;2453.0;alta
ES;IBATIBA;municipio;709.0;3678.0;415.0;981.0;208.0;1326.0;alta
ES;MUNIZ FREIRE;municipio;1405.0;11786.0;533.0;1406.0;479.0;3160.0;alta
ES;CACHOEIRO DE ITAPEMIRIM;municipio;987.0;50327.0;5476.0;13642.0;2377.0;15141.0;alta
ES;ALEGRE;municipio;1899.0;770.0;1203.0;2882.0;473.0;3035.0;alta
ES;APIACA;municipio;326.0;1879.0;192.0;456.0;88.0;570.0;alta
ES;ATILIO VIVACQUA;municipio;458.0;2076.0;305.0;787.0;116.0;707.0;alta
ES;BOM JESUS;municipio;119.0;514.0;79.0;191.0;30.0;183.0;alta
ES;CACHOEIRO DE ITAPEMIRIM;municipio;437.0;12336.0;1516.0;3824.0;664.0;4208.0;alta
ES;DIVINO DE SÃO. LOURENÇO;municipio;389.0;1871.0;245.0;600.0;103.0;664.0;alta
ES;VITORIA;mesorregiao;2783.0;370.0;2324.0;;;;alta
ES;VITORIA;microrregiao;2783.0;370.0;2324.0;;;;alta
ES;-t'-RIACICA;municipio;1062.0;152.0;948.0;;;;alta
ES;SERRA;municipio;316.0;50.0;322.0;;;;alta
ES;VIANA;municipio;1141.0;141.0;889.0;;;;alta
ES;VILA VELHA;municipio;227.0;24.0;143.0;;;;alta
ES;VITORIA;municipio;37.0;;22.0;;;;alta
MG;TOTAIS;total;551488.0;2660140.0;362563.0;839785.0;139950.0;892987.0;media
MG;NORDESTE MINEIRO;mesorregiao;45492.0;275672.0;24279.0;63468.0;15361.0;99252.0;alta
MG;SANFRANCISCANA DE JANUARIA;microrregiao;14040.0;83844.0;7194.0;19670.0;5024.0;32550.0;alta
MG;ITACARAMBI;municipio;1625.0;8486.0;839.0;2332.0;641.0;4092.0;media
MG;JANUARIA;municipio;3849.0;20289.0;2308.0;6386.0;1280.0;8090.0;media
MG;MANGA;municipio;3153.0;23411.0;1194.0;3255.0;1231.0;8233.0;media
MG;MONTALVANIA;municipio;759.0;5248.0;319.0;849.0;285.0;890.0;media
MG;SÃO FRANCISCO;municipio;4654.0;26410.0;2534.0;6848.0;587.0;10245.0;media
MG;SERRA GERAL DE MINAS;microrregiao;14927.0;88207.0;8170.0;21278.0;4998.0;32037.0;alta
MG;ESPINOSA;municipio;3658.0;16408.0;2351.0;5851.0;1076.0;6838.0;alta
MG;MATO VERDE;municipio;1374.0;10323.0;560.0;1518.0;518.0;3405.0;alta
MG;MONTE AZUL;municipio;3006.0;16431.0;1725.0;4583.0;998.0;6325.0;alta
MG;PORTEIRINHA;municipio;5631.0;38922.0;2742.0;7244.0;2031.0;13084.0;alta
MG;RIACHO DOS MACHADOS;municipio;1258.0;6123.0;792.0;2082.0;375.0;2385.0;alta
MG;CHAPADÕES;microrregiao;14657.0;91679.0;7882.0;20119.0;4794.0;31143.0;alta
MG;ARINOS;municipio;936.0;7030.0;429.0;1178.0;341.0;2188.0;media
MG;BONFINOPOLIS DE MINAS;municipio;275.0;7436.0;653.0;1637.0;467.0;3029.0;media
MG;BURITIS;municipio;841.0;6801.0;397.0;1036.0;260.0;1730.0;media
MG;FORMOSO;municipio;414.0;3382.0;104.0;321.0;189.0;1328.0;media
MG;GUARDA-MOR;municipio;470.0;2349.0;284.0;729.0;142.0;911.0;media
MG;JOÃO PINHEIRO;municipio;2286.0;16339.0;1113.0;2877.0;870.0;5726.0;media
MG;LAGAMAR;municipio;706.0;2906.0;493.0;1079.0;158.0;984.0;media
MG;PARACATU;municipio;10186.0;662.0;1905.0;605.0;3955.0;;media
MG;PRESIDENTE OLEGARIO;municipio;2095.0;9300.0;528.0;3550.0;439.0;2711.0;media
MG;UNAI;municipio;3391.0;21486.0;1823.0;4741.0;1074.0;6998.0;media
MG;VAZANTE;municipio;732.0;4464.0;396.0;1066.0;249.0;1583.0;media
MG;ALTO-MEDI O SÃO FRANCISCO;microrregiao;1868.0;11942.0;1033.0;2401.0;545.0;3522.0;alta
MG;BURITIZEIRO;municipio;617.0;5122.0;290.0;687.0;194.0;1298.0;alta
MG;PIRAPORA;municipio;210.0;1212.0;149.0;340.0;38.0;229.0;alta
MG;SANTA FE DE MINAS;municipio;300.0;1193.0;222.0;487.0;62.0;377.0;alta
MG;SÃO ROMÃO;municipio;741.0;4415.0;372.0;887.0;251.0;1618.0;alta
MG;NORDESTE MINEIRO;mesorregiao;102122.0;560702.0;55430.0;148570.0;35855.0;230986.0;media
MG;ALTO RIO PARDO;microrregiao;14601.0;81393.0;7539.0;21501.0;5774.0;36894.0;alta
MG;AGUAS VERMELHAS;municipio;768.0;6357.0;261.0;751.0;315.0;2148.0;alta
MG;RIO PARDO DE MINAS;municipio;5922.0;29991.0;3073.0;8890.0;2529.0;16030.0;alta
MG;RUBELITA;municipio;1146.0;4994.0;735.0;1961.0;360.0;2283.0;alta
MG;SALINAS;municipio;3151.0;18334.0;1578.0;4301.0;1173.0;7560.0;alta
MG;SÃO JOÃO DO PARAISO;municipio;2802.0;15243.0;1610.0;4844.0;1064.0;6645.0;alta
MG;TAIOBEIRAS;municipio;812.0;6474.0;282.0;754.0;333.0;2228.0;alta
MG;MONTES CLAROS;microrregiao;23352.0;142332.0;12050.0;31368.0;8167.0;53301.0;media
MG;BOCAIUVA;municipio;2306.0;13147.0;1320.0;9.0;747.0;4912.0;media
MG;BRASILIA DE MINAS;municipio;69.0;14505.0;822.0;331.0;849.0;5695.0;media
MG;CAPITÃO EN E AS;municipio;292.0;3076.0;85.0;246.0;103.0;696.0;media
MG;CLARO DOS POÇÕES;municipio;660.0;2210.0;538.0;1138.0;95.0;575.0;media
MG;CORAÇÃO DE JESUS;municipio;2358.0;14806.0;1067.0;906.0;926.0;6078.0;media
MG;ENGENHEIRO NAVARRO;municipio;492.0;3733.0;292.0;751.0;159.0;993.0;media
MG;FRANCISCO DUMONT;municipio;296.0;1781.0;140.0;258.0;108.0;683.0;media
MG;MINERADORA;microrregiao;0.0;4066.0;;24906.0;1675.0;4634.0;alta
MG;BOTUMIRIM;municipio;;712.0;;4294.0;333.0;936.0;alta
MG;CRISTALIA;municipio;;340.0;;2677.0;86.0;264.0;alta
MG;GRÃO MOGOL;municipio;;2068.0;;11796.0;974.0;2778.0;alta
MG;ITACAMBIRA;municipio;;946.0;;6139.0;282.0;656.0;alta
MG;PASTOR( L DE PEDRA AZUL;microrregiao;;13955.0;;79702.0;7115.0;19039.0;media
MG;ANDRE FERNANDES;municipio;;415.0;;2556.0;234.0;575.0;media
MG;ARAÇUA(;municipio;;1900.0;;10477.0;939.0;2594.0;media
MG;CARA(;municipio;;1515.0;;7903.0;814.0;2184.0;media
MG;COMERCINHO;municipio;;883.0;;4412.0;460.0;1183.0;media
MG;CORONEL MURTA;municipio;457.0;2412.0;257.0;643.0;144.0;966.0;media
MG;ITAOBIM;municipio;;515.0;;4006.0;173.0;538.0;media
MG;(TINGA;municipio;;10679.0;;12060.0;594.0;1759.0;media
MG;MEDINA;municipio;;755.0;;4166.0;434.0;1207.0;media
MG;NOVO CRUZEIRO;municipio;;3436.0;;20637.0;1712.0;4622.0;media
MG;PADRE PARA ISO;municipio;768.0;3709.0;422.0;1094.0;303.0;1894.0;media
MG;PEDRA AZUL;municipio;327.0;3096.0;56.0;154.0;1095.0;;media
MG;VIRGEM DA LAPA;municipio;1305.0;4268.0;1020.0;2452.0;269.0;1648.0;media
MG;PASTORIL DE ALMENARA;microrregiao;6709.0;39063.0;3566.0;9370.0;2132.0;13913.0;media
MG;ALMENARA;municipio;;1263.0;;6768.0;749.0;2037.0;media
MG;BANDEIRA;municipio;;414.0;;1823.0;275.0;743.0;media
MG;FELISBURGO;municipio;;227.0;;1332.0;111.0;319.0;media
MG;JACINTO;municipio;;499.0;;2560.0;279.0;776.0;media
MG;.JEQUITINHONHA;municipio;;621.0;;3563.0;355.0;920.0;media
MG;.JOAIMA;municipio;;761.0;;4101.0;440.0;1095.0;media
MG;.JOROANIA;municipio;;510.0;;2403.0;338.0;792.0;media
MG;RUBIM;municipio;;432.0;;1979.0;283.0;785.0;media
MG;SALTO OA DIVISA;municipio;16.0;50.0;41.0;281.0;;;media
MG;SANTA MARIA;municipio;;204.0;;1229.0;99.0;259.0;media
MG;SANTO ANTONIO DO JACINTO;municipio;;891.0;;7609.0;166.0;524.0;media
MG;MINERADORA DE DIAMANTINA;microrregiao;22628.0;102739.0;14261.0;37753.0;7094.0;44899.0;media
MG;BERILO;municipio;;630.0;;9084.0;2029.0;5210.0;media
MG;CAPELINHA;municipio;1358.0;579.0;1664.0;576.0;3853.0;;media
MG;CARBONITA;municipio;;957.0;;4427.0;586.0;1512.0;media
MG;CHAPADA;municipio;2285.0;9241.0;1556.0;4009.0;628.0;3859.0;media
MG;COUTO DE MAGALHÃES DE MINAS;municipio;;75.0;;458.0;46.0;137.0;media
MG;DATAS;municipio;;227.0;;1018.0;135.0;360.0;media
MG;DIAMANTINA;municipio;;882.0;;4821.0;446.0;1262.0;media
MG;FELICIO DOS SANTOS;municipio;730.0;2685.0;529.0;1325.0;195.0;176.0;media
MG;FELISBERTO CALDEIRA;municipio;139.0;640.0;85.0;227.0;43.0;267.0;media
MG;FRANCISCO BADARO;municipio;2391.0;7621.0;1988.0;4966.0;372.0;2290.0;media
MG;GOUYEA;municipio;;596.0;;498.0;391.0;1019.0;media
MG;ITAMARANDIBA;municipio;;2663.0;;15016.0;1308.0;667.0;media
MG;FREI GASPAR;municipio;;138.0;;373.0;143.0;972.0;media
MG;ITAIPE;municipio;;1015.0;;3018.0;435.0;2573.0;media
MG;LADAINHA;municipio;;1078.0;;2861.0;550.0;3381.0;media
MG;MALACACHET A;municipio;;1836.0;;4758.0;1161.0;7444.0;media
MG;PAVÃO;municipio;;237.0;;580.0;138.0;876.0;media
MG;POTE;municipio;;443.0;;1187.0;377.0;2464.0;media
MG;TEOFILO OTONI;municipio;;1654.0;;4749.0;1262.0;7917.0;media
MG;PASTORIL DE NANUQUE;microrregiao;;2823.0;;7379.0;1752.0;11472.0;media
MG;AGUAS FORMOSAS;municipio;;287.0;;744.0;249.0;651.0;media
MG;ATALEIA;municipio;;557.0;;1503.0;475.0;3147.0;media
MG;BERTOPOLIS;municipio;;273.0;;699.0;139.0;904.0;media
MG;CARLOS CHAGAS;municipio;;679.0;;1765.0;292.0;1864.0;media
MG;FRONTEIRA DOS VALES;municipio;;94.0;;269.0;91.0;591.0;media
MG;MACHACALI S;municipio;;67.0;;153.0;56.0;385.0;media
MG;NANUQUE;municipio;;294.0;;724.0;109.0;713.0;media
MG;OURO VERDE DE MINAS;municipio;;448.0;;1187.0;261.0;1695.0;media
MG;SERRA DOS AIMORES;municipio;;72.0;;195.0;54.0;357.0;media
MG;UMBURAT I BA;municipio;;52.0;;140.0;26.0;165.0;media
MG;CENTRO-OESTE MINEIRO;mesorregiao;;21387.0;;49859.0;6794.0;42655.0;media
MG;MEDIO RIO DAS VELHAS;microrregiao;;3431.0;;8609.0;1634.0;10346.0;media
MG;AUGUSTO DE LIMA;municipio;;283.0;;677.0;92.0;567.0;media
MG;BUENOPOLIS;municipio;;284.0;;750.0;155.0;963.0;media
MG;CORINTO;municipio;;541.0;;1312.0;161.0;989.0;media
MG;CURVELO;municipio;;609.0;;1666.0;484.0;3082.0;media
MG;INIMUTABA;municipio;;233.0;;516.0;53.0;321.0;media
MG;JOAQUIM FELICIO;municipio;;257.0;;684.0;65.0;405.0;media
MG;LASSANCE;municipio;391.0;839.0;199.0;575.0;141.0;;media
MG;MONJOLOS;municipio;;228.0;;473.0;48.0;295.0;media
MG;MORRO DA GARÇA;municipio;;160.0;;373.0;69.0;452.0;media
MG;PRESIDENTE JUSCELINO;municipio;;188.0;;481.0;129.0;842.0;media
MG;SANTO HIPOLITO;municipio;;150.0;;388.0;69.0;442.0;media
MG;VARZEA DA PALMA;municipio;;299.0;;714.0;168.0;1088.0;media
MG;ALTO PARANAIBA;microrregiao;;5912.0;;13631.0;1701.0;10582.0;media
MG;ABADIA DOS DOURADOS;municipio;;456.0;;1175.0;218.0;1333.0;media
MG;CASCALHO RICO;municipio;;212.0;;482.0;52.0;323.0;media
MG;COROMANDEL;municipio;;1029.0;;2440.0;299.0;1855.0;media
MG;DOURAOOOUARA;municipio;;211.0;;425.0;24.0;151.0;media
MG;ESTRELA DO SUL;municipio;;369.0;;828.0;95.0;596.0;media
MG;ORUPIARA;municipio;;81.0;;181.0;19.0;103.0;media
MG;INDIANOPOLIS;municipio;;294.0;;635.0;88.0;546.0;media
MG;MONTE CARMELO;municipio;;599.0;;1373.0;197.0;236.0;media
MG;PATROCINIO;municipio;;2153.0;;4780.0;445.0;2763.0;media
MG;ROMARIA;municipio;;63.0;;159.0;41.0;265.0;media
MG;SERRA DO SALITRE;municipio;;325.0;;5.0;171.0;1089.0;media
MG;MATA DA COROA;microrregiao;;;50780.0;8834.0;20522.0;2480.0;media
MG;ARAPUA;municipio;;;1062.0;324.0;755.0;47.0;media
