_uf;_label;_level;estab_proprietario;area_ha_proprietario;estab_arrendatario;area_ha_arrendatario;estab_parceiro;area_ha_parceiro;estab_ocupante;area_ha_ocupante;confianca
RS;TENENTE PORTELA;microrregiao;3096.0;;;188.0;806.0;870.0;631.0;4.0;media
RS;TRES DE MAIO;microrregiao;3500.0;;;83.0;574.0;5639.0;269.0;1826.0;media
RS;TRES PASSOS;microrregiao;4851.0;;;315.0;1159.0;7968.0;340.0;1853.0;media
RS;TUCUNOUVA;microrregiao;2135.0;;;138.0;159.0;3314.0;143.0;1063.0;media
RS;TUPARENDI;microrregiao;2166.0;;;113.0;122.0;1341.0;80.0;428.0;media
RS;COLONIAL DO IRAI;mesorregiao;30413.0;;;2211.0;5224.0;37877.0;3684.0;40655.0;media
RS;ALPESTRE;microrregiao;2140.0;;;78.0;477.0;692.0;179.0;905.0;media
RS;BRAGA;microrregiao;724.0;;;54.0;87.0;560.0;63.0;276.0;media
RS;CAIÇARA;microrregiao;851.0;;;55.0;7.0;366.0;79.0;3.0;media
RS;CAMPO NOVO;microrregiao;604.0;;;113.0;64.0;441.0;82.0;600.0;media
RS;CONSTANTINA;microrregiao;45.0;;;19.0;396.0;3212.0;198.0;1532.0;media
RS;ERVAL SECO;microrregiao;554.0;;;205.0;547.0;37141.0;183.0;1077.0;media
RS;FREDERICO WESTPHALEN;microrregiao;2258.0;;;117.0;179.0;1302.0;196.0;1322.0;media
RS;IRAI;microrregiao;1157.0;;;54.0;10.0;1474.0;213.0;1223.0;media
RS;LIBERATO SALZANO;microrregiao;1289.0;16519.0;32.0;433.0;607.0;;;;media
RS;MIRAQUAI;microrregiao;809.0;;;58.0;229.0;1431.0;64.0;355.0;media
RS;NONOAI;microrregiao;2857.0;;;353.0;366.0;3257.0;528.0;16471.0;media
RS;PALMITINHO;microrregiao;1803.0;;;102.0;391.0;2343.0;137.0;801.0;media
RS;PLANALTO;microrregiao;933.0;;;57.0;286.0;1686.0;264.0;1651.0;media
RS;REDENTORA;microrregiao;1101.0;;;303.0;196.0;1205.0;100.0;734.0;media
RS;RODEIO BONITO;microrregiao;1595.0;;;88.0;321.0;2164.0;206.0;1165.0;media
RS;RONDA ALTA;microrregiao;1749.0;;;150.0;115.0;1636.0;50.0;5388.0;media
RS;RONOJNHA;microrregiao;1014.0;;;46.0;74.0;702.0;69.0;656.0;media
RS;SÃO MAATJNHO;microrregiao;944.0;14943.0;74.0;704.0;208.0;42.0;175.0;;media
RS;SARANDI;microrregiao;1586.0;;;63.0;205.0;2161.0;185.0;3115.0;media
RS;SEBERI;microrregiao;511.0;;;75.0;319.0;2198.0;198.0;1590.0;media
RS;COLONIAL DE ERECHIM;mesorregiao;36016.0;;;2104.0;3227.0;40091.0;148.0;36859.0;media
RS;ARATIBA;microrregiao;1956.0;;;82.0;98.0;1145.0;125.0;1412.0;media
RS;BARÃO DE COTEGIPE;microrregiao;89.0;;;10.0;91.0;923.0;67.0;1179.0;media
RS;BARRACÃO;microrregiao;879.0;;;113.0;32.0;355.0;122.0;1188.0;media
RS;CACIQUE OOBLE;microrregiao;725.0;;;95.0;10.0;72.0;154.0;952.0;media
RS;CAMFl'INAS DO SUL;microrregiao;1218.0;;;73.0;82.0;769.0;60.0;696.0;media
RS;CIRIACO;microrregiao;957.0;;;68.0;120.0;1343.0;81.0;1200.0;media
RS;ERECHIM;microrregiao;2157.0;;;81.0;271.0;4428.0;151.0;2360.0;media
RS;ERVAL GRANDE;microrregiao;1047.0;;;;222.0;1878.0;57.0;26.0;media
RS;QAURAMA;microrregiao;271.0;;;10.0;20.0;2785.0;162.0;1516.0;media
RS;GETULIO VARQAS;microrregiao;451.0;;;235.0;210.0;2206.0;119.0;1871.0;media
RS;IBIAÇA;microrregiao;952.0;;;77.0;112.0;2081.0;60.0;;media
RS;tTATIBA DO SUL;microrregiao;972.0;;;52.0;132.0;1033.0;101.0;695.0;media
RS;.JACUTINGA;microrregiao;977.0;;;51.0;113.0;1093.0;53.0;530.0;media
RS;MACHAO I NHO;microrregiao;929.0;;;56.0;118.0;1637.0;152.0;1867.0;media
RS;MARAU;microrregiao;2884.0;;;112.0;173.0;3765.0;101.0;1154.0;media
RS;MARCELINO RAMOS;microrregiao;794.0;;;23.0;116.0;993.0;127.0;1256.0;media
RS;MARIANO MORO;microrregiao;466.0;;;19.0;;255.0;23.0;229.0;media
RS;MAXIMILIANO DE ALMEIDA;microrregiao;877.0;;;54.0;123.0;13514.0;26.0;301.0;media
RS;Fl'AIM FILHO;microrregiao;460.0;;;53.0;114.0;1248.0;74.0;605.0;media
RS;SANANOUVA;microrregiao;1591.0;;;95.0;135.0;1674.0;80.0;85.0;media
RS;SÃO .JOSE;microrregiao;728.0;;;180.0;77.0;1224.0;149.0;1141.0;media
RS;SÃO VALENTIM;microrregiao;1939.0;;;92.0;236.0;2490.0;348.0;4517.0;media
RS;SERTÃO;microrregiao;1146.0;;;139.0;64.0;577.0;56.0;684.0;media
RS;SEVERIANO DE ALMEIDA;microrregiao;733.0;;;28.0;54.0;594.0;87.0;707.0;media
RS;TAPEJARA;microrregiao;2514.0;;;290.0;156.0;1948.0;444.0;7558.0;media
RS;VIADUTOS;microrregiao;1304.0;;;10.0;101.0;166.0;135.0;1395.0;media
RS;COLONIAL DE l.JUI. e;microrregiao;;297335.0;;867.0;565.0;8947.0;577.0;6298.0;alta
RS;AJURICABA;municipio;;45520.0;;111.0;84.0;1280.0;119.0;1751.0;alta
RS;AUGUSTO PESTANA;municipio;;34873.0;;121.0;115.0;1758.0;66.0;871.0;alta
RS;CHIAPETA;municipio;;33031.0;;45.0;52.0;627.0;20.0;134.0;alta
RS;CONDOR;municipio;;40961.0;;110.0;60.0;1029.0;62.0;378.0;alta
RS;IJUI;municipio;;77333.0;;173.0;216.0;2841.0;284.0;2653.0;alta
RS;PANAMBI;municipio;;35720.0;;207.0;22.0;632.0;15.0;129.0;alta
RS;PEJUÇARA;municipio;;29894.0;;100.0;16.0;776.0;11.0;379.0;alta
RS;PASSO FUNDO;microrregiao;;542090.0;;1184.0;1691.0;19428.0;913.0;10066.0;media
RS;CARAZINHO;municipio;;101367.0;;202.0;233.0;4382.0;45.0;971.0;media
RS;CHAPADA;municipio;;50454.0;;120.0;176.0;2439.0;46.0;877.0;media
RS;CORONEL BICACO;municipio;;39739.0;;136.0;32.0;579.0;107.0;957.0;media
RS;PALMEIRA DAS MISSÕES;municipio;;164533.0;;380.0;1094.0;7678.0;505.0;4039.0;media
RS;PASSO FUNDO;municipio;;141779.0;;190.0;78.0;2549.0;125.0;2448.0;media
RS;SANTO AUGUSTO;municipio;;;;156.0;78.0;1798.0;85.0;773.0;media
RS;COLONIAL;microrregiao;;117217.0;;;150.0;3185.0;55.0;1338.0;media
RS;COLORADO;municipio;;24074.0;;42.0;10.0;415.0;15.0;898.0;media
RS;NÂO-ME-TOOUE;municipio;;34704.0;;116.0;64.0;1251.0;10.0;35.0;media
RS;SELBACH;municipio;;15254.0;;55.0;25.0;413.0;11.0;101.0;media
RS;TAPERA;municipio;649.0;20438.0;894.0;42.0;1057.0;13.0;290.0;;media
RS;VICTOR GRAEFF;municipio;;22744.0;;108.0;;47.0;;12.0;media
RS;SOLEDADE;microrregiao;;386256.0;;902.0;1621.0;17572.0;1937.0;22124.0;media
RS;BARROS CASSAL;municipio;;55885.0;;176.0;415.0;3073.0;367.0;3872.0;media
RS;ESPUMOSO;municipio;;91281.0;;259.0;317.0;4526.0;409.0;4471.0;media
RS;SAL TO DO JACU(;municipio;;54872.0;;761.0;70.0;1378.0;241.0;3737.0;media
RS;SOLEDADE;municipio;;184216.0;;391.0;819.0;8594.0;920.0;10042.0;media
RS;CAMPOS DE VACARIA;microrregiao;;463538.0;;1052.0;167.0;16157.0;840.0;34350.0;media
RS;BOM JESUS;municipio;;317013.0;;96.0;18.0;10403.0;67.0;5061.0;media
RS;CAMBARA DO SUL;municipio;;96087.0;;28.0;;1410.0;16.0;646.0;media
RS;ESMERALDA;municipio;;129355.0;;186.0;;278.0;114.0;2740.0;media
RS;IBIRAIARAS;municipio;;31236.0;;104.0;24.0;117.0;27.0;355.0;media
RS;LAGOA VERMELHA;municipio;;184023.0;;213.0;37.0;736.0;101.0;2724.0;media
RS;SÃO FRANCISCO DE PAULA;municipio;;311476.0;;216.0;62.0;2882.0;313.0;13829.0;media
RS;VACARIA;municipio;;394346.0;;209.0;14.0;330.0;202.0;8993.0;media
RS;OESTE QAUCHO;mesorregiao;;7082185.0;;6123.0;2568.0;160898.0;4275.0;20911.0;media
RS;SANTA MARIA;microrregiao;;653773.0;;1126.0;1353.0;21908.0;1181.0;20446.0;alta
RS;FORMIGUEIRO;municipio;;43313.0;;152.0;53.0;1464.0;73.0;1064.0;alta
RS;JAGUAR(;municipio;;66567.0;;98.0;121.0;2133.0;149.0;2446.0;alta
RS;MATA;municipio;;21369.0;;50.0;148.0;1398.0;106.0;1238.0;alta
RS;RESTINGA SECA;municipio;;80065.0;;209.0;59.0;3353.0;95.0;2227.0;alta
RS;SANTA MARIA;municipio;;261123.0;;339.0;212.0;5453.0;467.0;8461.0;alta
RS;SÃO PEDRO DO SUL;municipio;;84289.0;;161.0;750.0;7645.0;238.0;2995.0;alta
RS;SÃO VICENTE;municipio;;97044.0;;117.0;10.0;459.0;53.0;2013.0;alta
RS;CAMPANHA;microrregiao;;4875021.0;;3208.0;481.0;107702.0;1671.0;31127.0;media
RS;ALEGRE TE;municipio;;629484.0;;480.0;38.0;7451.0;214.0;15400.0;media
RS;BAGE;municipio;;581666.0;;247.0;72.0;25123.0;225.0;9316.0;media
RS;CACEQUI;municipio;;166825.0;;134.0;;571.0;33.0;2398.0;media
RS;DOM PEORITO;municipio;;379248.0;;225.0;17.0;8553.0;57.0;3781.0;media
SC;TOTAIS;total;182816.0;6692872.0;15446.0;296152.0;16128.0;164248.0;20583.0;266270.0;media
SC;LESTE CATARINENSE;mesorregiao;37973.0;924348.0;2378.0;61006.0;2629.0;27872.0;4388.0;4974.0;media
SC;COLONIAL DE JOINVILE;microrregiao;6884.0;173484.0;262.0;24744.0;98.0;3865.0;443.0;;media
SC;ARAOUARI;municipio;217.0;20499.0;30.0;3144.0;;461.0;;2089.0;media
SC;BARRA VELHA, SOS;municipio;12595.0;46.0;7149.0;10.0;56.0;49.0;276.0;;media
SC;CORUPA;municipio;1198.0;21621.0;13.0;45.0;19.0;106.0;95.0;1452.0;media
SC;GARUVA;municipio;387.0;23692.0;18.0;6053.0;;;;43.0;media
SC;GUARAMIRIM;municipio;724.0;14740.0;94.0;856.0;12.0;2100.0;35.0;165.0;media
SC;JARAGUA DO SUL;municipio;1810.0;29013.0;19.0;236.0;14.0;294.0;96.0;695.0;media
SC;JOINVILLE;municipio;1572.0;38652.0;31.0;513.0;16.0;276.0;96.0;1462.0;media
SC;SÃO FRANCISCO DO SUL;municipio;168.0;6676.0;;5676.0;;275.0;23.0;114.0;media
SC;SCHROEDER;municipio;303.0;5992.0;;69.0;23.0;295.0;34.0;400.0;media
SC;LITORAL DE ITAJAI;microrregiao;1184.0;39435.0;151.0;10373.0;30.0;679.0;146.0;;media
SC;BALNEARIO CAMBORIU;municipio;15.0;243.0;;;;;;;media
SC;CAMBORIU;municipio;197.0;4771.0;18.0;495.0;;17.0;31.0;708.0;media
SC;ILHOTA;municipio;320.0;891.0;59.0;2338.0;;272.0;44.0;540.0;media
SC;ITAJAI;municipio;273.0;13315.0;38.0;335.0;16.0;223.0;42.0;582.0;media
SC;ITAPEMA;municipio;72.0;1382.0;;27.0;;134.0;;79.0;media
SC;NAVEGANTES;municipio;103.0;758.0;17.0;3228.0;;32.0;;;media
SC;PENHA;municipio;75.0;1837.0;;487.0;;;;68.0;media
SC;PIÇARRAS;municipio;129.0;3235.0;14.0;2460.0;;;;35.0;media
SC;COLONIAL DE BLUMENAU;microrregiao;15004.0;325902.0;649.0;9471.0;389.0;4241.0;1065.0;;media
SC;ASCURRA;municipio;269.0;6823.0;16.0;211.0;;52.0;11.0;77.0;media
SC;BENEDITO NOVO;municipio;1283.0;46444.0;;81.0;;93.0;72.0;789.0;media
SC;BLUMENAU;municipio;2175.0;22811.0;;11.0;;27.0;39.0;191.0;media
SC;BOTUVERA;municipio;419.0;9815.0;76.0;461.0;;192.0;82.0;763.0;media
SC;BRUSQUE;municipio;8258.0;53.0;27.0;211.0;;;;;media
SC;GASPAR;municipio;926.0;19102.0;47.0;929.0;20.0;109.0;20.0;160.0;media
SC;GUABIRUBA;municipio;800.0;7800.0;19.0;32.0;;;;23.0;media
SC;INOAIAL;municipio;1727.0;53366.0;33.0;1095.0;;45.0;100.0;1156.0;media
SC;LUIZ ALVES;municipio;715.0;16909.0;19.0;1716.0;;;155.0;1016.0;media
SC;MASSARANDUBA;municipio;1234.0;22647.0;76.0;786.0;97.0;1140.0;135.0;1210.0;media
SC;POMERODE;municipio;1322.0;13568.0;;40.0;;64.0;133.0;634.0;media
SC;PRESIDENTE NEREU;municipio;334.0;15342.0;64.0;725.0;49.0;517.0;54.0;622.0;media
SC;RIO DOS CEDROS;municipio;354.0;45221.0;;61.0;10.0;34.0;71.0;422.0;media
SC;RODEIO;municipio;596.0;8738.0;12.0;115.0;;48.0;34.0;424.0;media
SC;TIMBO;municipio;709.0;8106.0;;10.0;16.0;174.0;31.0;233.0;media
SC;VIOAL RAMOS;municipio;691.0;20948.0;252.0;3138.0;155.0;738.0;93.0;948.0;media
SC;COLONIAL DO ITAJAI DO NORTE;microrregiao;3680.0;93583.0;267.0;3020.0;78.0;988.0;658.0;10290.0;media
SC;DONA EMMA;municipio;460.0;12346.0;24.0;432.0;13.0;257.0;74.0;648.0;media
SC;(BIRAMA;municipio;1787.0;47276.0;159.0;516.0;51.0;483.0;466.0;8266.0;media
SC;PRESIDENTE GETULIO;municipio;892.0;21362.0;53.0;633.0;;158.0;64.0;632.0;media
SC;WITMARSUM;municipio;541.0;12597.0;31.0;437.0;;89.0;54.0;742.0;media
SC;COLONIAL DO ALTO ITAJAI;microrregiao;11221.0;291942.0;1049.0;13399.0;2034.0;18097.0;2076.0;21162.0;media
SC;AGROLANOIA;municipio;590.0;11349.0;39.0;331.0;109.0;1137.0;118.0;815.0;media
SC;AGRONOMI CA;municipio;442.0;7722.0;78.0;722.0;69.0;612.0;78.0;812.0;media
SC;ATALANTA;municipio;356.0;6526.0;;71.0;89.0;776.0;88.0;781.0;media
SC;AURORA;municipio;653.0;15045.0;74.0;775.0;128.0;1502.0;176.0;1548.0;media
SC;IMBUIA;municipio;292.0;6440.0;32.0;268.0;196.0;1391.0;78.0;453.0;media
SC;ITUPORANGA;municipio;1269.0;27256.0;65.0;628.0;676.0;4712.0;327.0;1991.0;media
SC;FLORIANOPOLIS;mesorregiao;;;3499.0;;;134.0;7469.0;111.0;alta
SC;FLORIANOPOL IS;microrregiao;;;3499.0;;;134.0;7469.0;111.0;alta
SC;BIGUAÇU;municipio;;;753.0;;;24.0;2091.0;43.0;media
SC;FLORI ANOPOLI S;municipio;;;254.0;;;;;;media
SC;GAROPABA;municipio;;;204.0;;;;28.0;;media
SC;GOVERNADOR CELSO RAMOS;municipio;;;114.0;;;;1279.0;;media
SC;PALHOÇA;municipio;;;344.0;;;32.0;343.0;;media
SC;PAULO LOPES;municipio;;;283.0;;;;265.0;;media
SC;PORTO BELO;municipio;;;150.0;;;;240.0;;media
SC;SANTO AMARO DA IMPERATRIZ;municipio;;;509.0;;;13.0;101.0;16.0;media
SC;SÃO .JDSE;municipio;;;433.0;;;;16.0;;media
SC;Tl.JUCAS;municipio;;;455.0;;;34.0;3095.0;20.0;media
SC;SUL CATARINENSE;mesorregiao;;;30834.0;;;3153.0;35300.0;3663.0;media
SC;COLONIAL SERRANA CATARINENSE;microrregiao;;;6463.0;;;637.0;8632.0;722.0;alta
SC;AGUAS MORNAS;municipio;;;611.0;;;10.0;92.0;13.0;alta
SC;ALFREDO WAGNER;municipio;;;941.0;;;145.0;898.0;278.0;alta
SC;ANGELINA;municipio;;;757.0;;;124.0;2774.0;10.0;alta
SC;ANITAPOLIS;municipio;;;598.0;;;31.0;267.0;49.0;alta
SC;ANTONIO CARLOS;municipio;;;707.0;;;;;22.0;alta
SC;CANELINHA;municipio;;;209.0;;;66.0;1896.0;;alta
SC;LEOBERTO LEAL;municipio;;;488.0;;;105.0;963.0;168.0;alta
SC;MAJOR GERCINO;municipio;;;343.0;;;31.0;151.0;43.0;alta
SC;NOVA TRENTO;municipio;;;690.0;;;49.0;372.0;20.0;alta
SC;RANCHO QUEIMADO;municipio;;;235.0;;;10.0;436.0;33.0;alta
SC;SÃO BONIFACIO;municipio;;;566.0;;;;128.0;25.0;alta
SC;SÃO .JOÂO BATISTA;municipio;;;318.0;;;59.0;646.0;55.0;alta
SC;LITORAL DE LAGUNA;microrregiao;;;3037.0;;;164.0;3865.0;87.0;media
SC;IMARUI;municipio;;;865.0;;;100.0;1127.0;32.0;media
SC;IMBITUBA;municipio;;;462.0;;;47.0;2500.0;42.0;media
SC;LAGUNA;municipio;;;710.0;;;17.0;237.0;13.0;media
SC;CARBON I FERA;microrregiao;;;12093.0;;;889.0;9810.0;931.0;media
SC;ARMAZEM;municipio;;;879.0;;;73.0;502.0;22.0;media
SC;BRAÇO DO NORTE;municipio;;;732.0;;;76.0;527.0;71.0;media
SC;CRICIUMA;municipio;;;1155.0;;;95.0;874.0;185.0;media
SC;GRÃO PARA;municipio;;;624.0;;;84.0;1211.0;10.0;media
SC;GRAVA TAL;municipio;;;1075.0;;;63.0;245.0;30.0;media
SC;LAURO MULLER;municipio;;;563.0;;;;184.0;;media
SC;MORRO DA FUMAÇA;municipio;;;268.0;;;;61.0;103.0;media
SC;ORLEANS;municipio;;;1511.0;;;89.0;1056.0;119.0;media
SC;PEDRAS GRANDES;municipio;;;521.0;;;17.0;127.0;58.0;media
SC;SANTA ROSA DE LIMA;municipio;;;238.0;;;;6.0;;media
SC;ARARANGUA;municipio;;1010.0;24177.0;;176.0;1970.0;;76.0;media
SC;IÇARA;municipio;;957.0;16221.0;;116.0;829.0;;280.0;media
SC;JAGUARUNA;municipio;;1046.0;21896.0;;158.0;1291.0;;32.0;media
SC;MARACAJA;municipio;;231.0;3453.0;;33.0;517.0;;52.0;media
SC;SÃO JOÃO;municipio;;837.0;13991.0;;172.0;1358.0;;136.0;media
SC;SOMBRIO;municipio;;1188.0;23882.0;;278.0;1482.0;;72.0;media
SC;COLONIAL;microrregiao;;3972.0;102314.0;;530.0;5542.0;;1275.0;media
SC;JACINTO MACHADO;municipio;;737.0;20665.0;;39.0;407.0;;379.0;media
SC;MELE IRO;municipio;;732.0;19203.0;;110.0;1137.0;;287.0;media
SC;NOVA VENEZA;municipio;651.0;17472.0;64.0;1094.0;80.0;1120.0;58.0;855.0;media
SC;PRAIA GRANDE;municipio;;475.0;9924.0;;78.0;530.0;;150.0;media
SC;TIMBE;municipio;;463.0;14250.0;;104.0;987.0;;77.0;media
SC;TURVO;municipio;;914.0;20798.0;;135.0;1385.0;;302.0;media
SC;OESTE CATARINENSE;microrregiao;;110510.0;4867242.0;;9781.0;192373.0;;9725.0;media
SC;CAMPOS DE LAGES;municipio;;7082.0;1018757.0;;621.0;43983.0;;255.0;media
SC;BOM JARDIM DA SERRA;municipio;;375.0;63264.0;;33.0;2611.0;;;media
SC;BOM RETIRO;municipio;;567.0;87453.0;;80.0;2610.0;;40.0;media
SC;CORREIA PINTO;municipio;;634.0;52704.0;;67.0;1768.0;;11.0;media
SC;LAGES;municipio;;2570.0;451038.0;;161.0;20184.0;;32.0;media
SC;OTACILIO COSTA;municipio;;607.0;90165.0;;31.0;7708.0;;;media
SC;SÃO JOAQUIM;municipio;;1382.0;177.0;69.0;114.0;5779.0;;23.0;media
SC;URUBICI;municipio;;947.0;96961.0;;135.0;3321.0;;143.0;media
SC;CAMPOS DE CURITIBANOS;municipio;;10213.0;937857.0;;1110.0;39944.0;;552.0;media
SC;ANITA GARIBALDI;municipio;;764.0;67831.0;;255.0;2907.0;;93.0;media
SC;CAMPO BELO DO SUL;municipio;;1473.0;126206.0;;133.0;3817.0;;69.0;media
SC;CAMPOS NOVOS;municipio;;2734.0;232836.0;;373.0;19772.0;;192.0;media
SC;CURITIBANOS;municipio;;1025.0;153690.0;;100.0;6425.0;;10.0;media
SC;LEBON REGIS;municipio;;668.0;85638.0;;72.0;2642.0;;18.0;media
SC;PONTE ALTA;municipio;;378.0;47246.0;;61.0;1780.0;;;media
SC;SANTA CECILIA;municipio;;497.0;142554.0;;20.0;1646.0;;26.0;media
SC;SÃO JOSE DO CERRITO;municipio;;1674.0;81853.0;;96.0;951.0;;141.0;media
SC;COLONIAL DO RIO DO PEIXE;municipio;;23856.0;940879.0;;1622.0;30344.0;;1549.0;media
SC;AGUA DOCE;municipio;;630.0;130249.0;;83.0;9415.0;;;media
SC;ARROIO TRINTA;municipio;341.0;8507.0;30.0;235.0;22.0;170.0;21.0;221.0;media
SC;CAÇADOR;municipio;;999.0;94669.0;;53.0;739.0;;40.0;media
SC;CAPINZAL;municipio;;436.0;19012.0;;80.0;1454.0;;37.0;media
SC;CATANDUVAS;municipio;;328.0;48138.0;;;131.0;;17.0;media
SC;CONCORDIA;municipio;;5039.0;103599.0;;145.0;1717.0;;451.0;media
SC;ERVAL VELHO;municipio;;461.0;18490.0;;10.0;103.0;;25.0;media
SC;FRAIBURGO;municipio;;485.0;48310.0;;49.0;1639.0;;;media
SC;HERVAL O' OESTE;municipio;;650.0;17915.0;;65.0;560.0;;20.0;media
SC;IBICARE;municipio;;477.0;12406.0;;30.0;417.0;;59.0;media
SC;(PIRA;municipio;;644.0;11741.0;;25.0;334.0;;122.0;media
SC;IPUMIRIM;municipio;;934.0;20066.0;;37.0;343.0;;154.0;media
SC;IRANI;municipio;;605.0;27949.0;;26.0;686.0;;19.0;media
SC;ABELARDO LUZ;municipio;;;1417.0;;;239.0;5296.0;;media
SC;AGUAS DE CHAPECO;municipio;;;769.0;;;52.0;360.0;;media
SC;ANCHIETA;municipio;;;1028.0;;;195.0;1764.0;;media
SC;CAIBI;municipio;;;745.0;;;89.0;713.0;;media
SC;CAMPO ERE;municipio;;;3286.0;;;499.0;6371.0;;media
SC;CAXAMBU DO SUL;municipio;;;1062.0;;;92.0;643.0;;media
SC;CHAPECO;municipio;;;3278.0;;;222.0;4419.0;;media
SC;CORONEL FREITAS;municipio;;;2389.0;;;293.0;1980.0;;media
SC;CUNHA PORÃ;municipio;;;1923.0;;;335.0;2857.0;;media
SC;DESCANSO;municipio;;;2213.0;;;109.0;960.0;;media
SC;DIONiSIO CERQUEIRA;municipio;;;1370.0;;;104.0;1721.0;;media
SC;FACHINAL DOS GUEDES;municipio;505.0;25103.0;25.0;491.0;86.0;15.0;199.0;;media
SC;GALVÃO;municipio;;;822.0;;;18.0;143.0;;media
SC;GUARACIABA;municipio;;;1487.0;;;93.0;779.0;;media
SC;GUARUJA;municipio;;;487.0;;;;42.0;;media
SC;ITAPIRANGA;municipio;;;2812.0;;;241.0;2396.0;;media
SC;MARAVILHA;municipio;;;2301.0;;;278.0;2392.0;;media
SC;MODELO;municipio;;;2000.0;;;148.0;1221.0;;media
SC;MONDAI;municipio;;;2741.0;;;288.0;2369.0;;media
SC;NOVA ERECHIM;municipio;;;357.0;;;74.0;430.0;;media
SC;PALMA SOLA;municipio;;;613.0;;;13.0;315.0;;media
SC;PALMITOS;municipio;;;1828.0;;;198.0;1826.0;;media
SC;P INHALZI NHO;municipio;;;693.0;;;88.0;815.0;;media
SC;QUILOMBO;municipio;;;2714.0;;;465.0;2538.0;;media
SC;ROMELANOIA;municipio;;;1340.0;;;58.0;361.0;;media
SC;SÃO CARLOS;municipio;;;1302.0;;;84.0;783.0;;media
SC;SÃO DOMINGOS;municipio;;;1586.0;;;25.0;267.0;;media
SC;SÃO JOSE DO CEDRO;municipio;;;1933.0;;;101.0;1152.0;;media
SC;SÃO LOURENÇO;municipio;2583.0;42364.0;319.0;2291.0;194.0;1514.0;129.0;845.0;media
SC;SÃO MIGUEL O' OESTE;municipio;2664.0;40821.0;362.0;3167.0;369.0;2923.0;134.0;1062.0;media
SC;SAUDADES;municipio;;;1165.0;;;134.0;1264.0;;media
SC;VARGEÃO;municipio;;;204.0;;;;266.0;;media
SC;XANXERE;municipio;;;328.0;;;146.0;2152.0;;media
SC;XAXIM;municipio;;;321.0;;;122.0;740.0;;media
SC;PLANALTO DE CANOINHAS;microrregiao;;;14093.0;;;909.0;22799.0;;media
SC;CAMPO ALEGRE;municipio;;;754.0;;;31.0;5211.0;;media
SC;CANOINHAS;municipio;;;941.0;;;169.0;4067.0;;media
SC;IRINEOPOLIS;municipio;;;820.0;;;52.0;1202.0;;media
SC;ITAIOPOLIS;municipio;;;3017.0;;;97.0;1220.0;;media
SC;MAFRA;municipio;;;1876.0;;;94.0;1434.0;;media
SC;MAJOR VIEIRA;municipio;;;1032.0;;;107.0;1258.0;;media
SE;TOTAIS;total;88440.0;185890.0;9227.0;19210.0;2045.0;2925.0;15559.0;37459.0;alta
SE;SERGIPANA;mesorregiao;77595.0;1646788.0;9036.0;19009.0;2023.0;2736.0;14661.0;30492.0;alta
SE;SERTÃO SERGIPANO DO SÃO FRANCISCO. e;microrregiao;427749.0;1111.0;2447.0;664.0;913.0;1488.0;9190.0;;alta
SE;CANINOE DE SÃO FRANCISCO;municipio;522.0;79466.0;;;;211.0;24.0;1725.0;alta
SE;GARARU;municipio;1431.0;62293.0;424.0;558.0;366.0;348.0;359.0;1251.0;alta
SE;MONTE ALEGRE DE SERGIPE;municipio;740.0;33189.0;11.0;30.0;;;44.0;839.0;alta
SE;NOSSA SENHORA DA GLORIA;municipio;2032.0;74837.0;275.0;814.0;;;452.0;2677.0;alta
SE;POÇO REDONDO;municipio;1866.0;89626.0;;;;;251.0;1414.0;alta
SE;PORTO DA FOLHA;municipio;2305.0;88335.0;396.0;1039.0;297.0;353.0;358.0;1280.0;alta
SE;PROPRIA;microrregiao;5940.0;93817.0;866.0;1948.0;1107.0;1470.0;1521.0;2399.0;alta
SE;AMPARO DE SÃO FRANCISCO;municipio;128.0;4066.0;142.0;160.0;83.0;59.0;;2.0;alta
SE;BREJO GRANDE;municipio;720.0;159.0;523.0;583.0;766.0;198.0;313.0;;alta
SE;CANHOBA;municipio;758.0;18996.0;372.0;572.0;;;;38.0;alta
SE;ILHA DAS FLORES;municipio;673.0;3009.0;14.0;45.0;21.0;22.0;20.0;12.0;alta
SE;NEOPOLIS;municipio;522.0;23695.0;30.0;234.0;261.0;311.0;398.0;993.0;alta
SE;NOSSA SENHORA DE LOURDES;municipio;375.0;7705.0;112.0;61.0;12.0;;;19.0;alta
SE;PACATUBA;municipio;1781.0;19014.0;;182.0;;;302.0;321.0;alta
SE;PROPRIA;municipio;772.0;4249.0;20.0;150.0;139.0;296.0;588.0;694.0;alta
SE;TELHA;municipio;211.0;4557.0;15.0;16.0;;;;;alta
SE;NOSSA SENHORA DAS DORES;microrregiao;14446.0;399672.0;5788.0;4957.0;;16.0;3413.0;5261.0;alta
SE;AQUIDABÃ;municipio;2247.0;32460.0;1682.0;1218.0;;;57.0;58.0;alta
SE;CARIRA;municipio;1609.0;62816.0;11.0;17.0;274.0;1.0;;;alta
SE;CEDRO DE SÃO JOÃO;municipio;481.0;7784.0;;;;15.0;140.0;246.0;alta
SE;CUMBE;municipio;367.0;16074.0;130.0;92.0;;;194.0;191.0;alta
SE;FEIRA NOVA;municipio;397.0;16955.0;21.0;32.0;;;30.0;212.0;alta
SE;FREI PAULO;municipio;494.0;31743.0;142.0;277.0;;;783.0;984.0;alta
SE;GRACHO CARDOSO;municipio;832.0;22159.0;596.0;460.0;;;113.0;299.0;alta
