_uf;_label;_level;estab_proprietario;area_ha_proprietario;estab_arrendatario;area_ha_arrendatario;estab_parceiro;area_ha_parceiro;estab_ocupante;area_ha_ocupante;confianca
MG;VARZEA DA PALMA;municipio;257630.0;;;5291.0;122.0;11301.0;40.0;;media
MG;ALTO PARANAIBA;microrregiao;1023918.0;;376.0;68929.0;96.0;5734.0;341.0;;media
MG;ABADIA DOS DOURADOS;municipio;73373.0;;22.0;1313.0;;284.0;32.0;;media
MG;CASCALHO RICO;municipio;28188.0;;10.0;294.0;;24.0;11.0;;media
MG;COROMANDEL;municipio;269338.0;;37.0;5669.0;18.0;886.0;84.0;;media
MG;DOURADOQUARA;municipio;21027.0;;13.0;419.0;;212.0;14.0;;media
MG;ESTRELA DO SUL;municipio;78620.0;;24.0;39485.0;;135.0;;;media
MG;GRUPIARA;municipio;10964.0;;12.0;1088.0;;;;;media
MG;INDIANOPOLIS;municipio;44194.0;;71.0;3378.0;15.0;412.0;12.0;;media
MG;MONTE CARMELO;municipio;112361.0;;36.0;885.0;;6.0;28.0;;media
MG;PATROCINIO;municipio;245645.0;;114.0;226.0;32.0;951.0;105.0;;media
MG;ROMARIA;municipio;30627.0;;;87.0;;;;;media
MG;SERRA DO SALITRE;municipio;91930.0;;23.0;6235.0;;1451.0;41.0;;media
MG;MATA DA CORDA;microrregiao;11091.0;1077047.0;;390.0;;63.0;2348.0;;media
MG;ARAPUA;municipio;334.0;15480.0;;;;;81.0;;media
MG;CARMO DO PARANAIBA;municipio;1505.0;112293.0;;60.0;;19.0;183.0;;media
MG;GUIMARANIA;municipio;451.0;28437.0;;27.0;;;;;media
MG;LAGOA FORMOSA;municipio;1652.0;72328.0;;39.0;;22.0;779.0;;media
MG;MATUTINA;municipio;348.0;18340.0;;30.0;;;;;media
MG;PATOS DE MINAS;municipio;3095.0;269500.0;;106.0;;10.0;818.0;;media
MG;RIO PARANAIBA;municipio;1161.0;112418.0;;42.0;;;306.0;;media
MG;SÃO GONÇALO DO ABAETE;municipio;625.0;215075.0;;12.0;;;39.0;;media
MG;SÃO GOT ARDO;municipio;885.0;78360.0;;28.0;;;132.0;;media
MG;TIROS;municipio;1035.0;154809.0;;40.0;;;;;media
MG;TRES MARIAS;microrregiao;3908.0;958735.0;;272.0;;112.0;2586.0;;media
MG;ABAETE;municipio;707.0;139947.0;;50.0;;30.0;448.0;;media
MG;BIQUINHAS;municipio;338.0;43599.0;;20.0;;16.0;75.0;;media
MG;CEDRO DO ABAETE;municipio;80.0;22584.0;;10.0;;;;;media
MG;FELIXLANDIA;municipio;525.0;111020.0;;;;;10.0;;media
MG;MARTINHO CAMPOS;municipio;474.0;80323.0;4745.0;130.0;32.0;3401.0;;;media
MG;MORADA NOVA DE MINAS;municipio;242.0;118012.0;;;;10.0;95.0;;media
MG;PAINEIRAS;municipio;363.0;47053.0;;63.0;;21.0;12.0;;media
MG;POMPEU;municipio;647.0;189184.0;;53.0;;29.0;1616.0;;media
MG;QUARTEL GERAL;municipio;233.0;49978.0;;15.0;;;;;media
MG;TRES MARIAS;municipio;299.0;157030.0;;;;;200.0;;media
MG;TRIANGULO MINEIRO;mesorregiao;20798.0;4558803.0;;3936.0;;1197.0;35511.0;;media
MG;UBERLANDI A;microrregiao;8288.0;1763517.0;;1837.0;;380.0;9997.0;;media
MG;ARAGUARI;municipio;1427.0;199908.0;;117.0;;39.0;1339.0;;media
MG;CANAPOLIS;municipio;255.0;71099.0;;100.0;;122.0;3961.0;;media
MG;CAPINOPOLIS;municipio;236.0;45067.0;;107.0;;46.0;1577.0;;media
MG;CENTRAL I NA;municipio;169.0;18174.0;;133.0;;;53.0;;media
MG;GURINHATÃ;municipio;1071.0;178733.0;;81.0;;;97.0;;media
MG;IPIAÇU;municipio;120.0;34814.0;;17.0;;;219.0;;media
MG;ITUIUTABA;municipio;1079.0;228716.0;;126.0;;16.0;379.0;;media
MG;MONTE ALEGRE DE MINAS;municipio;1092.0;202668.0;;701.0;;67.0;1354.0;;media
MG;SANTA VITORIA;municipio;816.0;285653.0;;53.0;;;;;media
MG;TUPACIGUARA;municipio;839.0;163335.0;;220.0;;12.0;536.0;;media
MG;UBERLANDIA;municipio;1122.0;319988.0;;159.0;;58.0;479.0;;media
MG;PONTAL DO TRIANGULO MINEIRO;microrregiao;8848.0;1390.0;106120.0;657.0;11495.0;1103.0;66160.0;;media
MG;CAMPINA VERDE;municipio;1276.0;312963.0;;228.0;;189.0;1416.0;;media
MG;COMENDADOR GOMES;municipio;352.0;89093.0;;44.0;;2.0;599.0;;media
MG;FRONTEIRA;municipio;216.0;11468.0;;12.0;;;75.0;;media
MG;FRUTAL;municipio;1457.0;183136.0;;288.0;;60.0;2634.0;;media
MG;ITAPAGIPE;municipio;1264.0;159683.0;;124.0;;54.0;923.0;;media
MG;ITURAMA;municipio;270.0;484321.0;;439.0;;219.0;3368.0;;media
MG;PIRAJUBA;municipio;199.0;25089.0;;74.0;;;;;media
MG;Pl.ANURA;municipio;128.0;22997.0;49.0;5843.0;45.0;258.0;;;media
MG;PRATA;municipio;1248.0;436675.0;;73.0;;111.0;2162.0;;media
MG;SÃO FRANCISCO DE SALES;municipio;94417.0;59.0;5514.0;17.0;315.0;83.0;5979.0;;media
MG;UBERABA;microrregiao;3662.0;975438.0;;709.0;;160.0;14018.0;;media
MG;AGUA COMPRIDA;municipio;143.0;30317.0;;68.0;;;463.0;;media
MG;CAMPO FLORIDO;municipio;376.0;131951.0;;29.0;;;;;media
MG;CONCE l ÇÃO DAS ALAGOAS;municipio;734.0;90231.0;;250.0;;34.0;1696.0;;media
MG;CONQUISTA;municipio;295.0;48258.0;;60.0;;71.0;7615.0;;media
MG;MATA E RIO DOCE MINEIRO;mesorregiao;5722271.0;3226.0;176607.0;;51830.0;5735.0;169831.0;;media
MG;BACIA DO SUAÇUI;microrregiao;1103550.0;584.0;49882.0;;9707.0;1119.0;46717.0;;media
MG;AÇUCENA;municipio;101845.0;66.0;4602.0;;272.0;18.0;274.0;;media
MG;AGUA BOA;municipio;119671.0;15.0;1005.0;;646.0;146.0;5908.0;;media
MG;ALVORADA DE MINAS;municipio;21436.0;;1907.0;;;16.0;321.0;;media
MG;BELO ORIENTE;municipio;27947.0;19.0;992.0;;;;14.0;;media
MG;BRAUNAS;municipio;24697.0;35.0;1766.0;;212.0;20.0;539.0;;media
MG;CARMESIA;municipio;11605.0;;223.0;;39.0;;5950.0;;media
MG;COLUNA;municipio;26492.0;29.0;1963.0;;116.0;48.0;2993.0;;media
MG;DIVINOLANDIA DE MINAS;municipio;9532.0;;713.0;;;27.0;453.0;;media
MG;DOM JOAQUIM;municipio;30032.0;14.0;1228.0;;48.0;;;;media
MG;DORES DE GUANHÃES;municipio;27976.0;;208.0;;;;;;media
MG;GONZAGA;municipio;17076.0;;84.0;;117.0;26.0;149.0;;media
MG;GUANHÂES;municipio;69654.0;20.0;3159.0;;19.0;16.0;966.0;;media
MG;JOANESIA;municipio;14917.0;;239.0;;75.0;;21.0;;media
MG;MATERLANOIA;municipio;27787.0;;98.0;;;;286.0;;media
MG;MESQUITA;municipio;40043.0;37.0;3116.0;;437.0;24.0;781.0;;media
MG;PAULISTAS;municipio;16049.0;16.0;1370.0;;36.0;105.0;2042.0;;media
MG;PEÇANHA;municipio;88714.0;35.0;4681.0;;516.0;79.0;3171.0;;media
MG;RIO VERMELHO;municipio;578.0;18.0;868.0;48.0;6946.0;;;;media
MG;SABINOPOLIS;municipio;828.0;70698.0;43.0;27.0;951.0;113.0;4505.0;;media
MG;SANTA MARIA DO SUAÇUI;municipio;2185.0;102.0;3846.0;;;;;;media
MG;SANTO ANTONIO DO ITAMBE;municipio;14842.0;18.0;1434.0;;56.0;48.0;222.0;;media
MG;SÃO JOÃO EVANGELISTA;municipio;41787.0;12.0;1191.0;;295.0;42.0;467.0;;media
MG;SÃO .JOSE DO JACURI;municipio;36136.0;19.0;1586.0;;1491.0;30.0;1174.0;;media
MG;SÃO PEDRO DO SUAÇUI;municipio;25090.0;46.0;3400.0;;33.0;90.0;3403.0;;media
MG;SÃO SEBASTIÃO DO MARANHÃO;municipio;38374.0;56.0;1157.0;;896.0;77.0;1347.0;;media
MG;SENHORA DO PORTO;municipio;32902.0;;740.0;;;11.0;280.0;;media
MG;SERRA AZUL DE MINAS;municipio;12817.0;;262.0;;2468.0;;273.0;;media
MG;VIRGINOPOLIS;municipio;31131.0;17.0;1767.0;;;31.0;373.0;;media
MG;GOVERNADOR VALADARES;microrregiao;6794.0;772561.0;140.0;14491.0;43.0;5066.0;342.0;;media
MG;ALPERCATA;municipio;15516.0;22.0;4185.0;;;;;;media
MG;CAMPANARI;municipio;81729.0;17.0;1981.0;;1749.0;15.0;153.0;;media
MG;CDROACI;municipio;35508.0;12.0;816.0;;571.0;47.0;2214.0;;media
MG;FREI INOCENCIO;municipio;53178.0;;726.0;;;12.0;564.0;;media
MG;GOVERNADOR VALADARES;municipio;214804.0;35.0;3440.0;;2119.0;33.0;3542.0;;media
MG;ITAMBACURI;municipio;134663.0;15.0;830.0;;;111.0;7488.0;;media
MG;MARILAC;municipio;17599.0;;368.0;;;;356.0;;media
MG;NACIP RAYDAN;municipio;19934.0;;487.0;;104.0;11.0;634.0;;media
MG;NOVA MODICA;municipio;34428.0;;227.0;;24.0;;217.0;;media
MG;PESCADOR;municipio;32498.0;;87.0;;;;;;media
MG;SANTA EFIGENIA DE MINAS;municipio;9422.0;;;;;;;;media
MG;SÃO GERALDO DA PI EOADE;municipio;16315.0;15.0;684.0;;20.0;34.0;261.0;;media
MG;SÃO JOSE DA SAFIRA;municipio;18658.0;;140.0;;;;;;media
MG;SÃO JOSE DO DIVINO;municipio;235.0;34611.0;29.0;;;;;;media
MG;SARDOA;municipio;10678.0;;24.0;;;24.0;276.0;;media
MG;VILA MATIAS;municipio;20146.0;;;;251.0;;732.0;;media
MG;V IRGOLANDIA;municipio;22865.0;;451.0;;215.0;36.0;2094.0;;media
MG;MANTENA;microrregiao;167191.0;44.0;1444.0;;1928.0;177.0;2500.0;;media
MG;CENTRAL DE MINAS;municipio;20553.0;10.0;356.0;;14.0;10.0;59.0;;media
MG;ITABIRINHA DE MANTENA;municipio;18051.0;;19.0;;113.0;106.0;1523.0;;media
MG;MANTENA;municipio;86714.0;19.0;695.0;;995.0;34.0;1009.0;;media
MG;MENDES PIMENTEL;municipio;41872.0;13.0;373.0;;804.0;27.0;207.0;;media
MG;MATA DE CARA TINGA;microrregiao;;12676.0;506823.0;;14540.0;559.0;7327.0;;media
MG;BOM JESUS DO GALHO;municipio;1092.0;34500.0;19.0;268.0;1034.0;25.0;12190.0;;media
MG;CARATINGA;municipio;;4781.0;191822.0;;2631.0;187.0;3583.0;;media
MG;CORREGO NOVO;municipio;;285.0;13023.0;;109.0;14.0;70.0;;media
MG;ENGENHEIRO CALDAS;municipio;;351.0;18235.0;;123.0;;;;media
MG;FERNANDES TOURINHO;municipio;;218.0;12697.0;;515.0;;;;media
MG;IAPU;municipio;;754.0;43181.0;;974.0;38.0;704.0;;media
MG;INHAPIM;municipio;;2395.0;84663.0;;281.0;35.0;1114.0;;media
MG;SÃO JOÃO DO ORIENTE;municipio;;495.0;12875.0;;43.0;;52.0;;media
MG;SOBRALIA;municipio;;424.0;20520.0;;33.0;;701.0;;media
MG;TARUMIRIM;municipio;;1715.0;69017.0;;1640.0;;58.0;;media
MG;BACIA DO MANHUAÇU;microrregiao;;12715.0;941536.0;;14795.0;45.0;2506.0;;media
MG;AI MORES;municipio;;1167.0;6767.0;;1635.0;;211.0;;media
MG;ALVARENGA;municipio;;702.0;29801.0;;333.0;;;;media
MG;CONCEIÇÃO DE IPANEMA;municipio;;520.0;22339.0;;76.0;;48.0;;media
MG;CONSELHEIRO PENA;municipio;;1473.0;5477.0;;2336.0;;733.0;;media
MG;DIVINO DAS LARANJEIRAS;municipio;;248.0;32196.0;;1106.0;;;;media
MG;GALILEIA;municipio;;662.0;87875.0;;3461.0;;;;media
MG;IPANEMA;municipio;;1165.0;60089.0;;750.0;;256.0;;media
MG;ITANHOMI;municipio;;1494.0;73090.0;;988.0;;26.0;;media
MG;ITUETA;municipio;;619.0;39679.0;;436.0;;;;media
MG;MUTUM;municipio;;2122.0;104818.0;;1430.0;11.0;678.0;;media
MG;POCRANE;municipio;;1033.0;59365.0;;5.0;;246.0;;media
MG;RESPLENDOR;municipio;;864.0;93034.0;;740.0;;305.0;;media
MG;SANTA RITA;municipio;;359.0;31767.0;;;;;;media
MG;TUMIRITINGA;municipio;;287.0;45232.0;;494.0;;;;media
MG;MATA DE PONTE NOVA;microrregiao;;11376.0;450241.0;;12441.0;193.0;4776.0;;media
MG;ABRE CAMPO;municipio;;1596.0;46950.0;;858.0;34.0;926.0;;media
MG;ACAIACA;municipio;;241.0;6499.0;;814.0;;47.0;;media
MG;AMPARO DO SERRA;municipio;;376.0;14104.0;;90.0;;86.0;;media
MG;BARRA LONGA;municipio;;898.0;33323.0;;1945.0;;382.0;;media
MG;DIOGO DE VASCONCELOS;municipio;;390.0;10105.0;;139.0;15.0;87.0;;media
MG;DOM SILVERIO;municipio;;729.0;24788.0;;1272.0;;80.0;;media
MG;JEQUERI;municipio;;1296.0;45234.0;;925.0;64.0;1268.0;;media
MG;PIEDADE DE PONTE NOVA;municipio;;140.0;7986.0;;215.0;;126.0;;media
MG;PONTE NOVA;municipio;;820.0;45780.0;;1173.0;13.0;353.0;;media
MG;RAUL SOARES;municipio;;2396.0;80277.0;;831.0;23.0;573.0;;media
MG;RIO CASCA;municipio;;360.0;38155.0;;1317.0;;689.0;;media
MG;RIO DOCE;municipio;;136.0;9378.0;;304.0;;;;media
MG;SANTA CRUZ DO ESCALVADO;municipio;;690.0;21689.0;;615.0;;59.0;;media
MG;SANTO ANTONIO DO GRAMA;municipio;;210.0;13198.0;;179.0;;;;media
MG;SÃO PEDRO DOS FERROS;municipio;;309.0;29053.0;;377.0;;;;media
MG;SERICITA;municipio;;539.0;11109.0;;245.0;;18.0;;media
MG;URUCANIA;municipio;;250.0;12606.0;;133.0;;80.0;;media
MG;VERTENTE OCIDENTAL DO CAPARAO;microrregiao;12705.0;438651.0;57.0;1947.0;53.0;1788.0;855.0;;media
MG;CAIANA;municipio;;243.0;10262.0;;;;127.0;;media
MG;CAPARAO;municipio;;390.0;17567.0;;;;30.0;;media
MG;CAPUT IRA;municipio;;628.0;17593.0;;;;;;media
MG;CHALE;municipio;;386.0;17011.0;;231.0;;14.0;;media
MG;DIVINO;municipio;;1847.0;50723.0;;408.0;;;;media
MG;ESPERA FELIZ;municipio;;446.0;19696.0;;68.0;;237.0;;media
MG;LAJINHA;municipio;;765.0;36861.0;;302.0;3.0;737.0;;media
MG;MANHUAÇU;municipio;;3151.0;93275.0;;98.0;2.0;45.0;;media
MG;MANHUMIRIM;municipio;;1003.0;41608.0;;150.0;;172.0;;media
MG;MATA DE VIÇOSA;microrregiao;381564.0;;320.0;7705.0;307.0;5638.0;969.0;;media
MG;ALTO RIO DOCE;municipio;38205.0;;26.0;1498.0;;;36.0;;media
MG;ARAPONGA;municipio;24258.0;;19.0;254.0;24.0;345.0;20.0;;media
MG;BRAS PIRES;municipio;13713.0;;;212.0;;;11.0;;media
MG;CAJURI;municipio;7250.0;;;92.0;;79.0;18.0;;media
MG;CANAÃ;municipio;12589.0;;;140.0;;10.0;38.0;;media
MG;CIPOTANEA;municipio;9498.0;;24.0;524.0;;;24.0;;media
MG;COIMBRA;municipio;8874.0;;13.0;238.0;;26.0;23.0;;media
MG;DORES DO TURVO;municipio;16157.0;;15.0;513.0;;51.0;18.0;;media
MG;ERVALIA;municipio;24136.0;;19.0;389.0;118.0;3384.0;82.0;;media
MG;GUARACIABA;municipio;22098.0;;15.0;735.0;48.0;300.0;97.0;;media
MG;LAMIM;municipio;7279.0;;;52.0;;;;;media
MG;PAULA CANO IDO;municipio;21061.0;;14.0;314.0;;108.0;29.0;;media
MG;PEDRA DO ANTA;municipio;13156.0;;;120.0;;;33.0;;media
MG;PIRANGA;municipio;41654.0;;28.0;616.0;34.0;357.0;143.0;;media
MG;PORTO FIRME;municipio;21895.0;;20.0;323.0;14.0;172.0;49.0;;media
MG;PRESIDENTE BERNARDES;municipio;16146.0;;10.0;380.0;;;38.0;;media
MG;RIO ESPERA;municipio;14655.0;;;;;;15.0;;media
MG;SÃO MIGUEL DO ANTA;municipio;11671.0;;14.0;244.0;;54.0;52.0;;media
MG;SENADOR FIRMINO;municipio;12456.0;;28.0;390.0;;48.0;102.0;;media
MG;SENHORA DE OLIVEIRA;municipio;11183.0;;15.0;262.0;;59.0;10.0;;media
MG;TEIXEIRAS;municipio;13834.0;;;85.0;10.0;104.0;43.0;;media
MG;VIÇOSA;municipio;19784.0;;20.0;308.0;20.0;528.0;82.0;;media
MG;MATA DO MURIAE;microrregiao;348025.0;;214.0;6691.0;349.0;5301.0;483.0;;media
MG;ANTONIO PRADO DE MINAS;municipio;7729.0;;10.0;428.0;;;;;media
MG;BARÃO DE MONTE ALTO;municipio;17740.0;;21.0;544.0;;77.0;30.0;;media
MG;CARANGOLA;municipio;61776.0;;39.0;766.0;61.0;717.0;146.0;;media
MG;EUGENOPOLIS;municipio;27849.0;;19.0;1031.0;;226.0;39.0;;media
MG;FARIA LEMOS;municipio;17130.0;;;102.0;;24.0;;;media
MG;MIRADOURO;municipio;26585.0;;24.0;547.0;37.0;834.0;61.0;;media
MG;MIRAI;municipio;39295.0;;39.0;838.0;142.0;671.0;54.0;;media
MG;MURIAE;municipio;81531.0;;38.0;1576.0;79.0;2238.0;79.0;;media
MG;PATROCINIO DO MURIAE;municipio;9312.0;;10.0;497.0;;338.0;11.0;;media
MG;PEDRA DOURADA;municipio;6526.0;;;43.0;;18.0;;;media
MG;SÃO FRANCISCO DO GLORIA;municipio;15738.0;;;86.0;;;20.0;;media
MG;TOMBOS;municipio;26384.0;;;222.0;;;;;media
MG;VIEIRAS;municipio;10423.0;;;;;156.0;21.0;;media
MG;MATA DE UBA;microrregiao;278912.0;;449.0;16794.0;615.0;6311.0;312.0;;media
MG;ASTOLFO OUTRA;municipio;13421.0;;20.0;420.0;44.0;548.0;39.0;;media
MG;DIVINESIA;municipio;8562.0;;;100.0;10.0;40.0;27.0;;media
MG;GUARANI;municipio;21470.0;;16.0;1352.0;42.0;84.0;;;media
MG;GUIOOVAL;municipio;11546.0;;24.0;809.0;73.0;501.0;28.0;;media
MG;GUIRICEMA;municipio;26251.0;;23.0;295.0;;;;;media
MG;PIAU;municipio;14610.0;;45.0;2407.0;42.0;362.0;;;media
MG;PIRAUBA;municipio;12574.0;;16.0;486.0;25.0;78.0;;;media
MG;RIO NOVO;municipio;32711.0;;36.0;3518.0;21.0;139.0;;;media
MG;RIO POMBA;municipio;20404.0;;45.0;1670.0;25.0;476.0;27.0;;media
MG;RODE IRO;municipio;5960.0;;;70.0;11.0;426.0;;;media
MG;SÃO GERALDO;municipio;15500.0;;24.0;948.0;;67.0;11.0;;media
MG;SILVEIRANIA;municipio;14082.0;;15.0;634.0;;;24.0;;media
MG;TABULEIRO;municipio;20392.0;;16.0;456.0;2.0;;;;media
MG;SUDOESTE MINEIRO;mesorregiao;;;124770.0;;;7092.0;348556.0;;media
MG;PLANALTO DE ARAXA;microrregiao;;;5907.0;;;574.0;111308.0;;alta
MG;ARAXA;municipio;;;508.0;;;;591.0;;alta
MG;CAMPOS ALTOS;municipio;;;277.0;;;13.0;1291.0;;alta
MG;IBIA;municipio;;;766.0;;;61.0;15982.0;;alta
MG;IRAI DE MINAS;municipio;;;345.0;;;12.0;1096.0;;alta
MG;NOVA PONTE;municipio;;;382.0;;;86.0;21647.0;;alta
MG;PEDRINOPOLIS;municipio;;;220.0;;;14.0;3085.0;;alta
MG;PERDIZES;municipio;;;930.0;;;64.0;9055.0;;alta
MG;PRATINHA;municipio;;;348.0;;;29.0;4519.0;;alta
MG;SACRAMENTO;municipio;;;1202.0;;;154.0;37081.0;;alta
MG;SANTA JULIANA;municipio;;;511.0;;;48.0;5754.0;;alta
MG;TAPIRA;municipio;;;418.0;;;84.0;11364.0;;alta
MG;ALTO SÃO FRANCISCO;microrregiao;;;12855.0;;;461.0;37736.0;;media
MG;ARAUJOS;municipio;;;246.0;;;;471.0;;media
MG;ARCOS;municipio;;;631.0;;;20.0;1195.0;;media
MG;BAMBUI;municipio;;;1134.0;;;70.0;5157.0;;media
MG;BOM DESPACHO;municipio;;;787.0;;;36.0;3009.0;;media
MG;CONCEIÇÃO DO PARA;municipio;;;396.0;;;;;;media
MG;CORREGO OANT A;municipio;;;551.0;;;23.0;3239.0;;media
MG;ODRES;municipio;;;453.0;;;17.0;3743.0;;media
MG;DORESOPOLI S;municipio;;;182.0;;;;495.0;;media
MG;ESTRELA DO INOAIA;municipio;;;347.0;;;23.0;2329.0;;media
MG;IGUATAMA;municipio;;;369.0;;;32.0;2449.0;;media
MG;JAPARAIBA;municipio;;;151.0;;;;58.0;;media
MG;LAGOA DA PRATA;municipio;;;251.0;;;20.0;1420.0;;media
MG;LEANDRO FERREIRA;municipio;;;317.0;;;;550.0;;media
MG;MEDEIROS;municipio;;;368.0;;;;628.0;;media
MG;MOEMA;municipio;;;165.0;;;;165.0;;media
MG;NOVA SERRANA;municipio;;;387.0;;;3.0;174.0;;media
MG;PAINS;municipio;;;472.0;;;28.0;1234.0;;media
MG;PERDIGÃO;municipio;;;328.0;;;;145.0;;media
MG;PIMENTA;municipio;;;453.0;;;20.0;990.0;;media
MG;PlTANGUI;municipio;;;372.0;;;7.0;1324.0;;media
MG;PIUI;municipio;;;938.0;;;32.0;1898.0;;media
MG;SANTA ROSA DA SERRA;municipio;;;263.0;;;;165.0;;media
MG;SANTO ANTONIO;municipio;;;1271.0;;;26.0;1421.0;;media
MG;ALFENAS;municipio;917.0;63017.0;;35.0;17.0;246.0;66.0;;media
MG;ALPINOPOLI S;municipio;1208.0;54469.0;;96.0;15.0;315.0;36.0;;media
MG;ALTEROSA;municipio;969.0;30069.0;;26.0;;106.0;68.0;;media
MG;AREADO;municipio;603.0;22405.0;;24.0;;;15.0;;media
MG;BOA ESPERANÇA;municipio;793.0;54506.0;;14.0;19.0;138.0;70.0;;media
MG;CAMPO DO MEIO;municipio;302.0;17223.0;;;;;33.0;;media
MG;CAMPOS GERAIS;municipio;1372.0;57619.0;;13.0;23.0;259.0;160.0;;media
MG;CAPITOLIO;municipio;513.0;29979.0;;15.0;10.0;404.0;22.0;;media
MG;CARMO DO RIO CLARO;municipio;1221.0;73258.0;;26.0;;89.0;122.0;;media
MG;CASSIA;municipio;719.0;54923.0;;61.0;46.0;1000.0;20.0;;media
MG;CONCEIÇÃO DA APARECIDA;municipio;870.0;30591.0;;14.0;25.0;134.0;238.0;;media
MG;COQUEIRAL;municipio;514.0;22546.0;;;20.0;185.0;23.0;;media
MG;DELFINOPOLIS;municipio;453.0;72652.0;;45.0;19.0;213.0;126.0;;media
MG;DIVISA NOVA;municipio;421.0;19612.0;;15.0;;55.0;17.0;;media
MG;ELDI MENDES;municipio;26.0;41870.0;;58.0;15.0;85.0;341.0;;media
MG;FAMA;municipio;130.0;5793.0;;;;;;;media
MG;GUAPE;municipio;982.0;56161.0;;;125.0;738.0;204.0;;media
MG;ILICINEA;municipio;595.0;31800.0;;;133.0;499.0;142.0;;media
MG;MACHADO;municipio;892.0;54392.0;;20.0;25.0;967.0;83.0;;media
MG;NEPOMUCENO;municipio;974.0;46526.0;;;26.0;244.0;88.0;;media
MG;PARAGUAÇU;municipio;883.0;34425.0;;28.0;;58.0;104.0;;media
MG;PASSOS;municipio;1334.0;94183.0;;144.0;42.0;7327.0;99.0;;media
MG;PRATAPOLIS;municipio;613.0;34030.0;;56.0;41.0;602.0;26.0;;media
MG;SANTANA DA VARGEM;municipio;226.0;14689.0;;;;21.0;33.0;;media
MG;SÃO JOÃO BATISTA DO GLORIA;municipio;304.0;31955.0;;15.0;;12.0;25.0;;media
MG;SERRANIA;municipio;229.0;18015.0;;;;217.0;13.0;;media
MG;TRES PONTAS;municipio;811.0;60370.0;;13.0;;;44.0;;media
MG;VARGINHA;municipio;387.0;30253.0;;15.0;;81.0;;;media
MG;FORMIGA;microrregiao;17918.0;880605.0;;527.0;83.0;1324.0;1062.0;;media
MG;AGUANI L;municipio;328.0;16116.0;;;;;30.0;;media
MG;BOM SUCESSO;municipio;635.0;57392.0;;35.0;;20.0;38.0;;media
MG;CAMACHO;municipio;412.0;17341.0;;27.0;;;;;media
MG;CAMPO BELO;municipio;864.0;42283.0;;29.0;;;112.0;;media
MG;CANA VERDE;municipio;376.0;15931.0;;;;;;;media
MG;CANDEIAS;municipio;99.0;58706.0;;41.0;;;99.0;;media
MG;CARMO DA MATA;municipio;554.0;26059.0;;33.0;;;76.0;;media
MG;CARMOPOLIS DE MINAS;municipio;1049.0;37036.0;;46.0;;;55.0;;media
MG;CLAUDIO;municipio;910.0;43539.0;;20.0;;194.0;39.0;;media
MG;CRISTAIS;municipio;740.0;44837.0;;14.0;;;60.0;;media
MG;FORMIGA;municipio;2252.0;121580.0;;38.0;;84.0;92.0;;media
MG;IBITURUNA;municipio;189.0;13967.0;;23.0;;27.0;2.0;;media
MG;ITAGUARA;municipio;1166.0;30306.0;;56.0;18.0;47.0;109.0;;media
MG;ITAPECERICA;municipio;1406.0;76893.0;;40.0;;291.0;41.0;;media
MG;OLIVEIRA;municipio;1003.0;63113.0;;40.0;;246.0;29.0;;media
MG;PASSA TEMPO;municipio;684.0;28834.0;;15.0;;;27.0;;media
MG;PEDRA DO INDAIA;municipio;580.0;27934.0;;;;;15.0;;media
MG;PERDÕES;municipio;578.0;23210.0;;17.0;26.0;152.0;60.0;;media
MG;PIRACEMA;municipio;1116.0;21905.0;;18.0;;;87.0;;media
MG;RIBEIRÃO VERMELHO;municipio;98.0;2975.0;;;;109.0;;;media
MG;SANTANA DO JACARE;municipio;95.0;6928.0;;;;;20.0;;media
MG;SANTO ANTONIO DO AMPARO;municipio;561.0;42302.0;;;;144.0;27.0;;media
MG;SÃO FRANCISCO DE PAULA;municipio;435.0;28504.0;;;;;;;media
MG;SÃO SEBASTIÃO;municipio;788.0;32902.0;;;;;19.0;;media
MG;MOGIANA MINEIRA;microrregiao;;579018.0;;343.0;;492.0;6640.0;;media
MG;ARCEBURGO;municipio;;14294.0;;;;;32.0;;media
MG;BOM JESUS DA PENHA;municipio;;20913.0;;;;;;;media
MG;CABO VERDE;municipio;;35192.0;;49.0;;17.0;200.0;;media
MG;CAPETINGA;municipio;;23489.0;;;;;81.0;;media
MG;CLARAVAL;municipio;;18253.0;;13.0;;74.0;1260.0;;media
MG;GUARANESIA;municipio;;29138.0;;22.0;;11.0;282.0;;media
MG;GUAXUPE;municipio;;26918.0;;15.0;;;107.0;;media
MG;IBIRACI;municipio;;40336.0;;10.0;;36.0;782.0;;media
MG;ITAMOGI;municipio;;20464.0;;20.0;;69.0;698.0;;media
MG;JACUI;municipio;;35963.0;;;;;221.0;;media
MG;JURUAIA;municipio;;19044.0;;10.0;;;;;media
MG;MONTE BELO;municipio;;36989.0;;10.0;;;;;media
MG;MONTE SANTO DE MI NAS;municipio;;43918.0;;18.0;;48.0;554.0;;media
MG;MUZAMB I NHO;municipio;;36088.0;;34.0;;13.0;218.0;;media
MG;NOVA RESENDE;municipio;;35804.0;;;;44.0;153.0;;media
MG;SÃO PEDRO DA UNIÃO;municipio;;25254.0;;15.0;;21.0;139.0;;media
MG;SÃO SEBASTIÃO DO PARAISO;municipio;;72241.0;;64.0;;39.0;866.0;;media
MG;SÃO TOMAS DE AQUINO;municipio;;24906.0;;20.0;;81.0;811.0;;media
