_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;confianca
AC;TOTAIS;total;24005.0;1414225.0;255836.0;498715.0;5162.0;55040.0;alta
AC;ACRE;mesorregiao;24005.0;1414225.0;255836.0;498715.0;5162.0;55040.0;alta
AC;ALTO .JURUA;microrregiao;7267.0;316833.0;84799.0;147649.0;1425.0;16432.0;alta
AC;CRUZEIRO DO SUL;municipio;2653.0;142359.0;28538.0;88812.0;425.0;4767.0;alta
AC;FEIJO;municipio;1650.0;71513.0;22779.0;27476.0;580.0;6549.0;alta
AC;MANCIO LIMA;municipio;781.0;30882.0;9913.0;9595.0;128.0;1309.0;alta
AC;TARAUACA;municipio;2183.0;72079.0;23569.0;21766.0;292.0;3807.0;alta
AC;ALTO PURUS;microrregiao;;;;;;;alta
AC;ASSIS BRASIL;municipio;139.0;3996.0;2438.0;3641.0;35.0;190.0;alta
AC;BRASILEIA;municipio;2282.0;117007.0;26131.0;50136.0;410.0;3922.0;alta
AC;MANOEL URBANO;municipio;625.0;20781.0;3883.0;9223.0;92.0;771.0;alta
AC;PLACIDO DE CASTRO;municipio;3173.0;181780.0;38593.0;57280.0;513.0;4870.0;alta
AC;SENADOR GUIOMARD;municipio;1931.0;165297.0;17354.0;44942.0;434.0;4844.0;alta
AC;SENA MADUREIRA;municipio;2150.0;106494.0;24974.0;33374.0;393.0;3315.0;alta
AC;XAPURI;municipio;1662.0;88196.0;20329.0;42389.0;561.0;5780.0;alta
AM;TOTAIS;total;42343.0;2051723.0;242316.0;262146.0;104139.0;;alta
AM;HlLEIA AMAZONENSE;mesorregiao;23761.0;778454.0;100198.0;119742.0;52793.0;;alta
AM;ALTO SOLIMÕES;microrregiao;5706.0;166448.0;23545.0;30462.0;15677.0;;alta
AM;AMATURA;municipio;208.0;15708.0;2591.0;1657.0;231.0;;alta
AM;ATALAIA;municipio;104.0;2447.0;210.0;160.0;;;alta
AM;BEN JAMIN CONSTANT;municipio;102.0;10605.0;720.0;289.0;23.0;;alta
AM;FONTE BOA;municipio;1573.0;29747.0;5082.0;9581.0;4494.0;;alta
AM;JUTA(;municipio;1114.0;27382.0;4051.0;2395.0;2055.0;;alta
AM;SANTO ANTONIO DO IÇA;municipio;823.0;23131.0;3715.0;9724.0;6123.0;;alta
AM;SÃO PAULO DE OLIVENÇA;municipio;417.0;23820.0;2622.0;3269.0;577.0;;alta
AM;TABATINGA;municipio;355.0;10509.0;340.0;;411.0;;alta
