_uf;_label;_level;val_1;val_2;val_3;val_4;val_5;val_6;val_7;val_8;confianca
AL;PASSO DE CAMARAGIBE;municipio;222.0;;5631.0;138.0;;4647.0;;;media
AL;PORTO CALVO;municipio;664.0;;3117.0;279.0;;1779.0;;;media
AL;PORTO DE PEDRAS;municipio;689.0;;4335.0;374.0;;1657.0;;;media
AL;SÃO MIGUEL DOS MILAGRES;municipio;370.0;;68.0;293.0;;84.0;;;media
AL;TABULEIROS OE S MIGUEL DOS CAMPOS;microrregiao;3849.0;;87708.0;1120.0;;33168.0;;;media
AL;BARRA DE SÃO MIGUEL;municipio;44.0;;241.0;30.0;;3148.0;;;media
AL;BOCA DA MATA;municipio;;;136.0;146.0;;1184.0;;;media
AL;CAMPO ALEGRE;municipio;459.0;;7337.0;187.0;;751.0;;;media
AL;CORURIPE;municipio;2552.0;;34326.0;684.0;;16076.0;;;media
AL;ROTEIRO;municipio;33.0;;5500.0;21.0;;1935.0;;;media
AL;SÃO MIGUEL DOS CAMPOS;municipio;347.0;;32165.0;52.0;;10073.0;;;media
AM;TOTAIS;total;116302.0;5859512.0;100351.0;4361764.0;6277.0;891656.0;9674.0;606091.0;media
AM;HILEIA AMAZONENSE;mesorregiao;75663.0;3820308.0;64081.0;3031099.0;4472.0;318599.0;7110.0;470609.0;media
AM;ALTO SOLIMÕES;microrregiao;12818.0;100053.0;9305.0;74668.0;1520.0;13922.0;1993.0;11462.0;media
AM;AMATURA;municipio;839.0;3702.0;437.0;2707.0;264.0;745.0;138.0;249.0;media
AM;ATALAIA DO NORTE;municipio;813.0;10559.0;634.0;8146.0;53.0;853.0;126.0;1558.0;media
AM;BENJAMIN CONSTANT;municipio;902.0;9447.0;840.0;6158.0;49.0;3199.0;13.0;89.0;media
AM;FONTE BOA;municipio;1881.0;15919.0;1675.0;12813.0;183.0;1409.0;23.0;1697.0;media
AM;.JUTA(;municipio;2133.0;24498.0;2052.0;23288.0;54.0;1079.0;27.0;130.0;media
AM;SANTO ANTONIO DO IÇA;municipio;1722.0;10107.0;1224.0;7100.0;294.0;1337.0;204.0;1669.0;media
AM;SÃO PAULO DE OLIVENÇA;municipio;2407.0;11041.0;1185.0;6350.0;371.0;1565.0;851.0;3125.0;media
AM;TABATINGA;municipio;997.0;61127.0;808.0;5637.0;38.0;439.0;151.0;351.0;media
AM;TONANTINS;municipio;1124.0;8348.0;450.0;2465.0;214.0;3292.0;460.0;2590.0;media
AM;JURUA;microrregiao;12862.0;103065.0;11980.0;;623.0;18781.0;259.0;743.0;media
AM;CARAUARI;municipio;1695.0;8667.0;1603.0;6812.0;75.0;1777.0;17.0;78.0;media
AM;EIRUNEPE;municipio;1623.0;23583.0;1548.0;10665.0;60.0;12191.0;15.0;26.0;media
AM;ENVIRA;municipio;2792.0;13220.0;2523.0;10001.0;251.0;3191.0;18.0;28.0;media
AM;IPIXUNA;municipio;4591.0;13049.0;4297.0;12125.0;167.0;515.0;127.0;338.0;media
AM;ITAMARATI;municipio;1309.0;1239.0;39707.0;70.0;336.0;;;;media
AM;.JURUA;municipio;852.0;502.0;770.0;4230.0;;;82.0;272.0;media
AM;PURUS;microrregiao;14705.0;1281129.0;13687.0;1150994.0;472.0;94030.0;546.0;36105.0;media
AM;BOCA DO ACRE;municipio;3005.0;617297.0;2528.0;509845.0;87.0;80179.0;390.0;27272.0;media
AM;CANUTAMA;municipio;2175.0;34714.0;2128.0;33113.0;32.0;1060.0;15.0;541.0;media
AM;LABREA;municipio;4982.0;193575.0;4702.0;1801127.0;159.0;802.0;121.0;340.0;media
AM;PAUINI;municipio;1277.0;170383.0;1259.0;165.0;1619.0;12.0;3320.0;;media
AM;TAPAUA;municipio;3266.0;265159.0;3070.0;258163.0;188.0;6368.0;;627.0;media
AM;MADEIRA;microrregiao;1280.0;901480.0;11234.0;779873.0;563.0;70778.0;1052.0;50828.0;media
AM;BORBA;municipio;2971.0;246694.0;2693.0;220213.0;118.0;5562.0;160.0;20918.0;media
AM;HUMAITA;municipio;2588.0;188833.0;2388.0;179826.0;112.0;88.0;4459.0;;media
AM;MANICOR'E;municipio;4554.0;160511.0;3514.0;77741.0;273.0;60050.0;767.0;22719.0;media
AM;NOVO A'IPUANÃ;municipio;2736.0;305441.0;2639.0;302093.0;60.0;617.0;37.0;2731.0;media
AM;RIO NEGRO;microrregiao;6519.0;89485.0;5016.0;59864.0;237.0;36105.0;1266.0;3515.0;media
AM;BARCELOS;municipio;1852.0;32872.0;1769.0;32289.0;29.0;71.0;54.0;512.0;media
AM;NOVO AIRÃO;municipio;455.0;46731.0;439.0;18386.0;16.0;28345.0;;;media
AM;SANTA ISABEL DO RIO NEGRO;municipio;714.0;2903.0;683.0;2761.0;6.0;84.0;25.0;57.0;media
AM;SÃO QABRIEL DA CACHOEIRA;municipio;3498.0;16977.0;2125.0;6427.0;186.0;76011.0;1187.0;2945.0;media
AM;SOLIMÕES-JAPURA;microrregiao;15910.0;1335092.0;12859.0;882157.0;1057.0;84981.0;1994.0;367953.0;media
AM;ALVARÂES;municipio;780.0;24164.0;607.0;19033.0;73.0;4019.0;100.0;1111.0;media
AM;ANAMÃ;municipio;810.0;8086.0;703.0;7011.0;100.0;1057.0;7.0;17.0;media
AM;ANORI;municipio;1124.0;23095.0;44.0;16873.0;71.0;5947.0;;274.0;media
AM;COAR(;municipio;5273.0;279006.0;50.0;252122.0;142.0;21356.0;81.0;528.0;media
AM;CODAJAS;municipio;2549.0;414501.0;1292.0;56935.0;200.0;5575.0;1057.0;3511190.0;media
AM;JAPURA;municipio;484.0;16.0;403.0;6502.0;41.0;1868.0;40.0;645.0;media
AM;MARAÃ;municipio;2328.0;33151.0;1578.0;23908.0;134.0;1896.0;616.0;7347.0;media
AM;TEFE;municipio;1622.0;505712.0;1249.0;81796.0;293.0;43120.0;80.0;862.0;media
AM;UARINI;municipio;940.0;38288.0;933.0;37972.0;3.0;137.0;;178.0;media
AM;MEDIO AMAZONAS;microrregiao;;;;39204.0;36270.0;;;1805.0;media
AM;AUTAZES;municipio;;;1963.0;179459.0;1898.0;;;26.0;media
AM;BARREIRINHA;municipio;;;2042.0;62470.0;1530.0;;;115.0;media
AM;BERURI;municipio;;;876.0;206971.0;765.0;;;78.0;media
AM;BOA VISTA;municipio;877.0;28943.0;770.0;26277.0;65.0;526.0;42.0;1139.0;media
AM;CAAP;municipio;501.0;9220.0;478.0;9035.0;7.0;158.0;16.0;27.0;media
AM;CAREIRO;municipio;;;3953.0;135922.0;3753.0;;;124.0;media
AM;IRANDUBA;municipio;;;1872.0;47064.0;1681.0;;;142.0;media
AM;IT ACOA TI ARA;municipio;2758.0;141931.0;2581.0;109966.0;101.0;12411.0;76.0;19552.0;media
AM;ITAPIRANQA;municipio;;;269.0;20903.0;237.0;;;17.0;media
AM;MANACAPURU;municipio;;;393.0;80035.0;3495.0;;;206.0;media
AM;MANAQUIRI;municipio;;;1302.0;27498.0;1267.0;;;;media
AM;MAUES;municipio;;;198.0;185680.0;2697.0;;;212.0;media
AM;NHAMUNDA;municipio;;;31.0;59736.0;2829.0;;;26.0;media
AM;NOVA OLINDA DO NORTE;municipio;2308.0;60669.0;2072.0;56228.0;62.0;1330.0;171.0;3110.0;media
AM;PARINTJNS;municipio;213524.0;5098.0;187775.0;117.0;21370.0;129.0;379.0;;media
AM;PRESIDENTE FIGUEIREDO;municipio;;;322.0;41776.0;264.0;;;28.0;media
AM;RIO PRETO DA EVA;municipio;397.0;185670.0;277.0;95975.0;116.0;89.0;250.0;;media
AM;SÃO SEBASTIÃO DO UATUMÃ;municipio;752.0;30283.0;703.0;29655.0;638.0;;;;media
AM;SILVES;municipio;;;812.0;144882.0;690.0;;;57.0;media
AM;URUCARA;municipio;;;976.0;7655.0;796.0;;;61.0;media
AM;URUCURITUBA;municipio;;;1383.0;36415.0;1265.0;;;50.0;media
AP;TOTAIS;total;4816.0;1208021.0;3168.0;328630.0;536.0;811526.0;1112.0;67863.0;alta
AP;AMAPA;mesorregiao;4816.0;1208021.0;3168.0;328630.0;536.0;811526.0;1112.0;67863.0;alta
AP;MACAPA;microrregiao;3667.0;692397.0;2610.0;230134.0;302.0;425755.0;755.0;36507.0;alta
AP;MACAPA;municipio;2497.0;599928.0;1540.0;148919.0;270.0;416064.0;687.0;34944.0;alta
AP;MAZAGÃO;municipio;1170.0;92468.0;1070.0;81215.0;32.0;9690.0;68.0;1562.0;alta
AP;AMAPA E OIAPOQUE;microrregiao;1149.0;515.0;558.0;98496.0;234.0;385771.0;357.0;31356.0;alta
AP;AMAPA;municipio;633.0;470307.0;383.0;77182.0;129.0;365927.0;121.0;27197.0;alta
AP;CALÇOENE;municipio;217.0;39627.0;143.0;19280.0;41.0;17963.0;33.0;2383.0;alta
AP;OIAPOQUE;municipio;299.0;689.0;32.0;2033.0;64.0;1880.0;203.0;1775.0;alta
BA;TOTAIS;total;739006.0;33431403.0;530434.0;15274752.0;111567.0;15697874.0;97005.0;2458776.0;media
BA;OESTE BAIANO;mesorregiao;300262.0;16616115.0;212598.0;8429939.0;34636.0;6881532.0;53026.0;304643.0;media
BA;CHAPADÕES DO ALTO RIO GRANDE;microrregiao;23844.0;4346772.0;18058.0;1881657.0;3225.0;2233197.0;2561.0;231916.0;media
BA;ANGICAL;municipio;1942.0;171235.0;1250.0;65114.0;398.0;96582.0;294.0;9537.0;media
BA;BAIANOPOLIS;municipio;1321.0;121278.0;1078.0;70711.0;129.0;31910.0;114.0;18657.0;media
BA;BARREIRAS;municipio;2039.0;507126.0;1463.0;234907.0;314.0;255869.0;262.0;16351.0;media
BA;BREJOLANOIA;municipio;1692.0;173994.0;226.0;66187.0;219.0;96547.0;247.0;259.0;media
BA;CATOLANDIA;municipio;661.0;44248.0;442.0;21651.0;113.0;19087.0;106.0;3509.0;media
BA;COTEGIPE;municipio;1916.0;627911.0;351.0;198739.0;406.0;346213.0;157.0;82958.0;media
BA;CRISTOPOLIS;municipio;1570.0;64298.0;1242.0;30814.0;137.0;17819.0;191.0;15664.0;media
BA;FORMOSA DO RIO PRETO;municipio;1622.0;1102702.0;1265.0;535229.0;163.0;534098.0;174.0;33374.0;media
BA;RIACHÃO DAS NEVES;municipio;2242.0;253661.0;1569.0;79342.0;445.0;68787.0;228.0;5531.0;media
BA;SANTA RITA DE CASSIA;municipio;3534.0;459202.0;3214.0;270442.0;264.0;179254.0;56.0;9504.0;media
BA;SÃO DESIDERIO;municipio;3123.0;751577.0;2256.0;268427.0;390.0;464255.0;477.0;18894.0;media
BA;TABOCAS;municipio;2182.0;69532.0;1702.0;40088.0;225.0;22770.0;255.0;6672.0;media
BA;CHAPADÕES DO RIO CORRENTE;microrregiao;18907.0;1772865.0;15587.0;962030.0;1927.0;698213.0;1393.0;112621.0;media
BA;CANAPOLIS;municipio;1530.0;38894.0;1193.0;26658.0;220.0;9634.0;117.0;2601.0;media
BA;cocos';municipio;1970.0;319990.0;1626.0;136726.0;203.0;173389.0;141.0;9875.0;media
BA;CORIBE;municipio;2224.0;274962.0;1842.0;137660.0;220.0;91355.0;162.0;45946.0;media
BA;CORRENT(NA;municipio;3947.0;605110.0;3487.0;394185.0;246.0;203048.0;214.0;7876.0;media
BA;SANTA MARIA DA VITORIA;municipio;3368.0;205408.0;2801.0;109605.0;262.0;61447.0;305.0;34355.0;media
BA;SANTANA;municipio;2985.0;171523.0;2252.0;71849.0;516.0;94949.0;217.0;4724.0;media
BA;SERRA DOURADA;municipio;2883.0;56976.0;2386.0;85345.0;260.0;64389.0;237.0;7241.0;media
BA;BAIXO-MEDI O SÃO FRANCISCO;microrregiao;39076.0;2023955.0;27432.0;1197584.0;4456.0;676722.0;7188.0;147649.0;media
BA;BARRA;municipio;7527.0;570855.0;4648.0;311677.0;660.0;189139.0;2219.0;70038.0;media
BA;CAMPO ALEGRE DE LO URDES;municipio;3659.0;464466.0;3364.0;399766.0;111.0;62223.0;164.0;2476.0;media
BA;CASA NOVA;municipio;6896.0;91668.0;6065.0;60140.0;225.0;18904.0;606.0;12623.0;media
BA;IBOTIRAMA;municipio;1523.0;135345.0;1016.0;40080.0;353.0;87108.0;154.0;8156.0;media
BA;MORPARA;municipio;962.0;74837.0;602.0;44466.0;65.0;20589.0;115.0;9782.0;media
BA;REMANSO;municipio;3960.0;142330.0;3409.0;61776.0;451.0;79546.0;100.0;6.0;media
BA;SENTO SE;municipio;5025.0;90662.0;986.0;19120.0;1902.0;56556.0;2135.0;14985.0;media
BA;XIOUE-XIOUE;municipio;4030.0;400145.0;1983.0;211598.0;492.0;160679.0;1555.0;27867.0;media
BA;MEDI O SÃO FRANCISCO;microrregiao;17214.0;1339978.0;10436.0;541509.0;544.0;663429.0;5234.0;;media
BA;BOM JESUS DA LAPA;municipio;8635.0;665720.0;3303.0;171159.0;885.0;388451.0;4447.0;106109.0;media
BA;CARINHANHA;municipio;2505.0;257239.0;1878.0;164933.0;130.0;71039.0;497.0;21267.0;media
BA;MALHADA;municipio;2728.0;316414.0;2175.0;30929.0;365.0;181336.0;168.0;4148.0;media
BA;PARATINGA;municipio;3346.0;100604.0;3080.0;74486.0;164.0;22602.0;102.0;3514.0;media
BA;CHAPADA DIAMANTINA SETENTRIONAL;microrregiao;32426.0;1198336.0;13179.0;529860.0;6618.0;453110.0;;215345.0;media
BA;BARRA DO MENDES;municipio;1903.0;57916.0;1271.0;138285.0;231.0;13050.0;401.0;6580.0;media
BA;CAFARNAUM;municipio;2364.0;332.0;428.0;26054.0;412.0;11452.0;524.0;6825.0;media
BA;CANARANA;municipio;3791.0;77956.0;2252.0;45370.0;552.0;18172.0;967.0;14413.0;media
BA;CENTRAI;municipio;1564.0;27137.0;679.0;13987.0;250.0;5815.0;635.0;7334.0;media
BA;GENTIO DO OURO;municipio;2480.0;65627.0;376.0;11260.0;626.0;38265.0;478.0;16101.0;media
BA;(B(PEBA;municipio;2275.0;81756.0;341.0;12582.0;926.0;49626.0;8.0;19547.0;media
BA;IBITITA;municipio;2344.0;36773.0;426.0;10424.0;255.0;8794.0;1663.0;17553.0;media
BA;(RECE;municipio;6749.0;246909.0;2222.0;77352.0;1392.0;97102.0;335.0;72455.0;media
BA;JUSSARA;municipio;1130.0;35304.0;207.0;6681.0;528.0;20046.0;395.0;8576.0;media
BA;CHAPADA DIAMANTINA MERIDIONAL;microrregiao;;65612.0;;50176.0;;1090307.0;6606.0;1186977.0;media
BA;ABAIRA;municipio;;550.0;;961.0;;11561.0;341.0;6011.0;media
BA;AGUA QUENTE;municipio;;1002.0;;751.0;;4976.0;82.0;2892.0;media
BA;ANDARA(;municipio;;2908.0;;2186.0;;56407.0;450.0;85848.0;media
BA;BARRA DA ESTIVA;municipio;;1724.0;;1397.0;;50396.0;192.0;16969.0;media
BA;BONINAL;municipio;;1621.0;;1179.0;;13657.0;185.0;10423.0;media
BA;BOQUIRA;municipio;;3068.0;;2547.0;;24823.0;310.0;10327.0;media
BA;SOTUPORÃ;municipio;;4756.0;;3880.0;;60170.0;410.0;13054.0;media
BA;BROTAS DE MACAUBAS;municipio;;2639.0;;1766.0;;38083.0;208.0;8391.0;media
BA;CONTENDAS;municipio;;662.0;;512.0;;46488.0;93.0;18587.0;media
BA;IBICOARA;municipio;;1057.0;;804.0;;31455.0;163.0;22071.0;media
BA;IBIPITANGA;municipio;;2193.0;;2062.0;;31180.0;74.0;2255.0;media
BA;IBITIARA;municipio;;4840.0;;3139.0;;32733.0;303.0;8738.0;media
BA;IPUPIARA;municipio;;1141.0;;602.0;;26960.0;273.0;16972.0;media
BA;IRAMAIA;municipio;;1130.0;;671.0;;44449.0;233.0;89360.0;media
BA;IRAQUARA;municipio;;2651.0;;1511.0;;24529.0;316.0;15448.0;media
BA;ITAETE;municipio;;1223.0;;850.0;;40365.0;167.0;58258.0;media
BA;ITUAÇU;municipio;;2092.0;;1830.0;;47680.0;129.0;15292.0;media
BA;JUSSIAPE;municipio;;1361.0;;969.0;;16728.0;149.0;4240.0;media
BA;LENÇOIS;municipio;;307.0;;203.0;;23189.0;80.0;20514.0;media
BA;MACAUBAS;municipio;;5538.0;;4787.0;;61954.0;323.0;19598.0;media
BA;MUCUGE;municipio;;1074.0;;849.0;;36595.0;101.0;28747.0;media
BA;OLIVEIRA DOS BREJINHOS;municipio;;3115.0;;2507.0;;79198.0;271.0;50090.0;media
BA;PALMEIRAS;municipio;;556.0;;426.0;;15579.0;89.0;7808.0;media
BA;PARAMIRIM;municipio;;3901.0;;2769.0;;37174.0;311.0;14275.0;media
BA;PIATÃ;municipio;;3645.0;;3087.0;;25413.0;339.0;18378.0;media
BA;RIO OE CONTAS;municipio;;1750.0;;1267.0;;28783.0;247.0;12646.0;media
BA;RIO DO PIRES;municipio;;1813.0;;1493.0;;16653.0;110.0;3301.0;media
BA;SEABRA;municipio;;3304.0;;2672.0;;37068.0;269.0;20701.0;media
BA;TANHAÇU;municipio;;1639.0;;1517.0;;71816.0;82.0;20119.0;media
BA;UTINGA;municipio;;1130.0;;849.0;;39284.0;236.0;543204.0;media
BA;WAGNER;municipio;;222.0;;133.0;;14947.0;70.0;22445.0;media
BA;SERRA GERAL DA BAHIA;microrregiao;;61771.0;;52585.0;;1662230.0;4469.0;504003.0;media
BA;ARACATU;municipio;;2308.0;;1942.0;;89683.0;94.0;13621.0;media
BA;BRUMAOO;municipio;;3343.0;;2942.0;;98136.0;206.0;25494.0;media
BA;CACULE;municipio;;1715.0;;1538.0;;35874.0;156.0;15268.0;media
BA;CAETITE;municipio;;6145.0;;5643.0;;145071.0;329.0;32428.0;media
BA;CANDISA;municipio;;2134.0;;1318.0;;22417.0;395.0;8766.0;media
BA;CONOEUBA;municipio;;3101.0;;2857.0;;121650.0;137.0;11594.0;media
BA;CORDEIROS;municipio;;979.0;;868.0;;32044.0;51.0;2329.0;media
BA;DOM BASILIO;municipio;;1533.0;;1190.0;;23579.0;94.0;4506.0;media
BA;GUANAMBI;municipio;;4354.0;;3349.0;;74858.0;472.0;29281.0;media
BA;IBIASSUCE;municipio;;1433.0;;1141.0;;35067.0;151.0;8224.0;media
BA;IGAPORÃ;municipio;;1239.0;;1042.0;;35828.0;144.0;14042.0;media
BA;JACARACI;municipio;;2511.0;;2239.0;;88934.0;128.0;20655.0;media
BA;LICINIO OE ALMEIDA;municipio;;459.0;;1211.0;;42424.0;163.0;23306.0;media
